J011935.64-102613.2 52163  661 285 0.12479 0.00004 17.32 138.7  10.5  -76.7  8.0  235.1    4.8 161.4  5.0 125.4    2.8  764.8  38.7   831.7  37.0  343.7   9.4  250.3   9.0 1
J040001.59-065254.1 51908  464 104 0.17003 0.00003 16.87 227.0   7.9 -144.2  6.9  229.4    3.7 183.4  5.0 142.8    2.7  734.8  30.1   813.6  29.7  243.3   7.5  288.4   8.5 1
J074156.55+294135.6 52663  889 271 0.12115 0.00003 16.77 119.7   8.2 -110.5  5.7  103.2    5.6  92.2  4.2  77.9    3.9   28.8   2.4    18.7   2.2  178.2  12.0  135.6  12.4 1
J075017.49+270304.1 52316  858 437 0.14104 0.00003 16.84 150.8   9.7  -90.4  9.1  133.1    8.5 111.6  5.4  94.5    4.8   52.3   4.3    21.7   3.4  307.0  16.6  234.8  21.6 1
J080329.02+532233.5 53384 1871 290 0.21936 0.00006 17.79 177.6  18.2 -186.2  8.8  132.8    6.6 103.6  7.5 146.3    6.8   17.7   3.5    85.0   6.3   98.3  15.2  188.9  10.5 1
J081203.34+571356.7 53386 1872 416 0.08744 0.00002 15.67 179.0   6.3  -92.5  6.4  218.3    4.8 176.5  6.3 104.4    3.6  219.2  15.0   128.9  11.6  810.4  26.8  321.9  19.0 1
J082256.27+332201.4 52325  862 495 0.13888 0.00003 17.28 146.9   7.9  -86.2  6.1  209.6    7.2 126.6  4.2 131.6    4.5  353.7  22.8   332.6  19.7  154.2   5.4  117.2   5.2 1
J083120.87+131802.6 54139 2425 154 0.24483 0.00004 18.29 120.8  11.5  -99.0 10.5  103.2   11.4  96.1  6.7  88.3    7.3   28.8   2.7    11.4   2.7   65.7   4.5   56.7   8.4 1
J083244.07+410344.6 52581  895 238 0.23206 0.00005 17.85 140.1  13.4 -136.9 12.6   94.7   23.7  93.1  7.9 114.9   16.0   21.4   4.5    26.0   4.7   61.0   6.2   45.1   4.6 1
J084049.47+272704.8 52964 1587 540 0.13556 0.00004 17.70 178.1  11.9 -171.0  4.1  396.0    5.8 135.7  4.3 154.2    6.1  131.5   3.8   109.3   3.8   47.2   4.4   38.5   5.2 1
