J121943.14+132660.0 53120 1614 327 0.06456 0.00002 17.35 127.8   6.7  -45.5  8.6  145.9    1.5 180.7  5.8  92.0    1.9  644.0  48.5   916.2  32.6  728.1  27.9  306.1  18.3 1
J122012.59-010531.4 52000  288  88 0.11836 0.00004 17.53 109.6  10.9 -347.4  8.6    9.6    4.1 133.9  6.0 158.0    3.6  333.2  24.6   886.8  33.5   95.3   5.8  356.1  10.4 1
J122141.89+030606.8 52283  519 376 0.17722 0.00004 17.65 150.0  10.7  -57.3 19.2  169.0   12.7 133.7 13.6  86.1    8.5   54.1   7.3    16.2   6.3  147.2  11.3   72.0  15.2 1
J122214.65+242420.6 54502 2658 213 0.11652 0.00004 17.52 168.5  10.2 -304.8 15.6   26.4    5.8 159.5 12.0 118.9    4.2  473.1  49.0   695.6  48.5  229.8  16.9  314.5  15.4 1
J123422.40+410406.5 53433 1984 453 0.17774 0.00006 18.65 149.8  18.4 -102.7  6.6  113.5    6.1  73.9  4.7 101.2    4.8   37.0   6.5    29.4   3.3   90.6  14.7  170.3  16.8 1
J123751.88+074357.5 53474 1628 490 0.08312 0.00002 16.62 133.6   7.3 -125.6  5.9  117.1    7.5  99.7  4.1  96.4    5.2   23.4   2.0    18.0   2.0  216.5  13.5  155.8  12.9 1
J124630.95+674723.9 51915  494 635 0.08200 0.00002 16.96 121.5   4.9 -102.5  9.4  168.4    4.7 136.0  7.3 109.3    3.3   77.3   8.0   151.1   8.1   72.9   4.2   60.9   3.4 1
J124923.70+593646.5 52398  957 232 0.14259 0.00005 17.43 175.0  14.1 -103.3 36.4  167.6   28.4 152.8 19.8 130.3   13.0  172.5  45.2   142.7  41.6   79.7   5.7   64.4   5.6 1
J124950.71+130454.0 53472 1694 613 0.15429 0.00004 16.85 164.4  11.7 -178.4 13.4  120.1    6.5 122.4  9.9 111.1    5.3   25.9   3.8    17.4   2.3  135.4  16.0  231.7  23.3 1
J124954.85+402050.2 53431 1985 556 0.18960 0.00005 16.87 171.6  13.8  -61.2  6.0  186.2    6.5 116.1  4.0  95.3    4.2   69.0   3.6    17.3   2.6  396.8  16.9  260.9  27.9 1
J125043.29+304836.2 53726 2239 453 0.12832 0.00003 17.02 178.8   8.4 -205.2  7.8  105.1    6.4 118.9  5.4 141.9    5.0   62.5   6.4   130.1   8.0  168.1   9.3  284.7  11.4 1
J125252.61+071757.7 54270 1792 185 0.10825 0.00002 16.63 149.1   7.2 -116.6  8.2   76.3    8.2  94.7  5.9 109.3    5.8   50.2   9.9   155.0  11.9  127.4  17.1  106.4   9.9 1
J125547.84-033909.6 51694  338 287 0.16905 0.00006 16.60 166.1  17.9 -451.5  6.6  -39.4    1.8 145.6  7.7 174.9    2.8  198.2  17.6   252.2  12.8   76.1   9.1  899.6  29.5 1
J125615.60+295348.0 53499 2011 363 0.10972 0.00004 17.27 163.5  12.5  -90.9 11.4  129.5    4.9 135.8  6.8  87.6    3.2  157.3  11.7    82.2  10.8  507.4  17.5  386.5  21.4 1
J125708.58+333454.2 53476 2006 263 0.22535 0.00004 17.66 141.6  13.2 -104.2 22.0  202.9    8.7 194.3 13.8 135.2    5.4  330.2  44.6   290.6  36.5  143.2   8.4  115.4   6.9 1
J130008.74+180754.9 54149 2602 576 0.10100 0.00002 16.62 144.3   7.3  -79.2  4.4  151.3    5.3 116.5  2.7  92.9    3.0  629.4  21.8   234.8  19.1  683.0  14.6  374.8  14.2 1
J130927.24+083247.7 54507 1795 453 0.14795 0.00003 17.39 128.2  10.0 -358.4  7.1    5.3    1.9 135.5  5.6 145.6    1.7  344.4  21.4  1238.4  22.8   89.6   6.9  680.4  12.2 1
J131044.32+245650.6 54234 2663 425 0.13567 0.00004 17.31 114.5  12.8  -41.7  6.2  186.8    4.0 141.2  4.3  83.7    3.6  112.7   4.6     6.5   1.1  295.5  12.5  158.5  20.3 1
J131143.28+043326.5 52338  850 154 0.13411 0.00006 17.20 178.6  16.2 -186.3  4.6   76.3    5.7 110.1  3.6  97.2    3.9   37.1   2.4    32.3   2.6  342.1  15.3  200.8  13.3 1
