RA2_deg Dec2_deg
357.0799428182329 0.9548623309305555
249.25363749999997 26.603819444444447
44.42354583333333 6.022438888888889
244.15648672924993 4.992426874861112
176.96480845316665 -7.411428080194445
214.4980837888033 25.136833396634167
6.404045833333333 17.46804722222222
259.81038572791664 48.98039611583334
133.70364554661708 20.108511926852223
206.43541666666664 26.418333333333333
204.57229247867204 48.27552862528972
170.8353333333333 1.6314722222222222
218.12186121601164 -1.1044699460269445
28.474552203642496 5.049197765159445
233.73866666666663 23.503138888888888
68.2962325822304 5.354338206573055
153.06620833333332 -3.1175277777777777
182.73774999999998 9.907416666666666
184.66870741944788 50.26206631068139
160.60739074250415 12.211077015109167
325.8981022997337 17.73021877144361
280.5374627180804 79.77142478059416
291.95206031066414 73.96710330805111
40.03498083333333 -34.57263583333334
325.3185834540396 -42.953070235319444
333.74041666666665 35.85777777777778
328.9731533093441 -20.696220153615002
250.79745399999996 31.939072
43.24129166666666 -32.819611111111115
78.54486958333332 -33.43975583333333
219.96500416666663 -0.5747638888888889
140.30587499999996 45.48375
248.45425 31.569844444444445
16.588263762704166 -27.5636157367775
354.18791666666664 -1.1256666666666666
4.547454003723333 2.9444698166469445
253.24566666666664 2.4002777777777777
35.79754683333333 42.99205111111111
84.70983980079164 -44.08581636569445
211.68394124999998 34.19025277777777
172.13052499999998 58.561611111111105
203.66541666666666 -23.446666666666665
61.45526149458332 38.058953992499994
250.745041808425 39.81027765016055
162.03226918958333 0.9287449794444445
50.35736816542583 -45.51487289189361
170.05041125 67.18774444444445
215.13989675 52.98813466666667
141.80270315491913 29.72891169072222
209.01091666666665 18.3716
234.15093007198746 4.690851170540278
213.96148787499996 52.15839622222222
150.1797157216029 2.110385742554722
199.17876880193498 17.89238272896722
162.6723079982704 34.94206708172444
73.12533791666667 -29.893118333333334
27.754833497935 -29.34642430513889
23.881211533163334 -30.358604554689723
34.014667396867495 -29.066392473705278
35.75853975245666 -29.78536521129917
337.1379165376812 -28.946902413405
338.85299440774827 -27.24717728892917
332.55826265992374 -32.03313054582083
330.77944291605206 -31.55441208125111
342.6726403386845 -31.08733054612611
352.28618326273704 -29.9411987576825
183.46789662695457 -47.273804643890834
