FCG J120647.7+315232   12 06 48.321  +31 52 16.69   1.32    c  12 06 47.709 +31 52 32.10 328055                      wat/nat distorted
FCG J120813.7+440344   12 08 13.491  +44 03 43.07   0.89    c  12 08 13.789 +44 03 44.18 329624                      wat
FCG J120900.3+571528   12 09 01.192  +57 15 26.20   0.20    c  12 09 00.392 +57 15 28.76 330396                      nat ring?
FCG J121046.6+561616   12 10 47.180  +56 16 05.73   0.68    v  12 10 46.608 +56 16 16.71 332474                      nat
FCG J121232.1+181332   12 12 32.245  +18 13 41.58   0.62    c? 12 12 32.167 +18 13 32.14 334367                      nat
FCG J121740.0+033958   12 17 39.574  +03 39 54.25   0.44    c? 12 17 40.023 +03 39 58.41 340087                      nat ring?
FCG J121942.8+043332   12 19 43.200  +04 33 39.35   0.44    v  12 19 42.884 +04 33 32.28 342392                      nat w int
FCG J122110.0+515052   12 21 10.190  +51 50 52.05   0.90    v  12 21 10.021 +51 50 52.05 344071                      wat dd??
FCG J122223.5-044959   12 22 24.243  -04 49 30.84   1.14    v? 12 22 23.508 -04 49 59.93 345425                      nat int ring
FCG J122329.4+611457   12 23 32.960  +61 15 07.28   0.93    v  12 23 29.477 +61 14 57.02 346593                      nat distorted
FCG J122503.7+125313   12 25 04.532  +12 53 05.87   1.72    c? 12 25 03.731 +12 53 13.66 348306                      nat dd? int
FCG J122524.5+373719   12 25 25.683  +37 37 24.51   0.42    v  12 25 24.557 +37 37 19.85 348663                      nat distorted
FCG J122952.2+114037   12 29 51.436  +11 40 30.47   1.29    v? 12 29 52.292 +11 40 37.54 353414                      nat distorted
FCG J123005.9-075255   12 30 05.782  -07 52 51.97   0.30    v  12 30 05.993 -07 52 55.90 353696                      nat
FCG J123607.9+163829   12 36 07.617  +16 38 25.47   1.45    c  12 36 07.989 +16 38 29.23 360110                      wat w?
FCG J123625.4+163210   12 36 27.822  +16 32 02.42   1.05    v? 12 36 25.415 +16 32 10.51 360505                      nat
FCG J124100.0+183312   12 40 59.476  +18 32 26.10   1.67    c  12 41 00.041 +18 33 12.94 365545                      nat beautiful
FCG J124133.9+140734   12 41 33.277  +14 07 34.43   0.41    c? 12 41 33.999 +14 07 34.06 366169                      wat
FCG J124206.0+323229   12 42 06.926  +32 32 29.47   1.67    v  12 42 06.056 +32 32 29.47 366767                      mg wat dd? td? unu
FCG J124619.2+262635   12 46 19.348  +26 26 51.47   3.25    c? 12 46 19.257 +26 26 35.85 371167                      wat/nat distorted
FCG J124724.2+093059   12 47 25.560  +09 31 02.56   1.10    c  12 47 24.237 +09 30 59.82 372507                      wat
FCG J124918.2+500443   12 49 17.504  +50 04 59.59   0.94    v  12 49 18.248 +50 04 43.91 374501                      nat
FCG J124942.2+303838   12 49 43.092  +30 38 50.77   1.10    c  12 49 42.258 +30 38 38.33 374948                      wat
FCG J125003.5-013222   12 50 03.425  -01 32 22.17   1.15    v  12 50 03.530 -01 32 22.95 375298                      nat/wat distorted dl
FCG J125045.7+344027   12 50 45.661  +34 40 35.30   1.69    c  12 50 45.766 +34 40 27.98 376070                      wat/nat, tri lobes, unu
FCG J125659.2+061858   12 56 59.731  +06 19 18.91   2.23    c  12 56 59.212 +06 18 58.61 382817                      wat
FCG J125745.6+485508   12 57 46.786  +48 54 57.62   0.54    c  12 57 45.619 +48 55 08.04 383717                      nat
FCG J125819.6+443157   12 58 19.298  +44 31 51.76   0.35    c  12 58 19.676 +44 31 57.16 384344                      nat
FCG J125822.9+111038   12 58 22.807  +11 10 43.63   0.41    v  12 58 22.916 +11 10 38.98 384424                      nat dd
FCG J125924.2+094625   12 59 24.649  +09 46 32.80   0.47    c  12 59 24.289 +09 46 25.49 385569                      nat
FCG J130327.6+493556   13 03 29.489  +49 35 50.45   1.15    c  13 03 27.648 +49 35 56.87 389992                      nat
FCG J130409.2+185549   13 04 09.385  +18 55 58.30   0.60    c? 13 04 09.232 +18 55 49.72 390744                      nat ring
FCG J130700.6-063101   13 07 00.102  -06 31 24.44   0.98    v? 13 07 00.681 -06 31 01.64 394021                      nat
FCG J130744.3+565101   13 07 43.399  +56 50 57.20   1.09    v  13 07 44.368 +56 51 01.29 394848                      wat
FCG J130817.7+175133   13 08 17.488  +17 51 41.73   0.63    c  13 08 17.758 +17 51 33.52 395457                      wat starwars
FCG J130833.4+531118   13 08 33.244  +53 11 12.09   0.32    v  13 08 33.465 +53 11 18.13 395760                      nat
FCG J130904.5+102934   13 09 05.886  +10 29 35.32   1.44    v  13 09 04.554 +10 29 34.53 396365                      wat int
FCG J131036.7+241844   13 10 36.874  +24 18 36.50   0.66    c  13 10 36.799 +24 18 44.98 398044                      wat
FCG J131336.8+174528   13 13 37.616  +17 45 25.19   0.40    c  13 13 36.834 +17 45 28.29 401420                      nat
FCG J131616.9+070246   13 16 17.812  +07 02 30.91   1.78    c? 13 16 16.979 +07 02 46.57 404356                      nat
FCG J131738.3+191016   13 17 39.300  +19 10 26.92   0.85    v? 13 17 38.341 +19 10 16.54 405913                      nat dd?
FCG J131812.0+512617   13 18 12.934  +51 26 38.64   0.80    v? 13 18 12.092 +51 26 17.43 406496                      nat ring-lobe ring
FCG J132254.1+581007   13 22 56.171  +58 10 12.30   0.54    v  13 22 54.187 +58 10 07.52 411693                      nat
FCG J132832.2+143653   13 28 32.630  +14 36 57.90   0.40    v  13 28 32.251 +14 36 53.18 417735                      nat
FCG J133031.2+064931   13 30 30.037  +06 49 22.37   0.70    v? 13 30 31.251 +06 49 31.79 419830                      nat ring?
FCG J133124.4-054429   13 31 24.252  -05 44 19.33   1.61    v? 13 31 24.463 -05 44 29.55 420750                      nat/wat
FCG J133335.2+542744   13 33 34.251  +54 27 40.10   0.78    c? 13 33 35.270 +54 27 44.45 423181                      nat
FCG J133337.8-065808   13 33 37.714  -06 57 59.09   0.34    c? 13 33 37.821 -06 58 08.62 423253                      nat/wat ring? arc
FCG J133416.3+332347   13 34 16.456  +33 23 42.30   1.16    v  13 34 16.394 +33 23 47.81 423926                      mg wat/nat unu, core id ambiguous
FCG J133421.9+332300   13 34 21.528  +33 22 58.09   0.60    v  13 34 21.968 +33 23 00.43 423926                      mg wat unu dd?, core id ambiguous
FCG J133540.5+535221   13 35 41.000  +53 52 19.52   0.39    v  13 35 40.515 +53 52 21.07 425502                      nat/wat dd
FCG J133631.1+403535   13 36 31.576  +40 35 41.49   0.66    v  13 36 31.108 +40 35 35.53 426416                      nat dd?
FCG J133824.8+293103   13 38 24.993  +29 30 57.24   0.49    v  13 38 24.894 +29 31 03.57 428531                      nat/wat dd?
FCG J133904.1+162052   13 39 04.002  +16 20 43.90   0.89    c  13 39 04.162 +16 20 52.28 429248                      nat dd?
FCG J134038.3+555020   13 40 39.462  +55 50 24.30   1.24    c  13 40 38.320 +55 50 20.78 431064                      wat ring-lobe
FCG J134117.7+540609   13 41 17.757  +54 06 11.05   0.34    v  13 41 17.702 +54 06 09.79 431787                      nat mg butterfly
FCG J134134.5+534442   13 41 34.003  +53 44 47.29   1.32    c  13 41 34.553 +53 44 42.97 432016                      nat distorted low level int
FCG J134149.8+262212   13 41 50.902  +26 22 31.95   0.93    v  13 41 49.811 +26 22 12.85 432349                      nat
FCG J134243.6+122647   13 42 43.831  +12 26 53.84   0.34    v  13 42 43.616 +12 26 47.55 433379                      nat arc
FCG J134259.3-033422   13 42 59.427  -03 34 12.37   0.27    v  13 42 59.302 -03 34 22.45 433691                      nat arc
FCG J134336.7+292846   13 43 37.282  +29 28 34.16   1.57    v? 13 43 36.737 +29 28 46.71 434368                      wat
FCG J134404.9+242533   13 44 04.397  +24 25 44.63   0.50    v  13 44 04.952 +24 25 33.44 434876                      nat
FCG J134414.1+001642   13 44 13.848  +00 16 45.98   1.44    c? 13 44 14.179 +00 16 42.32 435011                      wat?
FCG J134423.9+113459   13 44 25.501  +11 34 41.02   0.95    c  13 44 23.975 +11 34 59.95 435230                      nat
FCG J135031.1+330124   13 50 31.949  +33 01 20.68   1.33    c? 13 50 31.150 +33 01 24.05 442035                      wat mg unu tri
FCG J135118.2-054935   13 51 19.085  -05 49 25.59   2.03    *  13 51 18.268 -05 49 35.57 442903                      nat irr int mg, if  group is single large system
FCG J135120.7-054851   13 51 21.034  -05 48 47.07   0.93    v? 13 51 20.771 -05 48 51.79 442903                      wat int mg, if group consists of multiple systems
FCG J135339.8+094213   13 53 41.074  +09 42 29.70   1.03    c? 13 53 39.873 +09 42 13.92 445526                      nat
FCG J135856.3+532848   13 58 57.537  +53 28 42.10   0.59    v  13 58 56.390 +53 28 48.35 451312                      nat/wat
FCG J140000.8+283006   14 00 00.416  +28 29 56.36   1.80    c  14 00 00.820 +28 30 06.46 452516                      nat
FCG J140145.7+283347   14 01 45.631  +28 33 55.48   0.31    v  14 01 45.752 +28 33 47.63 454558                      nat ring?
FCG J140148.5+283316   14 01 47.966  +28 33 13.12   0.51    v  14 01 48.562 +28 33 16.28 454558                      nat/wat
FCG J140604.1+404140   14 06 04.453  +40 41 44.94   0.58    v  14 06 04.108 +40 41 40.23 459272                      nat
FCG J140617.9+275615   14 06 17.538  +27 56 21.98   1.70    c  14 06 17.916 +27 56 15.07 459545                      wat/nat dd? td? arc? int
FCG J140656.3+550404   14 06 56.732  +55 04 02.17   1.17    v  14 06 56.349 +55 04 04.34 460202                      wat dd
FCG J141023.0+051551   14 10 21.369  +05 16 03.06   1.50    c? 14 10 23.016 +05 15 51.33 464061                      wat mg unu
FCG J141330.4+484427   14 13 30.261  +48 44 32.48   0.49    c? 14 13 30.407 +48 44 27.77 467578                      nat
FCG J141456.2+174617   14 14 56.147  +17 46 13.99   0.23    v? 14 14 56.219 +17 46 17.33 469171                      nat arc? dd?
FCG J141702.1+201902   14 17 02.222  +20 19 06.36   0.59    v  14 17 02.198 +20 19 02.83 471452                      wat mg butterfly distorted
FCG J142031.3-062248   14 20 31.070  -06 22 42.49   0.95    v  14 20 31.386 -06 22 48.77 475261                      wat tri?
FCG J142141.0-074334   14 21 41.232  -07 43 37.19   0.63    v  14 21 41.005 -07 43 34.55 476590                      wat dd
FCG J142513.7+120950   14 25 13.889  +12 10 16.71   1.39    v  14 25 13.714 +12 09 50.44 480376                      nat
FCG J142616.4+005018   14 26 15.238  +00 50 22.85   0.74    v  14 26 16.496 +00 50 18.13 481474                      nat
FCG J142843.1+552045   14 28 42.827  +55 20 56.90   1.22    c  14 28 43.182 +55 20 45.21 484225                      wat
FCG J142932.6+544331   14 29 27.284  +54 43 43.29   3.25    c? 14 29 32.667 +54 43 31.27 485149                      wat
FCG J143053.5+205904   14 30 53.364  +20 59 11.35   0.25    v  14 30 53.508 +20 59 04.79 486667                      nat mg, if small systems
FCG J143053.5+205904   14 30 54.167  +20 59 09.90   1.64    v  14 30 53.508 +20 59 04.79 486667                      wat/nat mg, if single large system
FCG J143057.2+205844   14 30 57.266  +20 58 44.28   0.20    v  14 30 57.266 +20 58 44.28 486667                      nat mg, if small systems
FCG J143348.8+425257   14 33 48.606  +42 52 50.71   0.52    c  14 33 48.836 +42 52 57.21 489923                      nat/wat ring? low level hooks int
FCG J143407.6+013650   14 34 08.199  +01 36 22.38   2.25    v  14 34 07.675 +01 36 50.67 490281                      nat dd?
FCG J143449.0-021458   14 34 48.931  -02 15 09.43   0.96    c  14 34 49.029 -02 14 58.89 491095                      nat sz? ring-lobe?
FCG J143505.9-040924   14 35 05.578  -04 09 20.92   0.50    v  14 35 05.944 -04 09 24.19 491421                      wat
FCG J143658.1+474850   14 36 58.109  +47 48 54.66   0.59    v? 14 36 58.186 +47 48 50.72 493469                      nat arc?
FCG J144020.8+112506   14 40 20.253  +11 24 51.77   0.72    c  14 40 20.828 +11 25 06.17 497290                      nat/wat mg? w? distorted very int
FCG J144109.8+184026   14 41 09.541  +18 40 26.03   0.30    v  14 41 09.872 +18 40 26.82 498188                      nat mg
FCG J144625.2+214139   14 46 25.844  +21 41 52.40   2.23    c  14 46 25.298 +21 41 39.31 503970                      wat beautiful arcing jets
FCG J144802.7+144653   14 48 04.868  +14 47 06.12   0.98    v  14 48 02.755 +14 46 53.54 505880                      nat
FCG J145001.6+144748   14 50 01.645  +14 47 49.12   0.80    c  14 50 01.606 +14 47 48.58 508071                      nat
FCG J145022.4+272820   14 50 22.541  +27 28 09.02   0.65    c? 14 50 22.461 +27 28 20.59 508486                      nat
FCG J145058.9+312110   14 51 00.205  +31 21 10.65   0.57    v  14 50 58.916 +31 21 10.65 509182                      nat
FCG J150052.0-031710   15 00 52.433  -03 17 26.79   1.56    c  15 00 52.075 -03 17 10.68 520153                      nat int
FCG J150104.8+085701   15 01 05.270  +08 57 07.68   0.36    c  15 01 04.862 +08 57 01.28 520447                      wat
FCG J150114.6+095919   15 01 14.325  +09 59 33.34   0.57    v  15 01 14.606 +09 59 19.33 520604                      wat dd?
FCG J150114.7+514810   15 01 15.470  +51 48 22.18   0.51    v  15 01 14.787 +51 48 10.42 520633                      nat/wat
FCG J150228.9+524420   15 02 27.524  +52 44 05.10   1.13    v? 15 02 28.993 +52 44 20.84 521973                      wat x dl int right angles
FCG J150415.9+283411   15 04 18.013  +28 35 09.20   2.21    c? 15 04 15.912 +28 34 11.30 524055                      nat mg, one possible core for group
FCG J150417.4+283510   15 04 19.093  +28 35 39.03   1.41    v  15 04 17.416 +28 35 10.01 524055                      nat mg, another possible core for group
FCG J150538.0+470617   15 05 39.753  +47 06 04.46   1.19    c? 15 05 38.081 +47 06 17.52 525584                      nat
FCG J150644.2+342759   15 06 44.078  +34 28 06.64   0.72    c? 15 06 44.284 +34 27 59.89 526792                      nat x?
FCG J150957.2+332716   15 09 56.954  +33 27 01.48   0.73    c? 15 09 57.229 +33 27 16.28 530336                      nat
FCG J151056.2+054441   15 10 55.851  +05 44 39.29   0.59    v  15 10 56.220 +05 44 41.65 531415                      wat/nat dd
FCG J151130.7+322821   15 11 31.524  +32 28 16.69   1.02    c  15 11 30.794 +32 28 21.28 532050                      wat w? ring-lobe?
FCG J151447.8+101646   15 14 48.709  +10 16 37.63   1.44    v? 15 14 47.803 +10 16 46.27 535588                      nat int ring-lobe?
FCG J151911.9+362315   15 19 11.655  +36 23 20.52   2.13    v? 15 19 11.979 +36 23 15.80 540488                      wat dd?
FCG J152126.8+315731   15 21 25.578  +31 57 30.64   0.98    c  15 21 26.886 +31 57 31.80 542925                      nat
FCG J152350.4+361102   15 23 49.820  +36 10 55.90   0.86    v  15 23 50.486 +36 11 02.04 545546                      nat wiggle w
FCG J152439.9+620225   15 24 42.006  +62 02 50.93   1.09    v  15 24 39.984 +62 02 25.03 546560                      nat arc?
FCG J152642.4+384149   15 26 43.256  +38 41 49.21   1.57    c  15 26 42.434 +38 41 49.26 548774                      wat
FCG J153249.5+573425   15 32 50.327  +57 34 30.28   1.12    c  15 32 49.501 +57 34 25.59 555482                      nat/wat dd?
FCG J153522.1+342247   15 35 22.994  +34 23 02.98   0.65    v  15 35 22.171 +34 22 47.24 558329                      nat
FCG J153616.2+142045   15 36 16.805  +14 20 41.16   0.97    c  15 36 16.292 +14 20 45.16 559342                      wat w
FCG J153629.7-020520   15 36 29.290  -02 05 02.23   1.10    v  15 36 29.746 -02 05 20.44 559542                      nat ring? int
FCG J153909.6+183243   15 39 08.605  +18 33 03.91   0.84    v? 15 39 09.696 +18 32 43.77 562498                      nat
FCG J153928.0+304425   15 39 28.659  +30 44 22.13   0.48    c  15 39 28.060 +30 44 25.51 562868                      nat
FCG J153953.3-022410   15 39 53.256  -02 24 11.51   0.43    v  15 39 53.308 -02 24 10.72 563292                      x tri? bifurcation int
FCG J154105.4+432703   15 41 05.700  +43 26 58.56   1.03    v  15 41 05.442 +43 27 03.29 564583                      wat/nat
FCG J154409.8+175506   15 44 09.901  +17 55 12.61   0.30    c  15 44 09.853 +17 55 06.73 567932                      wat/nat
FCG J154413.2+283839   15 44 13.249  +28 38 41.57   0.51    c? 15 44 13.283 +28 38 39.66 567991                      nat
FCG J154549.4-024954   15 45 48.671  -02 49 59.76   0.99    c  15 45 49.490 -02 49 54.40 569754                      nat
FCG J154553.8+030913   15 45 54.078  +03 09 19.23   0.38    c  15 45 53.854 +03 09 13.47 569834                      nat arc?
FCG J154709.5-004638   15 47 09.164  -00 46 31.76   0.54    v? 15 47 09.531 -00 46 38.05 571217                      wat dd
FCG J155020.3+151615   15 50 19.069  +15 16 12.84   0.76    c  15 50 20.388 +15 16 15.27 574497                      nat
FCG J155343.7+234844   15 53 44.736  +23 48 35.41   1.60    v  15 53 43.748 +23 48 44.35 578035                      wat
FCG J155345.5+153012   15 53 46.574  +15 30 14.57   0.54    c? 15 53 45.550 +15 30 12.95 578064                      nat
FCG J155400.9-022045   15 54 00.373  -02 20 36.35   1.43    v? 15 54 00.950 -02 20 45.78 578287                      nat
FCG J155806.8+451955   15 58 06.470  +45 19 50.92   2.63    c  15 58 06.881 +45 19 55.49 582383                      nat/wat? dd?
FCG J160245.5+095549   16 02 45.088  +09 56 02.49   0.76    c  16 02 45.514 +09 55 49.62 587257                      nat ring?
FCG J160318.6+192414   16 03 18.856  +19 24 18.13   0.33    v  16 03 18.623 +19 24 14.22 587818                      nat/wat dd?
FCG J160338.3+285750   16 03 39.194  +28 57 51.79   0.60    c  16 03 38.320 +28 57 50.71 588115                      nat ring-lobe?
FCG J160456.7+235554   16 04 57.045  +23 55 54.51   1.94    v  16 04 56.758 +23 55 54.50 589446                      wat w
FCG J160803.7+221104   16 08 03.712  +22 11 07.20   0.49    c  16 08 03.711 +22 11 04.09 592553                      wat starwars
FCG J160810.8+325418   16 08 11.543  +32 54 21.97   2.01    c? 16 08 10.852 +32 54 18.93 592631                      wat td int
FCG J161026.7+253121   16 10 26.455  +25 31 18.89   0.32    c  16 10 26.738 +25 31 21.47 594878                      nat
FCG J161328.5+293737   16 13 28.941  +29 37 29.41   0.48    c  16 13 28.534 +29 37 37.58 597790                      nat
FCG J161403.8+590105   16 14 03.630  +59 00 57.25   0.78    c  16 14 03.830 +59 01 05.51 598320                      nat
FCG J161412.8+621528   16 14 14.077  +62 15 20.21   0.40    c  16 14 12.892 +62 15 28.97 598507                      nat rc? int bug
FCG J161535.5+192713   16 15 36.030  +19 27 09.70   0.23    c  16 15 35.585 +19 27 13.16 599741                      nat arc?
FCG J161637.7+422656   16 16 38.055  +42 27 03.61   0.50    v  16 16 37.790 +42 26 56.75 600704                      nat
FCG J161638.6+562031   16 16 39.037  +56 20 32.95   0.63    c  16 16 38.608 +56 20 31.73 600717                      nat
FCG J161652.9+092630   16 16 53.759  +09 26 24.19   0.77    v? 16 16 52.962 +09 26 30.46 600929                      wat w int
FCG J162007.3+422845   16 20 08.119  +42 28 30.43   0.59    v? 16 20 07.334 +42 28 45.35 603860                      nat
FCG J162035.6+252056   16 20 36.082  +25 21 12.81   1.51    v? 16 20 35.628 +25 20 56.72 604255                      wat
FCG J162228.9+264654   16 22 29.002  +26 47 15.82   0.94    v? 16 22 28.965 +26 46 54.44 606037                      mg wat
FCG J162346.3+101002   16 23 46.203  +10 09 59.30   1.86    v  16 23 46.334 +10 10 02.18 607159                      wat mg x? hook opposing arcs int
FCG J162455.7+464121   16 24 56.323  +46 41 19.18   1.05    c  16 24 55.793 +46 41 21.87 608257                      nat
FCG J162523.2+093229   16 25 24.090  +09 32 26.64   0.51    v? 16 25 23.208 +09 32 29.69 608688                      nat arc?
FCG J162610.1+545205   16 26 10.938  +54 52 11.05   0.42    c  16 26 10.195 +54 52 05.96 609469                      nat mg, if small system
FCG J162610.1+545220   16 26 12.210  +54 52 19.73   0.70    c  16 26 10.106 +54 52 20.04 609469                      nat mg, if large system
FCG J163031.4+285405   16 30 32.366  +28 54 14.85   1.93    c  16 30 31.453 +28 54 05.49 613225                      mg wat
FCG J163401.9+062637   16 34 02.465  +06 26 30.78   0.26    c  16 34 01.997 +06 26 37.18 616171                      nat arc
FCG J163424.2+341543   16 34 23.899  +34 15 41.99   0.92    c  16 34 24.219 +34 15 43.36 616477                      wat hooks
FCG J163801.0+375300   16 38 02.643  +37 52 56.84   1.50    c  16 38 01.091 +37 53 00.77 619603                      nat ring-lobe?
FCG J163932.7+534642   16 39 27.919  +53 46 46.72   1.91    c  16 39 32.709 +53 46 42.43 620836                      nat
FCG J164053.7+324726   16 40 53.839  +32 47 09.52   0.69    v  16 40 53.750 +32 47 26.93 622042                      nat arc?
FCG J164146.3+102147   16 41 46.505  +10 21 27.73   0.84    v  16 41 46.327 +10 21 47.25 622750                      wat/nat beads unu int
FCG J165204.9+305513   16 52 04.820  +30 55 22.80   0.47    c? 16 52 04.939 +30 55 13.18 630419                      nat arc?
FCG J165422.4+480846   16 54 24.699  +48 08 36.10   1.65    c  16 54 22.435 +48 08 46.76 632076                      nat/wat w? int
FCG J165618.5+435157   16 56 19.910  +43 51 42.54   1.09    c  16 56 18.532 +43 51 57.37 633468                      wat/nat dd?
FCG J165730.9+431953   16 57 30.996  +43 19 56.30   0.82    v  16 57 30.923 +43 19 53.15 634309                      nat mg, first system if pair
FCG J165733.5+431934   16 57 31.712  +43 19 27.20   1.24    v  16 57 33.514 +43 19 34.24 634309                      nat mg, if single system
FCG J165734.2+431909   16 57 33.870  +43 19 09.87   0.43    v  16 57 34.230 +43 19 09.08 634309                      nat mg, second system if pair
FCG J165842.8+191218   16 58 42.726  +19 12 14.91   0.85    v  16 58 42.836 +19 12 18.06 635127                      wat/nat mg x? unu
FCG J170333.5+414002   17 03 33.718  +41 39 57.82   0.57    v? 17 03 33.578 +41 40 02.54 638456                      nat mg
FCG J170451.5+245230   17 04 51.858  +24 52 31.87   0.54    v  17 04 51.553 +24 52 30.30 639370                      nat
FCG J170616.4+200652   17 06 16.525  +20 06 36.70   0.59    v  17 06 16.414 +20 06 52.42 640262                      wat dd unu
FCG J171041.4+423944   17 10 41.453  +42 39 51.08   1.11    v  17 10 41.455 +42 39 44.79 642952                      nat dd
FCG J171225.4+291020   17 12 25.977  +29 10 13.08   1.11    c? 17 12 25.470 +29 10 20.84 643948                      nat ring? int
FCG J171621.8+260751   17 16 22.210  +26 08 03.08   1.20    v  17 16 21.814 +26 07 51.44 646246                      wat
FCG J171726.1+373504   17 17 25.207  +37 35 13.33   0.91    v? 17 17 26.157 +37 35 04.03 646833                      nat dd?
FCG J172151.6+472536   17 21 51.584  +47 25 47.92   0.45    c? 17 21 51.632 +47 25 36.10 649306                      nat
FCG J172320.6+355809   17 23 19.337  +35 58 00.29   1.55    v  17 23 20.699 +35 58 09.24 649941                      wat w
FCG J172649.9+510332   17 26 49.794  +51 03 26.48   0.96    v  17 26 49.960 +51 03 32.77 651502                      wat tri? int
FCG J172815.5+365103   17 28 16.115  +36 51 07.14   0.34    c  17 28 15.581 +36 51 03.77 652110                      nat ring
FCG J172919.7+541528   17 29 20.217  +54 15 17.68   0.55    v  17 29 19.765 +54 15 28.68 652478                      nat/wat ring?
FCG J212546.5+005550   21 25 43.558  +00 55 53.17   1.71    v  21 25 46.545 +00 55 50.02 657626                      nat
FCG J215701.5-075026   21 57 02.120  -07 50 31.40   0.98    v  21 57 01.585 -07 50 26.74 661340                      nat almost ring
FCG J221842.8-092139   22 18 42.594  -09 21 29.34   1.27    c  22 18 42.805 -09 21 39.35 663870                      wat distorted
FCG J223902.4-093235   22 39 02.665  -09 32 43.07   0.51    c  22 39 02.448 -09 32 35.59 666450                      nat
FCG J225404.4-001037   22 54 05.103  -00 10 36.38   0.98    v? 22 54 04.422 -00 10 37.16 668339                      nat
FCG J231255.0-001503   23 12 54.213  -00 15 13.56   0.69    v  23 12 55.022 -00 15 03.60 670656                      nat dd mg
FCG J233731.9+004340   23 37 31.414  +00 43 31.64   1.07    c  23 37 31.977 +00 43 40.07 673660                      wat hymor ring-lobe
FCG J233744.3-004208   23 37 45.695  -00 41 53.75   1.18    c? 23 37 44.313 -00 42 08.09 673698                      wat/nat td?
FCG J235154.5+003310   23 51 54.329  +00 33 19.69   0.93    c  23 51 54.507 +00 33 10.56 675436                      nat
