FCG J001620.4-090705   00 16 20.410  -09 07 05.23   0.30                                 002072                      ring?
FCG J011643.9-094606   01 16 43.948  -09 46 06.93   0.68                                 009475                      b? nat?
FCG J014317.3-011858   01 43 17.356  -01 18 58.03   0.73                                 012759                      bs int low level
FCG J031947.1+004526   03 19 47.121  +00 45 26.38   0.36                                 025548                      ring?
FCG J072050.7+335853   07 20 50.748  +33 58 53.58   0.38                                 034261                      tb cat missed component
FCG J072459.4+335020   07 24 59.451  +33 50 20.32   0.42                                 036741                      b? tri?
FCG J073626.0+185725   07 36 26.094  +18 57 25.71   0.19                                 043822                      d int region - may be larger ring
FCG J075134.6+292122   07 51 34.513  +29 21 15.48   0.65       07 51 34.641 +29 21 22.54 054862                      tb? cat missed lobe
FCG J080248.9+492717   08 02 48.978  +49 27 17.20   4.15                                 063726                      dd int GRS?
FCG J080810.0+633034   08 08 10.087  +63 30 34.96   0.32                                 068367                      d, dd? may be larger - two nearby doubles
FCG J082227.6+314059   08 22 27.601  +31 40 59.51   1.32                                 081859                      b? x?
FCG J084200.3+385614   08 42 02.472  +38 56 32.30   2.47       08 42 00.327 +38 56 14.59 101520                      tb or bent dd?
FCG J085231.1+034336   08 52 31.128  +03 43 36.37   0.55                                 112658                      b? nat?
FCG J091045.9-042001   09 10 45.932  -04 20 01.97   0.59                                 132624                      d sz? low level int
FCG J091221.2+164656   09 12 21.268  +16 46 56.73   0.60                                 134454                      part of int complex
FCG J092446.8+302902   09 24 46.825  +30 29 02.09   0.35                                 148202                      mg cj? nat??
FCG J093858.9+101256   09 38 58.969  +10 12 56.69   0.42                                 163878                      x tri? x?
FCG J095217.0+162123   09 52 17.054  +16 21 23.61   0.44                                 178669                      cj int half bug
FCG J095242.0-061117   09 52 42.053  -06 11 17.82   0.42                                 179126                      d with arc/wat in background
FCG J100837.5-000350   10 08 37.514  -00 03 55.59   2.09       10 08 37.545 -00 03 50.54 196980                      t? aligned fades unu
FCG J101537.9+614858   10 15 37.926  +61 48 58.63   0.67                                 204851                      w?
FCG J102058.2-011855   10 20 58.264  -01 18 55.96   0.48                                 210865                      d cj? asymmetric lobes fan ss?
FCG J103020.2+195049   10 30 20.262  +19 50 49.94   1.01                                 221239                      sz? b?? x?
FCG J103615.5+035638   10 36 15.544  +03 56 38.64   0.38                                 227700                      int cj? fan? bifurcation?
FCG J103852.1-044204   10 38 52.133  -04 42 04.40   0.67                                 230574                      ring-lobes? dl?
FCG J104329.8+481101   10 43 29.737  +48 11 00.66   0.24       10 43 29.835 +48 11 01.58 235688                      cj nearby cj
FCG J104840.2+283022   10 48 40.254  +28 30 22.87   0.30                                 241344                      b arc
FCG J105420.7+372305   10 54 20.858  +37 23 04.37   0.92       10 54 20.780 +37 23 05.31 247658                      core and lobe of t cat missing lobe, possible hymors
FCG J110409.0+354447   11 04 09.078  +35 44 47.39   0.47                                 258195                      b? ring?
FCG J110910.0+251016   11 09 10.028  +25 10 16.93   1.71                                 263999                      lobe of w x? dd?
FCG J112133.6+281020   11 21 33.649  +28 10 20.68   1.58                                 277686                      mg d? t?
FCG J112457.5+171743   11 24 57.563  +17 17 43.57   0.42                                 281377                      sz int neat twist near core
FCG J113601.4-032909   11 36 01.402  -03 29 09.06   0.84                                 293808                      sz? dd? int
FCG J114016.4+124037   11 40 16.409  +12 40 36.86   0.67                                 298410                      d, wat? in background
FCG J114131.9+280315   11 41 31.952  +28 03 15.82   0.73                                 299803                      nat? dl
FCG J120930.8+254653   12 09 31.130  +25 46 54.79   0.42       12 09 30.814 +25 46 53.23 331054                      cj nearby cj int
FCG J122207.4+223502   12 22 07.465  +22 35 02.89   0.36                                 345141                      b arc?
FCG J122647.3+225801   12 26 47.360  +22 58 01.23   0.84                                 350135                      w?? cp?
FCG J123426.3+101520   12 34 26.369  +10 15 20.48   0.42                                 358290                      d with similar d nearby
FCG J130140.6+130459   13 01 40.643  +13 04 59.86   0.38                                 388067                      b nat?
FCG J130332.7+312946   13 03 32.735  +31 29 46.63   0.94                                 390076                      b?? bifurcation
FCG J130345.6+403825   13 03 45.620  +40 38 25.30   0.42                                 390314                      b nat? int
FCG J131524.7+383028   13 15 24.700  +38 30 28.45   2.26                                 403412                      sz dd?
FCG J132341.9+142557   13 23 41.909  +14 25 57.45   0.50                                 412488                      ring
FCG J132341.9+142557   13 23 41.909  +14 25 57.45   0.50                                 412488                      ring
FCG J132342.1+142553   13 23 42.187  +14 25 53.79   0.32                                 412488                      ring
FCG J132617.6+123013   13 26 17.608  +12 30 13.40   0.67                                 415383                      core bifurcation ring?
FCG J133445.8+344505   13 34 45.823  +34 45 05.41   0.40                                 424545                      b? ring?
FCG J134136.5+630436   13 41 36.505  +63 04 36.77   0.54                                 432103                      tri
FCG J134805.3+441123   13 48 05.304  +44 11 23.00   0.67                                 439288                      b? x? int low level? bifurcation? butterfly
FCG J134806.1+123818   13 48 06.109  +12 38 18.16   0.49                                 439314                      d unu nearby similar double
FCG J140714.8+285111   14 07 14.865  +28 51 11.22   0.30                                 460620                      tri?
FCG J142405.2+315520   14 24 05.201  +31 55 20.57   1.56                                 479154                      component of d, dd?
FCG J143012.9+171652   14 30 12.905  +17 16 52.24   0.46                                 485994                      b? sz? dl?
FCG J143928.3+110605   14 39 28.346  +11 06 05.34   0.42                                 496316                      w squiggle int sz?
FCG J144804.2+470746   14 48 04.260  +47 07 46.81   0.35                                 505891                      nat? cat missed core?
FCG J145001.8+422225   14 50 01.818  +42 22 25.05   0.38                                 508102                      b dl int
FCG J145341.1+125638   14 53 41.191  +12 56 38.15   0.27                                 512222                      d with another d nearby int
FCG J145536.8-053707   14 55 36.803  -05 37 07.12   2.12                                 514447                      dd? sl ext source?
FCG J150632.7+543108   15 06 32.734  +54 31 08.60   0.34                                 526579                      b? ring?
FCG J152316.1-001855   15 23 16.309  -00 18 57.84   0.55       15 23 16.191 -00 18 55.39 545002                      cj cat missed jet unu
FCG J153440.7+313118   15 34 40.769  +31 31 18.14   1.40                                 557518                      lobes of dd?
FCG J153932.6+202257   15 39 32.645  +20 22 57.66   0.63                                 562945                      hymor? irr int?
FCG J154006.2+422932   15 40 06.276  +42 29 32.62   0.72                                 563552                      x w? int
FCG J154555.5+344000   15 45 55.508  +34 40 00.06   0.38                                 569867                      b? tri? cat missed core?
FCG J154855.0+113828   15 48 55.094  +11 38 28.30   0.42                                 573008                      x? core?
FCG J155250.8+472137   15 52 51.059  +47 21 37.82   0.44       15 52 50.848 +47 21 37.48 577163                      core+jets cat missed component
FCG J160215.2+283644   16 02 15.212  +28 36 44.38   0.42                                 586762                      b nat?
FCG J160323.9+331942   16 03 23.931  +33 19 42.66   0.47                                 587882                      b? nat?
FCG J160332.1+171156   16 03 32.112  +17 11 57.28   0.85       16 03 32.111 +17 11 56.97 588034                      core+jets GRS?
FCG J161611.7+130331   16 16 11.793  +13 03 31.80   0.80                                 600320                      b? low level?
FCG J162337.8+454500   16 23 36.610  +45 44 54.31   1.74       16 23 37.856 +45 45 00.19 607071                      core+lobe sz? core id ambiguous
FCG J162708.7+572312   16 27 08.794  +57 23 12.21   0.18                                 610347                      b? ring?
FCG J163313.2+422037   16 33 13.282  +42 20 37.81   0.67                                 615532                      sz nice dl
FCG J164510.3+302906   16 45 10.318  +30 29 06.39   0.55                                 625253                      tb? int region
FCG J170535.8+230653   17 05 35.857  +23 06 53.04   0.38                                 639848                      cj ring?
