FCG J020819.4-070823   02 08 19.451  -07 08 20.44   0.70    v  02 08 19.461 -07 08 23.32 016599                      w sz?
FCG J122638.1+174930   12 26 38.250  +17 49 36.49   2.84    v  12 26 38.138 +17 49 30.21 349906                      w wat mg, core id ambiguous
FCG J123706.3+171628   12 37 06.391  +17 16 28.19   1.02                                 361215                      w sz+d distorted dl
FCG J124212.3+375853   12 42 12.366  +37 58 53.57   1.18                                 366875                      w? sz? irr int
FCG J124804.1+172551   12 48 04.106  +17 25 51.50   0.56                                 373197                      w? sz dd dl
FCG J124956.8+245204   12 49 56.848  +24 52 04.22   1.35                                 375170                      w? d? with jets ss? FRII?
FCG J125125.1+110027   12 51 25.116  +11 00 27.64   1.56                                 376693                      w? mg
FCG J125413.0+175754   12 54 13.076  +17 57 54.99   0.47                                 379856                      w sz hook wiggle int
FCG J132317.1-031805   13 23 16.927  -03 18 12.73   1.28    v  13 23 17.168 -03 18 05.27 412042                      w int
FCG J132644.8+031156   13 26 44.800  +03 11 56.87   0.90                                 415847                      w? wat?
FCG J132848.3+275215   13 28 49.221  +27 52 17.96   2.35    v  13 28 48.332 +27 52 15.58 418007                      w? sz? dd? mg dl, core id ambiguous
FCG J133359.7+441950   13 33 59.999  +44 19 47.26   0.74    v  13 33 59.706 +44 19 50.42 423612                      w? sz? nat/wat?
FCG J133453.4-013239   13 34 53.455  -01 32 40.70   0.77    v  13 34 53.455 -01 32 39.92 424680                      w? sz
FCG J133632.4+211958   13 36 32.401  +21 19 58.07   1.01                                 426443                      w wiggle
FCG J133934.7-001641   13 39 34.707  -00 16 41.35   1.69                                 429796                      w dd? dl int
FCG J134908.8+141118   13 49 08.889  +14 11 18.39   1.08                                 440526                      w? int
FCG J140427.6+560604   14 04 27.678  +56 06 04.69   0.58                                 457541                      w? artifact?
FCG J140625.7+250929   14 06 25.760  +25 09 29.26   0.65                                 459708                      w? mg rc? dl? sz? wat?
FCG J141453.8+545537   14 14 54.070  +54 55 47.69   1.68    c? 14 14 53.839 +54 55 37.41 469028                      w mg nat? sz?
FCG J141813.5+095238   14 18 13.337  +09 52 39.58   0.73    v  14 18 13.583 +09 52 38.25 472660                      w? sz+? dl
FCG J141859.3+110716   14 18 59.406  +11 07 18.74   1.70    c  14 18 59.388 +11 07 16.89 473558                      w? sz?
FCG J141924.9+341706   14 19 24.988  +34 17 06.78   0.97                                 474045                      w?? x?
FCG J142040.8+065059   14 20 41.353  +06 50 59.99   1.10    c  14 20 40.893 +06 50 59.66 475458                      w? sz dl hook beautiful
FCG J142142.6+101624   14 21 42.685  +10 16 24.56   2.42                                 476578                      w? sz? x? dd? fan?
FCG J142956.0+401058   14 29 55.532  +40 10 58.32   1.62    c  14 29 56.020 +40 10 58.95 485626                      w? mg wat? dd? distorted irr int
FCG J143526.4+275333   14 35 26.454  +27 53 33.75   1.49                                 491778                      w wiggle dd? int
FCG J143915.2+325450   14 39 15.260  +32 54 50.81   1.69                                 496036                      w? mg dl? sz? arc?
FCG J144020.8+112506   14 40 20.507  +11 24 56.34   0.63    c  14 40 20.828 +11 25 06.17 497290                      w? mg? nat/wat distorted very int
FCG J144302.5+520136   14 43 02.367  +52 01 35.30   0.65    c  14 43 02.579 +52 01 36.99 500179                      w sz? ring-lobe 3C 303
FCG J145316.9+221105   14 53 17.038  +22 11 22.58   0.98    v  14 53 16.912 +22 11 05.33 511728                      w hook int
FCG J145325.5+410709   14 53 25.570  +41 07 09.61   0.41                                 511905                      w sz?
FCG J145405.2+264312   14 54 05.297  +26 43 12.39   0.56                                 512692                      w? sz?
FCG J150007.5+362323   14 56 03.491  +33 33 34.91   0.67    c  15 00 07.590 +36 23 23.65 514840                      w dl
FCG J150007.7+362323   15 00 07.793  +36 23 23.51   1.49                                 519281                      w??, core id ambiguous
FCG J150031.4+362849   15 00 31.493  +36 28 49.47   0.84                                 519738                      w? sz
FCG J150146.2+243918   15 01 46.452  +24 39 12.06   0.55    v  15 01 46.249 +24 39 18.87 521211                      w? sz? nat?
FCG J150230.2+230801   15 02 30.031  +23 08 03.94   0.71    c  15 02 30.253 +23 08 01.79 522041                      w
FCG J150318.8+085641   15 03 19.507  +08 56 46.83   0.94    v  15 03 18.865 +08 56 41.47 523018                      w? sz?
FCG J150356.7+081937   15 03 56.758  +08 19 33.39   0.99    c  15 03 56.736 +08 19 37.27 523696                      w? sz? dl? hook
FCG J150651.9-061005   15 06 51.925  -06 10 14.23   1.18    v  15 06 51.996 -06 10 05.35 526947                      w? sz fan low level distorted
FCG J151126.1+363335   15 11 26.128  +36 33 35.12   1.05                                 531936                      w? sz dd
FCG J151130.7+322821   15 11 30.841  +32 28 18.25   1.15    c  15 11 30.794 +32 28 21.28 532050                      w? wat ring-lobe?
FCG J151350.0+611831   15 13 50.051  +61 18 31.29   0.34                                 534561                      w? sz?
FCG J151643.5+552427   15 16 43.578  +55 24 27.35   0.72                                 537782                      w? bad cat fit?
FCG J152350.4+361104   15 23 49.820  +36 10 55.90   0.86    c  15 23 50.448 +36 11 04.83 545546                      w nat wiggle
FCG J152403.6+542816   15 24 04.883  +54 28 11.06   1.34    v  15 24 03.672 +54 28 16.73 545833                      w sz x  wiggle dd? int
FCG J152418.6+162705   15 24 18.963  +16 27 18.29   0.92    v  15 24 18.690 +16 27 05.72 546136                      w? sz? nat? hook low level? int
FCG J152455.2+222628   15 24 54.908  +22 26 33.10   0.84    c? 15 24 55.257 +22 26 28.13 546814                      w? sz? arcs
FCG J152945.3+304230   15 29 45.310  +30 42 30.98   0.84                                 552171                      w? sz? int
FCG J153455.5+320225   15 34 55.552  +32 02 25.44   0.96                                 557796                      w? sz?
FCG J153616.2+142045   15 36 16.805  +14 20 41.16   0.97    c  15 36 16.292 +14 20 45.16 559342                      w wat
FCG J153635.4+223837   15 36 35.481  +22 38 37.16   0.54                                 559681                      w rc? dl int pretzel?
FCG J153745.5-030851   15 37 45.587  -03 08 51.13   0.77                                 560970                      w core id ambiguous
FCG J153833.8+164349   15 38 33.816  +16 43 49.46   0.61                                 561863                      w? x dd?
FCG J154028.6+492502   15 40 28.222  +49 24 59.91   1.23    v  15 40 28.674 +49 25 02.89 563938                      w? dd sz?
FCG J154139.8+001847   15 41 39.800  +00 18 47.60   0.63                                 565200                      w? sz? x?
FCG J154314.4+082112   15 43 14.856  +08 21 06.88   0.82    c  15 43 14.414 +08 21 12.27 566923                      w? b sz?
FCG J155127.3+481049   15 51 27.707  +48 10 54.00   0.83    v  15 51 27.394 +48 10 49.70 575704                      w? sz? x?
FCG J155210.2+373930   15 52 10.205  +37 39 30.53   1.16                                 576442                      w? b hymor
FCG J155452.6+034155   15 54 52.615  +03 41 55.15   0.94                                 579206                      w? sz? dl? ring-lobe distorted
FCG J155834.2+075955   15 58 34.475  +07 59 54.13   2.70    c  15 58 34.299 +07 59 55.86 583021                      w dd
FCG J155907.8+121037   15 59 07.831  +12 10 37.93   1.54                                 583579                      w? rc sz? wat?
FCG J160027.5+083749   16 00 27.594  +08 37 49.49   2.79                                 584904                      w sz distorted int
FCG J160456.9+235552   16 04 56.988  +23 55 52.15   2.82                                 589446                      w wat sz? dl unu
FCG J160857.7+624613   16 08 57.893  +62 46 17.92   0.77    v  16 08 57.728 +62 46 13.73 593385                      w? mg sz?
FCG J161652.8+092628   16 16 53.345  +09 26 28.10   0.99    v  16 16 52.856 +09 26 28.11 600929                      w wat int
FCG J161721.1+151944   16 17 21.135  +15 19 44.73   1.29                                 601346                      w sz? dd?
FCG J162021.9+173624   16 20 21.962  +17 36 24.22   1.00                                 604061                      w wat? sz?
FCG J162304.4+375523   16 23 04.414  +37 55 23.29   0.60                                 606579                      w rc x? irr ring pretzel int
FCG J162813.7+271656   16 28 13.790  +27 16 56.07   0.67                                 611264                      w? sz? x?
FCG J162838.2+393304   16 28 38.751  +39 32 59.93   1.20    c  16 28 38.251 +39 33 04.20 611594                      w int nat? sz? 3C 338
FCG J163412.6+075720   16 34 12.600  +07 57 20.49   1.08                                 616324                      w? fan ring-lobe?
FCG J164704.7+515410   16 47 04.704  +51 54 10.31   1.05                                 626654                      w dd td?
FCG J164805.7+593746   16 48 05.775  +59 37 46.18   1.48                                 627384                      w dl
FCG J165337.1+311528   16 53 37.134  +31 15 28.49   0.49                                 631534                      w
FCG J165422.5+480845   16 54 22.580  +48 08 51.06   1.82    v  16 54 22.579 +48 08 45.56 632076                      w? nat/wat dl int
FCG J170011.3+323526   17 00 11.393  +32 35 26.98   0.87                                 636161                      w? sz? distorted
FCG J170441.5+604428   17 04 41.560  +60 44 28.82   1.10                                 639226                      w x? dd? irr distorted int
FCG J172320.3+355806   17 23 20.375  +35 58 06.87   1.86                                 649941                      w wat
FCG J214226.8-013724   21 42 26.869  -01 37 24.29   1.07                                 659530                      w? nat? dl
FCG J222349.5-020612   22 23 49.541  -02 06 12.91   4.50                                 664520                      w?? 3C 445 wiggle in jet
FCG J224821.0-002805   22 48 21.009  -00 28 05.16   1.08                                 667656                      w
