FCG J130214.7+341511   13 02 14.726  +34 15 11.04   1.02                                 388691                      dd?
FCG J130414.2+554137   13 04 14.133  +55 41 41.05   1.15       13 04 14.225 +55 41 37.81 390801                      tri?
FCG J130623.2+270248   13 06 23.599  +27 02 42.17   0.60       13 06 23.257 +27 02 48.18 393334                      nat with low level
FCG J131015.3+545833   13 10 15.496  +54 58 32.72   0.55       13 10 15.312 +54 58 33.52 397624                      rc? w? dl? low level
FCG J133425.3+381755   13 34 25.363  +38 17 55.30   0.73                                 424123                      w? nat?
FCG J133636.2+431327   13 36 36.250  +43 13 27.45   0.72                                 426502                      nat ?
FCG J133724.3+455141   13 37 24.385  +45 51 41.90   0.38                                 427348                      ring components at 13 37 24.000  +45 51 39.83 and 13 37 24.833  +45 51 46.07 plume? int
FCG J134847.5+372632   13 48 48.409  +37 26 27.29   0.55       13 48 47.500 +37 26 32.16 440148                      nat
FCG J135136.2+543955   13 51 36.115  +54 39 40.43   0.84       13 51 36.254 +54 39 55.10 443231                      tb wat?
FCG J135315.5+550648   13 53 15.547  +55 06 48.60   0.67                                 445099                      wat
FCG J135341.7+331339   13 53 42.265  +33 13 35.20   0.91       13 53 41.712 +33 13 39.64 445555                      nat/wat
FCG J135833.0+261347   13 58 33.199  +26 13 52.59   0.49       13 58 33.078 +26 13 47.36 450872                      wat +c
FCG J135941.7+270016   13 59 42.091  +27 00 15.96   0.55       13 59 41.733 +27 00 16.32 452154                      tbs wat?
FCG J140022.6+410433   14 00 22.601  +41 04 33.85   0.87                                 452959                      wat?
FCG J140529.8+285734   14 05 29.464  +28 57 38.28   0.64       14 05 29.853 +28 57 34.45 458642                      wat
FCG J140657.4+443715   14 06 57.427  +44 37 15.08   0.72                                 460249                      wat
FCG J140803.9+503024   14 08 03.935  +50 30 24.38   1.16                                 461539                      jets and lobes dd?
FCG J151051.9+420633   15 10 51.919  +42 06 33.75   0.96                                 531319                      wat?
FCG J152231.2+545324   15 22 30.995  +54 53 17.22   0.48       15 22 31.289 +54 53 24.09 544140                      wat
FCG J155150.0+532104   15 51 50.009  +53 21 04.57   0.51                                 576085                      wat
FCG J162007.8+474102   16 20 07.855  +47 41 02.88   0.68                                 603842                      wat
FCG J165009.0+523233   16 50 08.317  +52 32 30.61   0.77       16 50 09.034 +52 32 33.80 628974                      wat? ring?
FCG J173343.2+422913   17 33 42.217  +42 29 19.51   1.02       17 33 43.257 +42 29 13.12 653893                      nat ring? x? int
