J132719.41+614136.0  14.5   3  944  39  376  95  24.6   4  383  31  464 104 0 0.48 23
J132751.21+061751.5  42.2  32 1190 279 1143 950  58.7  28  148 116  786 203 0 0.66 34
J133815.17+343908.0  25.5   7  879  55  448 182  33.9   8   79  80  674 178 0 1.44 58
J133823.15+261353.4  13.5   3 2387  75  644 127  67.3   7  721  44 1315 132 0 0.53 73
J134213.26+602142.9  19.0   6  592  30  329  84  54.1  12    8  61  826 167 0 0.67 23
J134812.78+663935.5   8.4   3  695  48  282 109  22.9   4   -6  62  668 159 0 0.85 60
J135559.88+260039.0  44.7  19  259  43  328 114  62.6  15 -215  47  479 127 0 0.78 60
J141044.87+010735.4  11.7   5  609  30  211  73  23.8   6  232  52  434 150 0 0.49 56
J143748.58+243906.3  38.3   7  188  31  405 105  10.1   4 -189  31  158  71 0 1.15 55
J145103.23+114108.5  10.8   3  428  29  213  67  28.3   4  -21  25  372  74 0 1.25 54
J145659.27+503805.4   8.4   5  512  47  206 186  40.9   7   27  42  453  87 0 1.19 83
J145855.01+115654.7  26.1   4  362  35  492  89  21.0   4 -274  33  411  87 0 0.75 36
J150016.74+075852.0  12.1   5 1049 145  600 198  12.3   5  260 162  691 324 0 1.15 78
J150222.10+000933.1   9.2   9  543  74  309 174  24.8  12   67 120  641 383 0 1.07 56
J150243.93+281739.9   8.8   4  230  29  152  54  16.3   5  -20  19  169  48 1 0.59 48
J150940.68+571811.8  38.8   6   78  46  658 152  14.9   4 -610  42  293  90 0 0.91 65
J151230.31+593753.4  21.3  12  692  96  540 160  74.8  15   10  67  817 183 0 1.10 77
J151844.75+461855.1  24.2   4  129  44  505  99  13.2   3 -483  44  330  77 0 0.75 56
J160325.52+521222.4  23.4   9  429  54  344 143  71.3   9  -34  27  417  55 0 1.05 62
J160839.09+354226.5  40.1  10 1581 106  839 222 123.3  13  229  41  998 112 0 0.71 68
J184044.99+404237.0  15.8   4  801  37  309  94  64.3   7 -102  33  709  87 0 1.20 59
J210225.32-004841.8  15.6   5  849 111  662 236  26.9   4   60  32  428  81 0 0.87 41
