index,SDSS1,Plate1,Fiber1,MJD1,z1,sep1,rp1,dV1,rmag1,FAGN1,FTid1,RA1,Dec1,GroupID,GroupNum1,ComponentID1,SDSS2,Plate2,Fiber2,MJD2,z2,sep2,rp2,dV2,rmag2,FAGN2,FTid2,RA2,Dec2,GroupNum2,ComponentID2,Sep,Sep(kpc),ratio,dV_rwp,z1_type,z2_type,Paper(s),BibCode(s),DOI(s),rat
275,J094209.84+382945.1,1276,469,53035,0.0407,107.0,87.4,179,15.39,1,0,09:42:09.84,+38:29:45.1,1080,2,1,J094214.38+383107.7,1276,466,53035,0.0413,107.0,87.4,179,16.32,1,0,09:42:14.38,+38:31:07.7,2,2,98.29854594137356,79.0832309924393,1.22002971545177,-172.33427963577265,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.8045208627969481
276,J094215.99+541910.4,768,570,52281,0.0467,24.2,22.2,33,16.06,1,2,09:42:15.99,+54:19:10.4,316,2,1,J094217.60+541909.7,769,360,54530,0.0468,24.2,22.2,33,16.56,0,2,09:42:17.60,+54:19:09.7,2,2,14.103241633131779,12.926457994396635,1.22002971545177,-28.564604663747264,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.916559350726105
277,J094408.42+330458.5,1945,266,53387,0.0835,52.5,82.3,153,15.59,1,1,09:44:08.42,+33:04:58.5,602,2,1,J094410.98+330422.7,1943,632,53386,0.0829,52.5,82.3,153,14.7,5,1,09:44:10.98,+33:04:22.7,2,2,48.13486398265167,75.55134740723186,1.22002971545177,165.62037134330444,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.5695764183412129
278,J094414.59+001132.3,480,242,51989,0.1262,35.9,81.2,200,17.06,2,0,09:44:14.59,+00:11:32.3,441,2,1,J094415.78+001101.2,266,494,51630,0.127,35.9,81.2,200,14.7,5,0,09:44:15.78,+00:11:01.2,2,2,35.858458827741124,81.0078125085807,1.22002971545177,-212.32022887111862,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,2.259099112366501
279,J094446.69+145321.8,2581,70,54085,0.0264,43.4,23.0,50,14.67,2,0,09:44:46.69,+14:53:21.8,527,2,1,J094448.24+145245.2,2582,335,54139,0.0262,43.4,23.0,50,14.58,1,0,09:44:48.24,+14:52:45.2,2,2,42.94712483866096,22.799069561709512,1.22002971545177,58.267562537515005,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.5308636991965947
280,J094446.91+543845.8,769,382,54530,0.0458,109.4,98.5,504,15.25,1,1,09:44:46.91,+54:38:45.8,1084,2,1,J094454.01+543821.0,769,390,54530,0.0441,109.4,98.5,504,14.51,2,1,09:44:54.01,+54:38:21.0,2,2,66.43159668484076,59.77890856950945,1.22002971545177,486.43443578084975,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.8998565675473309
281,J094506.95+271606.9,2297,447,53738,0.0329,105.8,69.4,173,14.55,1,1,09:45:06.95,+27:16:06.9,1075,2,1,J094512.77+271507.2,2297,531,53738,0.0335,105.8,69.4,173,14.44,1,1,09:45:12.77,+27:15:07.2,2,2,97.91053612278125,64.2710747567911,1.22002971545177,-173.63529314269994,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.6564265430657454
282,J094516.75+562219.6,557,261,52253,0.171,21.2,62.0,203,17.52,1,1,09:45:16.75,+56:22:19.6,284,2,1,J094517.79+562234.0,556,580,51991,0.1718,21.2,62.0,203,17.1,1,1,09:45:17.79,+56:22:34.0,2,2,16.792512966094666,48.89870006296899,1.22002971545177,-204.20007863116984,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,2.9119346319219233
283,J094529.71-002206.2,266,141,51630,0.0529,70.6,72.7,86,16.02,2,0,09:45:29.71,-00:22:06.2,863,2,1,J094531.52-002311.3,266,142,51630,0.0526,70.6,72.7,86,17.22,2,0,09:45:31.52,-00:23:11.3,2,2,70.53439237500724,72.69601000050632,1.22002971545177,85.20541266105066,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.0306462925774775
284,J094554.41+423840.0,940,633,52670,0.0745,21.3,30.3,90,14.7,5,2,09:45:54.41,+42:38:40.0,285,2,1,J094554.49+423818.7,941,255,52709,0.0748,21.3,30.3,90,16.61,0,2,09:45:54.49,+42:38:18.7,2,2,21.318283443577034,30.168171882341056,1.22002971545177,-83.46903480425985,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.4151313806379846
285,J094627.10+000827.3,480,135,51989,0.0914,17.6,30.0,36,17.86,2,0,09:46:27.10,+00:08:27.3,235,2,1,J094628.02+000816.3,266,560,51630,0.0916,17.6,30.0,36,17.32,1,0,09:46:28.02,+00:08:16.3,2,2,17.647630799653246,30.044195925484615,1.22002971545177,-54.7869899203473,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.7024492560256272
286,J094706.88+185411.6,2362,210,53759,0.0263,147.1,77.8,125,14.94,2,0,09:47:06.88,+18:54:11.6,1191,2,1,J094714.45+185238.2,2370,372,53764,0.0267,147.1,77.8,125,14.98,1,0,09:47:14.45,+18:52:38.2,2,2,142.3575700770557,75.29526544837576,1.22002971545177,-116.51241642454661,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.5289164840873565
287,J094708.46+524041.8,769,248,54530,0.0477,103.7,97.3,62,16.1,2,0,09:47:08.46,+52:40:41.8,1066,2,1,J094711.21+524216.9,769,242,54530,0.0479,103.7,97.3,62,14.31,1,0,09:47:11.21,+52:42:16.9,2,2,98.3316062661265,91.9474897981595,1.22002971545177,-57.07195977791537,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.935075641389515
288,J094721.45+322039.9,1946,415,53432,0.1373,23.8,57.7,18,16.98,2,0,09:47:21.45,+32:20:39.9,311,2,1,J094722.99+322045.4,1945,204,53387,0.1373,23.8,57.7,18,17.08,2,0,09:47:22.99,+32:20:45.4,2,2,20.27601520103485,49.21549060381043,1.22002971545177,0.0,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,2.427276272770725
289,J094740.50+213815.2,2295,217,53734,0.0248,125.0,62.5,19,15.26,2,0,09:47:40.50,+21:38:15.2,1141,2,1,J094744.27+214006.6,2295,128,53734,0.0248,125.0,62.5,19,14.34,1,0,09:47:44.27,+21:40:06.6,2,2,123.17657409139514,61.545365159251105,1.22002971545177,0.0,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.4996515418068486
290,J094741.58+633941.4,487,335,51943,0.1397,2.1,5.2,181,19.79,0,2,09:47:41.58,+63:39:41.4,6,2,1,J094741.58+633939.2,1788,11,54468,0.139,2.1,5.2,181,16.86,0,2,09:47:41.58,+63:39:39.2,2,2,2.200000000009261,5.418748249212035,1.22002971545177,183.70121582384957,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,2.4630673859951018
291,J094757.68+022025.8,480,574,51989,0.0584,32.5,36.7,141,16.14,1,0,09:47:57.68,+02:20:25.8,417,2,1,J094759.81+022032.2,481,346,51908,0.0579,32.5,36.7,141,16.48,1,0,09:47:59.81,+02:20:32.2,2,2,32.55854366920303,36.805516520183836,1.22002971545177,141.28430908187875,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.130441118439766
292,J094801.53+345222.8,1945,443,53387,0.041,6.8,5.5,82,16.95,2,0,09:48:01.53,+34:52:22.8,104,2,1,J094801.92+345226.3,1595,129,52999,0.0407,6.8,5.5,82,16.73,2,0,09:48:01.92,+34:52:26.3,2,2,5.940083655250992,4.812426054191612,1.22002971545177,86.17956298895724,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.8101613265896452
293,J094804.00+201808.4,2362,477,53759,0.0404,81.0,63.6,221,14.75,2,0,09:48:04.00,+20:18:08.4,961,2,1,J094809.15+201832.8,2362,468,53759,0.0396,81.0,63.6,221,14.89,2,0,09:48:09.15,+20:18:32.8,2,2,76.44771300882059,61.07226752966475,1.22002971545177,229.99996597632088,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.7988763185449144
294,J094833.44+472203.5,1005,130,52703,0.0326,151.8,98.0,65,14.83,2,0,09:48:33.44,+47:22:03.5,1198,2,1,J094842.05+472043.8,1005,123,52703,0.0323,151.8,98.0,65,14.72,2,0,09:48:42.05,+47:20:43.8,2,2,118.34985791109403,77.00725845771942,1.22002971545177,86.88071878213708,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.6506747014057953
295,J094846.42+045621.5,571,363,52286,0.0905,15.3,25.8,382,15.74,1,0,09:48:46.42,+04:56:21.5,215,2,1,J094847.28+045629.8,994,292,52725,0.0919,15.3,25.8,382,16.65,2,0,09:48:47.28,+04:56:29.8,2,2,15.299208527107442,25.816454092419775,1.22002971545177,-383.61421163788344,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.687437232238365
296,J094913.52+011039.9,480,107,51989,0.025,182.9,92.1,59,15.54,2,0,09:49:13.52,+01:10:39.9,1227,2,1,J094922.92+010843.4,481,299,51908,0.0252,182.9,92.1,59,13.58,2,0,09:49:22.92,+01:08:43.4,2,2,182.87995909227178,92.09097484595081,1.22002971545177,-58.33577156462172,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.5035596863814173
297,J094924.78+575645.1,557,406,52253,0.1082,20.4,40.2,33,17.13,2,1,09:49:24.78,+57:56:45.1,273,2,1,J094925.57+575701.7,558,343,52317,0.108,20.4,40.2,33,17.72,1,1,09:49:25.57,+57:57:01.7,2,2,17.751250440468862,35.09215396844989,1.22002971545177,53.96624809400145,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.97688349258189
298,J095053.37+343113.7,1945,607,53387,0.0523,17.4,17.8,170,15.58,0,0,09:50:53.37,+34:31:13.7,232,2,1,J095054.39+343105.3,1948,359,53388,0.0529,17.4,17.8,170,14.7,5,0,09:50:54.39,+34:31:05.3,2,2,15.148482774471375,15.446600750422016,1.22002971545177,-170.4350992089634,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.0196797250516096
299,J095211.20+011044.2,267,523,51608,0.0612,43.2,50.9,144,15.77,2,0,09:52:11.20,+01:10:44.2,524,2,1,J095212.37+011004.7,268,321,51633,0.0617,43.2,50.9,144,15.48,1,0,09:52:12.37,+01:10:04.7,2,2,43.22179221791119,51.03381910503099,1.22002971545177,-140.84506260949672,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.1807427801173522
300,J095340.28+324323.9,1949,332,53433,0.0785,8.4,12.5,81,17.69,2,2,09:53:40.28,+32:43:23.9,120,2,1,J095340.75+324328.4,1945,17,53387,0.0788,8.4,12.5,81,16.07,2,2,09:53:40.75,+32:43:28.4,2,2,7.444962693669894,11.049680383587503,1.22002971545177,-83.15950332852546,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.4841821024815254
301,J095424.61+335423.1,1948,270,53388,0.0864,40.7,65.8,13,16.57,2,0,09:54:24.61,+33:54:23.1,494,2,1,J095426.34+335351.7,1945,629,53387,0.0863,40.7,65.8,13,17.59,2,0,09:54:26.34,+33:53:51.7,2,2,38.07700545427005,61.63304678782335,1.22002971545177,27.52335797548435,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.6186421713714798
302,J095432.76+563324.6,558,247,52317,0.0731,18.8,26.4,208,17.0,2,2,09:54:32.76,+56:33:24.6,250,2,1,J095434.01+563326.4,557,116,52253,0.0739,18.8,26.4,208,16.14,2,2,09:54:34.01,+56:33:26.4,2,2,10.488840034377223,14.587960243407593,1.22002971545177,-222.8225121466447,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.3908077724129155
303,J095434.32+023533.7,481,574,51908,0.0709,69.5,94.0,37,17.68,2,0,09:54:34.32,+02:35:33.7,848,2,1,J095437.38+023441.4,500,384,51994,0.0707,69.5,94.0,37,17.41,0,0,09:54:37.38,+02:34:41.4,2,2,69.55438887995535,94.06678560327657,1.22002971545177,55.84609588947848,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.3524205606295732
304,J095502.11+162141.2,2583,554,54095,0.0753,64.2,92.1,90,16.51,2,0,09:55:02.11,+16:21:41.2,770,2,1,J095506.38+162145.9,2583,551,54095,0.0756,64.2,92.1,90,16.23,1,0,09:55:06.38,+16:21:45.9,2,2,61.63546968541746,88.07672850727623,1.22002971545177,-83.40694430708481,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.428994196958551
305,J095537.43+331816.3,1948,251,53388,0.0978,35.5,64.1,170,16.83,1,0,09:55:37.43,+33:18:16.3,438,2,1,J095538.29+331743.3,1949,375,53433,0.0972,35.5,64.1,170,17.58,2,0,09:55:38.29,+33:17:43.3,2,2,34.71670833687228,62.777644587852315,1.22002971545177,163.46240236474696,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.808283319336954
306,J095544.17+252223.4,2341,623,53738,0.0752,39.9,56.9,183,16.74,2,0,09:55:44.17,+25:22:23.4,482,2,1,J095545.73+252255.7,2344,314,53740,0.0758,39.9,56.9,183,15.83,2,0,09:55:45.73,+25:22:55.7,2,2,38.604046811067704,55.09811953551362,1.22002971545177,-166.8061237018867,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.4272627894471699
307,J095600.71+130806.8,1743,564,53054,0.07,56.7,75.8,34,15.55,2,0,09:56:00.71,+13:08:06.8,645,2,1,J095604.16+130743.7,1743,567,53054,0.0701,56.7,75.8,34,17.57,2,0,09:56:04.16,+13:07:43.7,2,2,55.43858620273168,74.10246037774408,1.22002971545177,-27.94261944276455,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.3366585523440488
308,J095616.64+373849.5,1596,368,52998,0.0224,205.6,93.1,159,14.35,1,0,09:56:16.64,+37:38:49.5,1240,2,1,J095617.31+373524.1,1596,374,52998,0.023,205.6,93.1,159,14.23,1,0,09:56:17.31,+37:35:24.1,2,2,205.55420194636295,93.03498505949398,1.22002971545177,-175.4179960524096,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.4526056104840436
309,J095652.36+152313.1,2584,415,54153,0.0777,59.5,87.4,11,16.58,2,0,09:56:52.36,+15:23:13.1,693,2,1,J095655.94+152247.4,2584,416,54153,0.0777,59.5,87.4,11,16.72,2,0,09:56:55.94,+15:22:47.4,2,2,57.80354268884413,84.9957463088763,1.22002971545177,0.0,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.4704245164765684
310,J095658.66+034640.6,572,280,52289,0.0345,126.5,85.6,160,14.07,2,0,09:56:58.66,+03:46:40.6,1144,2,1,J095659.05+034847.0,572,266,52289,0.034,126.5,85.6,160,14.38,2,0,09:56:59.05,+03:48:47.0,2,2,126.53470883953453,86.93348110982159,1.22002971545177,144.54918178859745,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.687032687766853
311,J095737.39+165818.4,2583,608,54095,0.0685,17.0,22.2,202,15.73,2,0,09:57:37.39,+16:58:18.4,228,2,1,J095737.99+165804.0,2585,392,54097,0.0692,17.0,22.2,202,17.5,2,0,09:57:37.99,+16:58:04.0,2,2,16.776766519361413,21.98281854251763,1.22002971545177,-195.81791416704345,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.3103131951647604
312,J095749.26+304915.8,1949,207,53433,0.1368,30.0,72.6,202,17.14,2,0,09:57:49.26,+30:49:15.8,391,2,1,J095750.50+304939.3,1950,433,53436,0.1361,30.0,72.6,202,17.23,2,0,09:57:50.50,+30:49:39.3,2,2,28.4143321955034,68.75684326167897,1.22002971545177,184.16998561136393,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,2.419794446992487
313,J095850.26+011003.1,501,298,52235,0.0564,30.7,33.7,65,15.5,2,0,09:58:50.26,+01:10:03.1,397,2,1,J095851.83+010943.6,268,527,51633,0.0567,30.7,33.7,65,15.89,1,0,09:58:51.83,+01:09:43.6,2,2,30.57160955014698,33.454642405136354,1.22002971545177,-84.89896189675414,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.09430425474525
314,J095900.23+174901.7,2585,328,54097,0.0254,74.4,39.5,278,13.75,2,0,09:59:00.23,+17:49:01.7,903,2,1,J095905.08+174917.2,2371,126,53762,0.0264,74.4,39.5,278,14.28,2,0,09:59:05.08,+17:49:17.2,2,2,70.9731406720204,36.29355564937206,1.22002971545177,-291.4513392890575,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.5113702917148768
315,J095925.84+011157.0,501,297,52235,0.0983,35.4,64.3,9,16.38,2,0,09:59:25.84,+01:11:57.0,437,2,1,J095928.02+011143.6,500,60,51994,0.0983,35.4,64.3,9,17.75,2,0,09:59:28.02,+01:11:43.6,2,2,35.332465644132625,64.18086828640217,1.22002971545177,0.0,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.8164842763261886
316,J095937.31+241611.9,2298,561,53737,0.1279,17.2,39.3,91,16.49,1,1,09:59:37.31,+24:16:11.9,230,2,1,J095938.23+241601.6,2344,135,53740,0.1282,17.2,39.3,91,16.92,1,1,09:59:38.23,+24:16:01.6,2,2,16.259105461527824,37.1543441996849,1.22002971545177,-79.5177504667335,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,2.2851407346855113
317,J095958.23+030232.9,501,330,52235,0.0907,13.5,22.8,34,16.51,0,2,09:59:58.23,+03:02:32.9,197,2,1,J095958.89+030223.8,500,565,51994,0.0906,13.5,22.8,34,16.89,2,2,09:59:58.89,+03:02:23.8,2,2,13.43667096964363,22.71840087707974,1.22002971545177,27.41484430124188,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.6907760060810868
318,J100118.00+042802.5,572,545,52289,0.0814,55.7,85.4,390,15.64,1,0,10:01:18.00,+04:28:02.5,625,2,1,J100119.91+042850.2,572,546,52289,0.0828,55.7,85.4,390,16.42,1,0,10:01:19.91,+04:28:50.2,2,2,55.59782176544636,85.27785269128636,1.22002971545177,-386.84024104036564,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.5338344198276832
319,J100133.68+033731.2,573,315,52325,0.0437,53.8,45.3,299,15.58,1,0,10:01:33.68,+03:37:31.2,610,2,1,J100135.81+033647.8,572,109,52289,0.0427,53.8,45.3,299,14.68,0,0,10:01:35.81,+03:36:47.8,2,2,53.8543833494332,46.35475331582813,1.22002971545177,286.61803231673497,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.8607424397575243
320,J100140.47+095431.6,1308,274,53053,0.0564,90.8,99.9,107,16.22,0,0,10:01:40.47,+09:54:31.6,1015,2,1,J100142.28+095558.1,1307,144,52999,0.0568,90.8,99.9,107,15.13,1,1,10:01:42.28,+09:55:58.1,2,2,90.54000624451156,99.0783140580305,1.22002971545177,-113.19325734887354,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.09430425474525
321,J100210.20+111838.6,1307,529,52999,0.1369,25.5,61.7,77,16.65,1,1,10:02:10.20,+11:18:38.6,337,2,1,J100211.80+111847.2,1744,123,53055,0.1366,25.5,61.7,77,17.26,0,1,10:02:11.80,+11:18:47.2,2,2,25.055907109066634,60.667655233042595,1.22002971545177,78.90916950792004,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,2.421291512973786
322,J100212.89+111915.2,1308,328,53053,0.0552,10.3,11.1,46,18.81,1,2,10:02:12.89,+11:19:15.2,156,2,1,J100213.52+111911.0,1307,522,52999,0.055,10.3,11.1,46,14.81,1,2,10:02:13.52,+11:19:11.0,2,2,10.173572007987534,10.911551114513278,1.22002971545177,56.67709170961361,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.072538839450523
323,J100217.37+102529.0,1307,515,52999,0.0599,70.1,81.5,64,16.14,2,0,10:02:17.37,+10:25:29.0,856,2,1,J100219.98+102627.1,1307,513,52999,0.0601,70.1,81.5,64,15.49,0,0,10:02:19.98,+10:26:27.1,2,2,69.69988120304424,80.67275937828161,1.22002971545177,-56.41509383752764,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.1574303712695297
324,J100230.89+324252.4,1952,284,53378,0.049,89.3,88.1,450,14.82,2,0,10:02:30.89,+32:42:52.4,1004,2,1,J100236.54+324224.3,1949,544,53433,0.0505,89.3,88.1,450,13.86,1,0,10:02:36.54,+32:42:24.3,2,2,76.64631951448793,73.50997958802337,1.22002971545177,-427.2443639577013,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.9590803583742633
325,J100259.39+300452.6,1950,576,53436,0.0808,61.0,92.9,35,16.72,1,0,10:02:59.39,+30:04:52.6,728,2,1,J100303.43+300459.4,1953,283,53358,0.081,61.0,92.9,35,16.44,0,0,10:03:03.43,+30:04:59.4,2,2,52.87667021322859,80.56234510905377,1.22002971545177,-55.32426634116721,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.523589605475929
326,J100316.98+183416.1,2371,66,53762,0.079,21.1,31.5,247,17.39,2,0,10:03:16.98,+18:34:16.1,279,2,1,J100318.36+183420.3,2372,268,53768,0.0781,21.1,31.5,247,16.07,1,0,10:03:18.36,+18:34:20.3,2,2,20.066522567329894,29.954648768207257,1.22002971545177,249.5016022952406,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.4927673027401431
327,J100404.51+500807.0,1006,560,52708,0.0668,59.9,76.7,26,16.74,2,0,10:04:04.51,+50:08:07.0,702,2,1,J100408.18+500830.7,1007,314,52706,0.0667,59.9,76.7,26,15.58,1,0,10:04:08.18,+50:08:30.7,2,2,42.50418596833933,54.41984551718166,1.22002971545177,28.02906016810661,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.2803408482571133
328,J100447.68+464309.7,872,211,52339,0.0242,124.1,60.5,143,14.03,1,0,10:04:47.68,+46:43:09.7,1137,2,1,J100452.02+464124.1,872,220,52339,0.0237,124.1,60.5,143,14.69,1,0,10:04:52.02,+46:41:24.1,2,2,114.6488014603741,55.93895338708618,1.22002971545177,146.00321411026206,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.4879157276355853
329,J100451.72+543530.5,945,177,52652,0.0463,86.2,79.5,190,17.42,2,0,10:04:51.72,+54:35:30.5,991,2,1,J100451.83+543404.4,945,176,52652,0.047,86.2,79.5,190,13.98,1,0,10:04:51.83,+54:34:04.4,2,2,86.10531043218103,78.28181257587738,1.22002971545177,-199.97131476166942,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.9091403559544025
330,J100602.14+071131.0,1236,54,52751,0.1218,5.7,12.3,354,18.62,2,2,10:06:02.14,+07:11:31.0,84,2,1,J100602.51+071131.8,996,328,52641,0.1205,5.7,12.3,354,15.77,0,2,10:06:02.51,+07:11:31.8,2,2,5.564144407138366,12.192222943046822,1.22002971545177,346.69747076543734,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,2.191212529891414
331,J100631.09+231523.2,2343,225,53735,0.0416,71.7,58.8,70,16.7,2,0,10:06:31.09,+23:15:23.2,872,2,1,J100633.44+231420.8,2343,240,53735,0.0418,71.7,58.8,70,14.7,5,0,10:06:33.44,+23:14:20.8,2,2,70.30460856175098,57.750316466319134,1.22002971545177,-57.40616247377058,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,0.8214300263914424
332,J100720.39+562003.8,946,351,52407,0.1304,2.6,6.0,121,18.06,2,2,10:07:20.39,+56:20:03.8,14,2,1,J100720.56+562002.9,945,570,52652,0.13,2.6,6.0,121,16.52,2,2,10:07:20.56,+56:20:02.9,2,2,1.6757746633713366,3.893241835238502,1.22002971545177,105.82197509715269,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,2.3232490145220646
333,J100749.77+005252.6,270,326,51909,0.1215,26.9,58.9,155,17.14,1,1,10:07:49.77,+00:52:52.6,350,2,1,J100751.33+005305.9,502,291,51957,0.1221,26.9,58.9,155,17.04,2,1,10:07:51.33,+00:53:05.9,2,2,26.913192379199174,58.84726397503656,1.22002971545177,-159.92154320720172,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,2.1865582925241815
334,J100753.05+395031.9,1356,587,53033,0.064,72.2,88.8,194,16.49,0,0,10:07:53.05,+39:50:31.9,876,2,1,J100755.07+394926.4,1357,296,53034,0.0633,72.2,88.8,194,17.27,2,0,10:07:55.07,+39:49:26.4,2,2,69.50999722601686,85.5465447300246,1.22002971545177,196.7752337117878,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.2307085044452488
335,J100823.97+375039.2,1426,516,52993,0.0531,67.5,70.9,242,16.72,1,0,10:08:23.97,+37:50:39.2,820,2,1,J100828.06+375011.1,1426,512,52993,0.054,67.5,70.9,242,16.12,1,0,10:08:28.06,+37:50:11.1,2,2,56.00863906660058,57.92964056448302,1.22002971545177,-255.4220975805949,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,1.0342983070093554
336,J100827.34+202207.2,2372,526,53768,0.1484,5.0,12.9,133,17.38,1,2,10:08:27.34,+20:22:07.2,71,2,1,J100827.65+202209.3,2364,48,53737,0.1479,5.0,12.9,133,17.43,2,2,10:08:27.65,+20:22:09.3,2,2,4.838694303672436,12.5377293520471,1.22002971545177,130.2094612307369,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101,2.591138965429436
