SDSSJ001104.85-092357.8 0.6961 18.340
SDSSJ001106.59-092815.1 1.1287 17.861
SDSSJ001111.13+151034.8 1.7322 18.715
SDSSJ001125.75-105710.4 0.6408 18.945
SDSSJ001128.82+151702.2 1.3627 19.071
SDSSJ001138.43-104458.2 1.2712 18.404
SDSSJ001139.79-091701.6 1.0324 17.813
SDSSJ001142.79+152216.3 1.8846 18.560
SDSSJ001147.67+151846.7 1.3314 18.844
SDSSJ001149.93+160338.1 1.1955 17.473
SDSSJ001157.76-103735.1 1.8578 18.362
SDSSJ001200.16-085202.8 1.2360 18.790
SDSSJ001214.19-095922.9 1.2622 18.457
SDSSJ001218.21-102402.1 1.6006 19.076
SDSSJ001231.84-094327.1 0.6701 18.385
SDSSJ001234.10-092612.7 1.4648 18.581
SDSSJ001241.39-100411.4 1.2623 19.099
SDSSJ001244.62+141112.9 1.7047 18.798
SDSSJ001247.12+001239.5 2.1538 18.903
SDSSJ001252.46+002831.9 1.6122 18.348
SDSSJ001257.76+010603.1 1.0627 18.365
SDSSJ001303.35+143745.3 1.3977 18.514
SDSSJ001306.15+000431.9 2.1638 18.403
SDSSJ001318.06+154417.4 1.2711 18.995
SDSSJ001318.92+160755.9 1.5689 18.820
SDSSJ001335.75+141424.1 1.5399 18.473
SDSSJ001340.17+145730.8 0.8214 18.298
SDSSJ001341.74+143531.3 1.9330 19.056
SDSSJ001342.45-002412.6 1.6409 18.168
SDSSJ001347.60-002507.0 1.1197 18.639
SDSSJ001349.41+140702.1 1.6870 18.787
SDSSJ001356.50+153330.8 1.2609 18.410
SDSSJ001400.45+004255.4 1.7105 18.273
SDSSJ001404.60-010357.9 0.9804 18.030
SDSSJ001408.22-085242.2 1.7444 18.335
SDSSJ001409.91-093020.3 2.1644 18.572
SDSSJ001410.98-084429.2 1.7724 18.994
SDSSJ001415.32+134441.2 0.8422 18.865
SDSSJ001420.36-091849.3 1.0821 17.343
SDSSJ001426.96-000306.7 1.1772 18.853
SDSSJ001428.29+150232.0 2.1742 19.026
SDSSJ001436.32+153929.6 1.1862 18.489
SDSSJ001438.28-010750.1 1.8056 18.355
SDSSJ001438.61-110602.1 1.3949 18.338
SDSSJ001444.02-000018.5 1.5504 17.620
SDSSJ001449.58-111039.8 0.7722 18.952
SDSSJ001453.36-002827.6 1.9225 18.703
SDSSJ001459.53+160716.1 1.4769 18.715
SDSSJ001500.90-090121.9 1.3581 18.332
SDSSJ001507.00-000800.9 1.7029 17.810
SDSSJ001509.47-102709.4 1.1311 18.761
SDSSJ001514.31+151403.8 0.8338 18.795
SDSSJ001514.88-103043.6 1.1698 19.028
SDSSJ001520.31-093954.9 1.5342 18.765
SDSSJ001535.54+005356.0 1.3583 18.866
SDSSJ001535.71-001114.3 1.2943 18.578
SDSSJ001540.09+151453.1 1.3264 18.830
SDSSJ001540.86-084953.6 1.4076 18.901
SDSSJ001602.40-001225.0 2.0876 17.675
SDSSJ001617.97+001020.8 1.5487 18.698
SDSSJ001622.99-103817.1 1.5115 18.881
SDSSJ001623.35-092101.5 0.8190 18.698
SDSSJ001630.74+003235.6 2.1055 18.495
SDSSJ001638.20-094658.6 0.7846 18.282
SDSSJ001643.06+150420.6 1.2569 18.925
SDSSJ001647.83+011220.2 1.4906 18.848
SDSSJ001657.00+005532.1 1.7559 18.792
SDSSJ001659.74-095903.5 1.1761 19.073
SDSSJ001702.58-103024.4 1.2830 18.776
SDSSJ001710.85+135556.5 1.8079 17.525
SDSSJ001712.79-090654.3 1.2588 18.624
SDSSJ001726.20-090058.5 1.4323 18.997
SDSSJ001728.54-103745.3 1.2288 18.790
SDSSJ001735.69-011325.0 0.8050 18.913
SDSSJ001738.77-003116.9 0.8532 18.671
SDSSJ001741.87-105613.2 1.8061 18.560
SDSSJ001750.88-003349.5 1.0853 18.220
SDSSJ001754.16+011123.3 1.4647 18.689
SDSSJ001800.20+004602.8 1.9003 18.343
SDSSJ001807.04+153341.0 0.9851 18.721
SDSSJ001811.14-100855.1 1.0112 18.704
SDSSJ001826.80-091038.7 1.8595 18.790
SDSSJ001836.40-002933.0 1.8529 18.629
SDSSJ001838.67+144300.9 1.4722 18.864
SDSSJ001845.62-084727.5 1.5801 18.658
SDSSJ001855.22-091351.1 0.7559 17.078
SDSSJ001901.53-085738.7 1.6880 18.542
SDSSJ001907.23-092050.6 1.4228 19.033
SDSSJ001913.57-103847.7 1.8621 19.071
SDSSJ001913.76+002521.0 1.5693 18.924
SDSSJ001922.55-000915.0 1.6967 18.845
SDSSJ001926.49+155002.8 1.6636 18.786
SDSSJ001927.17+003539.0 1.2882 18.815
SDSSJ001927.87+003359.9 1.6171 18.795
SDSSJ001937.04-091730.7 1.4717 19.034
SDSSJ001946.60-092635.1 1.6743 18.965
SDSSJ001946.99-105313.4 1.5183 18.482
SDSSJ001954.66-091316.5 2.1261 18.422
SDSSJ001954.96+153309.1 1.6739 18.746
SDSSJ001957.81+011153.4 1.1330 17.938
SDSSJ002000.50+155110.0 1.7506 19.077
SDSSJ002001.80+005436.8 1.0132 18.817
SDSSJ002018.74-104851.3 1.6386 18.222
SDSSJ002023.18-001110.6 1.6416 18.899
SDSSJ002025.22+154054.7 2.0087 17.062
SDSSJ002028.34-002914.9 1.9267 18.941
SDSSJ002028.96+153435.8 1.7633 18.322
SDSSJ002032.36-103414.5 0.8078 18.230
SDSSJ002042.83+143902.0 1.3647 17.514
SDSSJ002056.80+001147.5 1.1104 17.982
SDSSJ002100.95-100304.2 2.0933 18.450
SDSSJ002101.29-102037.5 1.2810 19.005
SDSSJ002113.77+135307.9 0.9316 18.463
SDSSJ002116.29-101520.8 1.4050 18.895
SDSSJ002123.50+135453.1 1.1680 19.039
SDSSJ002127.88+010420.1 1.8197 18.298
SDSSJ002128.60-110701.5 1.0769 18.199
SDSSJ002130.87-011109.3 0.7857 18.515
SDSSJ002132.63-092424.3 1.8701 18.772
SDSSJ002133.27+004300.9 1.2442 17.407
SDSSJ002136.52-094144.1 2.0860 19.031
SDSSJ002139.29-003154.5 2.1602 18.495
SDSSJ002140.66+161000.7 1.6001 18.996
SDSSJ002143.29+010840.2 1.9030 18.975
SDSSJ002146.36+003900.0 0.6628 18.589
SDSSJ002149.93+160208.7 0.8373 18.251
SDSSJ002152.61-090516.8 1.4776 18.083
SDSSJ002201.85+154609.4 1.3914 19.048
SDSSJ002232.38-085314.3 1.0081 19.033
SDSSJ002256.21-110105.0 1.4430 19.038
SDSSJ002302.55+153446.4 1.7225 18.634
SDSSJ002303.15+011533.6 0.7286 17.659
SDSSJ002304.18+140808.3 0.9730 18.958
SDSSJ002314.84+143816.2 0.7547 17.899
SDSSJ002315.58-111059.8 0.9779 18.967
SDSSJ002321.07-110130.1 1.0591 19.025
SDSSJ002335.94+001227.9 0.7893 18.786
SDSSJ002339.97+141307.8 0.9787 18.268
SDSSJ002342.37+002041.8 1.0176 18.960
SDSSJ002342.97+010242.9 1.6359 18.207
SDSSJ002344.35+143115.4 1.8656 17.909
SDSSJ002344.84+151358.3 2.0032 18.941
SDSSJ002346.04-100658.1 1.6920 18.572
SDSSJ002350.27+151855.0 0.7900 18.881
SDSSJ002353.98+140812.6 2.0840 18.592
SDSSJ002355.15+141900.9 1.1164 18.674
SDSSJ002356.61+154404.8 1.3325 18.895
SDSSJ002411.65-004348.0 1.7945 17.800
SDSSJ002412.14+144156.8 1.4284 18.259
SDSSJ002433.66+152644.6 0.7597 18.816
SDSSJ002437.62+142025.4 1.7632 17.884
SDSSJ002439.64-091600.6 1.7930 18.751
SDSSJ002445.56-095729.2 1.5112 19.063
SDSSJ002446.76-100924.7 0.9679 18.147
SDSSJ002448.07-090055.1 1.8572 18.725
SDSSJ002455.46+142348.3 0.9880 18.545
SDSSJ002455.49+145507.3 1.7469 18.898
SDSSJ002517.71-111204.6 1.0823 18.920
SDSSJ002520.38+145452.7 1.5207 18.338
SDSSJ002537.29+002724.3 1.8849 18.485
SDSSJ002538.73+143620.3 1.3121 16.891
SDSSJ002540.18-001531.3 1.3543 17.865
SDSSJ002553.11-091252.1 1.2139 17.150
SDSSJ002600.96-100459.5 1.3115 18.358
SDSSJ002607.85+160323.7 1.2588 18.634
SDSSJ002616.79-090249.3 1.7490 19.092
SDSSJ002617.64-093858.0 1.5034 18.731
SDSSJ002621.66+153232.0 0.8975 18.533
SDSSJ002623.78+135523.5 1.3120 18.488
SDSSJ002631.78-100313.5 0.9546 18.511
SDSSJ002642.09-095853.4 1.8573 19.030
SDSSJ002648.27-090511.5 1.3110 18.551
SDSSJ002651.44-111252.4 1.1149 19.034
SDSSJ002651.69-003128.3 1.6469 18.398
SDSSJ002707.16+144957.5 1.7084 18.105
SDSSJ002710.06-094435.3 2.0696 18.060
SDSSJ002721.20+143858.5 1.3087 18.735
SDSSJ002723.43-001613.2 1.7138 18.621
SDSSJ002755.22-105000.7 1.6765 18.390
SDSSJ002800.29+151624.5 1.2155 18.707
SDSSJ002800.41-102049.8 1.2637 18.984
SDSSJ002819.11+155005.0 1.1554 18.204
SDSSJ002836.40+142720.2 0.6380 18.860
SDSSJ002855.51+010030.0 1.4355 18.285
SDSSJ002855.94+001400.2 1.6059 18.213
SDSSJ002901.42+134739.8 0.9982 17.367
SDSSJ002914.21-090016.1 2.0904 18.103
SDSSJ002921.48-110551.8 1.7753 18.709
SDSSJ002928.19+152722.4 0.7094 19.004
SDSSJ002930.07+141302.1 1.2954 19.015
SDSSJ002933.95-084846.0 0.6854 18.315
SDSSJ002937.58+144146.9 1.0679 19.053
SDSSJ002937.62-110239.7 1.0818 18.852
SDSSJ002948.04-095639.4 1.6156 17.605
SDSSJ002948.35-010353.1 0.8269 18.571
SDSSJ002952.79-100954.3 1.0326 18.710
SDSSJ003005.05+002848.2 1.4020 18.470
SDSSJ003006.04-092858.2 1.9585 18.929
SDSSJ003009.39-090223.1 1.7856 17.540
SDSSJ003019.82-002602.7 2.1143 18.482
SDSSJ003032.58+135216.2 1.5453 19.053
SDSSJ003044.88+140134.8 1.5642 18.730
SDSSJ003049.21+000004.7 1.7746 18.906
SDSSJ003111.32-001121.1 1.5131 18.892
SDSSJ003115.52+144919.9 1.9598 18.136
SDSSJ003116.88-093229.9 1.2541 18.756
SDSSJ003131.11+155521.8 1.1211 19.043
SDSSJ003131.44+003420.2 1.7355 18.424
SDSSJ003132.10+155116.8 1.9206 18.998
SDSSJ003132.90-110337.1 1.4089 18.863
SDSSJ003133.60-004941.5 1.9354 18.425
SDSSJ003144.93-090620.2 0.9593 18.467
SDSSJ003153.84+005916.1 1.3633 18.743
SDSSJ003224.34-005943.9 1.2289 18.465
SDSSJ003227.65+005415.8 1.6295 18.898
SDSSJ003229.39+160006.8 1.5713 18.717
SDSSJ003229.80-110947.1 1.5953 17.833
SDSSJ003230.38+145248.0 1.6867 19.092
SDSSJ003239.32+142203.1 0.9765 17.407
SDSSJ003244.71-093430.1 1.9961 18.678
SDSSJ003255.57-100834.9 1.2817 19.098
SDSSJ003259.74+152053.0 2.0207 18.917
SDSSJ003304.32-004813.6 1.7874 18.864
SDSSJ003308.00-100851.4 1.4073 18.286
SDSSJ003312.25+155442.4 1.9367 18.861
SDSSJ003330.49+154952.5 2.0522 18.787
SDSSJ003331.04+160348.5 1.7603 18.995
SDSSJ003333.61-001858.1 0.6897 18.190
SDSSJ003340.21-005525.6 0.9378 17.468
SDSSJ003349.47+154637.0 1.8067 18.910
SDSSJ003358.19+154332.7 1.3011 18.993
SDSSJ003407.35-085452.1 1.3134 17.961
SDSSJ003408.15-091757.3 1.8058 19.040
SDSSJ003413.04-010026.9 1.2922 16.972
SDSSJ003416.60+002241.1 1.6265 17.281
SDSSJ003418.16+150648.7 1.2760 18.609
SDSSJ003421.52-003015.5 1.5327 18.831
SDSSJ003423.06-105001.9 1.8293 18.759
SDSSJ003432.77+002353.8 1.8427 18.533
SDSSJ003451.86-011125.7 1.8421 18.201
SDSSJ003451.94-103152.1 0.8101 18.984
SDSSJ003455.87+151136.9 2.0160 19.044
SDSSJ003502.39-105123.2 0.7370 18.699
SDSSJ003506.75-010851.5 1.4728 18.752
SDSSJ003516.88-104731.2 0.7967 18.952
SDSSJ003522.55+011444.8 1.3391 18.262
SDSSJ003523.94-100401.8 1.0762 18.728
SDSSJ003530.80-095542.7 0.7148 18.663
SDSSJ003539.93-002713.9 1.6221 18.586
SDSSJ003545.13+011441.2 1.5406 18.686
SDSSJ003546.40+160346.2 2.0807 18.152
SDSSJ003549.87-003825.4 1.0659 18.732
SDSSJ003551.49+152651.3 1.1169 18.620
SDSSJ003551.98+005726.4 1.9006 18.749
SDSSJ003553.03-091150.1 1.0045 18.940
SDSSJ003555.51+155318.0 1.1628 16.907
SDSSJ003556.72+151553.9 0.9791 18.274
SDSSJ003557.60-005309.8 1.5365 18.903
SDSSJ003605.36+140226.0 0.6176 18.320
SDSSJ003610.31-091742.6 1.2023 19.015
SDSSJ003611.26-103737.4 1.6736 18.135
SDSSJ003613.38-003102.9 1.6382 18.985
SDSSJ003632.75+134222.1 1.2499 18.595
SDSSJ003633.70+143546.3 1.0124 18.784
SDSSJ003633.93-101228.8 2.0836 17.955
SDSSJ003642.81-000140.0 1.1993 19.087
SDSSJ003644.49+143547.1 2.0952 18.763
SDSSJ003647.12-101539.5 1.3779 18.278
SDSSJ003649.61-110929.7 1.5115 18.434
SDSSJ003654.46-102542.2 1.0582 18.242
SDSSJ003656.80+160113.1 1.7501 18.389
SDSSJ003714.82-004554.1 1.0211 18.093
SDSSJ003715.51+154827.2 2.0148 18.010
SDSSJ003718.86+143221.9 0.7976 18.324
SDSSJ003720.29-110023.9 1.5781 18.247
SDSSJ003722.17-001140.6 1.3703 18.894
SDSSJ003724.79+001103.5 1.5356 18.758
SDSSJ003733.93-104518.8 0.7273 19.006
SDSSJ003740.13-090810.0 0.8469 17.998
SDSSJ003745.09-005527.1 1.6226 18.122
SDSSJ003756.61-004931.0 0.9310 18.497
SDSSJ003757.22-105208.6 0.9721 18.974
SDSSJ003758.31-092342.7 1.4721 17.466
SDSSJ003806.78-094634.8 0.6456 18.497
SDSSJ003816.84-092531.9 1.0877 18.262
SDSSJ003823.81-000025.0 1.6049 17.861
SDSSJ003825.51+150358.9 1.1488 17.906
SDSSJ003838.20-101558.4 2.1096 18.862
SDSSJ003842.66-094712.7 1.9912 17.161
SDSSJ003845.48-092849.5 1.3936 18.814
SDSSJ003851.44+140749.9 1.5475 18.845
SDSSJ003903.58-091612.1 1.2477 18.619
SDSSJ003909.68-100639.0 1.7832 18.078
SDSSJ003913.67+145855.1 1.3612 17.523
SDSSJ003913.87-005909.0 2.0835 18.738
SDSSJ003921.24+143947.5 1.3605 18.570
SDSSJ003922.32-095051.3 1.8810 18.378
SDSSJ003922.67+160522.8 0.7101 18.658
SDSSJ003922.76-004409.8 2.1771 18.809
SDSSJ003928.04+000952.9 1.0099 18.198
SDSSJ003934.33-103727.2 1.1061 19.067
SDSSJ003940.37-110052.0 1.1804 17.957
SDSSJ003943.61-003002.1 1.5540 18.618
SDSSJ003947.92+161203.9 1.7443 18.837
SDSSJ003951.39-100224.2 1.1201 18.525
SDSSJ003955.81+153357.1 1.7665 18.435
SDSSJ004000.99+003330.7 1.6683 19.084
SDSSJ004023.76+140807.3 1.8753 16.473
SDSSJ004025.58-003023.1 1.1225 18.332
SDSSJ004032.17-105743.9 1.9669 18.915
SDSSJ004032.37-095129.8 1.2860 18.987
SDSSJ004035.67-095816.4 1.3010 18.646
SDSSJ004037.23-103513.6 1.1918 18.616
SDSSJ004040.63+001121.1 0.8643 18.781
SDSSJ004041.39-005537.3 2.0891 17.841
SDSSJ004102.34-085408.0 1.5214 18.958
SDSSJ004110.01-004411.9 1.8236 18.435
SDSSJ004114.12+150415.6 2.0345 18.583
SDSSJ004116.91-110100.0 1.9469 18.897
SDSSJ004118.59+001742.4 1.7647 18.509
SDSSJ004121.51-092209.7 1.5373 18.811
SDSSJ004124.92-104303.7 0.8145 18.747
SDSSJ004136.32+135533.2 0.8801 19.022
SDSSJ004149.01-110854.0 1.2016 18.671
SDSSJ004149.64-094705.0 1.6215 16.893
SDSSJ004156.17-094859.8 1.1637 18.449
SDSSJ004158.87+145446.3 1.1718 18.977
SDSSJ004206.18-091255.7 1.7784 18.982
SDSSJ004212.28+154545.1 1.3951 18.649
SDSSJ004213.96+141712.5 1.5951 19.006
SDSSJ004234.08+153220.8 1.6467 18.908
SDSSJ004241.30+134241.1 1.7815 18.479
SDSSJ004241.96+002214.0 2.0365 18.487
SDSSJ004242.00+135450.1 1.6230 16.730
SDSSJ004243.06+000201.3 1.0822 18.039
SDSSJ004246.97+161022.9 1.4569 18.922
SDSSJ004250.36-003656.0 1.3329 18.514
SDSSJ004253.26+153548.6 1.3350 18.909
SDSSJ004253.57-005506.4 1.8806 18.362
SDSSJ004310.64+155109.1 1.6101 17.821
SDSSJ004311.48-100425.2 1.2769 19.025
SDSSJ004315.08+011445.6 1.5634 17.411
SDSSJ004316.86+001008.4 1.5183 18.618
SDSSJ004322.36-001343.7 1.5925 18.787
SDSSJ004324.47-103922.3 1.6806 18.623
SDSSJ004330.70-093016.8 2.1492 18.679
SDSSJ004338.29+000523.8 0.8212 18.977
SDSSJ004344.34+144439.5 1.2982 18.442
SDSSJ004349.53-093744.1 2.1288 18.367
SDSSJ004403.47+151200.0 1.7770 18.264
SDSSJ004412.24+011505.4 1.3949 18.234
SDSSJ004413.72+005141.0 0.9408 18.401
SDSSJ004417.55+153257.0 2.0630 19.071
SDSSJ004418.96-090009.4 0.9672 18.805
SDSSJ004429.40-094215.4 1.7169 18.622
SDSSJ004434.08+001903.5 1.8785 18.790
SDSSJ004439.33+001822.8 1.8674 17.878
SDSSJ004440.95+153850.5 0.9308 19.043
SDSSJ004443.67-094624.3 2.1082 18.763
SDSSJ004449.94-102956.0 1.5511 17.421
SDSSJ004455.72+144638.8 1.4943 18.679
SDSSJ004459.98+142021.0 1.0452 18.699
SDSSJ004502.64+004403.3 0.6207 18.803
SDSSJ004505.18+155347.3 1.5132 18.339
SDSSJ004516.00+000042.3 1.5515 18.399
SDSSJ004516.13-101015.5 1.0841 19.062
SDSSJ004517.37-100748.6 1.1510 18.481
SDSSJ004517.56-092321.9 1.5117 17.852
SDSSJ004525.65-085820.0 1.0536 19.082
SDSSJ004526.26+143643.5 1.9551 18.237
SDSSJ004527.68+143816.1 1.9919 16.810
SDSSJ004545.92+155024.4 1.1574 19.055
SDSSJ004558.57-090411.1 1.2867 18.753
SDSSJ004601.93-105521.3 1.4763 19.008
SDSSJ004613.48+002358.0 2.1207 18.642
SDSSJ004613.54+010425.7 2.1517 17.771
SDSSJ004613.78+004410.2 1.4892 18.857
SDSSJ004618.76-085318.8 1.5122 19.043
SDSSJ004621.83+151048.0 1.6302 17.659
SDSSJ004626.37+001315.7 1.5417 18.656
SDSSJ004635.72+160130.4 1.1177 18.456
SDSSJ004635.87+141431.5 1.6316 18.416
SDSSJ004639.86+000732.1 2.1262 18.760
SDSSJ004643.50-103414.8 1.3911 19.098
SDSSJ004647.37-005100.1 0.8404 18.649
SDSSJ004652.66-103534.3 1.7907 18.681
SDSSJ004653.39+145327.3 1.5755 19.095
SDSSJ004704.47+005228.2 1.6174 18.538
SDSSJ004712.73-084123.8 0.6804 17.787
SDSSJ004712.84+135659.6 1.3833 18.222
SDSSJ004714.16-002733.2 1.2541 17.749
SDSSJ004715.88-003644.0 2.1978 18.666
SDSSJ004721.70+154652.5 1.2731 18.962
SDSSJ004721.96+140706.3 1.7440 19.082
SDSSJ004724.97-095902.0 1.6367 18.604
SDSSJ004743.42-090501.5 1.8619 18.232
SDSSJ004746.24-000036.4 1.5412 18.970
SDSSJ004747.90-084659.8 1.2684 18.445
SDSSJ004757.25+144741.9 1.6121 18.673
SDSSJ004811.16-090705.3 1.8644 17.942
SDSSJ004814.29-101100.2 2.0386 18.467
SDSSJ004817.17+134034.0 1.5932 18.975
SDSSJ004818.05-092921.0 1.7730 19.008
SDSSJ004820.50-104348.1 1.2665 18.802
SDSSJ004824.51-101710.2 0.8023 18.376
SDSSJ004827.32-093425.9 1.2233 18.772
SDSSJ004830.48-105623.0 1.5905 19.048
SDSSJ004832.10+152525.1 1.3564 18.240
SDSSJ004833.56+142056.8 1.8176 18.456
SDSSJ004839.96-005856.6 1.5825 18.772
SDSSJ004841.55+153342.8 1.5225 18.705
SDSSJ004851.14+142616.9 1.3193 19.053
SDSSJ004904.69+001137.0 0.6744 18.926
SDSSJ004911.92+154024.4 1.2439 17.697
SDSSJ004912.47-085225.7 1.7323 19.087
SDSSJ004918.91-103733.8 1.3045 18.830
SDSSJ004918.97+002609.5 1.9433 18.152
SDSSJ004924.26-094733.1 1.6822 17.916
SDSSJ004925.37+135712.0 1.1868 18.947
SDSSJ004928.88+142232.3 0.9657 18.270
SDSSJ004941.11+005623.4 0.7221 18.743
SDSSJ004942.62-101937.7 1.4727 18.859
SDSSJ004954.73-101145.9 1.3527 18.479
SDSSJ004956.84+003002.4 0.9686 18.822
SDSSJ005001.80-092854.0 2.1764 18.773
SDSSJ005010.32+142947.4 2.0405 18.989
SDSSJ005010.72+134948.9 1.8324 18.503
SDSSJ005013.77-002446.4 2.0320 19.044
SDSSJ005019.84+134409.0 1.6482 19.032
SDSSJ005019.86+152616.3 1.0504 19.068
SDSSJ005026.78+003157.1 1.2112 18.330
SDSSJ005031.91+141133.5 2.0450 17.535
SDSSJ005034.85-104551.9 1.6087 19.082
SDSSJ005035.32-084743.9 1.5555 18.824
SDSSJ005040.71+135001.9 1.1461 17.921
SDSSJ005041.29+141002.1 1.2845 18.417
SDSSJ005041.61+152520.9 1.2012 18.941
SDSSJ005051.54+160522.6 1.8364 18.704
SDSSJ005102.42-010244.4 1.8780 17.366
SDSSJ005104.89-092236.7 1.4659 18.481
SDSSJ005112.94-095102.9 1.9741 19.055
SDSSJ005115.11-090208.5 1.2650 18.471
SDSSJ005121.26+004521.6 0.7264 18.037
