NDWFS J143411.34+335731.2 0.3080   31.4  25.1   46.4  13.1   34.9  16.1  6.18 0.73 0.61 0.05  0.78 0.15 0.10 0.12
NDWFS J143415.37+335036.4 0.1604   39.7  70.7   25.7  75.5   19.7  71.2  2.87 1.15 0.54 0.13  0.62 0.51 0.31 0.38
NDWFS J143417.81+353611.1 0.3066   -9.1  56.2  -38.5  12.7   17.5  30.0  5.58 1.31 0.88 0.21  1.68 0.45 0.40 0.28
NDWFS J143423.25+334017.6 0.2742  -51.3  68.4 -113.6  31.6  -43.4  46.5  3.44 1.09 0.92 0.14  0.34 0.35 0.08 0.07
NDWFS J143426.56+334747.5 0.2782  -58.5  85.9   34.2  46.2  -59.0 105.8  8.34 3.46 0.60 0.34  0.64 1.43 0.45 0.57
NDWFS J143434.10+330046.7 0.2443  -69.6  54.1  -64.0  10.6  -62.1  20.8 11.27 2.14 1.71 0.17  0.84 0.44 0.24 0.35
NDWFS J143441.05+335521.6 0.2527  -46.6  25.2  -43.9  11.0  -41.3  17.5  7.51 0.74 1.58 0.13  1.19 0.32 0.44 0.25
NDWFS J143445.36+332821.5 0.1980  -47.7  90.6 -198.4  53.5 -137.7  49.3  5.28 0.58 0.86 0.11  1.17 0.17 0.16 0.10
NDWFS J143446.89+351702.2 0.1892   -3.2  33.6   -3.0  22.6    8.2  26.8  7.56 2.05 0.98 0.27  0.85 0.34 0.21 0.22
NDWFS J143459.33+340515.2 0.1913   -3.3  34.8  -18.1  19.5   18.5  18.1  3.13 0.64 0.72 0.10  0.65 0.35 0.19 0.15
NDWFS J143511.84+340321.0 0.3232   12.4  16.6   54.2  12.5    9.1  18.0  9.01 0.41 0.73 0.05  0.90 0.09 0.08 0.03
NDWFS J143512.68+330533.5 0.3228   26.7  35.6 -127.6  16.9  -39.3  29.2  2.64 0.37 0.76 0.10  0.92 0.21 0.01 0.03
NDWFS J143515.90+355024.2 0.1598   15.8  51.3   42.6  14.9  -16.8  18.9  8.90 1.41 1.38 0.10  1.10 0.32 0.08 0.13
NDWFS J143519.42+353622.2 0.3157   -2.2  32.5    1.7  17.5   35.5  27.4  3.57 0.44 1.02 0.16  1.05 0.26 0.22 0.19
NDWFS J143528.04+353414.8 0.0968   -9.2  28.8   40.0  16.3    5.7  16.6  6.52 1.46 1.43 0.30  0.68 0.19 0.09 0.07
NDWFS J143538.34+335345.4 0.3289  -48.0  65.3   31.8  65.3  -75.0  37.5  1.71 0.57 0.81 0.17  0.41 0.19 0.18 0.10
NDWFS J143551.32+343851.3 0.2053   15.9  33.7   22.5  16.1   12.9  15.5  2.83 0.95 0.58 0.04  0.28 0.09 0.03 0.07
NDWFS J143552.45+334726.2 0.3419  -11.0  85.1  -35.4  69.3   11.8  73.5  1.12 0.49 1.02 0.38  5.77 1.52 0.03 0.06
NDWFS J143558.50+340628.2 0.1917   31.2  36.2   -2.9  17.5   34.5  35.2  4.06 0.72 0.78 0.14  1.00 0.56 0.13 0.23
NDWFS J143609.87+334946.5 0.3419   -4.8  21.1   17.5   9.6    3.5  16.4  7.68 0.64 0.34 0.12  0.48 0.24 0.28 0.14
NDWFS J143615.12+335308.3 0.3342   16.7  22.3   96.3  14.1   22.7  25.8  6.93 0.55 0.76 0.07  0.31 0.09 0.11 0.03
NDWFS J143615.16+334814.7 0.3478 -106.1  21.1 -140.1  14.6  -65.8  17.2  4.87 0.53 0.74 0.08  1.00 0.30 0.16 0.07
NDWFS J143616.38+350914.8 0.3417   39.6  30.7   -5.0  18.0   33.2  50.8  1.85 0.34 1.01 0.20  3.17 0.44 0.02 0.05
NDWFS J143628.36+353817.3 0.1584   31.7  52.1  -31.6  19.0  -35.5  21.6  3.43 0.53 0.98 0.11  0.43 0.20 0.11 0.08
NDWFS J143633.16+334805.6 0.2179   -5.2  25.2  -11.6  10.1  -12.2  14.9  6.02 0.68 0.69 0.06  0.43 0.21 0.05 0.06
NDWFS J143633.48+351713.9 0.2184  -11.2  84.1   61.7  46.4   64.6  97.4  1.61 0.52 0.75 0.34  0.67 1.01 0.27 0.54
NDWFS J143634.54+334533.0 0.3272   29.2  36.8   36.3  28.4    1.6  51.0  2.97 0.52 0.99 0.16  1.47 0.44 0.48 0.36
NDWFS J143645.79+333944.8 0.2637  -13.0  28.7  -18.4  27.3   -7.6  27.8  3.94 1.35 0.38 0.11  0.22 0.09 0.06 0.04
NDWFS J143710.03+343530.1 0.1266  -90.7  20.0 -103.3  19.5  -98.6  19.6  2.41 0.14 0.64 0.03  0.24 0.02 0.03 0.01 ambiguous
NDWFS J143716.79+344444.7 0.2603   15.6  50.6    4.5  18.8  -16.2  21.1  3.17 0.75 0.70 0.13  0.71 0.28 0.16 0.17
NDWFS J143719.33+354547.7 0.3580   22.9  51.3  116.5  50.6   -2.0  51.0 10.30 0.63 1.01 0.05  0.02 0.03 0.13 0.04
NDWFS J143722.75+334327.3 0.3400   -5.2  49.0  -33.9  53.0  -12.7  54.6  1.31 0.26 0.83 0.16  1.07 0.44 0.32 0.20
