SDSSName,Source,Frequency,rms,Flux,Density,alpha,alpha_err,Dradio(as),Dradio_err(as),D[OIII](as),D[OIII]_err(as)
J1023+3243,1,8.5,7.2,0.25,0.25,0.16,0.45,0.05
J1023+3243,1,11.5,8.3,0.27,0.25,0.16,0.42,0.06,0.58,0.03
J1023+3243,1,11.5,8.7,0.27,0.25,0.16,0.42,0.06
J1023+3243,2,8.5,7.2,0.06,-0.29,0.19,0.45,0.05
J1023+3243,2,11.5,8.3,0.03,-0.29,0.19,0.42,0.06,0.58,0.03
J1023+3243,2,11.5,8.7,0.055,-0.29,0.19,0.42,0.06
J1158+3231,1,8.5,8.0,0.3,-0.47,0.17,0.22,0.04
J1158+3231,1,11.5,8.5,0.25,-0.47,0.17,0.22,0.04,0.27,0.01
J1158+3231,1,11.5,8.8,0.26,-0.47,0.17,0.22,0.04
J1158+3231,2,8.5,8.0,0.29,-0.47,0.17,-0.49,0.17,0.22,0.04
J1158+3231,2,11.5,8.5,0.23,-0.47,0.17,0.22,0.04,0.27,0.01
J1158+3231,2,11.5,8.8,,0.25,-0.47,0.17,0.22,0.04
J1623+0808,1,8.5,8.7,0.24,0.26,0.16,0.47,0.05
J1623+0808,1,11.5,10.3,0.25,0.26,0.16,0.44,0.05,0.37,0.06
J1623+0808,1,11.5,10.8,0.26,0.26,0.16,0.47,0.05
J1623+0808,2,8.5,8.7,0.10,-0.17,0.18,0.47,0.05
J1623+0808,2,11.5,10.3,0.09,-0.17,0.18,0.44,0.05,0.37,0.06
J1623+0808,2,11.5,10.8,0.095,-0.17,0.18,0.47,0.05
