176 J120301.35+342260.0 53469 2099 623 0.167390 17.40 -126.8 41.57 type I asym-NEL AGN
177 J121025.09+211051.6 54210 2644 124 0.119390 16.98 -213.8 41.16 type I asym-NEL AGN
178 J121126.83-030902.3 52367  332 134 0.185450 16.58  -69.9 41.86 type I asym-NEL AGN
179 J121318.45+591531.9 52405  954  78 0.095490 16.92  114.9 40.17 type I asym-NEL AGN
180 J121522.78+414621.0 53120 1450 141 0.195480 17.57  292.2 41.91 type I asym-NEL AGN
181 J121637.06-002240.0 52023  287  70 0.157150 16.48  -81.0 41.30 type I asym-NEL AGN
182 J121943.14+132660.0 53120 1614 327 0.064640 17.35  -29.5 40.72 type I asym-NEL AGN
183 J122012.59-010531.4 52000  288  88 0.118390 17.53  -48.0 41.55 type I asym-NEL AGN
184 J122214.65+242420.6 54502 2658 213 0.116670 17.52  -34.9 41.95 type I asym-NEL AGN
185 J124630.95+674723.9 51915  494 635 0.082000 16.96  114.3 40.27 type I asym-NEL AGN
186 J124923.70+593646.5 52398  957 232 0.142590 17.43   19.5 40.81 type I asym-NEL AGN
187 J125043.29+304836.2 53726 2239 453 0.128390 17.02  -46.8 40.58 type I asym-NEL AGN
188 J125252.61+071757.7 54270 1792 185 0.108330 16.63  -75.8 40.44 type I asym-NEL AGN
189 J125547.84-033909.6 51694  338 287 0.169050 16.60 -397.8 41.51 type I asym-NEL AGN
190 J125708.58+333454.2 53476 2006 263 0.225370 17.66   53.1 41.39 type I asym-NEL AGN
191 J130008.74+180754.9 54149 2602 576 0.101030 16.62 -323.1 40.95 type I asym-NEL AGN
192 J130927.24+083247.7 54507 1795 453 0.147960 17.39 -161.6 41.61 type I asym-NEL AGN
193 J133532.48+234349.1 54232 2665 120 0.112410 16.01   32.1 41.43 type I asym-NEL AGN
194 J133821.79+002329.4 51671  299 346 0.129230 17.36  139.4 41.15 type I asym-NEL AGN
195 J133907.65+111528.2 53502 1700 104 0.171630 17.79 -189.0 40.96 type I asym-NEL AGN
196 J134017.77+551807.1 52791 1322 240 0.138120 16.46    2.6 41.40 type I asym-NEL AGN
197 J134330.02+510204.1 53433 1669 480 0.131570 17.21   -7.2 40.54 type I asym-NEL AGN
198 J134443.75+550300.6 52791 1322 145 0.153230 16.01 -252.8 41.06 type I asym-NEL AGN
199 J135046.48+231128.0 54524 2783 186 0.056610 15.16 -183.5 40.83 type I asym-NEL AGN
200 J135251.22+654113.2 51989  497  76 0.205950 16.34  -74.4 42.28 type I asym-NEL AGN
201 J135609.99+290535.1 53854 2116  51 0.109060 16.88 -111.6 40.34 type I asym-NEL AGN
202 J135932.36+655050.6 51984  498 340 0.122260 16.50 -292.1 40.83 type I asym-NEL AGN
203 J140519.24+034533.9 52045  582 139 0.092720 16.14  -28.7 41.09 type I asym-NEL AGN
204 J140942.40+185904.2 54523 2758 377 0.077010 16.30    8.4 40.16 type I asym-NEL AGN
205 J141327.47+192923.5 54529 2772 218 0.165620 17.18   99.4 40.92 type I asym-NEL AGN
206 J142041.03+015930.8 51997  534 235 0.078230 15.50 -163.6 40.18 type I asym-NEL AGN
207 J142237.92+044848.5 52049  584 489 0.086880 16.00  113.6 41.17 type I asym-NEL AGN
208 J143552.64+553138.9 52668 1162 470 0.144260 16.83 -197.5 41.54 type I asym-NEL AGN
209 J143623.42+352710.7 53172 1645 510 0.128790 16.94  157.5 40.68 type I asym-NEL AGN
210 J144131.99+221159.5 53858 2140 209 0.097040 16.43 -253.7 40.36 type I asym-NEL AGN
211 J145141.18-023956.4 52380  921 244 0.085010 17.63  243.2 40.48 type I asym-NEL AGN
212 J145838.58+382727.9 53146 1398 292 0.135710 17.49   27.5 40.69 type I asym-NEL AGN
213 J150400.74+240617.6 54509 2149  65 0.069060 15.76 -189.8 40.12 type I asym-NEL AGN
214 J150541.35+083600.5 53883 1717 207 0.093430 16.45  -93.0 40.89 type I asym-NEL AGN
215 J151146.65+320146.7 53149 1649 325 0.116270 16.63  -88.0 41.13 type I asym-NEL AGN
216 J151550.87-012605.0 52404  923 586 0.119210 17.39   -1.4 41.22 type I asym-NEL AGN
217 J151859.10+472750.4 52766 1331 275 0.119840 17.01   40.5 41.39 type I asym-NEL AGN
218 J151941.99+142517.4 54243 2767 278 0.142640 17.35   15.1 40.84 type I asym-NEL AGN
219 J152433.36+274311.6 54173 1846  22 0.068340 15.59 -111.1 41.02 type I asym-NEL AGN
220 J152639.50+551802.2 54525 2883 155 0.126320 17.42   62.9 41.11 type I asym-NEL AGN
221 J153431.02+031527.7 52026  593 145 0.205200 17.01  127.3 41.98 type I asym-NEL AGN
222 J154208.28+214013.2 54232 2166 595 0.142190 17.74   48.0 41.07 type I asym-NEL AGN
223 J154329.29+263755.8 53846 1849 573 0.138010 17.36 -158.5 40.53 type I asym-NEL AGN
224 J155524.50+413016.5 52764 1334 198 0.186830 16.89   37.8 41.79 type I asym-NEL AGN
225 J155939.22+292748.3 53473 1579  18 0.177320 17.25 -256.9 41.19 type I asym-NEL AGN
226 J160616.08+244254.7 53533 1656 141 0.138060 17.52   80.5 41.19 type I asym-NEL AGN
227 J161735.00+501440.4 54526 2884 198 0.041760 15.01 -280.4 40.49 type I asym-NEL AGN
228 J162215.66+171036.2 54586 2969  45 0.151640 17.80  -39.4 41.20 type I asym-NEL AGN
229 J162615.08+142346.4 53566 2202 556 0.166450 17.85 -112.9 41.64 type I asym-NEL AGN
230 J163102.38+484000.9 52145  625  76 0.086220 15.87 -172.7 40.55 type I asym-NEL AGN
