  1 J090012.70+183439.2 53729 2283 160 0.08118 16.97 J090012.30+183436.8 53700 2285 316 0.08040 17.17 normal galaxy
230 J123523.46+045532.7 52381  845 117 0.14112 17.37
231 J124441.76+571614.7 52765 1317 172 0.10047 17.99
232 J125136.44+201012.3 54483 2615 374 0.13768 17.77
233 J131836.81+482501.6 52759 1282 223 0.11882 17.47 J131836.49+482504.5 52753 1281  16 0.11899 16.54 normal galaxy
234 J143204.04+531406.8 52781 1327 334 0.10591 16.59
235 J143652.08+155714.2 54234 2748 367 0.10277 16.55
236 J143750.17-020905.9 52409  919 153 0.08805 16.28
237 J145311.16+295209.9 53764 2141 603 0.12117 16.31
238 J150320.62+073627.8 53884 1815 110 0.08025 15.96
239 J151621.63+472835.4 52822 1330  54 0.19815 17.64
240 J151754.61+375747.9 53172 1399  65 0.20141 17.55
241 J151926.36+232347.9 54209 2158 469 0.08762 17.42
242 J152449.23+244308.8 53885 2160  53 0.08043 16.60
243 J153135.97+355033.8 53144 1401 178 0.16845 17.88
244 J153239.26+034425.1 52026  593 516 0.16916 17.24
245 J154727.91+405912.7 52468 1053 140 0.14697 17.50
246 J155323.52+221908.4 53557 2171 428 0.06778 14.79
247 J160206.98+102218.6 54572 2523 110 0.10308 17.21
248 J162909.42+252143.0 53226 1573 532 0.19018 17.50
249 J170340.79+242255.1 53446 1693  11 0.17075 17.55 J170340.50+242253.3 53462 1688 378 0.17013 17.40 normal galaxy
250 J170453.35+354350.9 54590 2971 288 0.16091 17.50 J170453.35+354345.2 52427  974 523 0.16198 17.10 normal galaxy
251 J203852.54-054326.0 52164  634 466 0.13386 17.42
252 J212021.75-010325.9 52523  987 226 0.16751 17.02
253 J214200.39-083230.5 52825 1178 283 0.10217 16.47
254 J221244.22-001303.5 52912 1104 224 0.18228 17.69
255 J234100.02+000448.6 52524  683 355 0.18663 16.84 J234059.78+000453.9 51783  385 496 0.18481 16.07 normal galaxy
255 J234100.02+000448.6 52524  683 355 0.18663 16.84 J234059.78+000453.9 51877  385 485 0.18481 16.07 normal galaxy
255 J234100.02+000448.6 52524  683 355 0.18663 16.84 J234059.50+000452.3 52525  682 556 0.18497 19.01 normal galaxy
