SDSS,Plate,Fiber,MJD,z,sep,rp,dV,rmag,FAGN,FTid,RA,Dec
J141822.63+111142.6,1707,375,53885,0.0244,97.3,49.4,234,13.32,1,1,14:18:22.63,+11:11:42.6
J141934.13+043822.7,583,633,52055,0.0984,3.2,5.7,5,16.48,2,1,14:19:34.13,+04:38:22.7
J141934.31+043824.1,584,396,52049,0.0983,3.2,5.7,5,18.26,2,1,14:19:34.31,+04:38:24.1
J142144.75+073914.8,1826,525,53499,0.2305,22.2,81.6,24,18.52,2,0,14:21:44.75,+07:39:14.8
J142146.16+073908.3,1811,122,53533,0.2306,22.2,81.6,24,14.7,4,0,14:21:46.16,+07:39:08.3
J142209.72+043116.1,584,474,52049,0.0267,74.9,40.2,118,14.98,2,0,14:22:09.72,+04:31:16.1
J142210.87+043003.2,584,480,52049,0.0271,74.9,40.2,118,16.56,2,0,14:22:10.87,+04:30:03.2
J142244.81+380042.6,1380,26,53084,0.0281,66.0,37.2,165,15.25,1,2,14:22:44.81,+38:00:42.6
J142246.69+375942.9,1381,360,53089,0.0275,66.0,37.2,165,13.66,2,2,14:22:46.69,+37:59:42.9
J142342.93+203034.8,2773,572,54533,0.0672,63.6,81.0,235,14.78,1,0,14:23:42.93,+20:30:34.8
J142347.17+203038.3,2773,561,54533,0.0664,63.6,81.0,235,16.62,2,0,14:23:47.17,+20:30:38.3
J142355.15+634223.8,499,190,51988,0.0364,120.2,86.9,4,15.91,2,0,14:23:55.15,+63:42:23.8
J142357.00+634420.8,499,184,51988,0.0364,120.2,86.9,4,16.83,1,0,14:23:57.00,+63:44:20.8
J142437.36-013820.1,917,637,52400,0.0555,25.5,27.5,165,15.01,1,1,14:24:37.36,-01:38:20.1
J142437.95-013756.2,918,398,52404,0.055,25.5,27.5,165,15.53,1,1,14:24:37.95,-01:37:56.2
J142457.53+241517.9,2132,423,53493,0.0751,62.5,89.1,57,15.52,2,0,14:24:57.53,+24:15:17.9
J142501.61+241530.4,2132,432,53493,0.0749,62.5,89.1,57,16.22,2,0,14:25:01.61,+24:15:30.4
J142554.67+163757.1,2760,230,54506,0.0538,90.0,96.9,471,15.15,2,0,14:25:54.67,+16:37:57.1
J142558.11+163910.8,2760,224,54506,0.0555,90.0,96.9,471,16.59,2,0,14:25:58.11,+16:39:10.8
J142606.52+202829.9,2774,336,54534,0.0769,2.5,3.7,97,16.17,2,2,14:26:06.52,+20:28:29.9
J142606.65+202831.6,2787,183,54552,0.0766,2.5,3.7,97,16.12,2,2,14:26:06.65,+20:28:31.6
J142626.63+330439.5,1841,344,53491,0.0636,29.9,37.1,246,16.81,2,0,14:26:26.63,+33:04:39.5
J142627.54+330412.8,1840,102,53472,0.0645,29.9,37.1,246,16.68,0,0,14:26:27.54,+33:04:12.8
J142704.55+355409.6,1644,547,53144,0.029,77.9,45.2,8,14.92,1,0,14:27:04.55,+35:54:09.6
J142708.47+355500.6,1644,546,53144,0.029,77.9,45.2,8,14.7,5,0,14:27:08.47,+35:55:00.6
J142722.83+200549.4,2774,375,54534,0.0758,4.7,6.7,4,16.06,0,2,14:27:22.83,+20:05:49.4
J142723.13+200547.9,2773,626,54533,0.0758,4.7,6.7,4,16.29,1,2,14:27:23.13,+20:05:47.9
J142737.54+210720.1,2788,355,54553,0.0975,15.9,28.2,440,17.52,1,0,14:27:37.54,+21:07:20.1
J142738.56+210724.3,2787,115,54552,0.0959,15.9,28.2,440,16.2,1,0,14:27:38.56,+21:07:24.3
J142811.55+150052.8,2747,438,54233,0.0702,64.6,86.3,39,15.91,1,0,14:28:11.55,+15:00:52.8
J142812.21+145949.0,2747,431,54233,0.07,64.6,86.3,39,17.8,1,0,14:28:12.21,+14:59:49.0
J142821.65+455757.2,1288,371,52731,0.0749,64.8,90.9,314,16.65,2,0,14:28:21.65,+45:57:57.2
J142822.47+172747.8,2761,344,54534,0.0715,51.9,71.1,119,17.83,2,0,14:28:22.47,+17:27:47.8
J142825.89+455810.0,1287,593,52728,0.0738,64.8,90.9,314,15.22,1,0,14:28:25.89,+45:58:10.0
J142825.93+172749.6,2760,587,54506,0.072,51.9,71.1,119,16.03,1,0,14:28:25.93,+17:27:49.6
J142832.25+410704.4,1349,323,52797,0.0987,7.1,13.1,97,16.09,2,2,14:28:32.25,+41:07:04.4
J142832.70+410702.0,1348,622,53084,0.0991,7.1,13.1,97,17.79,2,2,14:28:32.70,+41:07:02.0
J142916.56+171745.3,2761,389,54534,0.0519,88.0,89.1,248,16.24,2,0,14:29:16.56,+17:17:45.3
J142919.15+171626.3,2761,396,54534,0.0528,88.0,89.1,248,15.97,2,0,14:29:19.15,+17:16:26.3
J142940.84+571639.5,1161,523,52703,0.0689,12.5,16.6,226,15.72,2,2,14:29:40.84,+57:16:39.5
J142941.30+571629.1,790,236,52441,0.0697,12.5,16.6,226,17.28,1,2,14:29:41.30,+57:16:29.1
J142947.66+353427.5,1645,323,53172,0.0283,42.7,25.0,265,13.81,2,0,14:29:47.66,+35:34:27.5
J142950.32+353412.2,1644,639,53144,0.0292,42.7,25.0,265,14.8,2,0,14:29:50.32,+35:34:12.2
J143040.76+224048.8,2136,283,53494,0.0851,39.8,63.5,136,17.09,2,0,14:30:40.76,+22:40:48.8
J143041.70+224011.6,2787,623,54552,0.0846,39.8,63.5,136,15.79,1,0,14:30:41.70,+22:40:11.6
J143118.20-014855.4,918,588,52404,0.0519,97.9,99.1,363,15.76,2,0,14:31:18.20,-01:48:55.4
J143124.08-014938.0,918,597,52404,0.0531,97.9,99.1,363,16.64,2,0,14:31:24.08,-01:49:38.0
J143129.44+132908.2,1710,324,53504,0.0696,20.4,26.8,301,14.7,5,2,14:31:29.44,+13:29:08.2
J143130.04+132849.9,2747,91,54233,0.0685,20.4,26.8,301,15.57,2,2,14:31:30.04,+13:28:49.9
J143152.89+071915.2,1812,86,53795,0.0273,155.5,82.7,239,13.98,1,0,14:31:52.89,+07:19:15.2
J143154.10+215618.4,2787,606,54552,0.0443,23.5,20.5,18,14.82,2,2,14:31:54.10,+21:56:18.4
J143154.25+215641.8,2788,405,54553,0.0443,23.5,20.5,18,17.42,1,2,14:31:54.25,+21:56:41.8
J143202.92+071954.3,1812,83,53795,0.0265,155.5,82.7,239,15.76,2,0,14:32:02.92,+07:19:54.3
J143208.01+045703.1,585,565,52027,0.0852,56.6,90.5,104,16.64,2,0,14:32:08.01,+04:57:03.1
J143210.65+045622.7,585,579,52027,0.0848,56.6,90.5,104,16.93,2,0,14:32:10.65,+04:56:22.7
J143212.54+455459.5,1288,448,52731,0.0359,25.2,18.0,38,14.37,1,2,14:32:12.54,+45:54:59.5
J143214.19+455454.9,1674,289,53464,0.036,25.2,18.0,38,17.69,2,2,14:32:14.19,+45:54:54.9
J143245.57-013551.8,918,631,52404,0.1209,24.5,53.3,39,17.62,1,0,14:32:45.57,-01:35:51.8
J143247.10-013543.1,919,385,52409,0.121,24.5,53.3,39,17.0,1,0,14:32:47.10,-01:35:43.1
J143302.42+143810.3,2748,351,54234,0.1454,31.1,79.1,56,17.32,2,0,14:33:02.42,+14:38:10.3
J143304.35+143758.9,2747,72,54233,0.1452,31.1,79.1,56,17.64,2,0,14:33:04.35,+14:37:58.9
J143310.55+525830.5,1327,377,52781,0.0476,56.4,52.3,86,14.7,5,0,14:33:10.55,+52:58:30.5
J143312.96+525747.3,1326,75,52764,0.0473,56.4,52.3,86,15.09,2,0,14:33:12.96,+52:57:47.3
J143410.68+124132.1,1710,423,53504,0.031,80.1,49.6,11,14.64,1,2,14:34:10.68,+12:41:32.1
J143411.65+124250.9,1710,437,53504,0.031,80.1,49.6,11,13.86,1,2,14:34:11.65,+12:42:50.9
J143430.61+230529.9,2136,172,53494,0.0378,127.4,94.5,113,15.39,2,0,14:34:30.61,+23:05:29.9
J143434.59+140548.3,2748,315,54234,0.0697,47.6,63.0,104,15.41,0,2,14:34:34.59,+14:05:48.3
J143436.19+140629.4,2747,13,54233,0.0693,47.6,63.0,104,16.88,1,2,14:34:36.19,+14:06:29.4
J143438.51+230443.2,2136,150,53494,0.0374,126.7,94.0,145,16.0,0,0,14:34:38.51,+23:04:43.2
J143442.15+230637.5,2136,148,53494,0.0379,126.7,94.0,145,14.7,5,0,14:34:42.15,+23:06:37.5
J143450.17+354911.8,1645,540,53172,0.0437,99.5,87.3,237,15.57,2,0,14:34:50.17,+35:49:11.8
J143454.22+334934.5,1645,130,53172,0.0578,16.1,18.0,261,15.82,0,2,14:34:54.22,+33:49:34.5
J143454.68+334920.0,1841,562,53491,0.0587,16.1,18.0,261,15.54,2,2,14:34:54.68,+33:49:20.0
J143455.40+354810.5,1645,525,53172,0.0446,99.5,87.3,237,15.95,2,0,14:34:55.40,+35:48:10.5
J143500.02+173315.1,2761,534,54534,0.0912,20.7,35.1,54,16.89,2,1,14:35:00.02,+17:33:15.1
J143500.29+173254.8,2775,246,54535,0.0914,20.7,35.1,54,17.11,2,1,14:35:00.29,+17:32:54.8
J143520.64+185842.7,2775,431,54535,0.1804,1.8,5.6,129,17.41,2,2,14:35:20.64,+18:58:42.7
J143520.73+185841.6,2774,32,54534,0.1809,1.8,5.6,129,17.79,1,2,14:35:20.73,+18:58:41.6
J143545.74+244332.9,2135,60,53827,0.036,99.8,68.3,490,13.5,1,1,14:35:45.74,+24:43:32.9
J143547.19+244510.3,2135,56,53827,0.0343,99.8,68.3,490,14.97,2,1,14:35:47.19,+24:45:10.3
J143643.13+080836.0,1812,36,53795,0.0503,68.4,67.2,69,17.37,2,0,14:36:43.13,+08:08:36.0
J143643.84+080728.4,1812,37,53795,0.0505,68.4,67.2,69,14.52,0,0,14:36:43.84,+08:07:28.4
J143653.03+120940.6,1710,111,53504,0.0548,82.5,87.9,68,15.23,1,0,14:36:53.03,+12:09:40.6
J143658.30+121004.4,1710,114,53504,0.055,82.5,87.9,68,15.52,2,0,14:36:58.30,+12:10:04.4
J143754.05+155149.2,2748,417,54234,0.037,11.9,8.7,19,14.57,1,2,14:37:54.05,+15:51:49.2
J143754.39+155138.5,2762,296,54533,0.037,11.9,8.7,19,14.94,2,2,14:37:54.39,+15:51:38.5
J143801.02+101051.5,1711,391,53535,0.0269,69.2,37.4,297,14.6,2,1,14:38:01.02,+10:10:51.5
J143802.18+100944.5,1711,435,53535,0.0279,69.2,37.4,297,14.44,1,1,14:38:02.18,+10:09:44.5
J143810.34+100805.8,1711,433,53535,0.0277,157.2,87.4,66,16.42,2,0,14:38:10.34,+10:08:05.8
J143822.79+180640.4,2775,87,54535,0.0303,129.9,78.8,38,14.86,2,0,14:38:22.79,+18:06:40.4
J143825.39+180436.5,2775,95,54535,0.0305,129.9,78.8,38,15.96,2,0,14:38:25.39,+18:04:36.5
J143834.40+082654.7,1813,398,53903,0.0513,87.6,88.2,71,16.87,2,0,14:38:34.40,+08:26:54.7
J143836.61+082533.6,1813,382,53903,0.0516,87.6,88.2,71,15.72,1,0,14:38:36.61,+08:25:33.6
J143841.77+282952.4,2137,456,54206,0.0466,67.6,60.2,359,16.13,2,0,14:38:41.77,+28:29:52.4
J143845.90+283019.6,2137,452,54206,0.0453,67.6,60.2,359,13.99,1,0,14:38:45.90,+28:30:19.6
J143912.32+164750.9,2762,426,54533,0.1077,17.4,34.5,206,16.19,1,1,14:39:12.32,+16:47:50.9
J143912.67+164734.4,2761,32,54534,0.1085,17.4,34.5,206,17.31,2,1,14:39:12.67,+16:47:34.4
J143948.17+144419.5,2749,331,54241,0.0529,23.2,24.1,110,15.96,1,1,14:39:48.17,+14:44:19.5
J143948.19+144442.8,2748,484,54234,0.0533,23.2,24.1,110,15.3,0,1,14:39:48.19,+14:44:42.8
J144221.28+031615.0,586,7,52023,0.0242,155.0,75.6,474,14.83,2,0,14:42:21.28,+03:16:15.0
J144225.71+031355.0,587,252,52026,0.0258,155.0,75.6,474,13.63,1,0,14:42:25.71,+03:13:55.0
J144305.31+611838.6,607,609,52368,0.0479,56.3,52.9,468,14.95,2,0,14:43:05.31,+61:18:38.6
J144308.20+611914.4,609,287,52339,0.0496,56.3,52.9,468,15.65,1,0,14:43:08.20,+61:19:14.4
J144330.88+131212.6,2749,203,54241,0.1199,27.0,58.7,244,16.98,2,0,14:43:30.88,+13:12:12.6
J144331.78+131236.0,1712,527,53531,0.1209,27.0,58.7,244,17.39,1,0,14:43:31.78,+13:12:36.0
J144354.60+253916.7,2139,606,53878,0.0507,91.5,89.9,123,15.12,1,0,14:43:54.60,+25:39:16.7
J144354.76+253745.2,2139,603,53878,0.0503,91.5,89.9,123,15.35,1,0,14:43:54.76,+25:37:45.2
J144400.60+050448.6,1829,207,53494,0.0735,58.1,81.2,217,16.86,2,0,14:44:00.60,+05:04:48.6
J144403.11+050404.4,1829,218,53494,0.0727,58.1,81.2,217,17.34,0,0,14:44:03.11,+05:04:04.4
J144421.95+555007.9,1162,607,52668,0.1497,10.1,26.3,251,17.15,2,2,14:44:21.95,+55:50:07.9
J144422.62+555008.3,791,242,52435,0.1487,10.1,26.3,251,14.7,5,2,14:44:22.62,+55:50:08.3
J144427.08+555753.7,791,251,52435,0.1506,5.2,13.5,47,17.16,1,2,14:44:27.08,+55:57:53.7
J144427.38+555751.0,1162,601,52668,0.1504,5.2,13.5,47,17.42,2,2,14:44:27.38,+55:57:51.0
J144428.53+085346.4,1813,612,53903,0.0274,171.0,94.0,150,16.58,2,0,14:44:28.53,+08:53:46.4
J144434.33+085613.5,1813,620,53903,0.0279,171.0,94.0,150,15.31,1,0,14:44:34.33,+08:56:13.5
J144449.22+483855.5,1048,344,52736,0.0496,76.4,74.8,148,16.54,2,0,14:44:49.22,+48:38:55.5
J144454.04+483830.9,1047,55,52733,0.0501,76.4,74.8,148,15.64,1,0,14:44:54.04,+48:38:30.9
J144529.20-011108.7,308,206,51662,0.0417,116.6,96.0,97,16.78,2,0,14:45:29.20,-01:11:08.7
