,Name1,Name2,z1,z2,theta,r,gmag1,gmag2,RA1,Dec1,RA2,Dec2,Equinox,Coordinate_waveband,Coordinate_Source,System Type,z1_type,z2_type,Brightness_band1,Brightness_band2,Brightness_type1,Brightness_type2,delta_z,dV_rwp,Sep(kpc),Selection Method,Confirmation Method,Paper(s),Bibcode(s),DOI(s),RA1_deg,Dec1_deg,RA2_deg,Dec2_deg
134,SDSSJ1116+4118A,SDSSJ1116+4118B,2.982,3.007,13.8,76.8,18.53,19.44,11:16:11.74,+41:18:21.5,11:16:10.69,+41:18:14.4,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.02499999999999991,-1871.3047444011338,106.49489160450497,Overlapping Plates,Optical Spectroscopy,Hennawi+2006 ; Ellison+2007,2006AJ....131....1H ; 2007MNRAS.378..801E ,https://doi.org/10.1086/498235 ; https://doi.org/10.1111/j.1365-2966.2007.11847.x,169.04891666666666,41.305972222222216,169.04454166666665,41.303999999999995
135,2QZJ1121-0229A,2QZJ1121-0231B,1.782,1.795,111.7,677.8,18.36,21.35,11:21:56.04,-2:29:54.3,11:21:50.93,-2:31:15.6,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0129999999999999,-1393.931819910654,943.79313147005,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,170.48349999999996,-2.4984166666666665,170.4622083333333,-2.521
136,SDSSJ1122+5058A,SDSSJ1122+5059B,1.805,1.807,94.1,570.6,19.4,19.66,11:22:48.83,+50:58:39.0,11:22:54.12,+50:59:58.8,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0020000000000000018,-213.11472703150838,794.5192131884539,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,170.70345833333332,50.9775,170.72549999999998,50.99966666666667
137,SDSSJ1122+6230A,SDSSJ1123+6232B,1.439,1.441,113.0,683.3,19.4,19.26,11:22:54.26,+62:30:27.6,11:23:2.1,+62:32:6.7,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0020000000000000018,-245.08192604775937,954.5034347952216,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,170.72608333333332,62.507666666666665,170.75874999999996,62.53519444444444
138,2QZJ1123+0043A,2QZJ1123+0045B,1.344,1.338,148.0,890.3,20.25,20.41,11:23:17.05,+0:43:58.8,11:23:24.71,+0:45:32.1,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.006000000000000005,766.3379127747131,1243.9773113812075,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,170.82104166666664,0.733,170.8529583333333,0.7589166666666667
139,SDSSJ1123+0122A,SDSSJ1123+0122B,0.94,0.939,122.9,690.0,19.11,19.25,11:23:36.59,+1:22:1.8,11:23:44.24,+1:22:45.7,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0010000000000000009,154.16343394092274,969.0941854861342,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,170.9024583333333,1.3671666666666666,170.9343333333333,1.379361111111111
140,SDSSJ1125-0117A,SDSSJ1125-0119B,1.991,2.004,153.5,924.0,18.38,20.16,11:25:37.28,-1:17:3.4,11:25:42.9,-1:19:11.6,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0129999999999999,-1296.7411917698325,1285.5589243646043,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,171.40533333333332,-1.2842777777777776,171.42874999999995,-1.319888888888889
141,2QZJ1127-0241A,2QZJ1127-0243B,1.194,1.184,150.8,892.9,19.73,19.56,11:27:14.78,-2:41:31.4,11:27:19.18,-2:43:47.1,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.010000000000000009,1365.913385225314,1249.7288876890175,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,171.81158333333332,-2.6920555555555556,171.82991666666663,-2.72975
142,SDSSJ1129+6127A,SDSSJ1129+6127B,0.874,0.876,72.6,398.9,18.67,19.86,11:29:12.12,+61:27:57.7,11:29:2.06,+61:27:50.0,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0020000000000000018,-318.93324261449976,560.7885811047906,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,172.30049999999997,61.46602777777778,172.25858333333332,61.46388888888889
143,SDSSJ1129+0153A,2QZJ1129+0151B,0.699,0.709,148.2,751.8,18.57,19.77,11:29:22.56,+1:53:31.3,11:29:15.59,+1:51:46.2,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.010000000000000009,-1754.6797279691662,1058.415122908439,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,172.34399999999997,1.8920277777777776,172.3149583333333,1.8628333333333333
144,SDSSJ1134+0849A,SDSSJ1134+0849B,1.528,1.525,27.1,164.4,19.1,19.5,11:34:57.74,+8:49:35.3,11:34:59.38,+8:49:23.3,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0030000000000001137,355.03648676774935,229.46266540173352,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,173.74058333333332,8.826472222222222,173.74741666666662,8.823138888888888
145,SDSSJ1135+0014A,2QZJ1135+0014B,1.65,1.65,122.2,742.3,18.75,20.16,11:35:32.86,+0:14:11.4,11:35:24.97,+0:14:41.7,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0,0.0,1035.1403147875812,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,173.88691666666665,0.23650000000000002,173.85404166666666,0.24491666666666667
146,SDSSJ1138+0139A,2QZJ1138+0136B,1.043,1.033,172.3,993.4,18.68,20.16,11:38:23.72,+1:39:24.8,11:38:23.07,+1:36:32.8,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.010000000000000009,1467.1158012736064,1393.0948960530256,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,174.5988333333333,1.6568888888888889,174.59612499999997,1.6091111111111112
147,2QZJ1140-0148A,2QZJ1140-0149B,2.025,2.031,123.3,741.2,19.46,19.87,11:40:18.75,-1:48:42.0,11:40:12.13,-1:49:55.2,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.006000000000000227,-592.4696958476492,1030.6927204572455,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,175.07812499999997,-1.8116666666666668,175.05054166666665,-1.832
148,SDSSJ1143+1325A,SDSSJ1143+1324B,2.508,2.509,138.3,803.8,18.69,0.0,11:43:23.44,+13:25:42.0,11:43:16.98,+13:24:0.8,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0009999999999998899,-85.22160294355537,1115.615441535177,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,175.84766666666664,13.428333333333333,175.82074999999998,13.400222222222222
149,2QZJ1146-0124A,2QZJ1146-0124B,1.977,1.972,28.5,172.0,20.23,20.46,11:46:52.97,-1:24:46.4,11:46:51.19,-1:24:56.3,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0050000000000001155,502.60512487123395,238.86426122042508,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,176.7207083333333,-1.4128888888888889,176.71329166666666,-1.415638888888889
150,SDSSJ1148-0233A,2QZJ1148-0233B,0.566,0.56,79.6,366.5,17.63,18.56,11:48:5.31,-2:33:3.6,11:48:10.62,-2:33:1.6,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.005999999999999894,1147.7884778331606,517.617498392038,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,177.022125,-2.5509999999999997,177.04425,-2.550444444444444
151,SDSSJ1148+1050A,SDSSJ1148+1047B,1.011,1.008,157.1,899.6,18.19,18.59,11:48:39.41,+10:50:16.7,11:48:44.25,+10:47:56.7,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0029999999999998916,446.37944772192907,1261.3873538090793,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,177.16420833333333,10.837972222222223,177.184375,10.799083333333334
152,2QZJ1149+0016A,2QZJ1149+0018B,2.067,2.072,145.1,870.5,20.29,19.34,11:49:8.13,+0:16:16.3,11:49:10.69,+0:18:36.3,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.004999999999999893,-487.0496850587414,1209.9323756969475,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,177.283875,0.27119444444444446,177.29454166666665,0.3100833333333333
153,SDSSJ1151+6353A,SDSSJ1151+6355B,0.619,0.609,135.1,649.6,18.96,19.68,11:51:30.71,+63:53:23.7,11:51:20.45,+63:55:20.6,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.010000000000000009,1852.5224940605137,916.1798173926996,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,177.8779583333333,63.889916666666664,177.8352083333333,63.92238888888889
154,SDSSJ1151+4819A,SDSSJ1151+4819B,0.717,0.723,167.8,859.7,18.6,18.82,11:51:44.78,+48:19:28.4,11:51:27.96,+48:19:23.4,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.006000000000000005,-1043.0200827539056,1210.4856786324772,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,177.93658333333332,48.324555555555555,177.86649999999997,48.32316666666667
155,SDSSJ1152-0030A,2QZJ1152-0030B,0.55,0.554,29.3,132.8,18.8,20.12,11:52:40.53,-0:30:4.3,11:52:40.1,-0:30:32.9,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0040000000000000036,-770.617276980023,187.8603232449261,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,178.16887499999999,-0.5011944444444445,178.16708333333332,-0.5091388888888889
156,2QZJ1153-0220A,2QZJ1152-0221B,1.914,1.925,92.6,559.6,20.71,20.87,11:53:3.82,-2:20:21.8,11:52:58.93,-2:21:18.3,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.01100000000000012,-1126.5587694178528,778.5066030861253,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,178.26591666666664,-2.339388888888889,178.24554166666667,-2.3550833333333334
157,SDSSJ1204+0953A,SDSSJ1204+0954B,1.278,1.27,154.5,923.9,18.11,19.35,12:4:49.73,+9:53:35.2,12:4:40.75,+9:54:54.3,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.008000000000000007,1051.8876863919645,1291.9373575955956,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,181.2072083333333,9.89311111111111,181.16979166666664,9.915083333333333
158,SDSSJ1207+0115A,2QZJ1207+0115B,0.966,0.964,35.4,200.1,18.94,20.4,12:7:0.97,+1:15:39.4,12:7:1.4,+1:15:4.7,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0020000000000000018,304.3256209297246,281.1197164035333,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,181.75404166666667,1.2609444444444444,181.75583333333333,1.2513055555555554
159,SDSSJ1208-0207A,2QZJ1208-0209B,1.082,1.077,162.7,945.7,18.88,19.88,12:8:36.29,-2:7:26.5,12:8:28.18,-2:9:14.5,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0050000000000001155,718.9217789174687,1325.5020842596375,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,182.1512083333333,-2.1240277777777776,182.11741666666663,-2.154027777777778
160,2QZJ1209+0029A,2QZJ1209+0026B,1.319,1.322,165.8,995.2,20.66,20.83,12:9:19.63,+0:29:26.4,12:9:22.39,+0:26:45.9,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0030000000000001137,-386.55446032737103,1391.1233292646893,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,182.33179166666665,0.4906666666666667,182.34329166666663,0.44608333333333333
161,2QZJ1212-0053A,2QZJ1212-0053B,2.459,2.473,73.9,431.6,20.35,19.92,12:12:56.11,-0:53:35.4,12:12:51.19,-0:53:40.8,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.01399999999999979,-1207.7273300505462,598.6266897188492,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,183.23379166666663,-0.8931666666666667,183.21329166666663,-0.8946666666666666
162,SDSSJ1213-0101A,2QZJ1213-0102B,2.507,2.518,139.8,813.0,20.69,19.35,12:13:10.43,-1:1:6.6,12:13:18.97,-1:2:2.6,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.010999999999999677,-936.3678109343891,1127.8128871613112,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,183.29345833333332,-1.0185,183.32904166666665,-1.0340555555555557
163,SDSSJ1214-0155A,2QZJ1214-0158B,1.201,1.209,142.4,844.3,18.44,20.3,12:14:5.58,-1:55:55.8,12:14:8.31,-1:58:12.2,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.008000000000000007,-1084.803686353124,1181.133834241462,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,183.52324999999996,-1.9321666666666666,183.53462499999998,-1.9700555555555557
164,2QZJ1217+0006A,2QZJ1217+0006B,1.784,1.782,51.8,314.0,19.93,19.3,12:17:36.18,+0:6:57.4,12:17:35.03,+0:6:8.6,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0020000000000000018,214.87600531431596,437.6508765436957,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,184.40074999999996,0.11594444444444445,184.39595833333328,0.10238888888888889
165,2QZJ1217+0055A,2QZJ1217+0055B,0.902,0.901,40.5,224.7,20.24,19.92,12:17:36.95,+0:55:22.7,12:17:34.25,+0:55:22.2,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0010000000000000009,157.24426995862254,315.7388926336903,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,184.40395833333332,0.9229722222222222,184.39270833333333,0.9228333333333333
166,SDSSJ1226-0112A,2QZJ1226-0113B,0.92,0.92,50.6,282.4,17.39,19.82,12:26:24.09,-1:12:34.5,12:26:25.58,-1:13:19.9,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0,0.0,396.6734725116356,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,186.60037499999999,-1.2095833333333332,186.60658333333333,-1.2221944444444446
167,SDSSJ1232+6149A,SDSSJ1233+6147B,1.837,1.83,122.4,741.5,19.91,19.83,12:32:58.68,+61:49:32.9,12:33:9.51,+61:47:57.6,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.006999999999999895,738.6613045928631,1032.322306211413,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,188.24449999999996,61.82580555555556,188.289625,61.79933333333333
168,2QZJ1234+0154A,2QZJ1234+0154B,1.656,1.667,156.4,950.5,20.67,19.99,12:34:18.33,+1:54:23.2,12:34:7.9,+1:54:18.5,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.01100000000000012,-1235.7640257707649,1324.773486234652,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,188.57637499999998,1.9064444444444444,188.53291666666664,1.9051388888888887
169,SDSSJ1243+0103A,2QZJ1243+0102B,0.721,0.719,88.5,454.2,18.48,20.47,12:43:22.16,+1:3:47.9,12:43:19.54,+1:2:28.6,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0020000000000000018,347.6743010836256,639.8066913689407,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,190.8423333333333,1.0633055555555555,190.83141666666663,1.041277777777778
170,SDSSJ1247-0209A,2QZJ1247-0212B,1.324,1.318,153.3,920.4,18.84,19.79,12:47:18.06,-2:9:47.6,12:47:16.39,-2:12:18.8,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.006000000000000005,772.9414057786295,1286.7214906617794,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,191.82524999999998,-2.163222222222222,191.81829166666665,-2.2052222222222224
171,SDSSJ1249+6128A,SDSSJ1249+6129B,1.803,1.802,94.4,572.2,19.57,20.08,12:49:38.91,+61:28:56.2,12:49:26.14,+61:29:19.3,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0009999999999998899,106.69045155486941,797.1037979086328,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,192.41212499999997,61.48227777777778,192.35891666666663,61.48869444444445
172,SDSSJ1251+0415A,SDSSJ1251+0416B,2.011,2.023,93.7,563.6,18.77,19.55,12:51:22.59,+4:15:47.5,12:51:28.77,+4:16:2.5,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.01200000000000001,-1189.2561515876332,783.8771529447143,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,192.844125,4.263194444444444,192.86987499999998,4.267361111111111
173,SDSSJ1257-0046A,2QZJ1257-0044B,1.632,1.635,96.6,587.0,19.46,19.83,12:57:56.58,-0:46:11.7,12:57:58.83,-0:44:41.2,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0030000000000001137,-340.6112432086045,818.3848908728359,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,194.48574999999997,-0.7699166666666667,194.49512499999997,-0.7447777777777778
174,SDSSJ1300+0046A,2QZJ1300+0045B,1.871,1.852,164.8,997.0,18.6,20.4,13:0:29.02,+0:46:37.3,13:0:19.22,+0:45:22.9,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.018999999999999906,1985.300501418333,1388.0922688520163,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,195.12091666666663,0.7770277777777779,195.08008333333333,0.7563611111111112
175,SDSSJ1300-0156A,2QZJ1300-0157B,1.622,1.627,44.5,270.7,18.26,19.72,13:0:45.56,-1:56:31.8,13:0:44.52,-1:57:13.5,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.004999999999999893,-569.6317940466391,377.0148037413047,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,195.18983333333333,-1.9421666666666666,195.1855,-1.9537499999999999
176,SDSSJ1302-0037A,2QZJ1302-0038B,1.674,1.663,93.0,565.1,18.5,19.34,13:2:8.27,-0:37:31.6,13:2:5.04,-0:38:50.9,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.010999999999999899,1232.5224014163534,787.5930936015543,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,195.5344583333333,-0.6254444444444445,195.521,-0.6474722222222222
177,SDSSJ1308+6228A,SDSSJ1308+6230B,2.061,2.077,100.2,601.4,19.26,20.36,13:8:55.68,+62:28:39.1,13:8:48.47,+62:30:6.0,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.016000000000000014,-1558.803353921529,835.8313938983712,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,197.23199999999997,62.47752777777778,197.20195833333332,62.501666666666665
178,2QZJ1310-0101A,2QZJ1310-0100B,1.288,1.286,86.0,514.6,19.79,20.03,13:10:9.85,-1:1:4.8,13:10:15.03,-1:0:27.9,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0020000000000000018,261.477868678549,719.7705029816556,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,197.54104166666664,-1.018,197.56262499999997,-1.00775
179,SDSSJ1310+0044A,2QZJ1310+0043B,1.601,1.588,65.5,398.0,19.23,19.74,13:10:28.51,+0:44:8.9,13:10:31.42,+0:43:20.1,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0129999999999999,1498.1598008459537,554.945569418452,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,197.61879166666665,0.7358055555555555,197.63091666666665,0.7222500000000001
180,2QZJ1310+0008A,2QZJ1310+0006B,0.933,0.926,177.1,992.7,19.07,20.3,13:10:55.86,+0:8:14.5,13:10:46.15,+0:6:33.7,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.007000000000000006,1084.7334093028799,1393.6818417924876,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,197.73274999999995,0.1373611111111111,197.69229166666662,0.10936111111111112
181,2QZJ1311+0150A,2QZJ1311+0150B,2.196,2.18,161.1,958.8,21.0,20.56,13:11:32.88,+1:50:34.1,13:11:22.19,+1:50:17.6,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.016000000000000014,1500.6179029711407,1332.0206690549937,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,197.88699999999997,1.8428055555555558,197.8424583333333,1.8382222222222224
182,SDSSJ1327-0230A,2QZJ1327-0231B,2.35,2.36,76.2,448.3,19.13,19.66,13:27:58.84,-2:30:25.4,13:27:59.78,-2:31:40.3,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.009999999999999787,-891.2051741063451,622.8012963306846,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,201.99516666666662,-2.5070555555555556,201.9990833333333,-2.527861111111111
183,2QZJ1328-0157A,2QZJ1328-0157B,2.371,2.361,52.6,309.2,19.49,19.92,13:28:30.14,-1:57:32.8,13:28:33.64,-1:57:27.9,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.009999999999999787,888.2927517707053,429.1916632473038,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,202.1255833333333,-1.959111111111111,202.14016666666663,-1.9577499999999999
184,SDSSJ1336+4651A,SDSSJ1335+4652B,2.057,2.043,166.5,998.8,18.21,18.64,13:36:1.15,+46:51:18.6,13:35:46.18,+46:52:22.8,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.01399999999999979,1372.4517871391727,1389.2144915696726,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,204.00479166666665,46.85516666666667,203.94241666666665,46.873
185,2QZJ1343+0112A,2QZJ1343+0111B,2.126,2.139,101.4,605.9,19.43,18.94,13:43:7.34,+1:12:20.2,13:43:12.86,+1:11:21.5,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0129999999999999,-1240.856588598837,842.397537420158,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,205.7805833333333,1.205611111111111,205.80358333333334,1.1893055555555556
