,Name1,Name2,z1,z2,theta,r,gmag1,gmag2,RA1,Dec1,RA2,Dec2,Equinox,Coordinate_waveband,Coordinate_Source,System Type,z1_type,z2_type,Brightness_band1,Brightness_band2,Brightness_type1,Brightness_type2,delta_z,dV_rwp,Sep(kpc),Selection Method,Confirmation Method,Paper(s),Bibcode(s),DOI(s),RA1_deg,Dec1_deg,RA2_deg,Dec2_deg
30,SDSSJ1723+5904A,SDSSJ1723+5904B,1.604,1.597,3.7,22.7,19.04,20.43,17:23:17.42,+59:4:46.8,17:23:17.3,+59:4:43.2,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.007000000000000117,804.8437641518093,31.348124153504312,{chi}^2^,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,260.8225833333333,59.07966666666667,260.8220833333333,59.07866666666667
31,SDSSJ2128-0617A,SDSSJ2128-0617B,2.065,2.062,8.3,49.7,19.88,19.96,21:28:57.38,-6:17:50.9,21:28:57.74,-6:17:57.2,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0030000000000001137,292.8022800555746,69.21884510547198,photo,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,322.23908333333327,-6.297472222222222,322.2405833333333,-6.299222222222222
32,SDSSJ2214+1326A,SDSSJ2214+1326B,2.002,1.995,5.8,35.2,20.15,20.37,22:14:27.03,+13:26:57.0,22:14:26.79,+13:26:52.3,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.006999999999999673,698.014723477497,48.545869028471174,photo,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,333.612625,13.449166666666667,333.61162499999995,13.447861111111111
33,SDSSJ2220+1247A,SDSSJ2220+1247B,1.987,2.003,15.9,95.5,19.99,20.81,22:20:30.26,+12:47:33.5,22:20:29.53,+12:47:45.1,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.016000000000000014,-1597.3174848098072,133.1906628781954,photo,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,335.12608333333327,12.792638888888888,335.1230416666666,12.795861111111112
34,SDSSJ2348+0057A,SDSSJ2348+0057B,2.157,2.157,7.1,42.4,18.78,20.57,23:48:19.59,+0:57:21.5,23:48:19.19,+0:57:17.5,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0,0.0,58.86299506447907,,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,357.081625,0.9559722222222222,357.0799583333333,0.954861111111111
35,SDSSJ0740+2926A,SDSSJ0740+2926B,0.978,0.98,2.6,15.0,18.46,19.67,7:40:13.45,+29:26:48.4,7:40:13.43,+29:26:45.7,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0020000000000000018,-302.17273739786566,20.711019647319866,Lens Selection,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,115.05604166666666,29.44677777777778,115.05595833333332,29.44602777777778
36,SDSSJ1035+0752A,SDSSJ1035+0752B,1.216,1.218,2.7,15.8,19.13,20.42,10:35:19.37,+7:52:58.0,10:35:19.23,+7:52:56.4,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0020000000000000018,-269.7338197265595,22.434884645473442,Lens Selection,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,158.83070833333332,7.882777777777778,158.83012499999998,7.882333333333333
37,SDSSJ1138+6807A,SDSSJ1138+6807B,0.769,0.774,2.6,13.7,17.98,19.74,11:38:9.21,+68:7:38.8,11:38:8.89,+68:7:36.9,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0050000000000000044,-843.9159032425526,19.253711816599935,Lens Selection,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,174.53837499999997,68.12744444444444,174.53704166666665,68.12691666666666
38,SDSSJ1508+3328A,SDSSJ1508+3328B,0.878,0.878,2.9,16.0,17.78,20.36,15:8:42.21,+33:28:2.6,15:8:42.22,+33:28:5.5,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0,0.0,22.431265435843773,Lens Selection,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,227.17587499999996,33.46738888888889,227.1759166666666,33.46819444444445
39,SDSSJ1600+0000A,SDSSJ1600+0000B,1.011,1.011,1.9,10.6,19.11,0.0,16:0:15.5,+0:0:45.5,16:0:15.5,+0:0:45.5,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0,0.0,15.255480408894021,Lens Selection,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,240.06458333333327,0.012638888888888889,240.06458333333327,0.012638888888888889
40,SDSSJ0003-0103A,SDSSJ0003-0101B,0.914,0.909,171.6,956.3,19.53,19.87,0:3:50.76,-1:3:59.5,0:3:56.57,-1:1:31.7,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0050000000000000044,782.1069540977336,1342.7985660637555,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,0.9614999999999999,-1.0665277777777777,0.9857083333333333,-1.0254722222222221
41,SDSSJ0012+0052A,SDSSJ0012+0053B,1.634,1.649,16.0,97.3,20.82,20.82,0:12:1.88,+0:52:59.7,0:12:2.35,+0:53:14.1,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.015000000000000124,-1697.8852333943696,135.54887069774634,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,3.007833333333333,0.88325,3.0097916666666666,0.88725
42,SDSSJ0014+0112A,SDSSJ0014+0113B,2.173,2.179,141.5,843.3,19.93,20.66,0:14:20.18,+1:12:12.7,0:14:27.94,+1:13:33.2,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.005999999999999783,-564.8609569658316,1171.8353503490569,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,3.584083333333333,1.2035277777777778,3.6164166666666664,1.225888888888889
43,SDSSJ0014-0028A,SDSSJ0014-0029B,1.924,1.92,95.4,576.1,19.37,19.47,0:14:53.36,-0:28:27.6,0:14:57.58,-0:29:39.1,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0040000000000000036,409.3085009196567,801.6750752883088,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,3.7223333333333333,-0.47433333333333333,3.7399166666666663,-0.49419444444444444
44,SDSSJ0025-1048A,SDSSJ0025-1051B,2.405,2.386,166.9,978.1,19.86,20.24,0:25:46.94,-10:48:54.3,0:25:44.61,-10:51:37.6,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.018999999999999684,1673.0836491280015,1358.068459860056,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,6.4455833333333326,-10.815083333333334,6.435875,-10.860444444444443
45,SDSSJ0033-0018A,SDSSJ0033-0018B,0.688,0.699,126.5,637.0,18.04,19.68,0:33:33.62,-0:18:58.2,0:33:25.4,-0:18:29.7,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.01100000000000001,-1942.111195278168,897.6712576755305,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,8.390083333333333,-0.31616666666666665,8.355833333333333,-0.30824999999999997
46,SDSSJ0044+0018A,SDSSJ0044+0019B,1.872,1.88,88.6,536.1,18.36,19.14,0:44:39.33,+0:18:22.9,0:44:34.09,+0:19:3.5,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.007999999999999785,-831.7091004754673,746.2375145696152,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,11.163874999999997,0.3063611111111111,11.142041666666664,0.31763888888888886
47,SDSSJ0049+0003A,SDSSJ0049+0004B,1.33,1.336,92.8,557.3,19.75,20.0,0:49:50.92,+0:3:30.1,0:49:55.91,+0:4:24.8,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.006000000000000005,-768.9657237743787,779.2539600516124,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,12.462166666666665,0.058361111111111114,12.482958333333332,0.07355555555555555
48,SDSSJ0106+0024A,SDSSJ0106+0023B,1.017,1.019,171.7,984.3,19.88,20.23,1:6:43.11,+0:24:35.1,1:6:54.05,+0:23:45.0,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0020000000000000018,-296.33293020572887,1380.48725852519,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,16.679625,0.40975,16.72520833333333,0.39583333333333337
49,SDSSJ0117-0030A,SDSSJ0117-0029B,1.826,1.824,73.1,443.1,20.53,20.36,1:17:31.09,-0:30:2.3,1:17:27.57,-0:29:11.7,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0020000000000000018,211.68138940481353,616.7698188842835,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,19.37954166666666,-0.5006388888888889,19.364874999999994,-0.4865833333333333
50,SDSSJ0117+0020A,SDSSJ0117+0021B,0.613,0.611,44.5,212.9,17.67,20.01,1:17:58.84,+0:20:21.5,1:17:58.0,+0:21:4.1,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0020000000000000018,370.9675991757059,300.44781466173146,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,19.495166666666663,0.3393055555555555,19.491666666666664,0.3511388888888889
51,SDSSJ0129-0055A,SDSSJ0129-0057B,1.475,1.48,78.3,474.7,19.46,20.16,1:29:42.65,-0:55:59.0,1:29:45.47,-0:57:4.9,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.004999999999999893,-603.4302634606884,662.1954046470798,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,22.42770833333333,-0.9330555555555555,22.43945833333333,-0.9513611111111111
52,SDSSJ0137-0034A,SDSSJ0137-0036B,1.807,1.819,160.7,974.1,18.13,19.25,1:37:32.24,-0:34:52.1,1:37:22.54,-0:36:0.1,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.01200000000000001,-1275.5007737262858,1356.7577771433287,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,24.38433333333333,-0.5811388888888889,24.343916666666665,-0.6000277777777777
53,SDSSJ0139+0009A,SDSSJ0139+0010B,1.21,1.212,163.7,971.4,18.83,20.1,1:39:27.17,+0:9:31.4,1:39:17.83,+0:10:56.0,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0020000000000000018,-270.46579722866034,1359.2693614209113,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,24.86320833333333,0.1587222222222222,24.824291666666664,0.1822222222222222
54,SDSSJ0141+0031A,SDSSJ0141+0031B,1.892,1.903,42.9,259.2,20.19,20.59,1:41:11.63,+0:31:45.9,1:41:10.41,+0:31:7.1,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.01100000000000012,-1135.112389779989,361.0226588289487,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,25.298458333333333,0.5294166666666668,25.293374999999997,0.518638888888889
55,SDSSJ0150+0029A,SDSSJ0150+0029B,0.763,0.758,113.4,595.1,19.11,18.98,1:50:17.71,+0:29:2.4,1:50:10.16,+0:29:7.5,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0050000000000000044,849.1888584328274,837.3912801437122,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,27.573791666666665,0.484,27.542333333333332,0.48541666666666666
56,SDSSJ0158+0013A,SDSSJ0158+0014B,2.128,2.139,161.4,964.4,20.08,20.41,1:58:0.43,+0:13:57.1,1:58:10.78,+0:14:41.0,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.010999999999999677,-1049.6217862524911,1340.6822275792886,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,29.501791666666662,0.23252777777777778,29.544916666666666,0.24472222222222223
57,SDSSJ0203+0059A,SDSSJ0203+0057B,1.996,2.006,144.8,871.6,20.46,20.5,2:3:34.95,+0:59:55.6,2:3:31.29,+0:57:41.7,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.009999999999999787,-996.3317894041127,1212.3692655072005,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,30.895624999999992,0.9987777777777778,30.88037499999999,0.9615833333333332
58,SDSSJ0206+0018A,SDSSJ0206+0019B,1.687,1.684,138.2,839.8,18.76,20.04,2:6:46.97,+0:18:0.7,2:6:54.38,+0:19:22.9,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0030000000000001137,334.0159077082682,1170.1724840710401,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,31.695708333333332,0.30019444444444443,31.72658333333333,0.32302777777777775
59,SDSSJ0221-0010A,SDSSJ0221-0010B,1.045,1.034,84.2,486.0,20.64,20.23,2:21:53.52,-0:10:14.8,2:21:58.78,-0:10:44.4,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.010999999999999899,1612.6384315956202,681.0620338902646,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,35.473,-0.17077777777777778,35.49491666666666,-0.179
60,SDSSJ0229-0000A,SDSSJ0229-0003B,0.558,0.563,167.3,765.5,18.64,19.73,2:29:23.44,-0:0:47.9,2:29:22.3,-0:3:34.4,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.004999999999999893,-958.0238147986652,1080.3556708744698,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,37.34766666666666,-0.013305555555555555,37.34291666666667,-0.059555555555555556
61,SDSSJ0232+0005A,SDSSJ0232+0006B,1.792,1.797,101.8,617.4,18.5,20.28,2:32:32.27,+0:5:52.9,2:32:26.0,+0:6:32.1,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.004999999999999893,-534.9789957059161,859.8862700504214,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,38.13445833333333,0.09802777777777777,38.10833333333333,0.10891666666666668
62,SDSSJ0242-0812A,SDSSJ0242-0810B,1.228,1.224,93.3,554.8,20.08,20.15,2:42:36.91,-8:12:14.0,2:42:40.12,-8:10:53.8,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0040000000000000036,537.2861790323617,776.2971080801565,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,40.65379166666666,-8.203888888888889,40.66716666666667,-8.18161111111111
63,SDSSJ0245-0113A,SDSSJ0245-0113B,2.462,2.459,4.5,26.3,19.85,20.57,2:45:12.08,-1:13:14.0,2:45:11.9,-1:13:17.6,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0030000000000001137,259.21104795904654,36.44298936765744,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,41.30033333333333,-1.2205555555555556,41.299583333333324,-1.2215555555555557
64,SDSSJ0257+0015A,SDSSJ0257+0014B,1.612,1.616,65.5,398.2,19.74,20.27,2:57:27.25,+0:15:45.8,2:57:25.77,+0:14:44.1,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0040000000000000036,-457.5360749304853,554.9442983237619,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,44.36354166666666,0.26272222222222225,44.357375,0.24558333333333335
65,SDSSJ0258-0003A,SDSSJ0258-0003B,1.32,1.321,29.4,176.6,18.93,19.89,2:58:15.55,-0:3:34.2,2:58:13.66,-0:3:26.5,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0009999999999998899,-128.85153463390577,246.6953684855499,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,44.564791666666665,-0.059500000000000004,44.556916666666666,-0.05736111111111111
66,SDSSJ0312-0048A,SDSSJ0312-0049B,2.139,2.152,85.8,512.6,20.04,20.15,3:12:19.69,-0:48:8.0,3:12:23.6,-0:49:10.7,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.013000000000000345,-1235.7283108686238,712.1882553900615,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,48.08204166666666,-0.8022222222222223,48.09833333333333,-0.8196388888888889
67,SDSSJ0315-0047A,SDSSJ0315-0045B,2.17,2.167,121.2,722.2,19.21,19.42,3:15:1.18,-0:47:50.8,3:15:2.23,-0:45:50.7,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0030000000000001137,283.0991948767544,1003.9272006667815,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,48.75491666666666,-0.7974444444444444,48.759291666666655,-0.7640833333333333
68,SDSSJ0322+0006A,SDSSJ0322+0007B,0.701,0.694,168.7,856.1,19.07,19.95,3:22:31.37,+0:6:49.6,3:22:41.93,+0:7:48.0,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.007000000000000006,1232.9844489980096,1206.1987748369359,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,50.63070833333333,0.11377777777777778,50.67470833333333,0.13
69,SDSSJ0331-0000A,SDSSJ0331-0002B,1.771,1.77,134.2,814.1,19.54,19.64,3:31:26.91,-0:0:10.0,3:31:31.18,-0:2:7.8,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0009999999999998899,107.92275410986831,1134.2598320923437,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,52.86212499999999,-0.002777777777777778,52.87991666666666,-0.0355
70,SDSSJ0335-0022A,SDSSJ0335-0021B,1.769,1.776,130.3,790.7,17.9,20.32,3:35:23.3,-0:22:3.9,3:35:31.71,-0:21:30.9,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.007000000000000117,-754.9131341733276,1101.357840196667,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,53.84708333333333,-0.36774999999999997,53.882125,-0.3585833333333333
71,SDSSJ0339+0029A,SDSSJ0339+0030B,1.486,1.483,109.3,662.7,20.09,20.24,3:39:8.28,+0:29:24.9,3:39:12.37,+0:30:55.5,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0029999999999998916,361.03830671694715,924.6478258455356,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,54.784499999999994,0.49025,54.80154166666666,0.5154166666666666
72,SDSSJ0342+0042A,SDSSJ0342+0039B,0.551,0.56,216.1,982.1,20.48,21.73,3:42:18.78,+0:42:7.3,3:42:10.11,+0:39:14.7,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.009000000000000008,-1729.9758782493152,1386.8021325939037,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,55.57825,0.7020277777777777,55.542125,0.6540833333333333
73,SDSSJ0350-0031A,SDSSJ0350-0032B,2.001,1.992,45.5,273.8,20.17,19.4,3:50:53.29,-0:31:14.7,3:50:53.05,-0:32:0.1,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.008999999999999897,898.0456970169025,380.8548270629105,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,57.72204166666666,-0.52075,57.721041666666665,-0.5333611111111111
74,SDSSJ0740+4239A,SDSSJ0740+4240B,1.614,1.617,71.6,435.0,18.1,18.82,7:40:52.52,+42:39:35.5,7:40:49.1,+42:40:36.4,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.0029999999999998916,-342.95534504706006,606.6243520611671,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,115.21883333333332,42.65986111111111,115.20458333333333,42.67677777777777
75,SDSSJ0743+2054A,SDSSJ0743+2055B,1.561,1.567,35.5,215.5,19.86,20.08,7:43:37.29,+20:54:37.1,7:43:36.85,+20:55:12.1,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.006000000000000005,-699.6870296413405,300.7129950631633,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,115.90537499999999,20.910305555555553,115.90354166666665,20.92002777777778
76,SDSSJ0746+4302A,SDSSJ0746+4300B,0.513,0.51,123.5,540.5,18.73,19.38,7:46:36.53,+43:2:6.7,7:46:32.81,+43:0:10.1,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0030000000000000027,593.4496305645239,764.1644666148818,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,116.65220833333332,43.03519444444444,116.63670833333332,43.002805555555554
77,SDSSJ0747+4318A,SDSSJ0747+4318B,0.501,0.501,9.2,39.9,19.24,19.45,7:47:59.02,+43:18:5.4,7:47:59.66,+43:18:11.5,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0,0.0,56.21853472707597,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,116.99591666666666,43.3015,116.99858333333331,43.30319444444444
78,SDSSJ0759+2539A,SDSSJ0759+2539B,1.195,1.187,115.9,686.4,18.67,19.19,7:59:15.37,+25:39:51.8,7:59:23.64,+25:39:21.2,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.008000000000000007,1091.7352932415113,960.620861300682,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,119.81404166666665,25.664388888888887,119.84849999999999,25.65588888888889
79,SDSSJ0812+2520A,SDSSJ0812+2522B,1.804,1.809,105.8,641.7,18.4,18.83,8:12:49.56,+25:20:59.0,8:12:47.78,+25:22:42.0,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.004999999999999893,-532.6915423874055,893.3353695893336,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,123.20649999999998,25.349722222222223,123.1990833333333,25.378333333333334
80,SDSSJ0823+4459A,SDSSJ0823+4458B,0.785,0.795,77.7,412.0,19.17,19.24,8:23:29.8,+44:59:51.5,8:23:25.27,+44:58:50.4,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,-0.010000000000000009,-1670.3780283228466,579.5993138465352,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,125.87416666666664,44.997638888888886,125.85529166666663,44.98066666666667
81,SDSSJ0824+2357A,SDSSJ0824+2357B,0.536,0.535,14.9,67.0,18.51,18.67,8:24:40.61,+23:57:9.9,8:24:39.83,+23:57:20.3,J2000,Optical,SDSS,Binary Quasar,spec,spec,SDSS g PSF ext-corr,SDSS g PSF ext-corr,asinh,asinh,0.0010000000000000009,194.72482468001886,94.30326054900085,Overlapping Plates,Optical Spectroscopy,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,126.16920833333333,23.952749999999998,126.16595833333334,23.95563888888889
