,System Type,Literature Name,Selection Method,Confirmation Method,Name1,z1,z1_type,RA1,Dec1,Coordinate_waveband1,Coordinate_Source1,Equinox1,Brightness1,Brightness_band1,Brightness_type1,Name2,z2,z2_type,RA2,Dec2,Equinox2,Coordinate_waveband2,Coordinate_Source2,Brightness2,Brightness_band2,Brightness_type2,dV,Sep,Sep(kpc),dV_rwp,Paper(s),BibCode(s),DOI(s),Notes
0,Dual AGN Candidate / Likely Single AGN,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios / Double-Peaked Optical Spectroscopic Emission Lines,-99,J000249.07+004504.8,0.0868,spec,00:02:49.07,+00:45:04.8,Optical,SDSS,J2000,-99.0,-99,-99,J000249.44+004506.7,0.0865,spec,00:02:49.44,+00:45:06.7,J2000,Optical,SDSS,-99.0,-99,-99,63.0,5.865765071553234,9.534117089044091,82.54727675956427,Liu+2011b ; Wang+2009 ; Liu+2010a ; Tingay+2011 ; Shen+2011 ; Ge+2012 ; Fu+2012 ; Comerford+2012 ; McGurk+2015 ; Muller-Sanchez+2015,2011ApJ...737..101L ; 2009ApJ...705L..76W ; 2010ApJ...708..427L ; 2011AJ....141..174T ; 2011ApJ...735...48S ; 2012ApJS..201...31G ; 2012ApJ...745...67F ; 2012ApJ...753...42C ; 2015ApJ...811...14M ; 2015ApJ...813..103M,https://doi.org/10.1088/0004-637X/737/2/101 ; https://doi.org/10.1088/0004-637X/705/1/L76 ; https://doi.org/10.1088/0004-637X/708/1/427 ; https://doi.org/10.1088/0004-6256/141/6/174 ; https://doi.org/10.1088/0004-637X/735/1/48 ; https://doi:10.1088/0067-0049/201/2/31 ; https://doi.org/10.1088/0004-637X/745/1/67 ; https://doi.org/10.1088/0004-637X/753/1/42 ; https://doi.org/10.1088/0004-637X/811/1/14 ; https://doi.org/10.1088/0004-637X/813/2/103, .  Tingay+ find no evidence of double radio cores in VLBA imaging.  Shen+2011 attribute the double-peaked lines to NLR kinematics. Only a single nucleus is resolved in near-IR imaging and the spatial offset observed between the two velocity components of the emission lines is larger than >0.6. If the double-peaks were due to two NLRs from dual AGNs there should be two nuclei visible in the imaging. No companion within 3 arcseconds. Comerford+ examined long slit spectra of this target. Two spatially distinct emission peaks observed. No companion within 3 arcseconds.Muller-Sanchez+2015 find that the origin of the double-peaked emission is still ambiguous. AGN 1 is a double-peaked AGN.
1,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J000257.21+000750.5,0.0901,spec,00:02:57.21,+00:07:50.5,Optical,SDSS,J2000,-99.0,-99,-99,J000258.59+000831.0,0.0897,spec,00:02:58.59,+00:08:31.0,J2000,Optical,SDSS,-99.0,-99,-99,109.0,45.48337688731339,76.44641007118935,109.7348343633702,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
2,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J000323.74+010547.3,0.0993,spec,00:03:23.74,+01:05:47.3,Optical,SDSS,J2000,-99.0,-99,-99,J000323.74+010559.5,0.0994,spec,00:03:23.74,+01:05:59.5,J2000,Optical,SDSS,-99.0,-99,-99,22.0,12.19999999999931,22.36085687731286,-27.197889605813938,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
3,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J000425.78-095854.4,0.1122,spec,00:04:25.78,-09:58:54.4,Optical,SDSS,J2000,-99.0,-99,-99,J000426.66-095834.4,0.112,spec,00:04:26.66,-09:58:34.4,J2000,Optical,SDSS,-99.0,-99,-99,53.0,23.85388524267597,48.677088255153095,53.772142358121,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
4,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J000431.92-011411.7,0.0887,spec,00:04:31.92,-01:14:11.7,Optical,SDSS,J2000,-99.0,-99,-99,J000433.25-011334.4,0.0889,spec,00:04:33.25,-01:13:34.4,J2000,Optical,SDSS,-99.0,-99,-99,45.0,42.297856764701855,70.10095305648748,-54.9228503816616,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
5,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J000621.33-100412.6,0.1062,spec,00:06:21.33,-10:04:12.6,Optical,SDSS,J2000,-99.0,-99,-99,J000623.74-100345.0,0.1056,spec,00:06:23.74,-10:03:45.0,J2000,Optical,SDSS,-99.0,-99,-99,165.0,45.04062467892104,87.59415886582008,162.22080368773248,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
6,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J000700.56+005410.5,0.0925,spec,00:07:00.56,+00:54:10.5,Optical,SDSS,J2000,-99.0,-99,-99,J000704.18+005425.0,0.0935,spec,00:07:04.18,+00:54:25.0,J2000,Optical,SDSS,-99.0,-99,-99,250.0,56.19612581105498,96.69969977569548,-273.5589546471234,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
7,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J000948.47+135819.8,0.1179,spec,00:09:48.47,+13:58:19.8,Optical,SDSS,J2000,-99.0,-99,-99,J000948.49+135811.9,0.1169,spec,00:09:48.49,+13:58:11.9,J2000,Optical,SDSS,-99.0,-99,-99,281.0,7.905362354502719,16.841984126509075,267.5854126831453,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
8,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J000956.72+000958.4,0.1023,spec,00:09:56.72,+00:09:58.4,Optical,SDSS,J2000,-99.0,-99,-99,J000958.76+000938.2,0.1027,spec,00:09:58.76,+00:09:38.2,J2000,Optical,SDSS,-99.0,-99,-99,114.0,36.6659567195678,68.99594495284816,-108.48072205369452,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
9,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J001010.89-001430.2,0.114,spec,00:10:10.89,-00:14:30.2,Optical,SDSS,J2000,-99.0,-99,-99,J001011.16-001430.8,0.1133,spec,00:10:11.16,-00:14:30.8,J2000,Optical,SDSS,-99.0,-99,-99,182.0,4.094167541452331,8.471359169347705,187.94053726649784,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
10,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J001050.37-010257.6,0.113,spec,00:10:50.37,-01:02:57.6,Optical,SDSS,J2000,-99.0,-99,-99,J001050.70-010259.1,0.1132,spec,00:10:50.70,-01:02:59.1,J2000,Optical,SDSS,-99.0,-99,-99,54.0,5.171487132827476,10.61868741774636,-53.72383390291648,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
11,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J001112.89-100122.4,0.0838,spec,00:11:12.89,-10:01:22.4,Optical,SDSS,J2000,-99.0,-99,-99,J001116.45-100126.8,0.084,spec,00:11:16.45,-10:01:26.8,J2000,Optical,SDSS,-99.0,-99,-99,59.0,52.768688401832605,83.09315832200747,-55.171140779565576,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
12,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J001734.86+150524.9,0.0843,spec,00:17:34.86,+15:05:24.9,Optical,SDSS,J2000,-99.0,-99,-99,J001737.25+150544.6,0.0834,spec,00:17:37.25,+15:05:44.6,J2000,Optical,SDSS,-99.0,-99,-99,257.0,39.82678851660506,63.05160383921459,248.28154598201388,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
13,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J001842.19-101613.9,0.1215,spec,00:18:42.19,-10:16:13.9,Optical,SDSS,J2000,-99.0,-99,-99,J001842.81-101625.1,0.122,spec,00:18:42.81,-10:16:25.1,J2000,Optical,SDSS,-99.0,-99,-99,140.0,14.463046097019827,31.624293378598203,-133.2738957650259,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
14,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J001907.45+010941.1,0.1051,spec,00:19:07.45,+01:09:41.1,Optical,SDSS,J2000,-99.0,-99,-99,J001907.61+010946.6,0.1058,spec,00:19:07.61,+01:09:46.6,J2000,Optical,SDSS,-99.0,-99,-99,183.0,6.000635837573006,11.56358650804118,-189.3346411134971,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
15,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J002208.69+002200.5,0.071,spec,00:22:08.69,+00:22:00.5,Optical,SDSS,J2000,-99.0,-99,-99,J002208.83+002202.8,0.0707,spec,00:22:08.83,+00:22:02.8,J2000,Optical,SDSS,-99.0,-99,-99,87.0,3.114453233390204,4.217498533156381,83.76523158237418,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
16,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J002339.83-004855.3,0.0634,spec,00:23:39.83,-00:48:55.3,Optical,SDSS,J2000,-99.0,-99,-99,J002343.09-004854.4,0.064,spec,00:23:43.09,-00:48:54.4,J2000,Optical,SDSS,-99.0,-99,-99,158.0,48.90333248352203,59.66351881451468,-168.6565626868315,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
17,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J002345.08-010029.9,0.0663,spec,00:23:45.08,-01:00:29.9,Optical,SDSS,J2000,-99.0,-99,-99,J002348.45-010004.0,0.0646,spec,00:23:48.45,-01:00:04.0,J2000,Optical,SDSS,-99.0,-99,-99,480.0,56.79196105456946,72.21110725087787,477.0751105046377,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
18,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J002618.12+001005.6,0.1101,spec,00:26:18.12,+00:10:05.6,Optical,SDSS,J2000,-99.0,-99,-99,J002618.66+000951.3,0.1107,spec,00:26:18.66,+00:09:51.3,J2000,Optical,SDSS,-99.0,-99,-99,169.0,16.43470254293251,32.988404341500846,-161.56338878326343,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
19,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J002636.14-002507.0,0.118,spec,00:26:36.14,-00:25:07.0,Optical,SDSS,J2000,-99.0,-99,-99,J002636.97-002454.7,0.1184,spec,00:26:36.97,-00:24:54.7,J2000,Optical,SDSS,-99.0,-99,-99,104.0,17.50097978696157,37.31236173968232,-106.95760702376988,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
20,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J004239.54-093053.8,0.0574,spec,00:42:39.54,-09:30:53.8,Optical,SDSS,J2000,-99.0,-99,-99,J004244.64-093102.8,0.0568,spec,00:42:44.64,-09:31:02.8,J2000,Optical,SDSS,-99.0,-99,-99,176.0,75.98217928785286,84.52214579718438,169.70956915252586,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
21,Dual AGN CandidateDual AGN,, ; Double Radio Sources, ; Two compact steep-spectrum sources identified. ,J005113.94+002047.2,0.1124,spec,00:51:13.94,+00:20:47.2,Optical,SDSS,J2000,-99.0,-99,-99,J005114.12+002049.2,0.1126,spec,00:51:14.12,+00:20:49.2,J2000,Optical,SDSS,-99.0,-99,-99,64.0,3.360019798089673,6.867233631323006,-53.75280855445622,Liu+2011b ; Fu+2015 ; Fu+2015b ; Gross+2019,2011ApJ...737..101L ; 2015ApJ...799...72F ; 2015ApJ...815L...6F ; 2019ApJ...883...50G,https://doi.org/10.1088/0004-637X/737/2/101 ; https://doi.org/10.1088/0004-637X/799/1/72 ; https://doi.org/10.1088/2041-8205/815/1/L6 ; https://doi.org/10.3847/1538-4357/ab3795,   
22,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J005125.23+160340.1,0.0623,spec,00:51:25.23,+16:03:40.1,Optical,SDSS,J2000,-99.0,-99,-99,J005127.67+160443.1,0.062,spec,00:51:27.67,+16:04:43.1,J2000,Optical,SDSS,-99.0,-99,-99,86.0,72.1520482926992,86.6121913512346,84.45134699527466,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
23,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J005141.33+010127.2,0.0666,spec,00:51:41.33,+01:01:27.2,Optical,SDSS,J2000,-99.0,-99,-99,J005142.87+010143.1,0.0672,spec,00:51:42.87,+01:01:43.1,J2000,Optical,SDSS,-99.0,-99,-99,182.0,28.04012776705071,35.801822517083984,-168.1507037354864,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
24,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J005214.82+003456.4,0.1156,spec,00:52:14.82,+00:34:56.4,Optical,SDSS,J2000,-99.0,-99,-99,J005214.90+003458.9,0.115,spec,00:52:14.90,+00:34:58.9,J2000,Optical,SDSS,-99.0,-99,-99,158.0,2.7730580730413186,5.80776659489069,160.85357035755314,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
25,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J005619.38+135326.2,0.0386,spec,00:56:19.38,+13:53:26.2,Optical,SDSS,J2000,-99.0,-99,-99,J005620.79+135143.8,0.0398,spec,00:56:20.79,+13:51:43.8,J2000,Optical,SDSS,-99.0,-99,-99,345.0,104.4382766608261,79.88725791872062,-345.26547381933045,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
26,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J005639.15+000701.0,0.071,spec,00:56:39.15,+00:07:01.0,Optical,SDSS,J2000,-99.0,-99,-99,J005643.20+000707.1,0.0713,spec,00:56:43.20,+00:07:07.1,J2000,Optical,SDSS,-99.0,-99,-99,75.0,61.0553593182709,82.67932412837793,-83.74177121872978,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
27,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J005920.65+002927.4,0.0625,spec,00:59:20.65,+00:29:27.4,Optical,SDSS,J2000,-99.0,-99,-99,J005922.26+002917.6,0.0633,spec,00:59:22.26,+00:29:17.6,J2000,Optical,SDSS,-99.0,-99,-99,213.0,26.06184792638565,31.37801596869985,-225.0446571866256,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
28,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J010121.58+002305.4,0.0925,spec,01:01:21.58,+00:23:05.4,Optical,SDSS,J2000,-99.0,-99,-99,J010124.56+002254.8,0.0937,spec,01:01:24.56,+00:22:54.8,J2000,Optical,SDSS,-99.0,-99,-99,318.0,45.93866073094495,79.04912726040664,-328.24068419880564,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
29,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J010125.46+000027.6,0.11,spec,01:01:25.46,+00:00:27.6,Optical,SDSS,J2000,-99.0,-99,-99,J010127.81+000045.3,0.1082,spec,01:01:27.81,+00:00:45.3,J2000,Optical,SDSS,-99.0,-99,-99,496.0,39.44429566407744,79.11130841605643,485.2579980213422,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
30,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J010621.81+143455.8,0.0396,spec,01:06:21.81,+14:34:55.8,Optical,SDSS,J2000,-99.0,-99,-99,J010625.69+143416.7,0.0404,spec,01:06:25.69,+14:34:16.7,J2000,Optical,SDSS,-99.0,-99,-99,208.0,68.56747592175219,53.74347737539655,-229.99996597632088,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
31,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J010623.75-001010.4,0.0485,spec,01:06:23.75,-00:10:10.4,Optical,SDSS,J2000,-99.0,-99,-99,J010623.93-000841.5,0.048,spec,01:06:23.93,-00:08:41.5,J2000,Optical,SDSS,-99.0,-99,-99,153.0,88.94099136508908,84.48119221963282,142.61864201916268,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
32,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J010829.53+142628.0,0.0605,spec,01:08:29.53,+14:26:28.0,Optical,SDSS,J2000,-99.0,-99,-99,J010833.69+142625.8,0.0607,spec,01:08:33.69,+14:26:25.8,J2000,Optical,SDSS,-99.0,-99,-99,51.0,60.46855600363009,70.63930419130327,-56.383178831193206,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
33,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J010847.30+001155.2,0.0508,spec,01:08:47.30,+00:11:55.2,Optical,SDSS,J2000,-99.0,-99,-99,J010850.35+001229.3,0.0507,spec,01:08:50.35,+00:12:29.3,J2000,Optical,SDSS,-99.0,-99,-99,24.0,57.06002205404548,56.614616946779,28.455864793973408,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
34,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J010922.00+142032.3,0.0384,spec,01:09:22.00,+14:20:32.3,Optical,SDSS,J2000,-99.0,-99,-99,J010928.81+142147.3,0.0375,spec,01:09:28.81,+14:21:47.3,J2000,Optical,SDSS,-99.0,-99,-99,245.0,124.1709207372492,94.51164005774356,259.2609946713618,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
35,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J010941.83-004425.6,0.0889,spec,01:09:41.83,-00:44:25.6,Optical,SDSS,J2000,-99.0,-99,-99,J010942.19-004417.6,0.0887,spec,01:09:42.19,-00:44:17.6,J2000,Optical,SDSS,-99.0,-99,-99,71.0,9.65169129687878,16.02827381395481,54.9228503816616,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
36,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J010959.03+135815.2,0.0564,spec,01:09:59.03,+13:58:15.2,Optical,SDSS,J2000,-99.0,-99,-99,J011003.16+135841.2,0.0583,spec,01:10:03.16,+13:58:41.2,J2000,Optical,SDSS,-99.0,-99,-99,539.0,65.49802814743832,71.67477087916589,-537.2861790324353,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
37,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J011014.12+002157.3,0.0451,spec,01:10:14.12,+00:21:57.3,Optical,SDSS,J2000,-99.0,-99,-99,J011017.14+002041.6,0.0449,spec,01:10:17.14,+00:20:41.6,J2000,Optical,SDSS,-99.0,-99,-99,59.0,88.21848457431992,78.23572369283808,57.22487985875379,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
38,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J011129.70+153353.7,0.06,spec,01:11:29.70,+15:33:53.7,Optical,SDSS,J2000,-99.0,-99,-99,J011131.69+153345.6,0.0615,spec,01:11:31.69,+15:33:45.6,J2000,Optical,SDSS,-99.0,-99,-99,433.0,29.874521581285755,34.63132843671283,-422.8138352939888,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
39,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J011202.71-001549.4,0.0433,spec,01:12:02.71,-00:15:49.4,Optical,SDSS,J2000,-99.0,-99,-99,J011204.62-001442.4,0.0442,spec,01:12:04.62,-00:14:42.4,J2000,Optical,SDSS,-99.0,-99,-99,270.0,72.86841777165388,62.17641178119621,-257.8203113578861,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
40,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J011544.85+001400.0,0.0445,spec,01:15:44.85,+00:14:00.0,Optical,SDSS,J2000,-99.0,-99,-99,J011545.23+001444.6,0.0431,spec,01:15:45.23,+00:14:44.6,J2000,Optical,SDSS,-99.0,-99,-99,394.0,44.96275605486664,39.37237373429195,401.0345006121156,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
41,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J011832.49-001030.0,0.0776,spec,01:18:32.49,-00:10:30.0,Optical,SDSS,J2000,-99.0,-99,-99,J011834.47-000937.3,0.0778,spec,01:18:34.47,-00:09:37.3,J2000,Optical,SDSS,-99.0,-99,-99,38.0,60.49274700530541,88.84587753003886,-55.48853993243596,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
42,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J011832.93+010930.8,0.0442,spec,01:18:32.93,+01:09:30.8,Optical,SDSS,J2000,-99.0,-99,-99,J011835.90+010919.9,0.045,spec,01:18:35.90,+01:09:19.9,J2000,Optical,SDSS,-99.0,-99,-99,228.0,45.85524220414528,39.897420495988726,-228.9871385471116,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
43,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J012129.27+003732.6,0.0439,spec,01:21:29.27,+00:37:32.6,Optical,SDSS,J2000,-99.0,-99,-99,J012129.32+003728.7,0.0437,spec,01:21:29.32,+00:37:28.7,J2000,Optical,SDSS,-99.0,-99,-99,44.0,3.971452257225344,3.433225636312148,57.2906681846544,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
44,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J012154.53-100815.8,0.1046,spec,01:21:54.53,-10:08:15.8,Optical,SDSS,J2000,-99.0,-99,-99,J012155.59-100811.6,0.1046,spec,01:21:55.59,-10:08:11.6,J2000,Optical,SDSS,-99.0,-99,-99,4.0,16.20550914665906,31.09820982701459,0.0,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
45,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J012612.09-000126.9,0.1048,spec,01:26:12.09,-00:01:26.9,Optical,SDSS,J2000,-99.0,-99,-99,J012612.34-000128.7,0.1039,spec,01:26:12.34,-00:01:28.7,J2000,Optical,SDSS,-99.0,-99,-99,234.0,4.159627080866065,7.99571511349497,243.6727082163596,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
46,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J013705.74-090937.3,0.0691,spec,01:37:05.74,-09:09:37.3,Optical,SDSS,J2000,-99.0,-99,-99,J013706.95-090857.5,0.0699,spec,01:37:06.95,-09:08:57.5,J2000,Optical,SDSS,-99.0,-99,-99,239.0,43.64772134114072,57.65264522408096,-223.65588269335603,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
47,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J013848.33-000221.1,0.0742,spec,01:38:48.33,-00:02:21.1,Optical,SDSS,J2000,-99.0,-99,-99,J013848.45-000255.7,0.0738,spec,01:38:48.45,-00:02:55.7,J2000,Optical,SDSS,-99.0,-99,-99,129.0,34.646789145340406,48.84940912564243,111.3594002351152,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
48,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J014402.61-000708.9,0.0794,spec,01:44:02.61,-00:07:08.9,Optical,SDSS,J2000,-99.0,-99,-99,J014405.76-000737.3,0.0794,spec,01:44:05.76,-00:07:37.3,J2000,Optical,SDSS,-99.0,-99,-99,3.0,55.12814339020118,82.6717136460474,0.0,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
49,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J015232.94-005745.9,0.0598,spec,01:52:32.94,-00:57:45.9,Optical,SDSS,J2000,-99.0,-99,-99,J015233.06-005744.3,0.06,spec,01:52:33.06,-00:57:44.3,J2000,Optical,SDSS,-99.0,-99,-99,69.0,2.408129088502033,2.782916097272131,-56.4204165182393,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
50,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J015235.35-083236.6,0.0517,spec,01:52:35.35,-08:32:36.6,Optical,SDSS,J2000,-99.0,-99,-99,J015235.99-083138.9,0.0511,spec,01:52:35.99,-08:31:38.9,J2000,Optical,SDSS,-99.0,-99,-99,157.0,58.47580525624682,58.98438985356426,170.62962278306637,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
51,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J015303.50+010123.0,0.0595,spec,01:53:03.50,+01:01:23.0,Optical,SDSS,J2000,-99.0,-99,-99,J015308.29+010150.7,0.0602,spec,01:53:08.29,+01:01:50.7,J2000,Optical,SDSS,-99.0,-99,-99,198.0,76.99385920402237,88.56162556420838,-197.48075404515944,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
52,Dual AGN Candidate,,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J015343.54+001111.0,0.0806,spec,01:53:43.54,+00:11:11.0,Optical,SDSS,J2000,-99.0,-99,-99,J015343.83+001101.8,0.0821,spec,01:53:43.83,+00:11:01.8,J2000,Optical,SDSS,-99.0,-99,-99,418.0,10.176556514038962,15.470110345944422,-414.75912909724025,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
