,System Type,Literature Name,Selection Method,Confirmation Method,Name1,z1,z1_type,RA1,Dec1,Coordinate_waveband1,Coordinate_Source1,Equinox1,Brightness1,Brightness_band1,Brightness_type1,Name2,z2,z2_type,RA2,Dec2,Equinox2,Coordinate_waveband2,Coordinate_Source2,Brightness2,Brightness_band2,Brightness_type2,dV,Sep,Sep(kpc),dV_rwp,Paper(s),BibCode(s),DOI(s),Notes
1777,Binary Quasar,,{chi}^2^,Optical Spectroscopy,SDSSJ1310+6208A,2.058,spec,13:10:37.89,+62:8:21.6,,,,18.77,SDSS g PSF ext-corr,asinh,SDSSJ1310+6208B,2.039,spec,13:10:31.96,+62:8:43.5,,,,20.5,SDSS g PSF ext-corr,asinh,1863.521348520715,46.9,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1778,Binary Quasar / Dual AGN Candidate,,{chi}^2^ / -99,Optical Spectroscopy / -99,SDSSJ1337+6012A,1.727,spec,13:37:13.13,+60:12:6.7,,,,18.58,SDSS g PSF ext-corr,asinh,SDSSJ1337+6012B,1.721,spec,13:37:13.08,+60:12:9.8,,,,20.02,SDSS g PSF ext-corr,asinh,658.5895095607686,3.1,,,Hennawi+2006 ; Eftekharzadeh+2017,2006AJ....131....1H ; 2017MNRAS.468...77E,https://doi.org/10.1086/498235 ; https://doi.org/10.1093/mnras/stx412,
1779,Binary Quasar,,{chi}^2^,Optical Spectroscopy,SDSSJ1349+1227A,1.722,spec,13:49:29.84,+12:27:7.0,,,,17.75,SDSS g PSF ext-corr,asinh,SDSSJ1349+1227B,1.722,spec,13:49:30.0,+12:27:8.8,,,,19.26,SDSS g PSF ext-corr,asinh,0.0,3.0,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1780,Binary Quasar,,photo,Optical Spectroscopy,SDSSJ1400+1232A,2.053,spec,14:0:52.07,+12:32:35.2,,,,20.28,SDSS g PSF ext-corr,asinh,SDSSJ1400+1232B,2.068,spec,14:0:52.56,+12:32:48.0,,,,20.42,SDSS g PSF ext-corr,asinh,-1465.43802195789,14.6,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1781,Binary Quasar,,{chi}^2^,Optical Spectroscopy,SDSSJ1405+4447A,2.226,spec,14:5:1.94,+44:47:59.9,,,,18.15,SDSS g PSF ext-corr,asinh,SDSSJ1405+4447B,2.246,spec,14:5:2.41,+44:47:54.4,,,,20.13,SDSS g PSF ext-corr,asinh,-1847.9427979689533,7.4,,,Hennawi+2006 ; Vignali+2018,2006AJ....131....1H ; 2018MNRAS.477..780V,https://doi.org/10.1086/498235 ; https://doi.org/10.1093/mnras/sty682,
1782,Binary Quasar / Dual AGN Candidate,,photo / -99,Optical Spectroscopy / -99,SDSSJ1409+3919A,2.078,spec,14:9:53.74,+39:20:0.0,,,,20.22,SDSS g PSF ext-corr,asinh,SDSSJ1409+3919B,2.083,spec,14:9:53.88,+39:19:53.4,,,,20.91,SDSS g PSF ext-corr,asinh,-485.3105065274215,6.8,,,Hennawi+2006 ; Eftekharzadeh+2017,2006AJ....131....1H ; 2017MNRAS.468...77E,https://doi.org/10.1086/498235 ; https://doi.org/10.1093/mnras/stx412,
1783,Dual AGN,Q1429-008 / LBQS 1429-0053 / SDSSJ1432-0106A,Optical Imaging / -99,Optical Imaging / Slit Optical Spectroscopy / Near-IR Imaging / Optical Spectroscopy,Q1429-008A / LBQS 1429-0053A,2.076,spec,14:32:29.2466918428,-01:06:16.091805697,Optical,SDSS,J2000,17.68,SDSS g PSF ext-corr,asinh,Q1429-008B / LBQS 1429-0053B,2.076,spec,RELATIVE,RELATIVE,J2000,Optical,SDSS,20.95,SDSS g PSF ext-corr,asinh,0.0,5.14,,,Hewett+1989 ; Faure+2003 ; Hennawi+2006,1989ApJ...346L..61H ; 2003A&A...405..415F ; 2006AJ....131....1H,https://doi.org/10.1086/185579 ; https://doi.org/10.1051/0004-6361:20030614 ; https://doi.org/10.1086/498235,Considered a lens candidate by Hewett+89 but Faure+2003 argue based on VLT and HST data that the system is unlikely to be a lens but rather is a true binary ; note that 1429-008 from Hewett+89 is 1429-0053 from Faure+2003. Coordinates come from Simbad and are not unique (had to be used for both components). Coordinates originally from Gaia. Faure+ give coordinates to B relative to A. Check with Barry. Redshifts identical within the noise.
1784,Binary Quasar / Dual AGN Candidate,,photo / -99,Optical Spectroscopy / -99,SDSSJ1530+5304A,1.531,spec,15:30:38.56,+53:4:4.2,,,,20.54,SDSS g PSF ext-corr,asinh,SDSSJ1530+5304B,1.533,spec,15:30:38.82,+53:4:0.8,,,,20.67,SDSS g PSF ext-corr,asinh,-236.17689838990185,4.1,,,Hennawi+2006 ; Eftekharzadeh+2017,2006AJ....131....1H ; 2017MNRAS.468...77E,https://doi.org/10.1086/498235 ; https://doi.org/10.1093/mnras/stx412,
1785,Binary Quasar,,{chi}^2^,Optical Spectroscopy,SDSSJ1546+5134A,2.949,spec,15:46:10.55,+51:34:29.5,,,,20.57,SDSS g PSF ext-corr,asinh,SDSSJ1546+5134B,2.93,spec,15:46:14.24,+51:34:5.0,,,,19.43,SDSS g PSF ext-corr,asinh,1442.0527894439913,42.2,,,Hennawi+2006 ; Hennawi+2010,2006AJ....131....1H ; 2010ApJ...719.1672H,https://doi.org/10.1086/498235 ; https://doi.org/10.1088/0004-637X/719/2/1672,
1786,Binary Quasar,,{chi}^2^,Optical Spectroscopy,SDSSJ1719+2549A,2.172,spec,17:19:46.66,+25:49:41.2,,,,19.93,SDSS g PSF ext-corr,asinh,SDSSJ1719+2549B,2.17,spec,17:19:45.87,+25:49:51.3,,,,19.74,SDSS g PSF ext-corr,asinh,188.5840241339081,14.7,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1787,Binary Quasar / Dual AGN Candidate,,{chi}^2^ / -99,Optical Spectroscopy / -99,SDSSJ1723+5904A,1.604,spec,17:23:17.42,+59:4:46.8,,,,19.04,SDSS g PSF ext-corr,asinh,SDSSJ1723+5904B,1.597,spec,17:23:17.3,+59:4:43.2,,,,20.43,SDSS g PSF ext-corr,asinh,804.8437641518093,3.7,,,Hennawi+2006 ; Eftekharzadeh+2017,2006AJ....131....1H ; 2017MNRAS.468...77E,https://doi.org/10.1086/498235 ; https://doi.org/10.1093/mnras/stx412,
1788,Binary Quasar,,photo,Optical Spectroscopy,SDSSJ2128-0617A,2.065,spec,21:28:57.38,-6:17:50.9,,,,19.88,SDSS g PSF ext-corr,asinh,SDSSJ2128-0617B,2.062,spec,21:28:57.74,-6:17:57.2,,,,19.96,SDSS g PSF ext-corr,asinh,292.8022800555746,8.3,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1789,Binary Quasar / Dual AGN Candidate,,photo / -99,Optical Spectroscopy / -99,SDSSJ2214+1326A,2.002,spec,22:14:27.03,+13:26:57.0,,,,20.15,SDSS g PSF ext-corr,asinh,SDSSJ2214+1326B,1.995,spec,22:14:26.79,+13:26:52.3,,,,20.37,SDSS g PSF ext-corr,asinh,698.014723477497,5.8,,,Hennawi+2006 ; Eftekharzadeh+2017,2006AJ....131....1H ; 2017MNRAS.468...77E,https://doi.org/10.1086/498235 ; https://doi.org/10.1093/mnras/stx412,
1790,Binary Quasar,,photo,Optical Spectroscopy,SDSSJ2220+1247A,1.987,spec,22:20:30.26,+12:47:33.5,,,,19.99,SDSS g PSF ext-corr,asinh,SDSSJ2220+1247B,2.003,spec,22:20:29.53,+12:47:45.1,,,,20.81,SDSS g PSF ext-corr,asinh,-1597.3174848098072,15.9,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1791,Binary Quasar / Lens / Binary Quasar / Dual AGN Candidate,2345+007,Low-Dispersion Spectroscopy / -99 / -99,-99 / Optical Spectroscopy / -99,2345+007A / SDSSJ2348+0057A,2.152,spec,23:48:19.5,+0:57:21.5,Optical,Gaia,J2000,19.42,V,mag,2345+007B / SDSSJ2348+0057B,2.147,spec,23:48:19.1862763759,+00:57:17.504391350,J2000,Optical,Gaia,20.56,V,mag,0.0,7.3,,,Weedman+1982 ; Subramanian+1984 ; Weir+1991 ; Duncan+1991 ; Steidel+1991 ; Bonnet+1993 ; Fischer+1994 ; Mellier+1994 ; Patnaik+1996 ; Dolan+1996 ; Small+1997 ; Green+2002 ; Hennawi+2006 ; Eftekharzadeh+2017,1982ApJ...255L...5W ; 1984ApJ...276..440S ; 1991AJ....101...66W ; 1991ApJ...375L..41D ; 1991AJ....102.1610S ; 1993A&A...280L...7B ; 1994ApJ...431L..71F ; 1994A&A...289L..15M ; 1996MNRAS.281L..17P ; 1996Ap&SS.240..295D ; 1997AJ....114.2254S ; 2002ApJ...571..721G ; 2006AJ....131....1H ; 2017MNRAS.468...77E,https://doi.org/10.1086/183759 ; https://doi.org/10.1086/161630 ; https://doi.org/10.1086/115666 ; https://doi.org/10.1086/186083 ; https://doi.org/10.1086/115983 ; NA ; https://doi.org/10.1086/187475 ; NA ; https://doi.org/10.1093/mnras/281.2.L17 ; https://doi.org/10.1007/BF00639593 ; https://doi.org/10.1086/118645 ; https://doi.org/10.1086/340051 ; https://doi.org/10.1086/498235 ; https://doi.org/10.1093/mnras/stx412,No X-ray evidence for a foreground lensing cluster found by Green+2002 and no lens identified; X-ray continua are found to be incompatible as are the optical to X-ray flux ratios; the optical spectral similarities remains a mystery. Coordinates from Simbad. 
1792,Binary Quasar / Dual AGN Candidate,,Lens Selection / -99,Optical Spectroscopy / -99,SDSSJ0740+2926A,0.978,spec,7:40:13.45,+29:26:48.4,,,,18.46,SDSS g PSF ext-corr,asinh,SDSSJ0740+2926B,0.98,spec,7:40:13.43,+29:26:45.7,,,,19.67,SDSS g PSF ext-corr,asinh,-302.17273739786566,2.6,,,Hennawi+2006 ; Inada+2008 ; Lemon+2018,2006AJ....131....1H ; 2008AJ....135..496I ; 2018MNRAS.479.5060L,https://doi.org/10.1086/498235 ; https://doi.org/10.1088/0004-6256/135/2/496 ; https://doi.org/10.1093/mnras/sty911,
1793,Binary Quasar / Dual AGN Candidate,,Lens Selection / -99,Optical Spectroscopy / -99,SDSSJ1035+0752A,1.216,spec,10:35:19.37,+7:52:58.0,,,,19.13,SDSS g PSF ext-corr,asinh,SDSSJ1035+0752B,1.218,spec,10:35:19.23,+7:52:56.4,,,,20.42,SDSS g PSF ext-corr,asinh,-269.7338197265595,2.7,,,Hennawi+2006 ; Inada+2008 ; Eftekharzadeh+2017,2006AJ....131....1H ; 2008AJ....135..496I ; 2017MNRAS.468...77E,https://doi.org/10.1086/498235 ; https://doi.org/10.1088/0004-6256/135/2/496 ; https://doi.org/10.1093/mnras/stx412,
1794,Binary Quasar,,Lens Selection,Optical Spectroscopy,SDSSJ1138+6807A,0.769,spec,11:38:9.21,+68:7:38.8,,,,17.98,SDSS g PSF ext-corr,asinh,SDSSJ1138+6807B,0.774,spec,11:38:8.89,+68:7:36.9,,,,19.74,SDSS g PSF ext-corr,asinh,-843.9159032425526,2.6,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1795,Binary Quasar / Dual AGN Candidate,,Lens Selection / -99,Optical Spectroscopy / -99,SDSSJ1508+3328A,0.878,spec,15:8:42.21,+33:28:2.6,,,,17.78,SDSS g PSF ext-corr,asinh,SDSSJ1508+3328B,0.878,spec,15:8:42.22,+33:28:5.5,,,,20.36,SDSS g PSF ext-corr,asinh,0.0,2.9,,,Hennawi+2006 ; Eftekharzadeh+2017,2006AJ....131....1H ; 2017MNRAS.468...77E,https://doi.org/10.1086/498235 ; https://doi.org/10.1093/mnras/stx412,
1796,Binary Quasar,,Lens Selection,Optical Spectroscopy,SDSSJ1600+0000A,1.011,spec,16:0:15.5,+0:0:45.5,,,,19.11,SDSS g PSF ext-corr,asinh,SDSSJ1600+0000B,1.011,spec,16:0:15.5,+0:0:45.5,,,,0.0,SDSS g PSF ext-corr,asinh,0.0,1.9,,,Pindor+2006 ; Hennawi+2006,2006AJ....131...41P ; 2006AJ....131....1H,https://doi.org/10.1086/497965 ; https://doi.org/10.1086/498235,
1797,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0003-0103A,0.914,spec,0:3:50.76,-1:3:59.5,,,,19.53,SDSS g PSF ext-corr,asinh,SDSSJ0003-0101B,0.909,spec,0:3:56.57,-1:1:31.7,,,,19.87,SDSS g PSF ext-corr,asinh,782.1069540977336,171.6,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1798,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0012+0052A,1.634,spec,0:12:1.88,+0:52:59.7,,,,20.82,SDSS g PSF ext-corr,asinh,SDSSJ0012+0053B,1.649,spec,0:12:2.35,+0:53:14.1,,,,20.82,SDSS g PSF ext-corr,asinh,-1697.8852333943696,16.0,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1799,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0014+0112A,2.173,spec,0:14:20.18,+1:12:12.7,,,,19.93,SDSS g PSF ext-corr,asinh,SDSSJ0014+0113B,2.179,spec,0:14:27.94,+1:13:33.2,,,,20.66,SDSS g PSF ext-corr,asinh,-564.8609569658316,141.5,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1800,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0014-0028A,1.924,spec,0:14:53.36,-0:28:27.6,,,,19.37,SDSS g PSF ext-corr,asinh,SDSSJ0014-0029B,1.92,spec,0:14:57.58,-0:29:39.1,,,,19.47,SDSS g PSF ext-corr,asinh,409.3085009196567,95.4,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1801,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0025-1048A,2.405,spec,0:25:46.94,-10:48:54.3,,,,19.86,SDSS g PSF ext-corr,asinh,SDSSJ0025-1051B,2.386,spec,0:25:44.61,-10:51:37.6,,,,20.24,SDSS g PSF ext-corr,asinh,1673.0836491280015,166.9,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1802,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0033-0018A,0.688,spec,0:33:33.62,-0:18:58.2,,,,18.04,SDSS g PSF ext-corr,asinh,SDSSJ0033-0018B,0.699,spec,0:33:25.4,-0:18:29.7,,,,19.68,SDSS g PSF ext-corr,asinh,-1942.111195278168,126.5,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1803,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0044+0018A,1.872,spec,0:44:39.33,+0:18:22.9,,,,18.36,SDSS g PSF ext-corr,asinh,SDSSJ0044+0019B,1.88,spec,0:44:34.09,+0:19:3.5,,,,19.14,SDSS g PSF ext-corr,asinh,-831.7091004754673,88.6,,,Hennawi+2006 ; Kirkman+2008 ; Tytler+2009,2006AJ....131....1H ; 2008MNRAS.391.1457K ; 2009MNRAS.392.1539T,https://doi.org/10.1086/498235 ; https://doi.org/10.1111/j.1365-2966.2008.13994.x ; https://doi.org/10.1111/j.1365-2966.2008.14159.x,
1804,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0049+0003A,1.33,spec,0:49:50.92,+0:3:30.1,,,,19.75,SDSS g PSF ext-corr,asinh,SDSSJ0049+0004B,1.336,spec,0:49:55.91,+0:4:24.8,,,,20.0,SDSS g PSF ext-corr,asinh,-768.9657237743787,92.8,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1805,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0106+0024A,1.017,spec,1:6:43.11,+0:24:35.1,,,,19.88,SDSS g PSF ext-corr,asinh,SDSSJ0106+0023B,1.019,spec,1:6:54.05,+0:23:45.0,,,,20.23,SDSS g PSF ext-corr,asinh,-296.33293020572887,171.7,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1806,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0117-0030A,1.826,spec,1:17:31.09,-0:30:2.3,,,,20.53,SDSS g PSF ext-corr,asinh,SDSSJ0117-0029B,1.824,spec,1:17:27.57,-0:29:11.7,,,,20.36,SDSS g PSF ext-corr,asinh,211.6813894048136,73.1,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1807,Binary QuasarDual AGN,,Overlapping Plates / Optical Spectroscopy / Fiber Spectroscopy / Optical Imaging,Optical Spectroscopy / Optical Spectroscopy / Fiber Spectroscopy,SDSSJ0117+0020A,0.613,spec,1:17:58.84,+0:20:21.5,,,,17.67,SDSS g PSF ext-corr,asinh,SDSSJ0117+0021B,0.611,spec,1:17:58.0,+0:21:4.1,,,,20.01,SDSS g PSF ext-corr,asinh,370.9675991757059,44.5,,,Hennawi+2006 ; Farina+2011,2006AJ....131....1H ; 2011MNRAS.415.3163F,https://doi.org/10.1086/498235 ; https://doi.org/10.1111/j.1365-2966.2011.18931.x,Coordinates not provided by Farina+. This pair is drawn from the SDSS catalogs by Schneider+. Cooordinates drawn from NED instead; caution: AB may not correspond to 1 and 2 as a result.
1808,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0129-0055A,1.475,spec,1:29:42.65,-0:55:59.0,,,,19.46,SDSS g PSF ext-corr,asinh,SDSSJ0129-0057B,1.48,spec,1:29:45.47,-0:57:4.9,,,,20.16,SDSS g PSF ext-corr,asinh,-603.4302634606884,78.3,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1809,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0137-0034A,1.807,spec,1:37:32.24,-0:34:52.1,,,,18.13,SDSS g PSF ext-corr,asinh,SDSSJ0137-0036B,1.819,spec,1:37:22.54,-0:36:0.1,,,,19.25,SDSS g PSF ext-corr,asinh,-1275.5007737262858,160.7,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1810,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0139+0009A,1.21,spec,1:39:27.17,+0:9:31.4,,,,18.83,SDSS g PSF ext-corr,asinh,SDSSJ0139+0010B,1.212,spec,1:39:17.83,+0:10:56.0,,,,20.1,SDSS g PSF ext-corr,asinh,-270.46579722866034,163.7,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1811,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0141+0031A,1.892,spec,1:41:11.63,+0:31:45.9,,,,20.19,SDSS g PSF ext-corr,asinh,SDSSJ0141+0031B,1.903,spec,1:41:10.41,+0:31:7.1,,,,20.59,SDSS g PSF ext-corr,asinh,-1135.112389779989,42.9,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1812,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0150+0029A,0.763,spec,1:50:17.71,+0:29:2.4,,,,19.11,SDSS g PSF ext-corr,asinh,SDSSJ0150+0029B,0.758,spec,1:50:10.16,+0:29:7.5,,,,18.98,SDSS g PSF ext-corr,asinh,849.1888584328274,113.4,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1813,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0158+0013A,2.128,spec,1:58:0.43,+0:13:57.1,,,,20.08,SDSS g PSF ext-corr,asinh,SDSSJ0158+0014B,2.139,spec,1:58:10.78,+0:14:41.0,,,,20.41,SDSS g PSF ext-corr,asinh,-1049.6217862524911,161.4,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1814,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0203+0059A,1.996,spec,2:3:34.95,+0:59:55.6,,,,20.46,SDSS g PSF ext-corr,asinh,SDSSJ0203+0057B,2.006,spec,2:3:31.29,+0:57:41.7,,,,20.5,SDSS g PSF ext-corr,asinh,-996.3317894041128,144.8,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1815,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0206+0018A,1.687,spec,2:6:46.97,+0:18:0.7,,,,18.76,SDSS g PSF ext-corr,asinh,SDSSJ0206+0019B,1.684,spec,2:6:54.38,+0:19:22.9,,,,20.04,SDSS g PSF ext-corr,asinh,334.0159077082682,138.2,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1816,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0221-0010A,1.045,spec,2:21:53.52,-0:10:14.8,,,,20.64,SDSS g PSF ext-corr,asinh,SDSSJ0221-0010B,1.034,spec,2:21:58.78,-0:10:44.4,,,,20.23,SDSS g PSF ext-corr,asinh,1612.6384315956202,84.2,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1817,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0229-0000A,0.558,spec,2:29:23.44,-0:0:47.9,,,,18.64,SDSS g PSF ext-corr,asinh,SDSSJ0229-0003B,0.563,spec,2:29:22.3,-0:3:34.4,,,,19.73,SDSS g PSF ext-corr,asinh,-958.0238147986652,167.3,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1818,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0232+0005A,1.792,spec,2:32:32.27,+0:5:52.9,,,,18.5,SDSS g PSF ext-corr,asinh,SDSSJ0232+0006B,1.797,spec,2:32:26.0,+0:6:32.1,,,,20.28,SDSS g PSF ext-corr,asinh,-534.9789957059161,101.8,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1819,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0242-0812A,1.228,spec,2:42:36.91,-8:12:14.0,,,,20.08,SDSS g PSF ext-corr,asinh,SDSSJ0242-0810B,1.224,spec,2:42:40.12,-8:10:53.8,,,,20.15,SDSS g PSF ext-corr,asinh,537.2861790323617,93.3,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1820,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0245-0113A,2.462,spec,2:45:12.08,-1:13:14.0,,,,19.85,SDSS g PSF ext-corr,asinh,SDSSJ0245-0113B,2.459,spec,2:45:11.9,-1:13:17.6,,,,20.57,SDSS g PSF ext-corr,asinh,259.21104795904654,4.5,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1821,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0257+0015A,1.612,spec,2:57:27.25,+0:15:45.8,,,,19.74,SDSS g PSF ext-corr,asinh,SDSSJ0257+0014B,1.616,spec,2:57:25.77,+0:14:44.1,,,,20.27,SDSS g PSF ext-corr,asinh,-457.5360749304853,65.5,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1822,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0258-0003A,1.32,spec,2:58:15.55,-0:3:34.2,,,,18.93,SDSS g PSF ext-corr,asinh,SDSSJ0258-0003B,1.321,spec,2:58:13.66,-0:3:26.5,,,,19.89,SDSS g PSF ext-corr,asinh,-128.85153463390577,29.4,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1823,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0312-0048A,2.139,spec,3:12:19.69,-0:48:8.0,,,,20.04,SDSS g PSF ext-corr,asinh,SDSSJ0312-0049B,2.152,spec,3:12:23.6,-0:49:10.7,,,,20.15,SDSS g PSF ext-corr,asinh,-1235.7283108686238,85.8,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1824,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0315-0047A,2.17,spec,3:15:1.18,-0:47:50.8,,,,19.21,SDSS g PSF ext-corr,asinh,SDSSJ0315-0045B,2.167,spec,3:15:2.23,-0:45:50.7,,,,19.42,SDSS g PSF ext-corr,asinh,283.0991948767544,121.2,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1825,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0322+0006A,0.701,spec,3:22:31.37,+0:6:49.6,,,,19.07,SDSS g PSF ext-corr,asinh,SDSSJ0322+0007B,0.694,spec,3:22:41.93,+0:7:48.0,,,,19.95,SDSS g PSF ext-corr,asinh,1232.9844489980096,168.7,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1826,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0331-0000A,1.771,spec,3:31:26.91,-0:0:10.0,,,,19.54,SDSS g PSF ext-corr,asinh,SDSSJ0331-0002B,1.77,spec,3:31:31.18,-0:2:7.8,,,,19.64,SDSS g PSF ext-corr,asinh,107.92275410986832,134.2,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1827,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0335-0022A,1.769,spec,3:35:23.3,-0:22:3.9,,,,17.9,SDSS g PSF ext-corr,asinh,SDSSJ0335-0021B,1.776,spec,3:35:31.71,-0:21:30.9,,,,20.32,SDSS g PSF ext-corr,asinh,-754.9131341733276,130.3,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1828,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0339+0029A,1.486,spec,3:39:8.28,+0:29:24.9,,,,20.09,SDSS g PSF ext-corr,asinh,SDSSJ0339+0030B,1.483,spec,3:39:12.37,+0:30:55.5,,,,20.24,SDSS g PSF ext-corr,asinh,361.0383067169472,109.3,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1829,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0342+0042A,0.551,spec,3:42:18.78,+0:42:7.3,,,,20.48,SDSS g PSF ext-corr,asinh,SDSSJ0342+0039B,0.56,spec,3:42:10.11,+0:39:14.7,,,,21.73,SDSS g PSF ext-corr,asinh,-1729.9758782493152,216.1,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1830,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0350-0031A,2.001,spec,3:50:53.29,-0:31:14.7,,,,20.17,SDSS g PSF ext-corr,asinh,SDSSJ0350-0032B,1.992,spec,3:50:53.05,-0:32:0.1,,,,19.4,SDSS g PSF ext-corr,asinh,898.0456970169025,45.5,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1831,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0740+4239A,1.614,spec,7:40:52.52,+42:39:35.5,,,,18.1,SDSS g PSF ext-corr,asinh,SDSSJ0740+4240B,1.617,spec,7:40:49.1,+42:40:36.4,,,,18.82,SDSS g PSF ext-corr,asinh,-342.95534504706006,71.6,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
1832,Binary Quasar,,Overlapping Plates,Optical Spectroscopy,SDSSJ0743+2054A,1.561,spec,7:43:37.29,+20:54:37.1,,,,19.86,SDSS g PSF ext-corr,asinh,SDSSJ0743+2055B,1.567,spec,7:43:36.85,+20:55:12.1,,,,20.08,SDSS g PSF ext-corr,asinh,-699.6870296413405,35.5,,,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,
