System Type,Literature Name,Name1,Selection Method,Confirmation Method,z1,z1_type,RA1,Dec1,Equinox,Coordinate_waveband1,Coordinate_Source1,Brightness1,Brightness_band1,Brightness_type1,Name2,z2,z2_type,RA2,Dec2,Equinox,Coordinate_waveband2,Coordinate_Source2,Brightness2,Brightness_band2,Brightness_type2,Sep,Sep(kpc),Paper(s),BibCode(s),DOI(s),Notes

Dual/Triple AGN Candidate,NGC 3341,NGC 3341B Nucleus,Optical Spectroscopic Emission Lines,NA,0.027339,spec,10:42:31.47,+05:02:37.63,J2000,X-ray,Chandra,,,,NGC 3341B,0.027154,spec,10:42:32.05,+05:02:41.51,J2000,X-ray,Chandra,,,,NGC 3341C,0.027169,spec,10:42:31.75,+05:02:52.83,J2000,Optical,SDSS,,,,9.5,5.1,12,6.4,15.6,8.4,Barth+2008 ; Bianchi+2013,2008ApJ...683L.119B ; 2013MNRAS.435.2335B,https://doi.org/10.1086/591905 ; https://doi.org/10.1093/mnras/stt1459,Coordinates are not listed in Barth so they are pulled from bianchi. Redshifts from Bianchi. Separations 12 and 13 come from  Barth while 23 comes from Bianchi.

Dual AGN / Triple AGN Candidate,SDSS J1027+1749,J102700.40+174900.8 (SDSS J1027+1749A),Optical Spectroscopic Emission Lines,X-ray Imaging / Long Slit Optical Observations,,0.0668,spec,10:27:00.40,+17:49:00.8,J2000,Optical,SDSS,,,,J102700.55+174900.2 (SDSS J1027+1749B),0.0664,spec,10:27:00.55,+17:49:00.2,J2000,Optical,SDSS,,,,J102700.38+174902.6 (SDSS J1027+1749C),0.0652,spec,10:27:00.38,+17:49:02.6,J2000,Optical,SDSS,,,,,3.0,,,,2.4,Liu+2011a,2011ApJ...736L...7L,https://doi.org/10.1088/2041-8205/736/1/L7,Triple AGN candidate but Foord+2021 showed there are likely two AGNs so this is a dual AGN. No listed separation between B and C so that is blank here. Separations are not quoted in arcseconds so we will need to go and gather that info.

Triple AGN Candidate,J123652+621354,J123652+621354A,Serendipitous / HST Imaging,,1.3550,spec,12:36:52.77,+62:13:54.8,J2000,,,,,,J123652+621354BC,1.3550,spec,12:36:52.77,+62:13:54.8,J2000,,,,,,J123652+621354D,1.3550,spec,12:36:52.77,+62:13:54.8,J2000,,,,,,,,,,,,Schawinski+2011,2011ApJ...743L..37S,10.1088/2041-8205/743/2/L37,No distinct coordinates or redshifts provided for the nuclei. No name given either so I have assigned it a name based on the RA and DEC values.

Triple AGN,SDSS J0849+1114,J0849+1114 Gal 1,Mid-Infrared Selection / Optical Spectroscopy,X-ray Imaging and Spectroscopy / Optical Spectroscopy,0.77,spec,08:49:05.529,+11:14:47.876,J2000,0.3-8 keV,Chandra,,,,J0849+1114 Gal 2,0.77,spec,08:49:05.381,+11:14:47.876,0.3-8 keV,Chandra,,,,J0849+1114,0.77,spec,08:49:05.448,+11:14:51.646,0.3-8 keV,Chandra,,,,2.3,,5.0,,3.6,,Pfeifle+2019b ; Gabányi+2019 ; Liu+2019, 2019ApJ...883..167P ;  2019A&A...630L...5G ; 2019ApJ...887...90L,https://doi.org/10.3847/1538-4357/ab3a9b ; https://doi.org/10.1051/0004-6361/201936519 ; https://doi.org/10.3847/1538-4357/ab54c3,

Triple AGN Candidate,SDSS J1056+5516,SDSS J1056+5516A,SDSS Imaging and Spectroscopy,,0.2564,spec,10:56:09.79,+55:16:04.0,J2000,Optical,SDSS,,,,SDSS J1056+5516B,0.2572,spec,10:56:09.48,+55:16:00.9,Optical,SDSS,,,,SDSS J1056+5516C,0.2566,spec,10:56:09.21,+55:16:04.2,Optical,SDSS,,,,4.0,,3.9,,4.5,,Kalfountzou+2017,2017ApJ...851L..15K,https://doi.org/10.3847/2041-8213/aa9b2d,

Triple AGN,QQQ J1519+0627,QQQ1519A,SDSS Spectroscopy,Follow-up Spectroscopy and NIR Imaging,1.504,spec,15:19:47.3,+06:27:53,J2000,,,,,,QQQ1519B,1.513,spec,15:19:45.7,+06:27:52,,,,,,QQQ1519C,1.506,spec,15:19:45.9,+06:27:49,,,,,,23.5,,3.7,,21.1,,Farina+2013,2013MNRAS.431.1019F,https://doi.org/10.1093/mnras/stt209,

Triple AGN,QQQ 1432-0106,QSO A,Follow-up Observations,Imaging and Spectroscopy,2.076,spec,14:32:29.232,-01:06:15.68,J2000,,,,,,QSO B,2.076,spec,,,,,,,,QSO C,2.076,spec,,,,,,,5.11,,3.62,,4.29,,Djorgovski+2007,2007ApJ...662L...1D,https://doi.org/10.1086/519162,Brightnesses are nicely listed in the table and I will grab those later

Triple AGN Candidate,SDSS J150243.1+111557,SDSS J1502+1115P,Double-peaked Optical Selection / EVLA Imaging,,0.39,spec,15:02:43.088667,11:15:57.40016,J2000,5GHz,VLBA,254,5GHz,muJy,1.4,7.4,SDSS J1502+1115SE,0.39,spec,15:02:43.180261,11:15:57.06831,J2000,5GHz,VLBA,891,5GHz,muJy,26e-3,138e-3,SDSS J1502+1115SW,0.39,spec,15:02:43.178473,11:15:57.06508,J2000,5GHz,VLBA,1010,5GHz,muJy,26e-3,138e-3,Deane+2014 ; Wrobel+2014,2014Natur.511...57D ; 2014ApJ...792L...8W,https://doi.org/10.1038/nature13454 ; https://doi.org/10.1088/2041-8205/792/1/L8,Deane+ used VLBI imaging to claim the presence of a triple gravitationally bound system in the dual AGN confirmed by Fu+2011 but Wrobel+ showed that the inner binary is much more likely to be a pair of hot spots rather than a binary using VLBA imaging. Coordinates come from Wrobel+2014. Separations for J1502SE and SW give the separations between these two components. Separation for J1502P is for approximate separation between J1502P and inner 'binary' (given by the original separation from Fu+2011).

Triple AGN Candidate,4HERMES S250 SF J003519.2-440055,ES1C_60,Serendipitous / Gemin AO Imaging / Radio VLA Imaging / Spitzer Imaging,,1.45,phot,00:35:18.99,-44:00:56.7,J2000,,,,,,ES1C_62,1.44,phot,00:35:18.92,-44:00:54.8,J2000,,,,,,ES1C_55,1.37,phot,00:35:18.73,-44:00:57.3,J2000,,,,,,,,,,,,Lacy+2018,2018ApJ...8f64....8L,https://doi.org/10.3847/1538-4357/aad27d,Photometric redshifts only. One radio loud source and two 24um sources. Separations are not listed. Need to fix up the selection strategy entry for this.

Triple SMBH Candidate,4C31.61 (2201+315),C0,VLBI Imaging,,0.29474,spec,22:03:14.9757,+31:45:38.269,J2000,,,,,,C9,0.29474,spec,22:03:14.9757,+31:45:38.269,J2000,NA,NA,,,,C3,0.29474,spec,22:03:14.9757,+31:45:38.269,J2000,NA,NA,,,,0.296e-3,,NA,NA,0.577e-3,,Roland+2020,2020A&A...634A.101R,https://doi.org/10.1051/0004-6361/201834740,Coodinates and redshifts are NOT unique and come from NED. Roland+ use VLBI imaging and a previously developed model to claim the presence of a SMBH binary and a third SMBH ejected radio components.

Quintuple AGN (Compact Group),SDSS J0959+1259 (CG),J095906.68+130135.4,Optical Emission Line Ratios,Optical Emission Line Ratios / XMM-Newton X-ray Imaging,0.037,spec,09:59:06.68,+13:01:35.4,J2000,Optical,SDSS,,,,J095903.28+130220.9,0.036,spec,09:59:03.28,+13:02:20.9,J2000,Optical,SDSS,,,,J095908.95+130352.4,0.0339,09:59:08.95,+13:03:52.4,J2000,Optical,SDSS,,,,,J095914.76+125916.3,0.034,spec,09:59:14.76,+12:59:16.3,J2000,Optical,SDSS,,,,J095955.84+130237.7,0.035,spec,,09:59:55.84,+13:02:37.7,J2000,Optical,SDSS,,,327,227,377,262,318,221,259,180,389,270,De Rosa+2015,2015MNRAS.453..214D,https://doi.org/10.1093/mnras/stv1623,The separations quoted here are for the distance of each source to the ***center*** of the compact group. This system is composed of 2 Sy2s 1 Sy1 and 2 LINERs.

