System Type,Literature Name,Name1,Selection Method,Confirmation Method,z1,z1_type,RA1,Dec1,Equinox,Coordinate_waveband1,Coordinate_Source1,Brightness1,Brightness_band1,Brightness_type1,Name2,z2,z2_type,RA2,Dec2,Equinox,Coordinate_waveband2,Coordinate_Source2,Brightness2,Brightness_band2,Brightness_type2,Sep,Sep(kpc),Paper(s),BibCode(s),DOI(s),Notes

Quadruple AGN,Jackpot Nebula,J084158.47+392121.0 (f/g QSO),Serendipitous / Ly-alpha Imaging,Optical Spectroscopy,2.0412,spec,08:41:58.47,+39:21:21.0,J2000,Optical,SDSS,,,,J084158.24+392129.1 (AGN1),2.055,spec,084158.24+392129.1,J2000,Ly-alpha at redshift,KECK/LRIS,,,,J084158.66+392114.7 (AGN2),2.058,spec,08:41:58.66,+39:21:14.7,J2000,Ly-alpha at redshift,Keck/LRIS,,,,J084159.10+392104.6 (AGN3),2.050,spec,08:41:59.10,+39:21:04.6,J2000,Ly-alpha at redshift,Keck/LRIS,,,,8.6,71,6.6,55,18.0,150,Hennawi+2015,2015Sci...348..779H,https://doi.org/2015Sci...348..779H,NOTE:the separations listed here are all for the individual AGNs to the f/g QSO and not to one another

Triple AGN / Quintuple AGN Candidate, Hickson Compact Group (HCG) 15,NGC 835,Optical Spectroscopy / X-ray Spectroscopy,X-ray Spectroscopy,NGC 833,NGC 838,NGC 839,NGC 848,Turner+2001 ; O'Sullivan+2014 ; O'Sullivan+2014b, 2001A&A...365L.110T ; 2014ApJ...793...73O ; ; , https://doi.org/10.1051/0004-6361:20000070 ; https://doi.org/10.1088/0004-637X/793/2/73 ; ;,
  
Dual AGN / Triple AGN Candidate,HCG 16,NGC 833,X-ray Imaging and Spectroscopy,X-ray Imaging and Spectroscopy,0.01286,NED,02:09:20.861,-10:07:59.41,J2000,X-ray,Chandra,,,,NGC 835,0.01283,spec,02:09:24.613,-10:08:09.50,J2000,X-ray,Chandra,,,,NGC 839,0.01292,NED,02:09:42.754,-10:11:02.40,J2000,X-ray,Chandra,,,,,,,Turner+2001 ; Koss+2012 ; O'Sullivan+2014 ; Oda+2018,2001A&A...365L.110T ; 2012ApJ...746L..22K ; 2014ApJ...793...73O ; 2018ApJ...855...79O,https://doi.org/10.1051/0004-6361:20000070 ; https://doi.org/10.1088/2041-8205/746/2/L22 ; https://doi.org/10.1088/0004-637X/793/2/73 ; https://doi.org/10.3847/1538-4357/aaaccc,833 and 835 are firmly AGNs. AGNs have been suggested via optical diagnostics in 838  and 839 but 838 is more likely to be due to shocks. Turner and O'sullivan find 838 best modeled by a hard component from XRBs and a soft component from hot gas from SB driven wind. 839 was suggested to have a faint absorbed nucleus by Turner+. O'sullivan+ also find an AGN component could explain the emission or it could be that the hard emission is explained by a power law driven by XRBs. 839 is not detected by NuSTAR by 

Quasar Sextuplet,ELAN MAMMOTH-1 (BOSS1141),BOSS1441 QSO1,Ly-alpha Emitter / Absorption Groups,Narrow band imaging / Broad band imaging / Optical Spectroscopy,2.324,spec,14:40:27.91,+40:11:47.8,J2000,Optical,SDSS,,,,BOSS1441 QSO2,2.323,spec,14:40:49.15,+39:54:07.6,J2000,Optical,SDSS,,,,BOSS1441 QSO3,2.311,spec,14:41:21.67,+40:02:58.9,J2000,Optical,SDSS,,,,BOSS1441 QSO4,2.324,spec,14:40:57.39,+39:49:51.2,J2000,Optical,SDSS,,,,BOSS1441 QSO5,2.334,spec,14:41:15.91,+39:49:12.0,J2000,Optical,SDSS,,,,BOSS1441 QSO6,2.311,spec,14:41:32.26,+40:06:35.6,J2000,Optical,SDSS,,,,,,,,,,,,,,,,Cai+2017,2017ApJ...839..131C,https://doi.org/10.3847/1538-4357/aa6a1a,Separations will be measured from QSO3 to the others as QSO3 is the center of the overdensity (I think). Verify selection strategy.

Triple AGN,J102009.99+104002.7 (ELAN J1020+1040),J102009.99+104002.7,Serendipitous / MUSE Imaging / Spectroscopy,MUSE Imaging / Spectroscopy,3.164,spec,10:20:09.99,+10:40:02.7,J2000,Optical,SDSS,,,,QSO2,3.156,spec,10:20:09.58,+10:40:02.30,J2000,Optical,MUSE,,,,AGN1,3.179,spec,10:20:09.92,+10:40:13.93,J2000,Optical,MUSE,,,,6.8,,,,11.3,,Arrigoni Battaia+2018,2018MNRAS.473.3907A,https://doi.org/10.1093/mnras/stx2465,There is a tenative fourth AGN in this system but they could not confirm

Triple AGN Candidate,SDSS J121135.93+354417.6,SDSS J121135.93+354417.6,Varstrometry,,0.06,spec,12:11:35.93,+35:44:17.6,J2000,Optical,SDSS,,,,SDSS J121135.93+354417.6,0.06,spec,12:11:35.93,+35:44:17.6,J2000,Optical,SDSS,,,,SDSS J121135.93+354417.6,0.06,spec,12:11:35.93,+35:44:17.6,J2000,Optical,SDSS,,,,,,,,,,Shen+2019,2019ApJ...885L...4S,https://doi.org/10.3847/2041-8213/ab4b54,Triple candidate drawn from GAIA DR2 where there are three GAIA matches within 3''. It is unclear if this is a triple AGN or if the other GAIA sources are associated with clumpy structure in the host. Coordinates are not unique and come from SDSS designation.

Dual AGN Candidate / Triple AGN Candidate,J130653.60+073518.1,J1306+0735 NE,Mid-IR Colors / X-ray Imaging,,,spec,13:06:53.601,+07:35:18.85,J2000,X-ray,Chandra,,,,,J1306+0735 SW,13:06:53.429,+07:35:17.17,J2000,X-ray,Chandra,,,,,J1306+0735 SE,13:06:53.550,+07:35:14.44,J2000,X-ray,Chandra,,,,,,Satyapal+2017 ; Pfeifle+2019a,2017ApJ...848..126S ; 2019ApJ...875..117P,https://doi.org/10.3847/1538-4357/aa88ca ; https://doi.org/10.3847/1538-4357/ab07bc,
