System Type,Name1,Name2,Selection Method,Confirmation Method,z1,z1_type,z2,z2_type,RA1,Dec1,RA1_deg,Dec1_deg,RA2,Dec2,RA2_deg,Dec2_deg,Equinox1,Coordinate_waveband1,Coordinate_Source1,Equinox2,Coordinate_waveband2,Coordinate_Source2,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2,Sep,dV,Paper(s),BibCode(s),DOI(s),ra1_sexagesimal,dec1_sexagesimal,ra2_sexagesimal,dec2_sexagesimal
Binary Quasar,SDSSJ2325+0056A,SDSSJ2325+0057B,Fiber Spectroscopy / Optical Spectroscopy,Slit Optical Spectroscopy,1.962,spec,1.944,spec,23:25:46.71,+0:56:10.7,351.444625,0.9363055555555556,23:25:38.02,+0:57:20.0,351.40841666666665,0.9555555555555555,J2000,Optical,SDSS,J2000,Optical,SDSS,19.43,SDSS g PSF ext-corr,asinh,20.65,SDSS g PSF ext-corr,asinh,147.6,1822.5364064726955,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,,,,
Binary Quasar,SDSSJ2346+0103A,SDSSJ2346+0104B,Fiber Spectroscopy / Optical Spectroscopy,Slit Optical Spectroscopy,1.999,spec,1.995,spec,23:46:8.86,+1:3:57.0,356.53691666666657,1.0658333333333334,23:46:1.91,+1:4:42.8,356.5079583333333,1.0785555555555555,J2000,Optical,SDSS,J2000,Optical,SDSS,20.27,SDSS g PSF ext-corr,asinh,20.47,SDSS g PSF ext-corr,asinh,113.9,399.065554681328,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,,,,
Binary Quasar,SDSSJ2352-0027A,SDSSJ2352-0027B,Fiber Spectroscopy / Optical Spectroscopy,Slit Optical Spectroscopy,0.891,spec,0.88,spec,23:52:29.93,-0:27:2.5,358.1247083333333,-0.45069444444444445,23:52:20.2,-0:27:56.0,358.08416666666665,-0.46555555555555556,J2000,Optical,SDSS,J2000,Optical,SDSS,18.64,SDSS g PSF ext-corr,asinh,19.5,SDSS g PSF ext-corr,asinh,155.5,1744.350047487579,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,,,,
Binary Quasar,SDSSJ0445-0004A,SDSSJ0446-0005B,Fiber Spectroscopy / Optical Spectroscopy,Slit Optical Spectroscopy,1.241,spec,1.256,spec,4:45:56.06,-0:4:19.3,71.48358333333333,-0.07202777777777777,4:46:0.25,-0:5:20.9,71.50104166666667,-0.08913888888888888,J2000,Optical,SDSS,J2000,Optical,SDSS,19.65,SDSS g PSF ext-corr,asinh,20.24,SDSS g PSF ext-corr,asinh,88.0,-1994.6409164824915,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,,,,
Binary Quasar,SDSSJ1218+5015A,SDSSJ1218+5015B,Fiber Spectroscopy / Optical Spectroscopy,Slit Optical Spectroscopy,1.456,spec,1.456,spec,12:18:40.49,+50:15:43.8,184.6687083333333,50.262166666666666,12:18:41.02,+50:15:36.2,184.67091666666667,50.26005555555555,J2000,Optical,SDSS,J2000,Optical,SDSS,18.8,SDSS g PSF ext-corr,asinh,17.01,SDSS g PSF ext-corr,asinh,9.1,0.0,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235,,,,
Binary Quasar,2QZJ1435+0008A,2QZJ1435+0009B,Fiber Spectroscopy / Optical Spectroscopy,Slit Optical Spectroscopy,2.373,spec,2.382,spec,14:35:8.36,+0:8:44.6,218.78483333333332,0.14572222222222223,14:35:6.46,+0:9:1.7,218.77691666666664,0.15047222222222223,J2000,Optical,SDSS,J2000,Optical,SDSS,20.58,SDSS g PSF ext-corr,asinh,19.77,SDSS g PSF ext-corr,asinh,33.2,-796.7417388861488,Miller+2004 ; Hennawi+2006 ; Kirkman+2008 ; Tytler+2009,2004MNRAS.348..395M ; 2006AJ....131....1H ; 2008MNRAS.391.1457K ; 2009MNRAS.392.1539T,https://doi.org/10.1111/j.1365-2966.2004.07303.x ; https://doi.org/10.1086/498235 ; https://doi.org/10.1111/j.1365-2966.2008.13994.x ; https://doi.org/10.1111/j.1365-2966.2008.14159.x,,,,
Binary Quasar,J115822.77+123518.5,J115822.98+123520.3,Optical Imaging / Optical Colors,Optical Spectroscopy / Optical Long-Slit Spectroscopy,0.596,spec,0.596,spec,11:58:22.78,+12:35:18.6,179.59491666666665,12.5885,11:58:22.99,+12:35:20.3,179.59579166666663,12.588972222222223,J2000,Optical,SDSS,J2000,Optical,SDSS,19.9,SDSS g,asinh mag,20.12,SDSS g,asinh mag,3.56,0.0,Myers+2007 ; Myers+2008,2007ApJ...658...99M ; 2008ApJ...678..635M,https://doi.org/10.1086/511520 ; https://doi.org/10.1086/533491,,,,
Binary Quasar,J120727.09+140817.1,J120727.25+140820.3,Optical Imaging / Optical Colors,Optical Spectroscopy / Optical Long-Slit Spectroscopy,1.801,spec,1.8,spec,12:7:27.1,+14:8:17.2,181.86291666666665,14.13811111111111,12:7:27.26,+14:8:20.4,181.8635833333333,14.139,J2000,Optical,SDSS,J2000,Optical,SDSS,20.39,SDSS g,asinh mag,20.27,SDSS g,asinh mag,3.95,106.76664540942065,Myers+2007 ; Myers+2008,2007ApJ...658...99M ; 2008ApJ...678..635M,https://doi.org/10.1086/511520 ; https://doi.org/10.1086/533491,,,,
Binary Quasar,J123555.27+683627.0,J123554.78+683624.7,Optical Imaging / Optical Colors,Optical Spectroscopy / Optical Long-Slit Spectroscopy,1.514,spec,1.529,spec,12:35:55.27,+68:36:27.1,188.98029166666666,68.60752777777778,12:35:54.78,+68:36:24.8,188.97825,68.60688888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,19.7,SDSS g,asinh mag,19.04,SDSS g,asinh mag,3.51,-1778.6874165276224,Myers+2007 ; Myers+2008,2007ApJ...658...99M ; 2008ApJ...678..635M,https://doi.org/10.1086/511520 ; https://doi.org/10.1086/533491,,,,
Binary Quasar,J132022.54+305622.8,J132022.64+305618.2,Optical Imaging / Optical Colors,Optical Spectroscopy / Optical Long-Slit Spectroscopy,1.595,spec,1.596,spec,13:20:22.55,+30:56:22.9,200.09395833333332,30.939694444444445,13:20:22.64,+30:56:18.3,200.0943333333333,30.93841666666667,J2000,Optical,SDSS,J2000,Optical,SDSS,18.6,SDSS g,asinh mag,19.92,SDSS g,asinh mag,4.74,-115.1993792733697,Myers+2007 ; Myers+2008,2007ApJ...658...99M ; 2008ApJ...678..635M,https://doi.org/10.1086/511520 ; https://doi.org/10.1086/533491,,,,
Binary Quasar,J141855.41+244108.9,J141855.53+244104.7,Optical Imaging / Optical Colors,Optical Spectroscopy / Optical Long-Slit Spectroscopy,0.572,spec,0.573,spec,14:18:55.42,+24:41:8.9,214.73091666666664,24.685805555555557,14:18:55.54,+24:41:4.7,214.73141666666663,24.684638888888887,J2000,Optical,SDSS,J2000,Optical,SDSS,19.27,SDSS g,asinh mag,20.22,SDSS g,asinh mag,4.5,-190.14306503693066,Myers+2007 ; Myers+2008,2007ApJ...658...99M ; 2008ApJ...678..635M,https://doi.org/10.1086/511520 ; https://doi.org/10.1086/533491,,,,
Binary Quasar,J142604.32+071930.0,J142604.26+071925.8,Optical Imaging / Optical Colors,Optical Spectroscopy / Optical Long-Slit Spectroscopy,1.309,spec,1.312,spec,14:26:4.33,+7:19:30.0,216.51804166666665,7.325,14:26:4.27,+7:19:25.9,216.51779166666665,7.3238611111111105,J2000,Optical,SDSS,J2000,Optical,SDSS,20.12,SDSS g,asinh mag,20.82,SDSS g,asinh mag,4.27,-388.22749272374375,Myers+2007 ; Myers+2008,2007ApJ...658...99M ; 2008ApJ...678..635M,https://doi.org/10.1086/511520 ; https://doi.org/10.1086/533491,,,,
Binary Quasar,J143002.88+071411.3,J143002.66+071415.6,Optical Imaging / Optical Colors,Optical Spectroscopy / Optical Long-Slit Spectroscopy,1.261,spec,1.246,spec,14:30:2.89,+7:14:11.3,217.51204166666665,7.236472222222222,14:30:2.66,+7:14:15.6,217.51108333333332,7.237666666666667,J2000,Optical,SDSS,J2000,Optical,SDSS,19.5,SDSS g,asinh mag,20.27,SDSS g,asinh mag,5.41,1990.2153636090475,Myers+2007 ; Myers+2008,2007ApJ...658...99M ; 2008ApJ...678..635M,https://doi.org/10.1086/511520 ; https://doi.org/10.1086/533491,,,,
Binary Quasar,J145826.72+544813.1,J145826.16+544814.8,Optical Imaging / Optical Colors,Optical Spectroscopy / Optical Long-Slit Spectroscopy,1.912,spec,1.913,spec,14:58:26.73,+54:48:13.2,224.61137499999998,54.803666666666665,14:58:26.17,+54:48:14.8,224.60904166666666,54.804111111111105,J2000,Optical,SDSS,J2000,Optical,SDSS,20.53,SDSS g,asinh mag,20.79,SDSS g,asinh mag,5.14,-102.66094118042238,Myers+2007 ; Myers+2008,2007ApJ...658...99M ; 2008ApJ...678..635M,https://doi.org/10.1086/511520 ; https://doi.org/10.1086/533491,,,,
Binary Quasar,J150747.23+290333.2,J150746.90+290334.1,Optical Imaging / Optical Colors,Optical Spectroscopy / Optical Long-Slit Spectroscopy,0.862,spec,0.875,spec,15:7:47.23,+29:3:33.3,226.94679166666663,29.059250000000002,15:7:46.91,+29:3:34.2,226.9454583333333,29.0595,J2000,Optical,SDSS,J2000,Optical,SDSS,19.97,SDSS g,asinh mag,20.44,SDSS g,asinh mag,4.35,-2080.253123841308,Myers+2007 ; Myers+2008,2007ApJ...658...99M ; 2008ApJ...678..635M,https://doi.org/10.1086/511520 ; https://doi.org/10.1086/533491,,,,
Binary Quasar,J160603.02+290050.8,J160602.81+290048.7,Optical Imaging / Optical Colors,Optical Spectroscopy / Optical Long-Slit Spectroscopy,0.769,spec,0.769,spec,16:6:3.02,+29:0:50.9,241.51258333333334,29.01413888888889,16:6:2.81,+29:0:48.8,241.5117083333333,29.013555555555556,J2000,Optical,SDSS,J2000,Optical,SDSS,18.42,SDSS g,asinh mag,18.5,SDSS g,asinh mag,3.45,0.0,Myers+2007 ; Myers+2008,2007ApJ...658...99M ; 2008ApJ...678..635M,https://doi.org/10.1086/511520 ; https://doi.org/10.1086/533491,,,,
Binary Quasar,J163510.30+291116.1,J163510.14+291120.6,Optical Imaging / Optical Colors,Optical Spectroscopy / Optical Long-Slit Spectroscopy,1.59,spec,1.582,spec,16:35:10.31,+29:11:16.2,248.7929583333333,29.187833333333334,16:35:10.15,+29:11:20.6,248.7922916666666,29.189055555555555,J2000,Optical,SDSS,J2000,Optical,SDSS,20.43,SDSS g,asinh mag,18.83,SDSS g,asinh mag,4.92,924.9784520528938,Myers+2007 ; Myers+2008,2007ApJ...658...99M ; 2008ApJ...678..635M,https://doi.org/10.1086/511520 ; https://doi.org/10.1086/533491,,,,
Binary Quasar Candidate,J024037.34-070626.3,J024037.11-070623.9,Optical Imaging / Optical Colors,,1.875,phot,1.575,phot,2:40:37.35,-7:6:26.3,40.15562499999999,-7.1073055555555555,2:40:37.11,-7:6:23.9,40.15462499999999,-7.106638888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,20.51,SDSS g,asinh mag,20.98,SDSS g,asinh mag,4.3,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J034134.90-063150.3,J034134.78-063145.7,Optical Imaging / Optical Colors,,1.925,phot,1.425,phot,3:41:34.91,-6:31:50.4,55.39545833333333,-6.530666666666667,3:41:34.79,-6:31:45.7,55.39495833333333,-6.529361111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,19.67,SDSS g,asinh mag,21.18,SDSS g,asinh mag,5.01,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J071803.50+402102.6,J071803.09+402059.1,Optical Imaging / Optical Colors,,1.925,phot,1.775,phot,7:18:3.51,+40:21:2.7,109.514625,40.35075,7:18:3.09,+40:20:59.2,109.51287499999998,40.34977777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,20.39,SDSS g,asinh mag,21.07,SDSS g,asinh mag,5.93,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J073009.55+354151.9,J073009.66+354149.2,Optical Imaging / Optical Colors,,1.825,phot,0.875,phot,7:30:9.56,+35:41:52.0,112.53983333333332,35.69777777777777,7:30:9.66,+35:41:49.2,112.54024999999999,35.696999999999996,J2000,Optical,SDSS,J2000,Optical,SDSS,20.7,SDSS g,asinh mag,20.99,SDSS g,asinh mag,3.06,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J075339.86+173410.6,J075340.08+173408.0,Optical Imaging / Optical Colors,,0.975,phot,1.275,phot,7:53:39.87,+17:34:10.7,118.41612499999998,17.56963888888889,7:53:40.08,+17:34:8.0,118.41699999999999,17.56888888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,19.61,SDSS g,asinh mag,20.48,SDSS g,asinh mag,4.07,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J081313.10+541647.0,J081312.63+541649.9,Optical Imaging / Optical Colors,,0.775,phot,0.725,phot,8:13:13.11,+54:16:47.0,123.30462499999999,54.27972222222222,8:13:12.64,+54:16:49.9,123.30266666666665,54.28052777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,17.4,SDSS g,asinh mag,20.25,SDSS g,asinh mag,5.04,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J081803.82+191703.4,J081804.05+191703.8,Optical Imaging / Optical Colors,,1.725,phot,1.775,phot,8:18:3.83,+19:17:3.5,124.51595833333332,19.28430555555556,8:18:4.05,+19:17:3.8,124.516875,19.28438888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,20.14,SDSS g,asinh mag,21.17,SDSS g,asinh mag,3.2,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J084624.33+270958.3,J084624.50+271002.3,Optical Imaging / Optical Colors,,2.175,phot,2.175,phot,8:46:24.34,+27:9:58.4,131.60141666666667,27.16622222222222,8:46:24.51,+27:10:2.4,131.602125,27.167333333333335,J2000,Optical,SDSS,J2000,Optical,SDSS,20.66,SDSS g,asinh mag,20.62,SDSS g,asinh mag,4.64,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J085011.87+093122.0,J085011.82+093119.6,Optical Imaging / Optical Colors,,0.675,phot,0.775,phot,8:50:11.87,+9:31:22.1,132.54945833333335,9.522805555555557,8:50:11.82,+9:31:19.7,132.54925,9.52213888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,21.17,SDSS g,asinh mag,21.15,SDSS g,asinh mag,2.5,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J090018.12+031228.5,J090017.91+031231.9,Optical Imaging / Optical Colors,,1.338,spec,1.575,phot,9:0:18.13,+3:12:28.5,135.07554166666665,3.2079166666666667,9:0:17.91,+3:12:32.0,135.07462499999997,3.208888888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,19.65,SDSS g,asinh mag,20.79,SDSS g,asinh mag,4.68,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J092456.85+092003.0,J092457.08+092006.3,Optical Imaging / Optical Colors,,1.375,phot,1.525,phot,9:24:56.85,+9:20:3.1,141.236875,9.334194444444446,9:24:57.09,+9:20:6.4,141.237875,9.335111111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,20.71,SDSS g,asinh mag,21.05,SDSS g,asinh mag,4.8,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J092544.30+052541.6,J092544.41+052545.3,Optical Imaging / Optical Colors,,0.875,phot,1.425,phot,9:25:44.3,+5:25:41.6,141.4345833333333,5.428222222222223,9:25:44.41,+5:25:45.3,141.43504166666665,5.429250000000001,J2000,Optical,SDSS,J2000,Optical,SDSS,20.49,SDSS g,asinh mag,20.71,SDSS g,asinh mag,4.04,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J092659.17+070652.1,J092659.28+070656.6,Optical Imaging / Optical Colors,,1.375,phot,1.375,phot,9:26:59.17,+7:6:52.1,141.74654166666667,7.114472222222222,9:26:59.29,+7:6:56.6,141.74704166666666,7.115722222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,20.4,SDSS g,asinh mag,20.93,SDSS g,asinh mag,4.82,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J093015.01+420033.6,J093014.81+420038.7,Optical Imaging / Optical Colors,,2.025,phot,0.544,spec,9:30:15.02,+42:0:33.7,142.5625833333333,42.00936111111111,9:30:14.82,+42:0:38.7,142.56175,42.01075,J2000,Optical,SDSS,J2000,Optical,SDSS,20.03,SDSS g,asinh mag,19.71,SDSS g,asinh mag,5.5,,Myers+2007 ; Myers+2008,2007ApJ...658...99M ; 2008ApJ...678..635M,https://doi.org/10.1086/511520 ; https://doi.org/10.1086/533491,,,,
Binary Quasar Candidate,J093424.32+421130.8,J093424.11+421135.0,Optical Imaging / Optical Colors,,1.339,spec,1.675,phot,9:34:24.32,+42:11:30.9,143.60133333333332,42.191916666666664,9:34:24.11,+42:11:35.0,143.6004583333333,42.19305555555555,J2000,Optical,SDSS,J2000,Optical,SDSS,20.3,SDSS g,asinh mag,21.01,SDSS g,asinh mag,4.8,,Myers+2007 ; Myers+2008,2007ApJ...658...99M ; 2008ApJ...678..635M,https://doi.org/10.1086/511520 ; https://doi.org/10.1086/533491,,,,
Binary Quasar Candidate,J093521.02+641219.8,J093521.80+641221.9,Optical Imaging / Optical Colors,,1.566,spec,0.375,phot,9:35:21.02,+64:12:19.9,143.83758333333333,64.20552777777777,9:35:21.81,+64:12:22.0,143.840875,64.20611111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,20.99,SDSS g,asinh mag,20.96,SDSS g,asinh mag,5.55,,Myers+2007 ; Myers+2008,2007ApJ...658...99M ; 2008ApJ...678..635M,https://doi.org/10.1086/511520 ; https://doi.org/10.1086/533491,,,,
Binary Quasar Candidate,J093735.59+631458.6,J093734.88+631456.3,Optical Imaging / Optical Colors,,1.325,phot,1.025,phot,9:37:35.6,+63:14:58.6,144.39833333333334,63.249611111111115,9:37:34.88,+63:14:56.3,144.39533333333333,63.24897222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,20.99,SDSS g,asinh mag,20.22,SDSS g,asinh mag,5.34,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J093804.87+531742.7,J093804.25+531743.6,Optical Imaging / Optical Colors,,2.225,phot,2.025,phot,9:38:4.87,+53:17:42.8,144.52029166666662,53.29522222222222,9:38:4.26,+53:17:43.6,144.51774999999998,53.29544444444444,J2000,Optical,SDSS,J2000,Optical,SDSS,19.63,SDSS g,asinh mag,20.82,SDSS g,asinh mag,5.59,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J095840.74+332216.3,J095840.94+332211.5,Optical Imaging / Optical Colors,,1.888,spec,1.725,phot,9:58:40.75,+33:22:16.3,149.66979166666664,33.37119444444445,9:58:40.95,+33:22:11.6,149.67062499999997,33.36988888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,19.18,SDSS g,asinh mag,20.64,SDSS g,asinh mag,5.33,,Myers+2007 ; Myers+2008,2007ApJ...658...99M ; 2008ApJ...678..635M,https://doi.org/10.1086/511520 ; https://doi.org/10.1086/533491,,,,
Binary Quasar Candidate,J100128.61+502756.8,J100128.34+502758.4,Optical Imaging / Optical Colors,,1.839,spec,1.575,phot,10:1:28.61,+50:27:56.9,150.36920833333332,50.465805555555555,10:1:28.35,+50:27:58.4,150.368125,50.46622222222223,J2000,Optical,SDSS,J2000,Optical,SDSS,17.6,SDSS g,asinh mag,18.34,SDSS g,asinh mag,2.93,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J100735.42+012559.3,J100735.58+012555.9,Optical Imaging / Optical Colors,,1.225,phot,1.225,phot,10:7:35.42,+1:25:59.3,151.8975833333333,1.433138888888889,10:7:35.59,+1:25:55.9,151.89829166666667,1.4321944444444445,J2000,Optical,SDSS,J2000,Optical,SDSS,21.04,SDSS g,asinh mag,20.58,SDSS g,asinh mag,4.19,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J103340.52+022831.0,J103340.32+022830.6,Optical Imaging / Optical Colors,,1.775,phot,0.375,phot,10:33:40.52,+2:28:31.1,158.41883333333334,2.475305555555556,10:33:40.33,+2:28:30.6,158.41804166666665,2.475166666666667,J2000,Optical,SDSS,J2000,Optical,SDSS,20.25,SDSS g,asinh mag,20.26,SDSS g,asinh mag,2.93,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J103939.31+100253.0,J103939.53+100254.3,Optical Imaging / Optical Colors,,0.161,spec,1.125,phot,10:39:39.32,+10:2:53.0,159.91383333333332,10.048055555555555,10:39:39.53,+10:2:54.4,159.91470833333332,10.048444444444444,J2000,Optical,SDSS,J2000,Optical,SDSS,18.42,SDSS g,asinh mag,19.6,SDSS g,asinh mag,3.46,,Myers+2007 ; Myers+2008,2007ApJ...658...99M ; 2008ApJ...678..635M,https://doi.org/10.1086/511520 ; https://doi.org/10.1086/533491,,,,
Binary Quasar Candidate,J104110.01+051443.7,J104109.71+051447.5,Optical Imaging / Optical Colors,,2.375,phot,0.175,phot,10:41:10.01,+5:14:43.7,160.2917083333333,5.245472222222222,10:41:9.72,+5:14:47.6,160.2905,5.246555555555555,J2000,Optical,SDSS,J2000,Optical,SDSS,20.61,SDSS g,asinh mag,20.61,SDSS g,asinh mag,5.79,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J104421.06+042950.8,J104421.22+042949.6,Optical Imaging / Optical Colors,,1.575,phot,1.425,phot,10:44:21.07,+4:29:50.8,161.08779166666662,4.497444444444445,10:44:21.23,+4:29:49.7,161.0884583333333,4.497138888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,20.97,SDSS g,asinh mag,19.86,SDSS g,asinh mag,2.68,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J104530.70+510611.4,J104531.09+510615.3,Optical Imaging / Optical Colors,,1.225,phot,1.575,phot,10:45:30.7,+51:6:11.4,161.37791666666664,51.10316666666667,10:45:31.09,+51:6:15.4,161.37954166666665,51.10427777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,20.76,SDSS g,asinh mag,20.39,SDSS g,asinh mag,5.37,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J110352.16+443604.2,J110351.86+443602.5,Optical Imaging / Optical Colors,,1.225,phot,1.525,phot,11:3:52.17,+44:36:4.2,165.96737499999998,44.60116666666667,11:3:51.87,+44:36:2.6,165.966125,44.600722222222224,J2000,Optical,SDSS,J2000,Optical,SDSS,20.43,SDSS g,asinh mag,20.62,SDSS g,asinh mag,3.59,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J111844.67+142850.6,J111844.40+142854.8,Optical Imaging / Optical Colors,,1.625,phot,1.875,phot,11:18:44.67,+14:28:50.7,169.68612499999998,14.48075,11:18:44.4,+14:28:54.9,169.685,14.481916666666667,J2000,Optical,SDSS,J2000,Optical,SDSS,21.01,SDSS g,asinh mag,21.08,SDSS g,asinh mag,5.74,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J115119.05+465234.5,J115118.87+465235.1,Optical Imaging / Optical Colors,,0.325,phot,1.225,phot,11:51:19.05,+46:52:34.5,177.82937499999997,46.87625,11:51:18.88,+46:52:35.1,177.82866666666666,46.876416666666664,J2000,Optical,SDSS,J2000,Optical,SDSS,20.5,SDSS g,asinh mag,20.67,SDSS g,asinh mag,1.9,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J115217.31-004746.2,J115217.32-004750.1,Optical Imaging / Optical Colors,,1.525,phot,2.075,phot,11:52:17.32,-0:47:46.2,178.07216666666665,-0.7961666666666667,11:52:17.32,-0:47:50.2,178.07216666666665,-0.7972777777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,21.0,SDSS g,asinh mag,20.79,SDSS g,asinh mag,3.98,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J120517.34+062125.3,J120517.71+062127.1,Optical Imaging / Optical Colors,,1.625,phot,0.975,phot,12:5:17.35,+6:21:25.3,181.32229166666667,6.357027777777778,12:5:17.72,+6:21:27.1,181.3238333333333,6.3575277777777774,J2000,Optical,SDSS,J2000,Optical,SDSS,20.13,SDSS g,asinh mag,20.79,SDSS g,asinh mag,5.85,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J120807.68+124602.3,J120808.04+124605.0,Optical Imaging / Optical Colors,,1.742,spec,1.525,phot,12:8:7.68,+12:46:2.4,182.03199999999995,12.767333333333335,12:8:8.04,+12:46:5.0,182.03349999999998,12.768055555555556,J2000,Optical,SDSS,J2000,Optical,SDSS,19.02,SDSS g,asinh mag,20.91,SDSS g,asinh mag,5.86,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J120845.14+351051.0,J120844.97+351047.8,Optical Imaging / Optical Colors,,1.275,phot,1.575,phot,12:8:45.14,+35:10:51.1,182.1880833333333,35.180861111111106,12:8:44.98,+35:10:47.8,182.18741666666662,35.179944444444445,J2000,Optical,SDSS,J2000,Optical,SDSS,18.99,SDSS g,asinh mag,21.02,SDSS g,asinh mag,3.83,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J120957.67+113659.3,J120957.71+113656.6,Optical Imaging / Optical Colors,,0.975,phot,1.125,phot,12:9:57.67,+11:36:59.4,182.49029166666665,11.6165,12:9:57.72,+11:36:56.6,182.49049999999997,11.615722222222223,J2000,Optical,SDSS,J2000,Optical,SDSS,20.7,SDSS g,asinh mag,20.77,SDSS g,asinh mag,2.83,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J121646.05+352941.5,J121645.93+352941.5,Optical Imaging / Optical Colors,,2.075,phot,1.575,phot,12:16:46.05,+35:29:41.5,184.19187499999998,35.49486111111111,12:16:45.93,+35:29:41.6,184.191375,35.49488888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,19.43,SDSS g,asinh mag,20.39,SDSS g,asinh mag,1.45,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J130036.43+082802.9,J130036.15+082759.8,Optical Imaging / Optical Colors,,1.125,phot,1.025,phot,13:0:36.44,+8:28:2.9,195.15183333333331,8.467472222222222,13:0:36.15,+8:27:59.9,195.15062499999996,8.466638888888887,J2000,Optical,SDSS,J2000,Optical,SDSS,17.75,SDSS g,asinh mag,21.07,SDSS g,asinh mag,5.21,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
