System Type,Name1,Name2,Selection Method,Confirmation Method,z1,z1_type,z2,z2_type,RA1,Dec1,RA1_deg,Dec1_deg,RA2,Dec2,RA2_deg,Dec2_deg,Equinox1,Coordinate_waveband1,Coordinate_Source1,Equinox2,Coordinate_waveband2,Coordinate_Source2,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2,Sep,dV,Paper(s),BibCode(s),DOI(s),ra1_sexagesimal,dec1_sexagesimal,ra2_sexagesimal,dec2_sexagesimal
Binary Quasar Candidate,J133114.29+143834.4,J133114.19+143837.0,Optical Imaging / Optical Colors,,2.125,phot,0.475,phot,13:31:14.29,+14:38:34.4,202.80954166666663,14.642888888888889,13:31:14.19,+14:38:37.1,202.80912499999997,14.643638888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,20.71,SDSS g,asinh mag,21.07,SDSS g,asinh mag,3.06,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J133128.86+373714.4,J133129.01+373709.4,Optical Imaging / Optical Colors,,0.425,phot,1.775,phot,13:31:28.87,+37:37:14.4,202.87029166666667,37.620666666666665,13:31:29.02,+37:37:9.4,202.87091666666666,37.619277777777775,J2000,Optical,SDSS,J2000,Optical,SDSS,21.02,SDSS g,asinh mag,20.3,SDSS g,asinh mag,5.27,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J133901.97+620851.5,J133901.91+620847.7,Optical Imaging / Optical Colors,,1.775,phot,1.575,phot,13:39:1.98,+62:8:51.6,204.75824999999998,62.147666666666666,13:39:1.91,+62:8:47.7,204.7579583333333,62.14658333333333,J2000,Optical,SDSS,J2000,Optical,SDSS,20.32,SDSS g,asinh mag,20.89,SDSS g,asinh mag,3.89,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J133907.13+131039.6,J133907.23+131038.6,Optical Imaging / Optical Colors,,0.875,phot,2.325,phot,13:39:7.14,+13:10:39.6,204.77974999999998,13.177666666666665,13:39:7.23,+13:10:38.7,204.78012499999997,13.177416666666666,J2000,Optical,SDSS,J2000,Optical,SDSS,18.85,SDSS g,asinh mag,19.03,SDSS g,asinh mag,1.69,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J143104.97+270528.6,J143104.64+270524.6,Optical Imaging / Optical Colors,,2.375,phot,2.375,phot,14:31:4.98,+27:5:28.6,217.77075,27.091277777777776,14:31:4.65,+27:5:24.7,217.769375,27.090194444444442,J2000,Optical,SDSS,J2000,Optical,SDSS,20.24,SDSS g,asinh mag,19.79,SDSS g,asinh mag,5.91,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J143949.67+060107.9,J143949.83+060103.2,Optical Imaging / Optical Colors,,1.025,phot,1.375,phot,14:39:49.67,+6:1:8.0,219.9569583333333,6.018888888888889,14:39:49.83,+6:1:3.2,219.95762499999998,6.017555555555555,J2000,Optical,SDSS,J2000,Optical,SDSS,19.56,SDSS g,asinh mag,20.94,SDSS g,asinh mag,5.33,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J144422.59+541320.6,J144422.21+541321.4,Optical Imaging / Optical Colors,,0.925,phot,1.575,phot,14:44:22.59,+54:13:20.6,221.09412499999996,54.222388888888894,14:44:22.21,+54:13:21.5,221.09254166666662,54.22263888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,20.31,SDSS g,asinh mag,20.83,SDSS g,asinh mag,3.45,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J144740.62+632732.9,J144741.09+632735.3,Optical Imaging / Optical Colors,,1.225,phot,1.225,phot,14:47:40.62,+63:27:33.0,221.91924999999998,63.45916666666667,14:47:41.1,+63:27:35.4,221.92125,63.459833333333336,J2000,Optical,SDSS,J2000,Optical,SDSS,21.0,SDSS g,asinh mag,19.52,SDSS g,asinh mag,3.99,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J151055.97+374124.1,J151055.73+374119.3,Optical Imaging / Optical Colors,,1.075,phot,0.975,phot,15:10:55.97,+37:41:24.2,227.7332083333333,37.69005555555555,15:10:55.73,+37:41:19.3,227.7322083333333,37.688694444444444,J2000,Optical,SDSS,J2000,Optical,SDSS,19.64,SDSS g,asinh mag,19.85,SDSS g,asinh mag,5.62,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J151258.43+295150.4,J151258.06+295148.1,Optical Imaging / Optical Colors,,1.725,phot,0.475,phot,15:12:58.43,+29:51:50.4,228.2434583333333,29.864,15:12:58.07,+29:51:48.1,228.2419583333333,29.86336111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,18.68,SDSS g,asinh mag,20.82,SDSS g,asinh mag,5.31,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J151709.88+084414.3,J151709.55+084416.5,Optical Imaging / Optical Colors,,0.475,phot,1.875,phot,15:17:9.89,+8:44:14.3,229.29120833333332,8.737305555555555,15:17:9.56,+8:44:16.5,229.28983333333332,8.737916666666665,J2000,Optical,SDSS,J2000,Optical,SDSS,20.89,SDSS g,asinh mag,20.91,SDSS g,asinh mag,5.39,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J151823.05+295925.4,J151823.43+295927.5,Optical Imaging / Optical Colors,,1.249,spec,1.225,phot,15:18:23.06,+29:59:25.5,229.59608333333333,29.99041666666667,15:18:23.43,+29:59:27.6,229.59762499999997,29.991,J2000,Optical,SDSS,J2000,Optical,SDSS,19.51,SDSS g,asinh mag,20.24,SDSS g,asinh mag,5.28,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J152019.86+234107.1,J152020.11+234106.5,Optical Imaging / Optical Colors,,0.475,phot,0.775,phot,15:20:19.86,+23:41:7.2,230.08274999999998,23.685333333333332,15:20:20.12,+23:41:6.6,230.08383333333333,23.685166666666667,J2000,Optical,SDSS,J2000,Optical,SDSS,20.11,SDSS g,asinh mag,19.79,SDSS g,asinh mag,3.52,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J152050.04+263740.9,J152050.18+263740.8,Optical Imaging / Optical Colors,,2.075,phot,1.425,phot,15:20:50.04,+26:37:40.9,230.2085,26.628027777777778,15:20:50.19,+26:37:40.9,230.20912499999997,26.628027777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,19.19,SDSS g,asinh mag,19.34,SDSS g,asinh mag,1.94,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J154334.27+264657.7,J154334.28+264654.1,Optical Imaging / Optical Colors,,0.975,phot,1.925,phot,15:43:34.28,+26:46:57.8,235.8928333333333,26.782722222222223,15:43:34.29,+26:46:54.2,235.89287499999998,26.78172222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,20.84,SDSS g,asinh mag,20.63,SDSS g,asinh mag,3.6,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J154515.98+275601.0,J154515.73+275559.2,Optical Imaging / Optical Colors,,1.525,phot,0.625,phot,15:45:15.98,+27:56:1.1,236.31658333333328,27.93363888888889,15:45:15.73,+27:55:59.3,236.31554166666663,27.93313888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,19.84,SDSS g,asinh mag,20.69,SDSS g,asinh mag,3.74,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J155908.39+264031.8,J155908.21+264036.7,Optical Imaging / Optical Colors,,0.925,phot,2.275,phot,15:59:8.39,+26:40:31.9,239.7849583333333,26.67552777777778,15:59:8.22,+26:40:36.7,239.78424999999996,26.676861111111112,J2000,Optical,SDSS,J2000,Optical,SDSS,20.02,SDSS g,asinh mag,20.44,SDSS g,asinh mag,5.37,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J160032.31+163347.2,J160032.54+163348.5,Optical Imaging / Optical Colors,,1.725,phot,1.575,phot,16:0:32.31,+16:33:47.2,240.13462499999997,16.563111111111112,16:0:32.54,+16:33:48.5,240.1355833333333,16.563472222222224,J2000,Optical,SDSS,J2000,Optical,SDSS,20.79,SDSS g,asinh mag,21.11,SDSS g,asinh mag,3.58,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J160926.28+075324.4,J160926.58+075323.1,Optical Imaging / Optical Colors,,2.325,phot,0.725,phot,16:9:26.29,+7:53:24.4,242.35954166666662,7.890111111111111,16:9:26.58,+7:53:23.2,242.36074999999994,7.889777777777777,J2000,Optical,SDSS,J2000,Optical,SDSS,19.79,SDSS g,asinh mag,21.13,SDSS g,asinh mag,4.57,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J162419.98+350644.4,J162419.80+350649.6,Optical Imaging / Optical Colors,,0.925,phot,1.575,phot,16:24:19.99,+35:6:44.5,246.08329166666658,35.11236111111111,16:24:19.81,+35:6:49.7,246.08254166666663,35.11380555555556,J2000,Optical,SDSS,J2000,Optical,SDSS,20.72,SDSS g,asinh mag,20.8,SDSS g,asinh mag,5.63,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J162847.75+413045.4,J162848.06+413043.1,Optical Imaging / Optical Colors,,1.525,phot,0.831,spec,16:28:47.75,+41:30:45.4,247.19895833333328,41.51261111111111,16:28:48.07,+41:30:43.2,247.20029166666663,41.512,J2000,Optical,SDSS,J2000,Optical,SDSS,19.81,SDSS g,asinh mag,20.4,SDSS g,asinh mag,4.22,,Myers+2007 ; Myers+2008,2007ApJ...658...99M ; 2008ApJ...678..635M,https://doi.org/10.1086/511520 ; https://doi.org/10.1086/533491,,,,
Binary Quasar Candidate,J164130.81+230837.6,J164130.90+230843.0,Optical Imaging / Optical Colors,,1.025,phot,1.475,phot,16:41:30.81,+23:8:37.7,250.37837499999998,23.143805555555556,16:41:30.91,+23:8:43.0,250.37879166666664,23.14527777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,20.35,SDSS g,asinh mag,21.16,SDSS g,asinh mag,5.5,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J164928.79+173306.5,J164928.99+173308.5,Optical Imaging / Optical Colors,,2.075,phot,2.075,phot,16:49:28.79,+17:33:6.5,252.3699583333333,17.551805555555557,16:49:29.0,+17:33:8.6,252.37083333333328,17.55238888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,19.34,SDSS g,asinh mag,19.77,SDSS g,asinh mag,3.62,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J170735.76+274233.9,J170736.04+274238.5,Optical Imaging / Optical Colors,,0.475,phot,1.375,phot,17:7:35.77,+27:42:33.9,256.8990416666666,27.709416666666666,17:7:36.05,+27:42:38.6,256.9002083333333,27.71072222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,20.03,SDSS g,asinh mag,21.33,SDSS g,asinh mag,5.96,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J205822.47-002003.7,J205822.18-002001.3,Optical Imaging / Optical Colors,,1.375,phot,1.725,phot,20:58:22.47,-0:20:3.7,314.593625,-0.3343611111111111,20:58:22.18,-0:20:1.4,314.5924166666666,-0.3337222222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,21.37,SDSS g,asinh mag,21.1,SDSS g,asinh mag,4.95,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J222423.36-094645.4,J222423.70-094642.6,Optical Imaging / Optical Colors,,1.675,phot,2.075,phot,22:24:23.36,-9:46:45.5,336.09733333333327,-9.779305555555556,22:24:23.7,-9:46:42.6,336.09874999999994,-9.778500000000001,J2000,Optical,SDSS,J2000,Optical,SDSS,20.31,SDSS g,asinh mag,21.04,SDSS g,asinh mag,5.81,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar Candidate,J230946.52+152145.5,J230946.69+152142.9,Optical Imaging / Optical Colors,,1.275,phot,1.325,phot,23:9:46.53,+15:21:45.5,347.44387499999993,15.362638888888888,23:9:46.69,+15:21:43.0,347.4445416666666,15.361944444444443,J2000,Optical,SDSS,J2000,Optical,SDSS,20.6,SDSS g,asinh mag,20.83,SDSS g,asinh mag,3.52,,Myers+2007,2007ApJ...658...99M,https://doi.org/10.1086/511520,,,,
Binary Quasar,SDSS J0004-0844A,SDSS J0004-0844B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,2.998,spec,2.989,spec,0:4:50.674,-8:44:51.97,1.2111416666666666,-8.747769444444444,0:4:50.92,-8:44:51.97,1.2121666666666666,-8.747769444444444,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,4.4,673.8441425095045,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Binary Quasar,SDSS J0829+2927A,SDSS J0829+2927B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,3.054,spec,3.05,spec,8:29:7.722,+29:27:18.1,127.28217499999998,29.455027777777776,8:29:9.018,+29:27:18.1,127.28757499999996,29.455027777777776,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,40.3,295.162810618241,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Binary Quasar,SDSS J0956+2643A,SDSS J0956+2643B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,3.087,spec,3.085,spec,9:56:27.149,+26:43:21.62,149.1131208333333,26.722672222222222,9:56:25.934,+26:43:21.62,149.1080583333333,26.722672222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,16.5,146.35339309391807,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Binary Quasar,SDSS J0959+1032A,SDSS J0959+1033B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,4.024,spec,4.02,spec,9:59:3.843,+10:32:25.02,149.76601249999996,10.540283333333333,9:59:5.139,+10:33:25.02,149.77141249999997,10.55695,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,44.1,238.15209285406752,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Binary Quasar,SDSS J1016+4040A,SDSS J1016+4040B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,2.996,spec,2.983,spec,10:16:1.509,+40:40:5.8,154.0062875,40.668277777777774,10:16:5.842,+40:40:5.8,154.02434166666666,40.668277777777774,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,68.2,974.3049710035064,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Binary Quasar,SDSS J1021+1112A,SDSS J1021+1112B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,3.805,spec,3.829,spec,10:21:16.982,+11:12:27.83,155.32075833333332,11.207730555555555,10:21:16.468,+11:12:27.83,155.31861666666663,11.207730555555555,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,7.6,-1489.714649425848,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Binary Quasar,SDSS J1053+5001A,SDSS J1053+5001B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,3.078,spec,3.085,spec,10:53:20.15,+50:1:47.84,163.33395833333333,50.02995555555555,10:53:20.041,+50:1:47.84,163.33350416666664,50.02995555555555,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,2.1,-512.8012889636565,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Binary Quasar,SDSS J1054+0215A,SDSS J1054+0216B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,3.984,spec,3.966,spec,10:54:34.174,+2:15:16.37,163.64239166666667,2.254547222222222,10:54:28.515,+2:16:16.37,163.6188125,2.2712138888888886,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,88.3,1081.8055048611436,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Binary Quasar,SDSS J1118+0202A,SDSS J1118+0201B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,3.939,spec,3.939,spec,11:18:22.764,+2:2:54.48,169.59484999999998,2.0484666666666667,11:18:17.92,+2:1:54.48,169.57466666666667,2.0318,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,83.8,0.0,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Binary Quasar,SDSS J1150+4659A,SDSS J1150+4659B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,3.005,spec,3.003,spec,11:50:55.751,+46:59:39.44,177.73229583333332,46.99428888888889,11:50:52.353,+46:59:39.44,177.71813749999998,46.99428888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,34.9,149.35064003487963,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Binary Quasar,SDSS J1159+3426A,SDSS J1159+3427B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,3.135,spec,3.154,spec,11:59:6.632,+34:26:12.31,179.7776333333333,34.43675277777778,11:59:2.974,+34:27:12.31,179.76239166666664,34.45341944444445,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,51.2,-1370.725093810928,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Binary Quasar,SDSS J1248+1957A,SDSS J1248+1956B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,3.872,spec,3.864,spec,12:48:46.012,+19:57:39.9,192.19171666666668,19.96108333333333,12:48:42.237,+19:56:39.9,192.1759875,19.944416666666665,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,64.8,491.371895023247,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Binary Quasar,SDSS J1251+2715A,SDSS J1251+2715B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,3.66,spec,3.661,spec,12:51:23.788,+27:15:23.6,192.84911666666662,27.256555555555554,12:51:22.746,+27:15:23.6,192.84477499999997,27.256555555555554,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,13.9,-64.15620567713378,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Binary Quasar,SDSS J1307+0422A,SDSS J1307+0422B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,3.021,spec,3.028,spec,13:7:56.734,+4:22:15.5,196.98639166666666,4.370972222222222,13:7:56.184,+4:22:15.5,196.98409999999998,4.370972222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,8.2,-520.0642109577419,Hennawi+2010 ; Vignali+2018,2010ApJ...719.1672H ; 2018MNRAS.477..780V,https://doi.org/10.1088/0004-637X/719/2/1672 ; https://doi.org/10.1093/mnras/sty682,,,,
Binary Quasar,SDSS J1312+4616A,SDSS J1312+4615B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,3.971,spec,3.963,spec,13:12:40.873,+46:16:33.85,198.17030416666665,46.276069444444445,13:12:45.032,+46:15:33.85,198.18763333333328,46.25940277777778,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,85.7,481.57810523689136,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Binary Quasar,PSS  J1315+2924A,PSS  J1315+2924B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,4.18,spec,4.18,spec,13:15:39.566,+29:24:38.96,198.9148583333333,29.410822222222222,13:15:39.122,+29:24:38.96,198.9130083333333,29.410822222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,6.1,0.0,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Binary Quasar,SDSS J1353+4852A,SDSS J1353+4853B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,3.863,spec,3.845,spec,13:53:28.57,+48:52:8.53,208.36904166666662,48.869036111111114,13:53:29.953,+48:53:8.53,208.37480416666662,48.88570277777778,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,37.1,1108.7724552155578,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Binary Quasar,SDSS J1404+4005A,SDSS J1404+4005B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,3.999,spec,3.997,spec,14:4:23.046,+40:5:37.79,211.09602499999997,40.093830555555556,14:4:19.647,+40:5:37.79,211.08186249999997,40.093830555555556,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,47.3,119.64785435396679,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Binary Quasar,SDSS J1414+3955A,SDSS J1414+3955B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,3.218,spec,3.191,spec,14:14:4.169,+39:55:36.27,213.51737083333327,39.926741666666665,14:14:6.766,+39:55:36.27,213.52819166666663,39.926741666666665,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,30.7,1920.0658275730125,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Binary Quasar,SDSS J1420+2831A,SDSS J1420+2830B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,4.305,spec,4.279,spec,14:20:23.773,+28:31:55.72,215.09905416666663,28.532144444444445,14:20:23.799,+28:30:55.72,215.09916249999998,28.51547777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,10.9,1469.0009613491754,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Binary Quasar,SDSS J1439-0033A,SDSS J1439-0034B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,4.255,spec,4.258,spec,14:39:52.579,-0:33:29.12,219.96907916666663,-0.558088888888889,14:39:51.6,-0:34:29.12,219.96499999999997,-0.5747555555555556,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,33.4,-170.6458531259508,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Binary Quasar,SDSS J1541+2702A,SDSS J1541+2702B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,3.623,spec,3.636,spec,15:41:10.367,+27:2:31.22,235.2931958333333,27.04200555555556,15:41:10.403,+27:2:31.22,235.29334583333332,27.04200555555556,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,6.4,-839.6138540813198,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Binary Quasar,SDSS J1622+0702A,SDSS J1622+0702B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,3.264,spec,3.262,spec,16:22:10.109,+7:2:11.53,245.54212083333329,7.036536111111111,16:22:9.815,+7:2:11.53,245.5408958333333,7.036536111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,5.8,140.27679265636547,Hennawi+2010 ; Vignali+2018,2010ApJ...719.1672H ; 2018MNRAS.477..780V,https://doi.org/10.1088/0004-637X/719/2/1672 ; https://doi.org/10.1093/mnras/sty682,,,,
Binary Quasar,SDSS J1626+0904A,SDSS J1626+0904B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,3.632,spec,3.639,spec,16:26:42.067,+9:4:24.2,246.67527916666666,9.07338888888889,16:26:38.623,+9:4:24.2,246.66092916666665,9.07338888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,52.7,-451.51522096939874,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Binary Quasar,SDSS J1630+1152A,SDSS J1630+1152B,Optical Imaging / Optical Colors,Optical Spectroscopy / Slit Optical Spectroscopy,3.277,spec,3.291,spec,16:30:55.956,+11:52:50.34,247.73314999999997,11.880650000000001,16:30:56.727,+11:52:50.34,247.73636249999996,11.880650000000001,J2000,Optical,SDSS,J2000,Optical,SDSS,,,,,,,23.8,-977.121574176679,Hennawi+2010,2010ApJ...719.1672H,https://doi.org/10.1088/0004-637X/719/2/1672,,,,
Quasar Pair,J020954.80-100223.00,J021000.10-100354.00,Optical Spectroscopy,,1.97,,1.976,,2:9:54.8,-10:2:23.0,32.478333333333325,-10.039722222222222,2:10:0.1,-10:3:54.0,32.500416666666666,-10.065000000000001,J2000,NA,NA,J2000,NA,NA,,,,,,,12.04,-603.4302634607269,Tytler+2009,2009MNRAS.392.1539T,https://doi.org/10.1111/j.1365-2966.2008.14159.x,2:09:54.80,-10:02:23.00,2:10:00.10,-10:03:54.00
Quasar Pair,J031036.47-305108.40,J031041.06-305027.50,Optical Spectroscopy,,2.554,,2.544,,3:10:36.47,-30:51:8.4,47.651958333333326,-30.852333333333334,3:10:41.06,-30:50:27.5,47.67108333333333,-30.84097222222222,J2000,NA,NA,J2000,NA,NA,,,,,,,72.04,842.4891702749718,Tytler+2009,2009MNRAS.392.1539T,https://doi.org/10.1111/j.1365-2966.2008.14159.x,3:10:36.47,-30:51:08.40,3:10:41.06,-30:50:27.50
Quasar Pair,J114547.55-003106.70,J114553.67-003304.50,Optical Spectroscopy,,2.043,,2.055,,11:45:47.55,-0:31:6.7,176.44812499999998,-0.5185277777777778,11:45:53.67,-0:33:4.5,176.47362499999997,-0.55125,J2000,NA,NA,J2000,NA,NA,,,,,,,149.34,-1176.774714871947,Tytler+2009,2009MNRAS.392.1539T,https://doi.org/10.1111/j.1365-2966.2008.14159.x,11:45:47.55,-0:31:06.70,11:45:53.67,-0:33:04.50
Quasar Pair,J142045.98-000518.00,J142055.61-000940.00,Optical Spectroscopy,,2.193,,2.193,,14:20:45.98,-0:5:18.0,215.1915833333333,-0.08833333333333333,14:20:55.61,-0:9:40.0,215.23170833333333,-0.1611111111111111,J2000,NA,NA,J2000,NA,NA,,,,,,,299.36,0.0,Tytler+2009,2009MNRAS.392.1539T,https://doi.org/10.1111/j.1365-2966.2008.14159.x,14:20:45.98,-0:05:18.00,14:20:55.61,-0:09:40.00
Quasar Pair,J161237.90+235709.00,J161245.60+235800.00,Optical Spectroscopy,,2.014,,2.005,,16:12:37.9,+23:57:9.0,243.15791666666664,23.9525,16:12:45.6,+23:58:0.0,243.18999999999997,23.966666666666665,J2000,NA,NA,J2000,NA,NA,,,,,,,117.22,894.1664673297033,Tytler+2009,2009MNRAS.392.1539T,https://doi.org/10.1111/j.1365-2966.2008.14159.x,16:12:37.90,23:57:09.00,16:12:45.60,23:58:00.00
