Name1,RA1,Dec1,Name2,RA2,Dec2,Name3,RA3,Dec3,Name4,RA4,Dec4,Name5,RA5,Dec5
J095859.91+130308.4,09:58:59.91,+13:03:08.4,J095900.42+130241.6,09:59:00.42,+13:02:41.6,J095903.29+130221.0,09:59:03.29,+13:02:21.0,J095906.68+130135.4,09:59:06.68,+13:01:35.4,J095908.96+130352.5,09:59:08.96,+13:03:52.5
