SDSS1,z1,dV,rmag1,RA1,Dec1,SDSS2,z2,rmag2,RA2,Dec2,System Type,Selection Method,Name1,Name2,RA1_deg,Dec1_deg,RA2_deg,Dec2_deg,Equinox1,Coordinate_waveband1,Coordinate_Source1,Equinox2,Coordinate_waveband2,Coordinate_Source2,Sep,Sep(kpc),dV_rwp,z1_type,z2_type,Paper(s),BibCode(s),DOI(s),Notes,Confirmation Method,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2
J145030.93+092950.6,0.0502,205.0,15.61,14:50:30.93,+09:29:50.6,J145034.79+092859.2,0.0509,16.38,14:50:34.79,+09:28:59.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J145030.93+092950.6,J145034.79+092859.2,222.62887499999997,9.497388888888889,222.64495833333334,9.48311111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,76.83250342739922,75.38590796220912,-199.22895318525403,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J145059.71-000215.2,0.0429,29.0,13.85,14:50:59.71,-00:02:15.2,J145059.84-000213.2,0.043,17.3,14:50:59.84,-00:02:13.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J145059.71-000215.2,J145059.84-000213.2,222.74879166666665,-0.03755555555555556,222.7493333333333,-0.037,J2000,Optical,SDSS,J2000,Optical,SDSS,2.7932952565565525,2.3625404285140426,-28.66868012011419,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J145114.77+200402.4,0.0687,418.0,15.92,14:51:14.77,+20:04:02.4,J145115.81+200307.6,0.0673,16.15,14:51:15.81,+20:03:07.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J145114.77+200402.4,J145115.81+200307.6,222.81154166666664,20.067333333333334,222.81587499999998,20.052111111111113,J2000,Optical,SDSS,J2000,Optical,SDSS,56.725382591637235,74.52758665655232,391.94739716662485,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J145117.66+184113.5,0.0436,178.0,13.95,14:51:17.66,+18:41:13.5,J145120.94+184029.0,0.0442,16.92,14:51:20.94,+18:40:29.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J145117.66+184113.5,J145120.94+184029.0,222.82358333333332,18.687083333333334,222.83724999999995,18.674722222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,64.44032682810158,55.346180902671755,-171.85552752508292,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J145133.28+452618.5,0.0374,112.0,15.1,14:51:33.28,+45:26:18.5,J145137.54+452616.2,0.0378,16.94,14:51:37.54,+45:26:16.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J145133.28+452618.5,J145137.54+452616.2,222.88866666666664,45.43847222222222,222.90641666666664,45.43783333333333,J2000,Optical,SDSS,J2000,Optical,SDSS,44.896225347760826,33.32223437121689,-115.26599417541992,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J145136.92+302331.5,0.0616,115.0,16.91,14:51:36.92,+30:23:31.5,J145141.32+302341.6,0.062,15.98,14:51:41.32,+30:23:41.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J145136.92+302331.5,J145141.32+302341.6,222.90383333333332,30.392083333333332,222.92216666666664,30.39488888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,57.818687269596104,68.6828907895235,-112.63891105355255,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J145143.08+524121.8,0.2068,92.0,19.06,14:51:43.08,+52:41:21.8,J145143.29+524127.4,0.2064,14.7,14:51:43.29,+52:41:27.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J145143.08+524121.8,J145143.29+524127.4,222.92949999999996,52.689388888888885,222.93037499999997,52.69094444444444,J2000,Optical,SDSS,J2000,Optical,SDSS,5.916536282696681,20.038500066401884,99.12149570203277,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J145148.86+195715.4,0.0435,174.0,14.97,14:51:48.86,+19:57:15.4,J145151.69+195700.6,0.0429,15.51,14:51:51.69,+19:57:00.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J145148.86+195715.4,J145151.69+195700.6,222.9535833333333,19.954277777777776,222.96537499999997,19.950166666666664,J2000,Optical,SDSS,J2000,Optical,SDSS,42.55835024527427,36.47280242849582,171.9708446737026,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J145311.77+165524.4,0.0455,42.0,15.29,14:53:11.77,+16:55:24.4,J145313.49+165607.3,0.0453,16.07,14:53:13.49,+16:56:07.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J145311.77+165524.4,J145313.49+165607.3,223.29904166666665,16.923444444444446,223.3062083333333,16.93536111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,49.49351550997202,44.26110714208241,57.202983980168504,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J145313.95+231847.6,0.0327,10.0,14.79,14:53:13.95,+23:18:47.6,J145318.79+232017.8,0.0326,15.74,14:53:18.79,+23:20:17.8,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J145313.95+231847.6,J145318.79+232017.8,223.308125,23.313222222222223,223.32829166666664,23.338277777777776,J2000,Optical,SDSS,J2000,Optical,SDSS,112.16253709489968,73.19642437921378,28.954631220556468,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J145316.46+173140.5,0.0462,106.0,16.17,14:53:16.46,+17:31:40.5,J145317.12+173124.7,0.0466,15.76,14:53:17.12,+17:31:24.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J145316.46+173140.5,J145317.12+173124.7,223.3185833333333,17.527916666666666,223.32133333333329,17.523527777777776,J2000,Optical,SDSS,J2000,Optical,SDSS,18.405496247698153,16.699021305155902,-114.29663191021629,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J145502.20+173542.1,0.0329,113.0,14.92,14:55:02.20,+17:35:42.1,J145504.01+173346.8,0.0333,14.7,14:55:04.01,+17:33:46.8,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J145502.20+173542.1,J145504.01+173346.8,223.75916666666663,17.595027777777776,223.7667083333333,17.563000000000002,J2000,Optical,SDSS,J2000,Optical,SDSS,118.16926302124965,77.56944082166572,-115.76807232378471,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J145528.19+325024.0,0.0602,64.0,15.01,14:55:28.19,+32:50:24.0,J145531.69+324947.5,0.0599,15.72,14:55:31.69,+32:49:47.5,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J145528.19+325024.0,J145531.69+324947.5,223.8674583333333,32.84,223.88204166666662,32.829861111111114,J2000,Optical,SDSS,J2000,Optical,SDSS,57.25516423589786,66.57725533711002,84.61864836934093,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J145544.63+005158.0,0.0437,100.0,15.28,14:55:44.63,+00:51:58.0,J145548.39+005207.7,0.0441,15.84,14:55:48.39,+00:52:07.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J145544.63+005158.0,J145548.39+005207.7,223.9359583333333,0.866111111111111,223.95162499999998,0.8688055555555556,J2000,Optical,SDSS,J2000,Optical,SDSS,57.221682222333364,49.25313036308097,-114.57035694021458,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J145627.40+211956.0,0.0443,103.0,16.31,14:56:27.40,+21:19:56.0,J145631.36+212030.1,0.044,16.3,14:56:31.36,+21:20:30.1,Dual AGN,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J145627.40+211956.0,J145631.36+212030.1,224.11416666666662,21.33222222222222,224.13066666666666,21.341694444444443,J2000,Optical,SDSS,J2000,Optical,SDSS,64.99273905907299,56.66964460436927,85.90719546885691,spec,spec,Liu+2011b ; De Rosa+2018 ; De Rosa+2018,2011ApJ...737..101L ; 2018MNRAS.480.1639D ; 2018MNRAS.480.1639D,https://doi.org/10.1088/0004-637X/737/2/101 ; https://doi.org/10.1093/mnras/sty1867 ; https://doi.org/10.1093/mnras/sty1867,AGNs confirmed via X-rays and reanalyses of optical spectroscopy.Compton-thin and Compton-thick pair. Seyfert+Seyfert pair.,X-ray Imaging / X-ray Spectroscopy / Optical Spectroscopy,,,,,,
J145631.33+243635.0,0.0328,219.0,15.38,14:56:31.33,+24:36:35.0,J145637.76+243817.0,0.0336,15.81,14:56:37.76,+24:38:17.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J145631.33+243635.0,J145637.76+243817.0,224.13054166666663,24.609722222222224,224.1573333333333,24.638055555555557,J2000,Optical,SDSS,J2000,Optical,SDSS,134.50509241728804,88.03489118855707,-231.51370900903143,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J145806.24+013020.5,0.0429,421.0,14.56,14:58:06.24,+01:30:20.5,J145808.49+013110.9,0.0444,15.45,14:58:08.49,+01:31:10.9,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J145806.24+013020.5,J145808.49+013110.9,224.52599999999998,1.5056944444444444,224.535375,1.5196944444444445,J2000,Optical,SDSS,J2000,Optical,SDSS,60.6500511759844,51.297190140704274,-429.74154973465966,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J145834.52+323706.3,0.1219,296.0,17.59,14:58:34.52,+32:37:06.3,J145835.93+323658.3,0.1208,16.43,14:58:35.93,+32:36:58.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J145834.52+323706.3,J145835.93+323658.3,224.6438333333333,32.61841666666667,224.6497083333333,32.616194444444446,J2000,Optical,SDSS,J2000,Optical,SDSS,19.528281057605877,42.820896320112304,293.30710382684344,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J145838.58+382727.9,0.1358,240.0,17.49,14:58:38.58,+38:27:27.9,J145840.73+382732.7,0.1367,17.43,14:58:40.73,+38:27:32.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J145838.58+382727.9,J145840.73+382732.7,224.66074999999998,38.457750000000004,224.66970833333332,38.45908333333334,J2000,Optical,SDSS,J2000,Optical,SDSS,25.705800890652554,61.817425389885194,-236.8316460219349,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J145908.32+122835.9,0.0717,22.0,16.86,14:59:08.32,+12:28:35.9,J145910.19+122804.1,0.0718,16.83,14:59:10.19,+12:28:04.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J145908.32+122835.9,J145910.19+122804.1,224.78466666666662,12.476638888888889,224.7924583333333,12.467805555555556,J2000,Optical,SDSS,J2000,Optical,SDSS,41.96837983239192,57.345713973943106,-27.898297116797433,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J145911.43+132518.7,0.0437,125.0,14.01,14:59:11.43,+13:25:18.7,J145916.59+132359.0,0.0441,15.66,14:59:16.59,+13:23:59.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J145911.43+132518.7,J145916.59+132359.0,224.79762499999998,13.421861111111111,224.81912499999996,13.399722222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,109.6384726303207,94.37048642311079,-114.57035694021458,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J150031.93+085843.7,0.1364,245.0,17.66,15:00:31.93,+08:58:43.7,J150032.47+085836.4,0.1355,17.44,15:00:32.47,+08:58:36.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J150031.93+085843.7,J150032.47+085836.4,225.13304166666663,8.978805555555555,225.13529166666663,8.976777777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,10.830616706548946,26.142971591418323,236.8941923237118,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J150134.50+544730.3,0.1636,145.0,17.32,15:01:34.50,+54:47:30.3,J150134.74+544734.0,0.1642,17.64,15:01:34.74,+54:47:34.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J150134.50+544730.3,J150134.74+544734.0,225.39374999999998,54.79175,225.39475,54.79277777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,4.242395830411707,11.915824026880772,-154.1369431061373,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J150228.72+023952.9,0.0797,4.0,17.08,15:02:28.72,+02:39:52.9,J150229.70+024026.6,0.0797,17.24,15:02:29.70,+02:40:26.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J150228.72+023952.9,J150229.70+024026.6,225.61966666666666,2.6646944444444443,225.62374999999997,2.6740555555555554,J2000,Optical,SDSS,J2000,Optical,SDSS,36.760186345828544,55.315604943517236,0.0,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J150400.74+240617.6,0.069,264.0,15.76,15:04:00.74,+24:06:17.6,J150403.17+240559.9,0.0699,17.08,15:04:03.17,+24:05:59.9,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J150400.74+240617.6,J150403.17+240559.9,226.00308333333328,24.10488888888889,226.0132083333333,24.09997222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,37.68723370440252,49.71343587388937,-251.62462233391847,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J150433.23+003700.4,0.0404,67.0,16.56,15:04:33.23,+00:37:00.4,J150440.22+003616.3,0.0402,14.71,15:04:40.22,+00:36:16.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J150433.23+003700.4,J150440.22+003616.3,226.13845833333332,0.6167777777777778,226.1675833333333,0.6045277777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,113.74130182842899,90.86523247120128,57.48341771356447,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J150457.12+260058.5,0.054,134.0,14.69,15:04:57.12,+26:00:58.5,J150501.22+260101.5,0.0545,15.49,15:05:01.22,+26:01:01.5,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J150457.12+260058.5,J150501.22+260101.5,226.23799999999994,26.01625,226.25508333333332,26.017083333333332,J2000,Optical,SDSS,J2000,Optical,SDSS,55.3493507394383,58.156155033656404,-141.8069638066172,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J150510.77+203702.3,0.0657,3.0,16.02,15:05:10.77,+20:37:02.3,J150514.52+203706.4,0.0657,15.45,15:05:14.52,+20:37:06.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J150510.77+203702.3,J150514.52+203706.4,226.294875,20.617305555555557,226.3105,20.618444444444446,J2000,Optical,SDSS,J2000,Optical,SDSS,52.80657829839013,66.58286533591684,0.0,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J150529.54+395640.2,0.0301,157.0,13.75,15:05:29.54,+39:56:40.2,J150530.01+395750.1,0.0306,15.39,15:05:30.01,+39:57:50.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J150529.54+395640.2,J150530.01+395750.1,226.3730833333333,39.9445,226.37504166666665,39.96391666666667,J2000,Optical,SDSS,J2000,Optical,SDSS,70.10859959661352,42.2460430766116,-145.09631794884885,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J150533.04+054352.3,0.0858,259.0,17.18,15:05:33.04,+05:43:52.3,J150533.56+054255.5,0.0849,15.64,15:05:33.56,+05:42:55.5,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J150533.04+054352.3,J150533.56+054255.5,226.38766666666663,5.731194444444444,226.3898333333333,5.715416666666667,J2000,Optical,SDSS,J2000,Optical,SDSS,57.3277851256094,92.21279380311724,247.9384104120688,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J150653.39+125131.2,0.0216,205.0,13.93,15:06:53.39,+12:51:31.2,J150656.42+125048.6,0.0223,13.11,15:06:56.42,+12:50:48.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J150653.39+125131.2,J150656.42+125048.6,226.7224583333333,12.858666666666666,226.73508333333328,12.846833333333334,J2000,Optical,SDSS,J2000,Optical,SDSS,61.46744479184874,26.85283021622871,-204.80451631712577,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J150825.90+371027.2,0.0556,141.0,17.21,15:08:25.90,+37:10:27.2,J150829.43+371120.8,0.0551,15.5,15:08:29.43,+37:11:20.8,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J150825.90+371027.2,J150829.43+371120.8,227.10791666666663,37.17422222222222,227.12262499999997,37.18911111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,68.21041563678739,73.65367072359837,141.65915725655157,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J150853.06+004841.7,0.0737,45.0,17.1,15:08:53.06,+00:48:41.7,J150854.81+004834.3,0.0736,15.67,15:08:54.81,+00:48:34.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J150853.06+004841.7,J150854.81+004834.3,227.2210833333333,0.8115833333333333,227.22837499999994,0.8095277777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,27.270581300497984,38.21268700124879,27.848926498586337,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J151018.41+074219.6,0.0424,514.0,13.87,15:10:18.41,+07:42:19.6,J151022.87+074304.2,0.0442,14.87,15:10:22.87,+07:43:04.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J151018.41+074219.6,J151022.87+074304.2,227.5767083333333,7.705444444444445,227.59529166666664,7.717833333333333,J2000,Optical,SDSS,J2000,Optical,SDSS,79.90106936593445,66.83162252581513,-515.8627427327868,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J151045.94+062158.0,0.0741,85.0,16.34,15:10:45.94,+06:21:58.0,J151047.14+062054.5,0.0738,16.66,15:10:47.14,+06:20:54.5,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J151045.94+062158.0,J151047.14+062054.5,227.6914166666666,6.366111111111111,227.69641666666664,6.348472222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,65.97179339211529,92.90082351822396,83.52343987159861,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J151100.79+243141.6,0.0874,158.0,16.56,15:11:00.79,+24:31:41.6,J151101.24+243135.5,0.0868,16.97,15:11:01.24,+24:31:35.5,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J151100.79+243141.6,J151101.24+243135.5,227.75329166666666,24.528222222222222,227.75516666666664,24.526527777777776,J2000,Optical,SDSS,J2000,Optical,SDSS,8.655672049786261,14.156206337006372,165.02620397168872,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J151112.63+244401.4,0.104,154.0,17.18,15:11:12.63,+24:44:01.4,J151113.00+244436.2,0.1046,17.6,15:11:13.00,+24:44:36.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J151112.63+244401.4,J151113.00+244436.2,227.80262499999998,24.733722222222223,227.80416666666665,24.74338888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,35.16316594569244,67.13679184360977,-162.45584239781437,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J151133.91+171855.1,0.0636,22.0,15.34,15:11:33.91,+17:18:55.1,J151135.20+171913.8,0.0635,16.51,15:11:35.20,+17:19:13.8,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J151133.91+171855.1,J151135.20+171913.8,227.89129166666666,17.315305555555558,227.89666666666665,17.3205,J2000,Optical,SDSS,J2000,Optical,SDSS,26.28564578512636,32.162879986165514,28.113393760499505,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J151203.41+134123.2,0.0728,476.0,16.56,15:12:03.41,+13:41:23.2,J151203.80+134116.1,0.0711,16.16,15:12:03.80,+13:41:16.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J151203.41+134123.2,J151203.80+134116.1,228.0142083333333,13.689777777777778,228.01583333333332,13.687805555555556,J2000,Optical,SDSS,J2000,Optical,SDSS,9.094831539703412,12.601662181732237,474.1822663357627,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J151216.09+203617.0,0.0797,257.0,16.0,15:12:16.09,+20:36:17.0,J151219.64+203552.2,0.0787,16.33,15:12:19.64,+20:35:52.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J151216.09+203617.0,J151219.64+203552.2,228.06704166666663,20.604722222222225,228.0818333333333,20.597833333333334,J2000,Optical,SDSS,J2000,Optical,SDSS,55.67350662040953,83.7757912613066,277.05701984699255,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J151227.51+203906.5,0.0397,223.0,14.2,15:12:27.51,+20:39:06.5,J151230.65+203957.9,0.0405,16.55,15:12:30.65,+20:39:57.9,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J151227.51+203906.5,J151230.65+203957.9,228.11462499999996,20.651805555555555,228.1277083333333,20.666083333333333,J2000,Optical,SDSS,J2000,Optical,SDSS,67.70703292912428,53.19672703707149,-229.97785272778137,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J151307.62+041737.4,0.037,307.0,16.0,15:13:07.62,+04:17:37.4,J151309.46+041555.6,0.038,16.77,15:13:09.46,+04:15:55.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J151307.62+041737.4,J151309.46+041555.6,228.28174999999996,4.293722222222222,228.28941666666665,4.265444444444444,J2000,Optical,SDSS,J2000,Optical,SDSS,105.4550046684328,77.46920559068097,-288.1927041503749,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J151320.28+063704.9,0.0463,120.0,15.04,15:13:20.28,+06:37:04.9,J151321.23+063602.2,0.0467,17.75,15:13:21.23,+06:36:02.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J151320.28+063704.9,J151321.23+063602.2,228.3345,6.618027777777778,228.3384583333333,6.60061111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,64.27800855591556,58.4377315785652,-114.28571011149478,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J151327.32+224856.7,0.0864,282.0,16.23,15:13:27.32,+22:48:56.7,J151327.64+224946.8,0.0874,16.74,15:13:27.64,+22:49:46.8,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J151327.32+224856.7,J151327.64+224946.8,228.36383333333333,22.81575,228.36516666666662,22.829666666666668,J2000,Optical,SDSS,J2000,Optical,SDSS,50.29496589869222,81.4095528113137,-275.0942466878305,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J151356.50+233809.6,0.0455,337.0,16.15,15:13:56.50,+23:38:09.6,J151357.16+233644.0,0.0443,15.1,15:13:57.16,+23:36:44.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J151356.50+233809.6,J151357.16+233644.0,228.48541666666662,23.636,228.48816666666664,23.612222222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,86.07921203878722,76.97899790503172,343.38202860985245,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J151553.79+324612.3,0.0601,60.0,16.92,15:15:53.79,+32:46:12.3,J151554.48+324516.5,0.0603,17.36,15:15:54.48,+32:45:16.5,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J151553.79+324612.3,J151554.48+324516.5,228.974125,32.77008333333333,228.97699999999998,32.754583333333336,J2000,Optical,SDSS,J2000,Optical,SDSS,56.474700111103324,65.56834777820202,-56.40445148837403,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J151553.86+030301.1,0.0379,195.0,14.46,15:15:53.86,+03:03:01.1,J151559.52+030139.0,0.0372,16.68,15:15:59.52,+03:01:39.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J151553.86+030301.1,J151559.52+030139.0,228.97441666666663,3.050305555555555,228.99799999999996,3.0275,J2000,Optical,SDSS,J2000,Optical,SDSS,118.01763389223427,88.71141343177332,201.72519510677873,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J151600.09+342124.8,0.1253,245.0,16.23,15:16:00.09,+34:21:24.8,J151600.59+342119.1,0.1244,17.35,15:16:00.59,+34:21:19.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J151600.09+342124.8,J151600.59+342119.1,229.000375,34.35688888888889,229.00245833333332,34.35530555555556,J2000,Optical,SDSS,J2000,Optical,SDSS,8.415810333890533,18.895768475736535,239.23185929901544,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
