Name1,Name2,z1,z2,z1_type,z2_type,RA1,Dec1,RA1_deg,Dec1_deg,RA2,Dec2,RA2_deg,Dec2_deg,Equinox1,Coordinate_waveband1,Coordinate_Source1,Equinox2,Coordinate_waveband2,Coordinate_Source2,System Type,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2,Sep,dV,Selection Method,Confirmation Method,Paper(s),BibCode(s),DOI(s),Notes
J150638.54+573459.1,-99,0.56,-99,spec,-99,15:06:38.54,+57:34:59.1,226.6605833333333,57.583083333333335,-99,-99,-99,-99,J2000,Optical,SDSS,-99,-99,-99,Binary AGN Candidate / Binary SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-99,Optical Spectroscopy / Fiber Optical Spectroscopy / Velocity Offset Broad Optical Spectroscopic Emission Lines / LOS Radial Velocity Shifts,-99,Ju+2013,2013ApJ...777...44J,https://doi.org/10.1088/0004-637X/777/1/44, 
J164535.42+362712.3,-99,1.81,-99,spec,-99,16:45:35.42,+36:27:12.3,251.39758333333333,36.45341666666667,-99,-99,-99,-99,J2000,Optical,SDSS,-99,-99,-99,Binary AGN Candidate / Binary SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-99,Optical Spectroscopy / Fiber Optical Spectroscopy / Velocity Offset Broad Optical Spectroscopic Emission Lines / LOS Radial Velocity Shifts,-99,Ju+2013,2013ApJ...777...44J,https://doi.org/10.1088/0004-637X/777/1/44, 
J080915.74+273830.3,-99,1.8,-99,spec,-99,08:09:15.74,+27:38:30.3,122.31558333333334,27.64175,-99,-99,-99,-99,J2000,Optical,SDSS,-99,-99,-99,Binary AGN Candidate / Binary SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-99,Optical Spectroscopy / Fiber Optical Spectroscopy / Velocity Offset Broad Optical Spectroscopic Emission Lines / LOS Radial Velocity Shifts,-99,Ju+2013,2013ApJ...777...44J,https://doi.org/10.1088/0004-637X/777/1/44, 
J161052.15+442421.3,-99,1.23,-99,spec,-99,16:10:52.15,+44:24:21.3,242.71729166666665,44.40591666666666,-99,-99,-99,-99,J2000,Optical,SDSS,-99,-99,-99,Binary AGN Candidate / Binary SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-99,Optical Spectroscopy / Fiber Optical Spectroscopy / Velocity Offset Broad Optical Spectroscopic Emission Lines / LOS Radial Velocity Shifts,-99,Ju+2013,2013ApJ...777...44J,https://doi.org/10.1088/0004-637X/777/1/44, 
J153111.83+442354.6,-99,1.14,-99,spec,-99,15:31:11.83,+44:23:54.6,232.79929166666665,44.3985,-99,-99,-99,-99,J2000,Optical,SDSS,-99,-99,-99,Binary AGN Candidate / Binary SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-99,Optical Spectroscopy / Fiber Optical Spectroscopy / Velocity Offset Broad Optical Spectroscopic Emission Lines / LOS Radial Velocity Shifts,-99,Ju+2013,2013ApJ...777...44J,https://doi.org/10.1088/0004-637X/777/1/44, 
J025257.18-010220.9,-99,1.25,-99,spec,-99,02:52:57.18,-01:02:20.9,43.23825,-1.039138888888889,-99,-99,-99,-99,J2000,Optical,SDSS,-99,-99,-99,Binary AGN Candidate / Binary SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-99,Optical Spectroscopy / Fiber Optical Spectroscopy / Velocity Offset Broad Optical Spectroscopic Emission Lines / LOS Radial Velocity Shifts / Optical Spectroscopy / Fiber Optical Spectroscopy / Velocity Offset Broad Optical Spectroscopic Emission Lines / LOS Radial Velocity Shifts,-99,Ju+2013 ; Wang+2017,2013ApJ...777...44J ; 2017ApJ...834..129W,https://doi.org/10.1088/0004-637X/777/1/44 ; https://doi.org/ 10.3847/1538-4357/834/2/129, 
J002028.35-002915.0,-99,1.93,-99,spec,-99,00:20:28.35,-00:29:15.0,5.118124999999999,-0.4875,-99,-99,-99,-99,J2000,Optical,SDSS,-99,-99,-99,Binary AGN Candidate / Binary SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-99,Optical Spectroscopy / Fiber Optical Spectroscopy / Velocity Offset Broad Optical Spectroscopic Emission Lines / LOS Radial Velocity Shifts / Optical Spectroscopy / Fiber Optical Spectroscopy / Velocity Offset Broad Optical Spectroscopic Emission Lines / LOS Radial Velocity Shifts,-99,Ju+2013 ; Wang+2017,2013ApJ...777...44J ; 2017ApJ...834..129W,https://doi.org/10.1088/0004-637X/777/1/44 ; https://doi.org/ 10.3847/1538-4357/834/2/129, 
J163523.71+134036.6,-99,1.81,-99,spec,-99,16:35:23.71,+13:40:36.6,248.84879166666664,13.676833333333333,-99,-99,-99,-99,J2000,Optical,SDSS,-99,-99,-99,Binary AGN Candidate / Binary SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-99,Optical Spectroscopy / Fiber Optical Spectroscopy / Velocity Offset Broad Optical Spectroscopic Emission Lines / LOS Radial Velocity Shifts,-99,Ju+2013,2013ApJ...777...44J,https://doi.org/10.1088/0004-637X/777/1/44, 
J215213.51-074224.9,-99,0.95,-99,spec,-99,21:52:13.51,-07:42:24.9,328.0562916666666,-7.706916666666666,-99,-99,-99,-99,J2000,Optical,SDSS,-99,-99,-99,Binary AGN Candidate / Binary SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-99,Optical Spectroscopy / Fiber Optical Spectroscopy / Velocity Offset Broad Optical Spectroscopic Emission Lines / LOS Radial Velocity Shifts,-99,Ju+2013,2013ApJ...777...44J,https://doi.org/10.1088/0004-637X/777/1/44, 
J102536.43+645242.9,-99,1.37,-99,spec,-99,10:25:36.43,+64:52:42.9,156.40179166666664,64.87858333333332,-99,-99,-99,-99,J2000,Optical,SDSS,-99,-99,-99,Binary AGN Candidate / Binary SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-99,Optical Spectroscopy / Fiber Optical Spectroscopy / Velocity Offset Broad Optical Spectroscopic Emission Lines / LOS Radial Velocity Shifts,-99,Ju+2013,2013ApJ...777...44J,https://doi.org/10.1088/0004-637X/777/1/44, 
J014905.16+005925.3,-99,1.0,-99,spec,-99,01:49:05.16,+00:59:25.3,27.271499999999996,0.990361111111111,-99,-99,-99,-99,J2000,Optical,SDSS,-99,-99,-99,Binary AGN Candidate / Binary SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-99,Optical Spectroscopy / Fiber Optical Spectroscopy / Velocity Offset Broad Optical Spectroscopic Emission Lines / LOS Radial Velocity Shifts / Optical Spectroscopy / Fiber Optical Spectroscopy / Velocity Offset Broad Optical Spectroscopic Emission Lines / LOS Radial Velocity Shifts,-99,Ju+2013 ; Wang+2017,2013ApJ...777...44J ; 2017ApJ...834..129W,https://doi.org/10.1088/0004-637X/777/1/44 ; https://doi.org/ 10.3847/1538-4357/834/2/129, 
J155631.51+080051.8,-99,1.92,-99,spec,-99,15:56:31.51,+08:00:51.8,239.13129166666664,8.014388888888888,-99,-99,-99,-99,J2000,Optical,SDSS,-99,-99,-99,Binary AGN Candidate / Binary SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-99,Optical Spectroscopy / Fiber Optical Spectroscopy / Velocity Offset Broad Optical Spectroscopic Emission Lines / LOS Radial Velocity Shifts,-99,Ju+2013,2013ApJ...777...44J,https://doi.org/10.1088/0004-637X/777/1/44, 
J020527.77-005747.6,-99,1.24,-99,spec,-99,02:05:27.77,-00:57:47.6,31.365708333333334,-0.9632222222222222,-99,-99,-99,-99,J2000,Optical,SDSS,-99,-99,-99,Binary AGN Candidate / Binary SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-99,Optical Spectroscopy / Fiber Optical Spectroscopy / Velocity Offset Broad Optical Spectroscopic Emission Lines / LOS Radial Velocity Shifts / Optical Spectroscopy / Fiber Optical Spectroscopy / Velocity Offset Broad Optical Spectroscopic Emission Lines / LOS Radial Velocity Shifts,-99,Ju+2013 ; Wang+2017,2013ApJ...777...44J ; 2017ApJ...834..129W,https://doi.org/10.1088/0004-637X/777/1/44 ; https://doi.org/ 10.3847/1538-4357/834/2/129, 
J085626.71+570444.7,-99,1.52,-99,spec,-99,08:56:26.71,+57:04:44.7,134.11129166666666,57.07908333333334,-99,-99,-99,-99,J2000,Optical,SDSS,-99,-99,-99,Binary AGN Candidate / Binary SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-99,Optical Spectroscopy / Fiber Optical Spectroscopy / Velocity Offset Broad Optical Spectroscopic Emission Lines / LOS Radial Velocity Shifts,-99,Ju+2013,2013ApJ...777...44J,https://doi.org/10.1088/0004-637X/777/1/44, 
