System Type,Literature Name,Name1,Selection Method,Confirmation Method,z1,z1_type,RA1,Dec1,Equinox,Coordinate_waveband1,Coordinate_Source1,Brightness1,Brightness_band1,Brightness_type1,Name2,z2,z2_type,RA2,Dec2,Equinox,Coordinate_waveband2,Coordinate_Source2,Brightness2,Brightness_band2,Brightness_type2,Name3,z3,z3_type,RA3,Dec3,Equinox,Coordinate_waveband3,Coordinate_Source3,Brightness3,Brightness_band3,Brightness_type3,Name4,z4,z4_type,RA4,Dec4,Equinox,Coordinate_waveband4,Coordinate_Source4,Brightness4,Brightness_band4,Brightness_type4,Sep12,Sep12(kpc),Sep13,Sep13(kpc),Sep14,Sep14(kpc),Paper(s),BibCode(s),DOI(s),Notes
Quadruple AGN,Jackpot Nebula,J084158.47+392121.0 (f/g QSO),Serendipitous / Ly-alpha Imaging,Optical Spectroscopy,2.0412,spec,08:41:58.47,+39:21:21.0,J2000,Optical,SDSS,,,,J084158.24+392129.1 (AGN1),2.055,spec,08:41:58.24,+39:21:29.1,J2000,Ly-alpha at redshift,KECK/LRIS,,,,J084158.66+392114.7 (AGN2),2.058,spec,08:41:58.66,+39:21:14.7,J2000,Ly-alpha at redshift,Keck/LRIS,,,,J084159.10+392104.6 (AGN3),2.050,spec,08:41:59.10,+39:21:04.6,J2000,Ly-alpha at redshift,Keck/LRIS,,,,8.6,71,6.6,55,18.0,150,Hennawi+2015,2015Sci...348..779H,https://doi.org/2015Sci...348..779H,NOTE:the separations listed here are all for the individual AGNs to the f/g QSO and not to one another
