,System Type,Name1,Name2,Selection Method,Confirmation Method,z1,z1_type,z2,z2_type,RA1,Dec1,RA1_deg,Dec1_deg,RA2,Dec2,RA2_deg,Dec2_deg,Equinox,Coordinate_waveband,Coordinate_Source,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2,Sep,Sep(kpc),delta_z,dV,Paper(s),BibCode(s),DOI(s)
106,Binary Quasar,SDSSJ0954+3638A,SDSSJ0954+3640B,Overlapping Plates,Optical Spectroscopy,1.899,spec,1.907,spec,9:54:38.92,+36:38:51.0,148.66216666666668,36.6475,9:54:38.72,+36:40:15.5,148.66133333333332,36.67097222222222,J2000,Optical,SDSS,19.3,SDSS g PSF ext-corr,asinh,0.0,SDSS g PSF ext-corr,asinh,84.5,710.8876260873229,-0.008000000000000007,-823.9736337018691,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
107,Binary Quasar,SDSSJ0955+0616A,SDSSJ0955+0617B,Overlapping Plates,Optical Spectroscopy,1.279,spec,1.271,spec,9:55:56.38,+6:16:42.5,148.98491666666663,6.278472222222222,9:55:59.03,+6:17:1.9,148.9959583333333,6.283861111111111,J2000,Optical,SDSS,18.07,SDSS g PSF ext-corr,asinh,20.29,SDSS g PSF ext-corr,asinh,44.0,367.96341785164964,0.008000000000000007,1051.425321037542,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
108,Binary Quasar,2QZJ1004-0232A,2QZJ1004-0235B,Overlapping Plates,Optical Spectroscopy,0.516,spec,0.523,spec,10:4:44.06,-2:32:40.3,151.18358333333333,-2.5445277777777777,10:4:45.67,-2:35:8.2,151.19029166666667,-2.585611111111111,J2000,Optical,SDSS,20.57,SDSS g PSF ext-corr,asinh,18.89,SDSS g PSF ext-corr,asinh,149.9,930.3471351056863,-0.007000000000000006,-1377.4194770870076,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
109,Binary Quasar,SDSSJ1005+0245A,SDSSJ1005+0245B,Overlapping Plates,Optical Spectroscopy,1.484,spec,1.478,spec,10:5:13.76,+2:45:10.3,151.30733333333333,2.752861111111111,10:5:23.32,+2:45:36.1,151.34716666666668,2.7600277777777777,J2000,Optical,SDSS,18.73,SDSS g PSF ext-corr,asinh,19.9,SDSS g PSF ext-corr,asinh,145.5,1230.8246718094365,0.006000000000000005,723.0944687322103,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
110,Binary Quasar,SDSSJ1005+0259A,SDSSJ1005+0301B,Overlapping Plates,Optical Spectroscopy,0.907,spec,0.897,spec,10:5:52.25,+2:59:2.3,151.46770833333332,2.9839722222222225,10:5:46.86,+3:1:16.3,151.44525,3.0211944444444443,J2000,Optical,SDSS,18.91,SDSS g PSF ext-corr,asinh,20.29,SDSS g PSF ext-corr,asinh,156.5,1221.9954049032299,0.010000000000000009,1572.0185790195765,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
111,Binary Quasar,2QZJ1015-0213A,2QZJ1015-0214B,Overlapping Plates,Optical Spectroscopy,1.577,spec,1.561,spec,10:15:42.07,-2:13:21.3,153.92529166666665,-2.2225833333333336,10:15:45.23,-2:14:17.3,153.93845833333333,-2.238138888888889,J2000,Optical,SDSS,20.46,SDSS g PSF ext-corr,asinh,19.98,SDSS g PSF ext-corr,asinh,73.3,620.9820119024417,0.016000000000000014,1862.1851336967386,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
112,Binary Quasar,SDSSJ1016+4040A,SDSSJ1016+4040B,Overlapping Plates,Optical Spectroscopy,2.982,spec,3.001,spec,10:16:1.51,+40:40:52.9,154.00629166666667,40.68136111111111,10:16:5.84,+40:40:5.8,154.02433333333332,40.668277777777774,J2000,Optical,SDSS,19.45,SDSS g PSF ext-corr,asinh,20.39,SDSS g PSF ext-corr,asinh,68.2,526.3008411179159,-0.018999999999999684,-1423.2663958831147,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
113,Binary Quasar,SDSSJ1016+4531A,SDSSJ1016+4533B,Overlapping Plates,Optical Spectroscopy,1.385,spec,1.377,spec,10:16:9.92,+45:31:43.1,154.04133333333334,45.528638888888885,10:16:2.68,+45:33:16.5,154.01116666666667,45.55458333333333,J2000,Optical,SDSS,19.36,SDSS g PSF ext-corr,asinh,20.44,SDSS g PSF ext-corr,asinh,120.4,1014.4914081679708,0.008000000000000007,1004.6170722840463,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
114,Binary Quasar,SDSSJ1016+4532A,SDSSJ1016+4531B,Overlapping Plates,Optical Spectroscopy,1.381,spec,1.385,spec,10:16:20.14,+45:32:57.7,154.08391666666665,45.54936111111111,10:16:9.92,+45:31:43.1,154.04133333333334,45.528638888888885,J2000,Optical,SDSS,17.71,SDSS g PSF ext-corr,asinh,19.36,SDSS g PSF ext-corr,asinh,130.8,1101.8821225207994,-0.0040000000000000036,-501.8880224727351,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
115,Binary Quasar,SDSSJ1017+5627A,SDSSJ1017+5627B,Overlapping Plates,Optical Spectroscopy,1.539,spec,1.531,spec,10:17:3.18,+56:27:16.4,154.26324999999997,56.45455555555556,10:17:10.54,+56:27:48.2,154.29391666666666,56.46338888888889,J2000,Optical,SDSS,19.15,SDSS g PSF ext-corr,asinh,19.19,SDSS g PSF ext-corr,asinh,68.8,582.6437960568475,0.008000000000000007,943.5873942480563,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
116,Binary Quasar,SDSSJ1027+5225A,SDSSJ1027+5226B,Overlapping Plates,Optical Spectroscopy,1.326,spec,1.338,spec,10:27:40.99,+52:25:5.1,156.92079166666664,52.41808333333333,10:27:25.95,+52:26:37.2,156.85812499999997,52.443666666666665,J2000,Optical,SDSS,19.33,SDSS g PSF ext-corr,asinh,20.71,SDSS g PSF ext-corr,asinh,165.5,1389.3250636733192,-0.01200000000000001,-1538.5832968633351,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
117,Binary Quasar,SDSSJ1027+0030A,2QZJ1027+0028B,Overlapping Plates,Optical Spectroscopy,1.128,spec,1.14,spec,10:27:53.84,+0:30:55.4,156.9743333333333,0.5153888888888889,10:27:50.97,+0:28:33.2,156.96237499999995,0.4758888888888889,J2000,Optical,SDSS,18.33,SDSS g PSF ext-corr,asinh,19.25,SDSS g PSF ext-corr,asinh,148.6,1220.1223302760586,-0.01200000000000001,-1681.3362869323498,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
118,Binary Quasar,2QZJ1028-0134A,2QZJ1028-0136B,Overlapping Plates,Optical Spectroscopy,2.294,spec,2.31,spec,10:28:32.61,-1:34:47.5,157.135875,-1.5798611111111112,10:28:27.15,-1:36:40.8,157.11312499999997,-1.6113333333333335,J2000,Optical,SDSS,20.49,SDSS g PSF ext-corr,asinh,20.19,SDSS g PSF ext-corr,asinh,139.8,1147.6162537941561,-0.016000000000000014,-1448.8103933609748,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
119,Binary Quasar,2QZJ1032+0114A,2QZJ1032+0112B,Overlapping Plates,Optical Spectroscopy,1.893,spec,1.879,spec,10:32:0.43,+1:14:21.9,158.00179166666663,1.2394166666666668,10:32:6.59,+1:12:56.2,158.0274583333333,1.215611111111111,J2000,Optical,SDSS,20.4,SDSS g PSF ext-corr,asinh,19.74,SDSS g PSF ext-corr,asinh,126.1,1061.1417817831575,0.014000000000000012,1450.4419174106872,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
120,Binary Quasar,SDSSJ1032+0140A,2QZJ1032+0139B,Overlapping Plates,Optical Spectroscopy,1.463,spec,1.45,spec,10:32:44.65,+1:40:20.5,158.18604166666665,1.672361111111111,10:32:43.17,+1:39:30.0,158.17987499999998,1.6583333333333332,J2000,Optical,SDSS,18.86,SDSS g PSF ext-corr,asinh,20.46,SDSS g PSF ext-corr,asinh,55.1,465.8189309832288,0.013000000000000123,1582.3215083368498,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
121,Binary Quasar,SDSSJ1034+6417A,SDSSJ1035+6418B,Overlapping Plates,Optical Spectroscopy,1.157,spec,1.155,spec,10:34:55.5,+64:17:45.4,158.73125,64.29594444444444,10:35:5.53,+64:18:5.3,158.77304166666667,64.30147222222222,J2000,Optical,SDSS,19.54,SDSS g PSF ext-corr,asinh,20.32,SDSS g PSF ext-corr,asinh,68.2,562.4114620092569,0.0020000000000000018,277.3654319813505,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
122,Binary Quasar,SDSSJ1037+0402A,SDSSJ1037+0402B,Overlapping Plates,Optical Spectroscopy,1.086,spec,1.097,spec,10:37:48.37,+4:2:42.2,159.45154166666666,4.045055555555556,10:37:43.97,+4:2:33.8,159.4332083333333,4.042722222222222,J2000,Optical,SDSS,17.92,SDSS g PSF ext-corr,asinh,18.81,SDSS g PSF ext-corr,asinh,66.3,540.5326995745884,-0.010999999999999899,-1572.544707534293,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
123,Binary Quasar,2QZJ1039+0146A,2QZJ1039+0144B,Overlapping Plates,Optical Spectroscopy,0.885,spec,0.884,spec,10:39:51.52,+1:46:25.2,159.96466666666666,1.7736666666666665,10:39:47.04,+1:44:41.8,159.946,1.7449444444444444,J2000,Optical,SDSS,19.51,SDSS g PSF ext-corr,asinh,18.97,SDSS g PSF ext-corr,asinh,123.3,955.961663699127,0.0010000000000000009,158.66276410274372,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
124,Binary Quasar,2QZJ1039-0129A,2QZJ1040-0130B,Overlapping Plates,Optical Spectroscopy,0.731,spec,0.721,spec,10:39:58.72,-1:29:50.0,159.99466666666666,-1.4972222222222222,10:40:0.67,-1:30:59.2,160.00279166666664,-1.5164444444444445,J2000,Optical,SDSS,19.2,SDSS g PSF ext-corr,asinh,20.15,SDSS g PSF ext-corr,asinh,75.1,545.8109390311042,0.010000000000000009,1732.3145472408903,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
125,Binary Quasar,SDSSJ1042+4041A,SDSSJ1041+4042B,Overlapping Plates,Optical Spectroscopy,1.751,spec,1.745,spec,10:42:12.56,+40:41:22.8,160.5523333333333,40.68966666666666,10:41:58.98,+40:42:15.0,160.49575,40.70416666666667,J2000,Optical,SDSS,19.22,SDSS g PSF ext-corr,asinh,0.0,SDSS g PSF ext-corr,asinh,163.0,1378.4031135909863,0.005999999999999783,652.8376498855022,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
126,Binary Quasar,SDSSJ1044+6352A,SDSSJ1044+6353B,Overlapping Plates,Optical Spectroscopy,1.535,spec,1.535,spec,10:44:14.0,+63:52:47.0,161.0583333333333,63.87972222222222,10:44:14.88,+63:53:59.0,161.06199999999998,63.89972222222222,J2000,Optical,SDSS,20.5,SDSS g PSF ext-corr,asinh,20.41,SDSS g PSF ext-corr,asinh,72.2,611.4023255423792,0.0,0.0,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
127,Binary Quasar,SDSSJ1047+5024A,SDSSJ1047+5022B,Overlapping Plates,Optical Spectroscopy,1.351,spec,1.361,spec,10:47:18.18,+50:24:8.6,161.82575,50.402388888888886,10:47:22.17,+50:22:2.3,161.84237499999998,50.367305555555554,J2000,Optical,SDSS,18.89,SDSS g PSF ext-corr,asinh,19.25,SDSS g PSF ext-corr,asinh,132.0,1110.00256979993,-0.010000000000000009,-1269.0944538955666,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
128,Binary Quasar,SDSSJ1052+6042A,SDSSJ1052+6042B,Overlapping Plates,Optical Spectroscopy,1.629,spec,1.636,spec,10:52:28.21,+60:42:10.0,163.11754166666665,60.70277777777778,10:52:20.12,+60:42:41.7,163.08383333333333,60.71158333333334,J2000,Optical,SDSS,20.44,SDSS g PSF ext-corr,asinh,20.4,SDSS g PSF ext-corr,asinh,67.4,571.0137958087671,-0.006999999999999895,-795.060322996809,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
129,Binary Quasar,SDSSJ1055+4757A,SDSSJ1055+4755B,Overlapping Plates,Optical Spectroscopy,0.54,spec,0.532,spec,10:55:49.1,+47:57:35.9,163.9545833333333,47.95997222222223,10:55:44.86,+47:55:12.8,163.93691666666663,47.92022222222222,J2000,Optical,SDSS,18.9,SDSS g PSF ext-corr,asinh,18.89,SDSS g PSF ext-corr,asinh,149.3,948.4928323297871,0.008000000000000007,1557.281105678247,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
130,Binary Quasar,SDSSJ1101+0550A,SDSSJ1101+0552B,Overlapping Plates,Optical Spectroscopy,0.828,spec,0.827,spec,11:1:49.86,+5:50:33.6,165.45774999999998,5.842666666666666,11:1:51.37,+5:52:36.2,165.46404166666665,5.876722222222223,J2000,Optical,SDSS,18.95,SDSS g PSF ext-corr,asinh,19.13,SDSS g PSF ext-corr,asinh,124.6,946.3183212966102,0.0010000000000000009,163.61147886077774,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
131,Binary Quasar,SDSSJ1103+0318A,SDSSJ1104+0318B,Overlapping Plates,Optical Spectroscopy,1.943,spec,1.926,spec,11:3:57.72,+3:18:8.3,165.99049999999997,3.3023055555555554,11:4:1.49,+3:18:17.5,166.00620833333332,3.304861111111111,J2000,Optical,SDSS,18.36,SDSS g PSF ext-corr,asinh,19.04,SDSS g PSF ext-corr,asinh,57.3,481.0710490674932,0.017000000000000126,1732.1374521163,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
132,Binary Quasar,SDSSJ1107+0033A,2QZJ1107+0034B,Overlapping Plates,Optical Spectroscopy,1.879,spec,1.882,spec,11:7:25.7,+0:33:53.9,166.85708333333332,0.5649722222222223,11:7:27.08,+0:34:7.6,166.86283333333333,0.5687777777777777,J2000,Optical,SDSS,18.94,SDSS g PSF ext-corr,asinh,20.04,SDSS g PSF ext-corr,asinh,24.8,208.8186043688035,-0.0029999999999998916,-311.4041856474807,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
133,Binary Quasar,SDSSJ1113-0044A,2QZJ1113-0044B,Overlapping Plates,Optical Spectroscopy,1.487,spec,1.5,spec,11:13:44.85,-0:44:11.7,168.436875,-0.7365833333333333,11:13:55.66,-0:44:7.5,168.48191666666665,-0.7354166666666666,J2000,Optical,SDSS,18.82,SDSS g PSF ext-corr,asinh,19.39,SDSS g PSF ext-corr,asinh,162.3,1373.0490302945764,-0.0129999999999999,-1558.8424250607254,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
134,Binary Quasar,SDSSJ1116+4118A,SDSSJ1116+4118B,Overlapping Plates,Optical Spectroscopy,2.982,spec,3.007,spec,11:16:11.74,+41:18:21.5,169.04891666666666,41.305972222222216,11:16:10.69,+41:18:14.4,169.04454166666665,41.303999999999995,J2000,Optical,SDSS,18.53,SDSS g PSF ext-corr,asinh,19.44,SDSS g PSF ext-corr,asinh,13.8,106.49489160450497,-0.02499999999999991,-1871.3047444011338,Hennawi+2006 ; Ellison+2007,2006AJ....131....1H,https://doi.org/10.1086/498235 ; https://doi.org/10.1111/j.1365-2966.2007.11847.x
135,Binary Quasar,2QZJ1121-0229A,2QZJ1121-0231B,Overlapping Plates,Optical Spectroscopy,1.782,spec,1.795,spec,11:21:56.04,-2:29:54.3,170.48349999999996,-2.4984166666666665,11:21:50.93,-2:31:15.6,170.4622083333333,-2.521,J2000,Optical,SDSS,18.36,SDSS g PSF ext-corr,asinh,21.35,SDSS g PSF ext-corr,asinh,111.7,943.79313147005,-0.0129999999999999,-1393.931819910654,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
136,Binary Quasar,SDSSJ1122+5058A,SDSSJ1122+5059B,Overlapping Plates,Optical Spectroscopy,1.805,spec,1.807,spec,11:22:48.83,+50:58:39.0,170.70345833333332,50.9775,11:22:54.12,+50:59:58.8,170.72549999999998,50.99966666666667,J2000,Optical,SDSS,19.4,SDSS g PSF ext-corr,asinh,19.66,SDSS g PSF ext-corr,asinh,94.1,794.5192131884539,-0.0020000000000000018,-213.11472703150838,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
137,Binary Quasar,SDSSJ1122+6230A,SDSSJ1123+6232B,Overlapping Plates,Optical Spectroscopy,1.439,spec,1.441,spec,11:22:54.26,+62:30:27.6,170.72608333333332,62.507666666666665,11:23:2.1,+62:32:6.7,170.75874999999996,62.53519444444444,J2000,Optical,SDSS,19.4,SDSS g PSF ext-corr,asinh,19.26,SDSS g PSF ext-corr,asinh,113.0,954.5034347952216,-0.0020000000000000018,-245.08192604775937,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
138,Binary Quasar,2QZJ1123+0043A,2QZJ1123+0045B,Overlapping Plates,Optical Spectroscopy,1.344,spec,1.338,spec,11:23:17.05,+0:43:58.8,170.82104166666664,0.733,11:23:24.71,+0:45:32.1,170.8529583333333,0.7589166666666667,J2000,Optical,SDSS,20.25,SDSS g PSF ext-corr,asinh,20.41,SDSS g PSF ext-corr,asinh,148.0,1243.9773113812075,0.006000000000000005,766.3379127747131,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
139,Binary Quasar,SDSSJ1123+0122A,SDSSJ1123+0122B,Overlapping Plates,Optical Spectroscopy,0.94,spec,0.939,spec,11:23:36.59,+1:22:1.8,170.9024583333333,1.3671666666666666,11:23:44.24,+1:22:45.7,170.9343333333333,1.379361111111111,J2000,Optical,SDSS,19.11,SDSS g PSF ext-corr,asinh,19.25,SDSS g PSF ext-corr,asinh,122.9,969.0941854861342,0.0010000000000000009,154.16343394092274,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
140,Binary Quasar,SDSSJ1125-0117A,SDSSJ1125-0119B,Overlapping Plates,Optical Spectroscopy,1.991,spec,2.004,spec,11:25:37.28,-1:17:3.4,171.40533333333332,-1.2842777777777776,11:25:42.9,-1:19:11.6,171.42874999999995,-1.319888888888889,J2000,Optical,SDSS,18.38,SDSS g PSF ext-corr,asinh,20.16,SDSS g PSF ext-corr,asinh,153.5,1285.5589243646043,-0.0129999999999999,-1296.7411917698325,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
141,Binary Quasar,2QZJ1127-0241A,2QZJ1127-0243B,Overlapping Plates,Optical Spectroscopy,1.194,spec,1.184,spec,11:27:14.78,-2:41:31.4,171.81158333333332,-2.6920555555555556,11:27:19.18,-2:43:47.1,171.82991666666663,-2.72975,J2000,Optical,SDSS,19.73,SDSS g PSF ext-corr,asinh,19.56,SDSS g PSF ext-corr,asinh,150.8,1249.7288876890175,0.010000000000000009,1365.913385225314,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
142,Binary Quasar,SDSSJ1129+6127A,SDSSJ1129+6127B,Overlapping Plates,Optical Spectroscopy,0.874,spec,0.876,spec,11:29:12.12,+61:27:57.7,172.30049999999997,61.46602777777778,11:29:2.06,+61:27:50.0,172.25858333333332,61.46388888888889,J2000,Optical,SDSS,18.67,SDSS g PSF ext-corr,asinh,19.86,SDSS g PSF ext-corr,asinh,72.6,560.7885811047906,-0.0020000000000000018,-318.93324261449976,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
143,Binary Quasar,SDSSJ1129+0153A,2QZJ1129+0151B,Overlapping Plates,Optical Spectroscopy,0.699,spec,0.709,spec,11:29:22.56,+1:53:31.3,172.34399999999997,1.8920277777777776,11:29:15.59,+1:51:46.2,172.3149583333333,1.8628333333333333,J2000,Optical,SDSS,18.57,SDSS g PSF ext-corr,asinh,19.77,SDSS g PSF ext-corr,asinh,148.2,1058.415122908439,-0.010000000000000009,-1754.6797279691662,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
144,Binary Quasar,SDSSJ1134+0849A,SDSSJ1134+0849B,Overlapping Plates,Optical Spectroscopy,1.528,spec,1.525,spec,11:34:57.74,+8:49:35.3,173.74058333333332,8.826472222222222,11:34:59.38,+8:49:23.3,173.74741666666662,8.823138888888888,J2000,Optical,SDSS,19.1,SDSS g PSF ext-corr,asinh,19.5,SDSS g PSF ext-corr,asinh,27.1,229.46266540173352,0.0030000000000001137,355.03648676774935,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
145,Binary Quasar,SDSSJ1135+0014A,2QZJ1135+0014B,Overlapping Plates,Optical Spectroscopy,1.65,spec,1.65,spec,11:35:32.86,+0:14:11.4,173.88691666666665,0.23650000000000002,11:35:24.97,+0:14:41.7,173.85404166666666,0.24491666666666667,J2000,Optical,SDSS,18.75,SDSS g PSF ext-corr,asinh,20.16,SDSS g PSF ext-corr,asinh,122.2,1035.1403147875812,0.0,0.0,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
146,Binary Quasar,SDSSJ1138+0139A,2QZJ1138+0136B,Overlapping Plates,Optical Spectroscopy,1.043,spec,1.033,spec,11:38:23.72,+1:39:24.8,174.5988333333333,1.6568888888888889,11:38:23.07,+1:36:32.8,174.59612499999997,1.6091111111111112,J2000,Optical,SDSS,18.68,SDSS g PSF ext-corr,asinh,20.16,SDSS g PSF ext-corr,asinh,172.3,1393.0948960530256,0.010000000000000009,1467.1158012736064,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
147,Binary Quasar,2QZJ1140-0148A,2QZJ1140-0149B,Overlapping Plates,Optical Spectroscopy,2.025,spec,2.031,spec,11:40:18.75,-1:48:42.0,175.07812499999997,-1.8116666666666668,11:40:12.13,-1:49:55.2,175.05054166666665,-1.832,J2000,Optical,SDSS,19.46,SDSS g PSF ext-corr,asinh,19.87,SDSS g PSF ext-corr,asinh,123.3,1030.6927204572455,-0.006000000000000227,-592.4696958476492,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
148,Binary Quasar,SDSSJ1143+1325A,SDSSJ1143+1324B,Overlapping Plates,Optical Spectroscopy,2.508,spec,2.509,spec,11:43:23.44,+13:25:42.0,175.84766666666664,13.428333333333333,11:43:16.98,+13:24:0.8,175.82074999999998,13.400222222222222,J2000,Optical,SDSS,18.69,SDSS g PSF ext-corr,asinh,0.0,SDSS g PSF ext-corr,asinh,138.3,1115.615441535177,-0.0009999999999998899,-85.22160294355537,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
149,Binary Quasar,2QZJ1146-0124A,2QZJ1146-0124B,Overlapping Plates,Optical Spectroscopy,1.977,spec,1.972,spec,11:46:52.97,-1:24:46.4,176.7207083333333,-1.4128888888888889,11:46:51.19,-1:24:56.3,176.71329166666666,-1.415638888888889,J2000,Optical,SDSS,20.23,SDSS g PSF ext-corr,asinh,20.46,SDSS g PSF ext-corr,asinh,28.5,238.86426122042508,0.0050000000000001155,502.60512487123395,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
150,Binary Quasar,SDSSJ1148-0233A,2QZJ1148-0233B,Overlapping Plates,Optical Spectroscopy,0.566,spec,0.56,spec,11:48:5.31,-2:33:3.6,177.022125,-2.5509999999999997,11:48:10.62,-2:33:1.6,177.04425,-2.550444444444444,J2000,Optical,SDSS,17.63,SDSS g PSF ext-corr,asinh,18.56,SDSS g PSF ext-corr,asinh,79.6,517.617498392038,0.005999999999999894,1147.7884778331606,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
151,Binary Quasar,SDSSJ1148+1050A,SDSSJ1148+1047B,Overlapping Plates,Optical Spectroscopy,1.011,spec,1.008,spec,11:48:39.41,+10:50:16.7,177.16420833333333,10.837972222222223,11:48:44.25,+10:47:56.7,177.184375,10.799083333333334,J2000,Optical,SDSS,18.19,SDSS g PSF ext-corr,asinh,18.59,SDSS g PSF ext-corr,asinh,157.1,1261.3873538090793,0.0029999999999998916,446.37944772192907,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
152,Binary Quasar,2QZJ1149+0016A,2QZJ1149+0018B,Overlapping Plates,Optical Spectroscopy,2.067,spec,2.072,spec,11:49:8.13,+0:16:16.3,177.283875,0.27119444444444446,11:49:10.69,+0:18:36.3,177.29454166666665,0.3100833333333333,J2000,Optical,SDSS,20.29,SDSS g PSF ext-corr,asinh,19.34,SDSS g PSF ext-corr,asinh,145.1,1209.9323756969475,-0.004999999999999893,-487.0496850587414,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
153,Binary Quasar,SDSSJ1151+6353A,SDSSJ1151+6355B,Overlapping Plates,Optical Spectroscopy,0.619,spec,0.609,spec,11:51:30.71,+63:53:23.7,177.8779583333333,63.889916666666664,11:51:20.45,+63:55:20.6,177.8352083333333,63.92238888888889,J2000,Optical,SDSS,18.96,SDSS g PSF ext-corr,asinh,19.68,SDSS g PSF ext-corr,asinh,135.1,916.1798173926996,0.010000000000000009,1852.5224940605137,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
154,Binary Quasar,SDSSJ1151+4819A,SDSSJ1151+4819B,Overlapping Plates,Optical Spectroscopy,0.717,spec,0.723,spec,11:51:44.78,+48:19:28.4,177.93658333333332,48.324555555555555,11:51:27.96,+48:19:23.4,177.86649999999997,48.32316666666667,J2000,Optical,SDSS,18.6,SDSS g PSF ext-corr,asinh,18.82,SDSS g PSF ext-corr,asinh,167.8,1210.4856786324772,-0.006000000000000005,-1043.0200827539056,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
155,Binary Quasar,SDSSJ1152-0030A,2QZJ1152-0030B,Overlapping Plates,Optical Spectroscopy,0.55,spec,0.554,spec,11:52:40.53,-0:30:4.3,178.16887499999999,-0.5011944444444445,11:52:40.1,-0:30:32.9,178.16708333333332,-0.5091388888888889,J2000,Optical,SDSS,18.8,SDSS g PSF ext-corr,asinh,20.12,SDSS g PSF ext-corr,asinh,29.3,187.8603232449261,-0.0040000000000000036,-770.617276980023,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
156,Binary Quasar,2QZJ1153-0220A,2QZJ1152-0221B,Overlapping Plates,Optical Spectroscopy,1.914,spec,1.925,spec,11:53:3.82,-2:20:21.8,178.26591666666664,-2.339388888888889,11:52:58.93,-2:21:18.3,178.24554166666667,-2.3550833333333334,J2000,Optical,SDSS,20.71,SDSS g PSF ext-corr,asinh,20.87,SDSS g PSF ext-corr,asinh,92.6,778.5066030861253,-0.01100000000000012,-1126.5587694178528,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
157,Binary Quasar,SDSSJ1204+0953A,SDSSJ1204+0954B,Overlapping Plates,Optical Spectroscopy,1.278,spec,1.27,spec,12:4:49.73,+9:53:35.2,181.2072083333333,9.89311111111111,12:4:40.75,+9:54:54.3,181.16979166666664,9.915083333333333,J2000,Optical,SDSS,18.11,SDSS g PSF ext-corr,asinh,19.35,SDSS g PSF ext-corr,asinh,154.5,1291.9373575955956,0.008000000000000007,1051.8876863919645,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
158,Binary Quasar,SDSSJ1207+0115A,2QZJ1207+0115B,Overlapping Plates,Optical Spectroscopy,0.966,spec,0.964,spec,12:7:0.97,+1:15:39.4,181.75404166666667,1.2609444444444444,12:7:1.4,+1:15:4.7,181.75583333333333,1.2513055555555554,J2000,Optical,SDSS,18.94,SDSS g PSF ext-corr,asinh,20.4,SDSS g PSF ext-corr,asinh,35.4,281.1197164035333,0.0020000000000000018,304.3256209297246,Hennawi+2006,2006AJ....131....1H,https://doi.org/10.1086/498235
