System Type,Equinox,Brightness1,Brightness_band1,Brightness_type1,Paper(s),BibCode(s),DOI(s),Notes,Name1,Name2,Selection Method,Confirmation Method,z1,z1_type,z2,z2_type,RA1,Dec1,RA2,Dec2,RA1_deg,Dec1_deg,RA2_deg,Dec2_deg,Brightness2,Brightness_band2,Brightness_type2,dV,Coordinate_waveband1,Coordinate_Source1,Equinox1,Sep
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1246+1710,J1246+1710,X-Shaped Radio Source,-99,0.702,SPEC,-99,-99,12:46:24.32,+17:10:52.6,12:46:24.32,+17:10:52.6,191.60133333333332,17.18127777777778,191.60133333333332,17.18127777777778,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1247+1947,J1247+1947,X-Shaped Radio Source,-99,0.432,SPEC/Q,-99,-99,12:47:16.71,+19:47:50.4,12:47:16.71,+19:47:50.4,191.81962499999997,19.797333333333334,191.81962499999997,19.797333333333334,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,22.3,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1247+4646,J1247+4646,X-Shaped Radio Source,-99,0.838,-99,-99,-99,12:47:26.84,+46:46:6.0,12:47:26.84,+46:46:6.0,191.86183333333332,46.76833333333333,191.86183333333332,46.76833333333333,22.3,22.3,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1251+0856,J1251+0856,X-Shaped Radio Source,-99,0.3,PHOT,-99,-99,12:51:42.87,+8:56:17.0,12:51:42.87,+8:56:17.0,192.92862499999995,8.938055555555556,192.92862499999995,8.938055555555556,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,19.1,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1253+3435,J1253+3435,X-Shaped Radio Source,-99,0.358,-99,-99,-99,12:53:24.29,+34:35:18.2,12:53:24.29,+34:35:18.2,193.3512083333333,34.58838888888889,193.3512083333333,34.58838888888889,19.1,19.1,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J125341.2+034817,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,12:53:41.284,+3:48:17.88,12:53:41.284,+3:48:17.88,193.42201666666665,3.8049666666666666,193.42201666666665,3.8049666666666666,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1257+1228,J1257+1228,X-Shaped Radio Source,-99,0.208,SPEC,-99,-99,12:57:21.87,+12:28:20.5,12:57:21.87,+12:28:20.5,194.34112499999995,12.47236111111111,194.34112499999995,12.47236111111111,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,17.0,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1258+3227,J1258+3227,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,12:58:32.87,+32:27:40.8,12:58:32.87,+32:27:40.8,194.63695833333333,32.461333333333336,194.63695833333333,32.461333333333336,17.0,17.0,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J125800.7+443527,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,12:58:0.796,+44:35:27.32,12:58:0.796,+44:35:27.32,194.50331666666665,44.590922222222225,194.50331666666665,44.590922222222225,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J125803.7-021618,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,12:58:3.781,-2:16:18.31,12:58:3.781,-2:16:18.31,194.51575416666662,-2.2717527777777775,194.51575416666662,-2.2717527777777775,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1259+0125,J1259+0125,X-Shaped Radio Source,-99,0.713,SPEC,-99,-99,12:59:16.82,+1:25:42.7,12:59:16.82,+1:25:42.7,194.8200833333333,1.4285277777777778,194.8200833333333,1.4285277777777778,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1259+1443,J1259+1443,X-Shaped Radio Source,-99,0.622,PHOT,-99,-99,12:59:18.07,+14:43:25.9,12:59:18.07,+14:43:25.9,194.82529166666663,14.72386111111111,194.82529166666663,14.72386111111111,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011 ; Yang+2019 ; Joshi+2019,2011ApJS..194...31P ; 2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.1088/0067-0049/194/2/31 ; https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f,-99,J125900.8+203247,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,12:59:0.85,+20:32:47.02,12:59:0.85,+20:32:47.02,194.75354166666662,20.546394444444445,194.75354166666662,20.546394444444445,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1300+3505,J1300+3505,X-Shaped Radio Source,-99,,,-99,-99,13:0:48.34,+35:5:27.3,13:0:48.34,+35:5:27.3,195.20141666666666,35.09091666666667,195.20141666666666,35.09091666666667,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1301+1041,J1301+1041,X-Shaped Radio Source,-99,0.616,PHOT,-99,-99,13:1:16.13,+10:41:38.6,13:1:16.13,+10:41:38.6,195.31720833333333,10.694055555555556,195.31720833333333,10.694055555555556,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J130116.3+104132,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,13:1:16.307,+10:41:32.55,13:1:16.307,+10:41:32.55,195.3179458333333,10.692375,195.3179458333333,10.692375,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1302+5119,J1302+5119,X-Shaped Radio Source,-99,,,-99,-99,13:2:58.46,+51:19:43.6,13:2:58.46,+51:19:43.6,195.7435833333333,51.32877777777778,195.7435833333333,51.32877777777778,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1303+0609,J1303+0609,X-Shaped Radio Source,-99,0.445,PHOT,-99,-99,13:3:7.09,+6:9:7.7,13:3:7.09,+6:9:7.7,195.77954166666666,6.1521388888888895,195.77954166666666,6.1521388888888895,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1305-0013,J1305-0013,X-Shaped Radio Source,-99,,,-99,-99,13:5:40.14,-0:13:46.6,13:5:40.14,-0:13:46.6,196.41725,-0.22961111111111113,196.41725,-0.22961111111111113,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1306+4257,J1306+4257,X-Shaped Radio Source,-99,0.657,SPEC,-99,-99,13:6:52.38,+42:57:2.0,13:6:52.38,+42:57:2.0,196.71824999999995,42.95055555555556,196.71824999999995,42.95055555555556,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J130654.3+180908,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,13:6:54.304,+18:9:8.24,13:6:54.304,+18:9:8.24,196.72626666666662,18.152288888888886,196.72626666666662,18.152288888888886,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1308+2258,J1308+2258,X-Shaped Radio Source,-99,0.677,SPEC,-99,-99,13:8:54.25,+22:58:22.3,13:8:54.25,+22:58:22.3,197.22604166666665,22.972861111111108,197.22604166666665,22.972861111111108,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,19.4,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018 ; Lal+2019,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S ; 2019AJ....157..195L,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-3881/ab1419,  Saripalli+ reject this object for reasons listed in their Table 3. Lal+2019 obtained additional radio imaging.,J1309-0012,J1309-0012,X-Shaped Radio Source,-99,0.419,-99,-99,-99,13:9:49.74,-0:12:35.6,13:9:49.74,-0:12:35.6,197.45725,-0.2098888888888889,197.45725,-0.2098888888888889,19.4,19.4,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J130935.1+372315,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,13:9:35.162,+37:23:15.1,13:9:35.162,+37:23:15.1,197.39650833333332,37.38752777777778,197.39650833333332,37.38752777777778,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1310+4644,J1310+4644,X-Shaped Radio Source,-99,,,-99,-99,13:10:42.38,+46:44:35.0,13:10:42.38,+46:44:35.0,197.6765833333333,46.74305555555556,197.6765833333333,46.74305555555556,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,19.2,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1310+5458,J1310+5458,X-Shaped Radio Source,-99,0.355,-99,-99,-99,13:10:15.4,+54:58:34.2,13:10:15.4,+54:58:34.2,197.56416666666664,54.97616666666667,197.56416666666664,54.97616666666667,19.2,19.2,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J131039.1+200224,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,13:10:39.14,+20:2:24.72,13:10:39.14,+20:2:24.72,197.6630833333333,20.040200000000002,197.6630833333333,20.040200000000002,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1312+1834,J1312+1834,X-Shaped Radio Source,-99,0.56,SPEC,-99,-99,13:12:26.65,+18:34:14.9,13:12:26.65,+18:34:14.9,198.11104166666664,18.570805555555555,198.11104166666664,18.570805555555555,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1313+0758,J1313+0758,X-Shaped Radio Source,-99,0.365,PHOT,-99,-99,13:13:31.4,+7:58:2.5,13:13:31.4,+7:58:2.5,198.3808333333333,7.967361111111111,198.3808333333333,7.967361111111111,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1314-0143,J1314-0143,X-Shaped Radio Source,-99,0.22,SPEC,-99,-99,13:14:34.45,-1:43:39.2,13:14:34.45,-1:43:39.2,198.64354166666664,-1.7275555555555557,198.64354166666664,-1.7275555555555557,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J131509.2+455844,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,13:15:9.265,+45:58:44.31,13:15:9.265,+45:58:44.31,198.78860416666666,45.978975,198.78860416666666,45.978975,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Recoil Candidate / Binary AGN Candidate,-99,19.6,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1316+2427,J1316+2427,X-Shaped Radio Source,-99,0.447,-99,-99,-99,13:16:38.27,+24:27:32.4,13:16:38.27,+24:27:32.4,199.15945833333333,24.459,199.15945833333333,24.459,19.6,19.6,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J132127.4+621525,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,13:21:27.443,+62:15:25.36,13:21:27.443,+62:15:25.36,200.3643458333333,62.257044444444446,200.3643458333333,62.257044444444446,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1323+4115,J1323+4115,X-Shaped Radio Source,-99,0.296,PHOT,-99,-99,13:23:24.26,+41:15:15.0,13:23:24.26,+41:15:15.0,200.8510833333333,41.25416666666667,200.8510833333333,41.25416666666667,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J132309.9+415318,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,13:23:9.941,+41:53:18.02,13:23:9.941,+41:53:18.02,200.7914208333333,41.88833888888889,200.7914208333333,41.88833888888889,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1324+1801,J1324+1801,X-Shaped Radio Source,-99,,,-99,-99,13:24:28.14,+18:1:24.7,13:24:28.14,+18:1:24.7,201.11724999999998,18.023527777777776,201.11724999999998,18.023527777777776,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1324+4334,J1324+4334,X-Shaped Radio Source,-99,0.338,SPEC/Q,-99,-99,13:24:4.2,+43:34:7.1,13:24:4.2,+43:34:7.1,201.01749999999998,43.56863888888889,201.01749999999998,43.56863888888889,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1326+3647,J1326+3647,X-Shaped Radio Source,-99,0.054,SPEC,-99,-99,13:26:2.39,+36:47:59.3,13:26:2.39,+36:47:59.3,201.50995833333332,36.79980555555555,201.50995833333332,36.79980555555555,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,16.6,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1327-0203,J1327-0203,X-Shaped Radio Source,-99,0.1828,-99,-99,-99,13:27:38.22,-2:3:9.9,13:27:38.22,-2:3:9.9,201.90925,-2.0527499999999996,201.90925,-2.0527499999999996,16.6,16.6,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J132706.3-024930,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,13:27:6.388,-2:49:30.6,13:27:6.388,-2:49:30.6,201.77661666666663,-2.8251666666666666,201.77661666666663,-2.8251666666666666,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011 ; Yang+2019 ; Joshi+2019,2011ApJS..194...31P ; 2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.1088/0067-0049/194/2/31 ; https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f,-99,J132714.0+285319,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,13:27:14.035,+28:53:19.49,13:27:14.035,+28:53:19.49,201.80847916666664,28.88874722222222,201.80847916666664,28.88874722222222,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1329+1818,J1329+1818,X-Shaped Radio Source,-99,0.514,SPEC,-99,-99,13:29:39.95,+18:18:42.0,13:29:39.95,+18:18:42.0,202.4164583333333,18.311666666666667,202.4164583333333,18.311666666666667,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,15.5,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018,2007AJ....133.2097C ; 2018ApJ...852...47R,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49, ,J1330-0206,J1330-0206,X-Shaped Radio Source,-99,0.0866,-99,-99,-99,13:30:10.32,-2:6:18.0,13:30:10.32,-2:6:18.0,202.54299999999998,-2.105,202.54299999999998,-2.105,15.5,15.5,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011 ; Yang+2019 ; Joshi+2019,2011ApJS..194...31P ; 2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.1088/0067-0049/194/2/31 ; https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f,-99,J133051.1+024842,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,13:30:51.126,+2:48:42.46,13:30:51.126,+2:48:42.46,202.713025,2.8117944444444443,202.713025,2.8117944444444443,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1334+4056,J1334+4056,X-Shaped Radio Source,-99,0.238,SPEC,-99,-99,13:34:54.38,+40:56:54.7,13:34:54.38,+40:56:54.7,203.7265833333333,40.94852777777778,203.7265833333333,40.94852777777778,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1336+1611,J1336+1611,X-Shaped Radio Source,-99,1.395,PHOT,-99,-99,13:36:32.19,+16:11:7.0,13:36:32.19,+16:11:7.0,204.13412499999998,16.185277777777777,204.13412499999998,16.185277777777777,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1336+4313,J1336+4313,X-Shaped Radio Source,-99,,,-99,-99,13:36:36.06,+43:13:29.0,13:36:36.06,+43:13:29.0,204.15024999999997,43.224722222222226,204.15024999999997,43.224722222222226,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J133606.6-073024,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,13:36:6.654,-7:30:24.43,13:36:6.654,-7:30:24.43,204.02772499999998,-7.506786111111111,204.02772499999998,-7.506786111111111,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Recoil Candidate / Binary AGN Candidate,-99,15.9,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Lal+2019,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2019AJ....157..195L,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-3881/ab1419,  Lal+2019 obtained additional radio imaging.,J1339-0016,J1339-0016,X-Shaped Radio Source,-99,0.1452,-99,-99,-99,13:39:34.23,-0:16:35.5,13:39:34.23,-0:16:35.5,204.89262499999998,-0.27652777777777776,204.89262499999998,-0.27652777777777776,15.9,15.9,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1340+3749,J1340+3749,X-Shaped Radio Source,-99,0.218,PHOT,-99,-99,13:40:51.19,+37:49:11.7,13:40:51.19,+37:49:11.7,205.21329166666663,37.81991666666667,205.21329166666663,37.81991666666667,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
