Name1,z,Name2,z1,z2,z1_type,z2_type,RA1,Dec1,RA1_deg,Dec1_deg,RA2,Dec2,RA2_deg,Dec2_deg,Equinox1,Coordinate_waveband1,Coordinate_Source1,System Type,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2,Sep,dV,Selection Method,Confirmation Method,Paper(s),BibCode(s),DOI(s),Notes,Coordinate_Source
J152103.76+453001.9,0.13395,J152103.76+453001.9,0.13395,-99.0,spec,-99,15:21:03.76,+45:30:01.9,230.26566666666662,45.500527777777776,15:21:03.76,+45:30:01.9,230.26566666666662,45.500527777777776,J2000,Optical,,Dual AGN Candidate,17.46,SDSS r-band,mag,17.46,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J152117.30+075955.4,0.463,J152117.30+075955.4,0.463,-99.0,spec,-99,15:21:17.30,+07:59:55.4,230.32208333333332,7.998722222222222,15:21:17.30,+07:59:55.4,230.32208333333332,7.998722222222222,J2000,Optical,,Dual AGN Candidate,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.0,500.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Smith+2010 ; McGurk+2015 ; Song+2020,2010ApJ...716..866S ; 2015ApJ...811...14M ; 2020MNRAS.491.4023S,https://doi.org/10.1088/0004-637X/716/1/866 ; https://doi.org/10.1088/0004-637X/811/1/14 ; https://doi.org/10.1093/mnras/stz3354, Companion within 3 arcseconds. Song+2020 examined a subsample of the double-peaked objects in Smith+2010 but did not include a table specifying the objects. We include a reference to all of them for now. Song+ disfavor a binary hypothesis.,SDSS
J152122.93+285804.2,0.10691,J152122.93+285804.2,0.10691,-99.0,spec,-99,15:21:22.93,+28:58:04.2,230.34554166666663,28.96783333333333,15:21:22.93,+28:58:04.2,230.34554166666663,28.96783333333333,J2000,Optical,,Dual AGN Candidate,17.44,SDSS r-band,mag,17.44,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J152145.01+291759.5,0.1129,J152145.01+291759.5,0.1129,-99.0,spec,-99,15:21:45.01,+29:17:59.5,230.43754166666665,29.299861111111113,15:21:45.01,+29:17:59.5,230.43754166666665,29.299861111111113,J2000,Optical,,Dual AGN Candidate,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Liu+2010a ; Ge+2012,2010ApJ...708..427L ; 2012ApJS..201...31G,https://doi.org/10.1088/0004-637X/708/1/427 ; https://doi:10.1088/0067-0049/201/2/31,,SDSS
J152156.23+194949.5,0.20512,J152156.23+194949.5,0.20512,-99.0,spec,-99,15:21:56.23,+19:49:49.5,230.48429166666665,19.830416666666668,15:21:56.23,+19:49:49.5,230.48429166666665,19.830416666666668,J2000,Optical,,Dual AGN Candidate,17.64,SDSS r-band,mag,17.64,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J152207.56+130023.6,0.13484,J152207.56+130023.6,0.13484,-99.0,spec,-99,15:22:07.56,+13:00:23.6,230.5315,13.006555555555556,15:22:07.56,+13:00:23.6,230.5315,13.006555555555556,J2000,Optical,,Dual AGN Candidate,17.52,SDSS r-band,mag,17.52,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J152314.55+354834.0,0.11876,J152314.55+354834.0,0.11876,-99.0,spec,-99,15:23:14.55,+35:48:34.0,230.81062499999996,35.809444444444445,15:23:14.55,+35:48:34.0,230.81062499999996,35.809444444444445,J2000,Optical,,Dual AGN Candidate,16.91,SDSS r-band,mag,16.91,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J152327.57+262940.7,0.236,J152327.57+262940.7,0.236,-99.0,spec,-99,15:23:27.57,+26:29:40.7,230.86487499999996,26.49463888888889,15:23:27.57,+26:29:40.7,230.86487499999996,26.49463888888889,J2000,Optical,,Dual AGN Candidate,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.0,540.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Smith+2010 ; Ge+2012 ; McGurk+2015 ; Song+2020,2010ApJ...716..866S ; 2012ApJS..201...31G ; 2015ApJ...811...14M ; 2020MNRAS.491.4023S,https://doi.org/10.1088/0004-637X/716/1/866 ; https://doi:10.1088/0067-0049/201/2/31 ; https://doi.org/10.1088/0004-637X/811/1/14 ; https://doi.org/10.1093/mnras/stz3354, Companion within 3 arcseconds. Song+2020 examined a subsample of the double-peaked objects in Smith+2010 but did not include a table specifying the objects. We include a reference to all of them for now. Song+ disfavor a binary hypothesis.,SDSS
J152345.62+132340.6,0.1664,J152345.62+132340.6,0.1664,-99.0,spec,-99,15:23:45.62,+13:23:40.6,230.94008333333332,13.39461111111111,15:23:45.62,+13:23:40.6,230.94008333333332,13.39461111111111,J2000,Optical,,Dual AGN Candidate,17.45,SDSS r-band,mag,17.45,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J152431.41+323750.6,0.629,J152431.41+323750.6,0.629,-99.0,spec,-99,15:24:31.41,+32:37:50.6,231.13087499999997,32.630722222222225,15:24:31.41,+32:37:50.6,231.13087499999997,32.630722222222225,J2000,Optical,,Dual AGN Candidate,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,480.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Smith+2010 ; Fu+2012 ; McGurk+2015 ; Yuan+2016 ; Comerford+2018 ; Song+2020,2010ApJ...716..866S ; 2012ApJ...745...67F ; 2015ApJ...811...14M ; 2016MNRAS.462.1603Y ; 2018ApJ...867...66C ; 2020MNRAS.491.4023S,https://doi.org/10.1088/0004-637X/716/1/866 ; https://doi.org/10.1088/0004-637X/745/1/67 ; https://doi.org/10.1088/0004-637X/811/1/14 ; https://doi.org/10.1093/mnras/stw1747 ; https://doi.org/10.3847/1538-4357/aae2b4 ; https://doi.org/10.1093/mnras/stz3354, Fu+2011 argue the origin of the double-peaked lines is Unresolved narrow-line region No companion within 3 arcseconds. Comerford+2018 studied the kinematics that give rise to the double-peaks. Song+2020 examined a subsample of the double-peaked objects in Smith+2010 but did not include a table specifying the objects. We include a reference to all of them for now. Song+ disfavor a binary hypothesis.,SDSS
J152433.36+274311.6,0.0681,J152433.36+274311.6,0.0681,-99.0,spec,-99,15:24:33.36,+27:43:11.6,231.13899999999998,27.71988888888889,15:24:33.36,+27:43:11.6,231.13899999999998,27.71988888888889,J2000,Optical,,Dual AGN Candidate,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Liu+2010a,2010ApJ...708..427L,https://doi.org/10.1088/0004-637X/708/1/427,,SDSS
J152506.63+022425.1,0.337,J152506.63+022425.1,0.337,-99.0,spec,-99,15:25:06.63,+02:24:25.1,231.27762499999997,2.406972222222222,15:25:06.63,+02:24:25.1,231.27762499999997,2.406972222222222,J2000,Optical,,Dual AGN Candidate,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.0,320.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Smith+2010 ; Song+2020,2010ApJ...716..866S ; 2020MNRAS.491.4023S,https://doi.org/10.1088/0004-637X/716/1/866 ; https://doi.org/10.1093/mnras/stz3354, Song+2020 examined a subsample of the double-peaked objects in Smith+2010 but did not include a table specifying the objects. We include a reference to all of them for now. Song+ disfavor a binary hypothesis.,SDSS
J152528.50+015242.7,0.08879,J152528.50+015242.7,0.08879,-99.0,spec,-99,15:25:28.50,+01:52:42.7,231.36874999999995,1.8785277777777778,15:25:28.50,+01:52:42.7,231.36874999999995,1.8785277777777778,J2000,Optical,,Dual AGN Candidate,15.94,SDSS r-band,mag,15.94,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J152606+414014,0.00831,J152606+414014,0.00831,-99.0,spec,-99,15:26:06,+41:40:14,231.52499999999998,41.67055555555555,15:26:06,+41:40:14,231.52499999999998,41.67055555555555,J2000,Optical,SDSS,Dual AGN Candidate,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Wang+2009 ; Tingay+2011 ; Ge+2012 ; Fu+2012 ; McGurk+2015,2009ApJ...705L..76W ; 2011AJ....141..174T ; 2012ApJS..201...31G ; 2012ApJ...745...67F ; 2015ApJ...811...14M,https://doi.org/10.1088/0004-637X/705/1/L76 ; https://doi.org/10.1088/0004-6256/141/6/174 ; https://doi:10.1088/0067-0049/201/2/31 ; https://doi.org/10.1088/0004-637X/745/1/67 ; https://doi.org/10.1088/0004-637X/811/1/14, Tingay+ find no evidence of double radio cores in VLBA imaging. No companion within 3 arcseconds. No companion within 3 arcseconds.,
J152755.02+543833.0,0.18747,J152755.02+543833.0,0.18747,-99.0,spec,-99,15:27:55.02,+54:38:33.0,231.97924999999995,54.6425,15:27:55.02,+54:38:33.0,231.97924999999995,54.6425,J2000,Optical,,Dual AGN Candidate,17.17,SDSS r-band,mag,17.17,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J152805.90+065104.5,0.18677,J152805.90+065104.5,0.18677,-99.0,spec,-99,15:28:05.90,+06:51:04.5,232.0245833333333,6.851249999999999,15:28:05.90,+06:51:04.5,232.0245833333333,6.851249999999999,J2000,Optical,,Dual AGN Candidate,17.89,SDSS r-band,mag,17.89,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J152809.27+301650.5,0.4418,J152809.27+301650.5,0.4418,-99.0,spec,-99,15:28:09.27,+30:16:50.5,232.03862499999997,30.280694444444443,15:28:09.27,+30:16:50.5,232.03862499999997,30.280694444444443,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Lyu+2016 ; Yuan+2016,2016MNRAS.463...24L ; 2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1945 ; https://doi.org/10.1093/mnras/stw1747,,SDSS
J152858.14+285351.0,0.16191,J152858.14+285351.0,0.16191,-99.0,spec,-99,15:28:58.14,+28:53:51.0,232.24224999999996,28.8975,15:28:58.14,+28:53:51.0,232.24224999999996,28.8975,J2000,Optical,,Dual AGN Candidate,16.59,SDSS r-band,mag,16.59,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J152947.56+523638.7,0.09913,J152947.56+523638.7,0.09913,-99.0,spec,-99,15:29:47.56,+52:36:38.7,232.44816666666662,52.61075,15:29:47.56,+52:36:38.7,232.44816666666662,52.61075,J2000,Optical,,Dual AGN Candidate,17.52,SDSS r-band,mag,17.52,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J153016.40+320646.5,0.10544,J153016.40+320646.5,0.10544,-99.0,spec,-99,15:30:16.40,+32:06:46.5,232.5683333333333,32.11291666666667,15:30:16.40,+32:06:46.5,232.5683333333333,32.11291666666667,J2000,Optical,,Dual AGN Candidate,16.12,SDSS r-band,mag,16.12,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J153023.62+020840.6,0.12448,J153023.62+020840.6,0.12448,-99.0,spec,-99,15:30:23.62,+02:08:40.6,232.59841666666665,2.1446111111111112,15:30:23.62,+02:08:40.6,232.59841666666665,2.1446111111111112,J2000,Optical,,Dual AGN Candidate,17.05,SDSS r-band,mag,17.05,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J153112.29+433358.1,0.11778,J153112.29+433358.1,0.11778,-99.0,spec,-99,15:31:12.29,+43:33:58.1,232.80120833333334,43.56613888888889,15:31:12.29,+43:33:58.1,232.80120833333334,43.56613888888889,J2000,Optical,,Dual AGN Candidate,17.46,SDSS r-band,mag,17.46,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J153121.54+195511.6,0.15689,J153121.54+195511.6,0.15689,-99.0,spec,-99,15:31:21.54,+19:55:11.6,232.83974999999998,19.91988888888889,15:31:21.54,+19:55:11.6,232.83974999999998,19.91988888888889,J2000,Optical,,Dual AGN Candidate,17.44,SDSS r-band,mag,17.44,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J153123.80+190537.8,0.2535,J153123.80+190537.8,0.2535,-99.0,spec,-99,15:31:23.80,+19:05:37.8,232.84916666666666,19.093833333333333,15:31:23.80,+19:05:37.8,232.84916666666666,19.093833333333333,J2000,Optical,,Dual AGN Candidate,18.41,SDSS r-band,mag,18.41,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J153147.25+223305.8,0.15906,J153147.25+223305.8,0.15906,-99.0,spec,-99,15:31:47.25,+22:33:05.8,232.946875,22.55161111111111,15:31:47.25,+22:33:05.8,232.946875,22.55161111111111,J2000,Optical,,Dual AGN Candidate,17.68,SDSS r-band,mag,17.68,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J153159.78+403436.1,0.21194,J153159.78+403436.1,0.21194,-99.0,spec,-99,15:31:59.78,+40:34:36.1,232.99908333333332,40.57669444444445,15:31:59.78,+40:34:36.1,232.99908333333332,40.57669444444445,J2000,Optical,,Dual AGN Candidate,17.65,SDSS r-band,mag,17.65,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J153204.78+475024.9,0.1986,J153204.78+475024.9,0.1986,-99.0,spec,-99,15:32:04.78,+47:50:24.9,233.01991666666663,47.840250000000005,15:32:04.78,+47:50:24.9,233.01991666666663,47.840250000000005,J2000,Optical,,Dual AGN Candidate,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Liu+2010a ; Ge+2012,2010ApJ...708..427L ; 2012ApJS..201...31G,https://doi.org/10.1088/0004-637X/708/1/427 ; https://doi:10.1088/0067-0049/201/2/31,,SDSS
J153217+453225,0.07138,J153217+453225,0.07138,-99.0,spec,-99,15:32:17,+45:32:25,233.0708333333333,45.540277777777774,15:32:17,+45:32:25,233.0708333333333,45.540277777777774,J2000,Optical,SDSS,Dual AGN Candidate,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Wang+2009 ; Ge+2012,2009ApJ...705L..76W ; 2012ApJS..201...31G,https://doi.org/10.1088/0004-637X/705/1/L76 ; https://doi:10.1088/0067-0049/201/2/31,,
J153231.80+420342.7,0.21,J153231.80+420342.7,0.21,-99.0,spec,-99,15:32:31.80,+42:03:42.7,233.13249999999996,42.06186111111111,15:32:31.80,+42:03:42.7,233.13249999999996,42.06186111111111,J2000,Optical,,Dual AGN Candidate,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,,353.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Smith+2010 ; Smith+2012 ; Rosario+2011 ; Fu+2011 ; Fu+2012 ; Fu+2012 ; McGurk+2015 ; Kim+2020 ; Song+2020,2010ApJ...716..866S ; 2012ApJ...752...63S ; 2011ApJ...739...44R ; 2011ApJ...733..103F ; 2012ApJ...745...67F ; 2012ApJ...745...67F ; 2015ApJ...811...14M ; 2020ApJ...904...23K ; 2020MNRAS.491.4023S,https://doi.org/10.1088/0004-637X/716/1/866 ; https://doi.org/10.1088/0004-637X/752/1/63 ; https://doi.org/10.1088/0004-637X/739/1/44 ; https://doi.org/10.1088/0004-637X/733/2/103 ; https://doi.org/10.1088/0004-637X/745/1/67 ; https://doi.org/10.1088/0004-637X/745/1/67 ; https://doi.org/10.1088/0004-637X/811/1/14 ; https://doi.org/10.3847/1538-4357/abb9a0 ; https://doi.org/10.1093/mnras/stz3354," Single structure observed in Keck AO near-IR imaging. Fu+2011 found no companions within 3 arcseconds, Fu+2011 argue the origin of the double-peaked lines is Unresolved narrow-line region No companion within 3 arcseconds. No companion within 3 arcseconds. Kim+2020 reselected this based on double-peaked lines and compared to spectra from known dual AGNs. Also looked for companions. Song+2020 examined a subsample of the double-peaked objects in Smith+2010 but did not include a table specifying the objects. We include a reference to all of them for now. Song+ disfavor a binary hypothesis.",SDSS
J153231.82+114447.9,0.20335,J153231.82+114447.9,0.20335,-99.0,spec,-99,15:32:31.82,+11:44:47.9,233.1325833333333,11.746638888888889,15:32:31.82,+11:44:47.9,233.1325833333333,11.746638888888889,J2000,Optical,,Dual AGN Candidate,17.64,SDSS r-band,mag,17.64,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J153238.91+260124.5,0.0978,J153238.91+260124.5,0.0978,-99.0,spec,-99,15:32:38.91,+26:01:24.5,233.16212499999997,26.02347222222222,15:32:38.91,+26:01:24.5,233.16212499999997,26.02347222222222,J2000,Optical,,Dual AGN Candidate,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Liu+2010a ; Ge+2012,2010ApJ...708..427L ; 2012ApJS..201...31G,https://doi.org/10.1088/0004-637X/708/1/427 ; https://doi:10.1088/0067-0049/201/2/31,,SDSS
J153301.43+070513.7,0.354,J153301.43+070513.7,0.354,-99.0,spec,-99,15:33:01.43,+07:05:13.7,233.25595833333333,7.087138888888888,15:33:01.43,+07:05:13.7,233.25595833333333,7.087138888888888,J2000,Optical,,Dual AGN Candidate,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,3.0,510.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Smith+2010 ; McGurk+2015 ; Song+2020,2010ApJ...716..866S ; 2015ApJ...811...14M ; 2020MNRAS.491.4023S,https://doi.org/10.1088/0004-637X/716/1/866 ; https://doi.org/10.1088/0004-637X/811/1/14 ; https://doi.org/10.1093/mnras/stz3354, No companion within 3 arcseconds. Song+2020 examined a subsample of the double-peaked objects in Smith+2010 but did not include a table specifying the objects. We include a reference to all of them for now. Song+ disfavor a binary hypothesis.,SDSS
