System Type,Literature Name,Name1,Selection Method,Confirmation Method,z1,z1_type,RA1,Dec1,Equinox1,Coordinate_waveband1,Coordinate_Source1,Brightness1,Brightness_band1,Brightness_type1,Name2,z2,z2_type,RA2,Dec2,Equinox2,Coordinate_waveband2,Coordinate_Source2,Brightness2,Brightness_band2,Brightness_type2,Name3,z3,z3_type,RA3,Dec3,Equinox3,Coordinate_waveband3,Coordinate_Source3,Brightness3,Brightness_band3,Brightness_type3,Name4,z4,z4_type,RA4,Dec4,Equinox4,Coordinate_waveband4,Coordinate_Source4,Brightness4,Brightness_band4,Brightness_type4,Name5,z5,z5_type,RA5,Dec5,Equinox5,Coordinate_waveband5,Coordinate_Source5,Brightness5,Brightness_band5,Brightness_type5,Sep12,Sep12(kpc),Sep13,Sep13(kpc),Sep14,Sep14(kpc),Sep15,Sep15(kpc),Paper(s),BibCode(s),DOI(s),Notes
Quintuple AGN (Compact Group),SDSS J0959+1259 (CG),J095906.68+130135.4,Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,Optical Spectroscopic Emission Line Ratios / X-ray Imaging,0.037,spec,09:59:06.68,+13:01:35.4,J2000,Optical,SDSS,,,,J095903.28+130220.9,0.036,spec,09:59:03.28,+13:02:20.9,J2000,Optical,SDSS,,,,J095908.95+130352.4,0.0339,spec,09:59:08.95,+13:03:52.4,J2000,Optical,SDSS,,,,J095914.76+125916.3,0.034,spec,09:59:14.76,+12:59:16.3,J2000,Optical,SDSS,,,,J095955.84+130237.7,0.035,spec,09:59:55.84,+13:02:37.7,J2000,Optical,SDSS,,,,,,,,,,,De Rosa+2015,2015MNRAS.453..214D,https://doi.org/10.1093/mnras/stv1623,The separations quoted here are for the distance of each source to the ***center*** of the compact group. This system is composed of 2 Sy2s 1 Sy1 and 2 LINERs.
