Name1,z1,imag1,Name2,z2,imag2,theta,Com,z1_type,z2_type,RA1,Dec1,RA2,Dec2,RA1_deg,Dec1_deg,RA2_deg,Dec2_deg,Equinox1,Coordinate_waveband1,Coordinate_Source1,Equinox2,Coordinate_waveband2,Coordinate_Source2,System Type,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2,Sep,Selection Method,Confirmation Method,Paper(s),BibCode(s),DOI(s),Notes,dV
SDSSJ152105.50+165424.2,1.551,19.0,SDSSJ152105.05+165440.7,-99.0,20.25,17.7,no lensing object,spec,-99,15:21:05.50,+16:54:24.2,15:21:05.05,+16:54:40.7,230.27291666666662,16.90672222222222,230.27104166666663,16.911305555555554,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,17.7,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ152118.34+242555.8,2.188,18.31,SDSSJ152117.47+242606.5,-99.0,17.29,16.04,no lensing object,spec,-99,15:21:18.34,+24:25:55.8,15:21:17.47,+24:26:06.5,230.32641666666663,24.432166666666667,230.32279166666663,24.43513888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,16.04,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ152122.41+092650.8,0.748,18.67,SDSSJ152122.36+092654.4,-99.0,18.84,3.65,no lensing object,spec,-99,15:21:22.41,+09:26:50.8,15:21:22.36,+09:26:54.4,230.34337499999998,9.447444444444445,230.34316666666663,9.448444444444444,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,3.65,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ152501.48+262732.3,1.581,18.93,SDSSJ152500.33+262737.5,-99.0,19.88,16.33,no lensing object,spec,-99,15:25:01.48,+26:27:32.3,15:25:00.33,+26:27:37.5,231.25616666666664,26.458972222222222,231.25137499999997,26.460416666666667,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,16.33,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ152719.52+264929.3,0.78,19.08,SDSSJ152719.45+264934.1,-99.0,18.55,4.9,no lensing object,spec,-99,15:27:19.52,+26:49:29.3,15:27:19.45,+26:49:34.1,231.8313333333333,26.824805555555557,231.83104166666664,26.826138888888888,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,4.9,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ152806.63+132345.8,0.675,18.7,SDSSJ152806.65+132346.9,-99.0,18.4,1.13,no lensing object,spec,-99,15:28:06.63,+13:23:45.8,15:28:06.65,+13:23:46.9,232.02762499999997,13.396055555555556,232.02770833333332,13.39636111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.13,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ153019.08+191948.5,1.294,18.96,SDSSJ153020.30+191942.5,1.465,19.45,18.16,QSO pair,spec,spec,15:30:19.08,+19:19:48.5,15:30:20.30,+19:19:42.5,232.57949999999997,19.33013888888889,232.5845833333333,19.32847222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,18.16,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-21459.580721215647
SDSSJ153043.60+254909.6,1.49,19.02,SDSSJ153043.62+254907.1,-99.0,20.16,2.52,no lensing object,spec,-99,15:30:43.60,+25:49:09.6,15:30:43.62,+25:49:07.1,232.68166666666664,25.819333333333333,232.68175,25.818638888888888,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.52,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ153254.75+092454.9,2.123,18.89,SDSSJ153255.31+092508.0,-99.0,18.94,15.35,no lensing object,spec,-99,15:32:54.75,+09:24:54.9,15:32:55.31,+09:25:08.0,233.22812499999998,9.41525,233.2304583333333,9.418888888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,15.35,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ153530.86+131310.6,1.018,18.55,SDSSJ153531.01+131309.8,-99.0,19.81,2.35,no lensing object,spec,-99,15:35:30.86,+13:13:10.6,15:35:31.01,+13:13:09.8,233.87858333333332,13.219611111111112,233.8792083333333,13.219388888888888,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.35,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ153927.07+042518.1,0.739,18.38,SDSSJ153926.96+042519.1,-99.0,18.36,1.89,no lensing object,spec,-99,15:39:27.07,+04:25:18.1,15:39:26.96,+04:25:19.1,234.86279166666665,4.421694444444444,234.8623333333333,4.421972222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.89,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ154043.50+154416.1,1.577,18.18,SDSSJ154043.77+154400.5,-99.0,18.52,16.06,no lensing object,spec,-99,15:40:43.50,+15:44:16.1,15:40:43.77,+15:44:00.5,235.18124999999995,15.737805555555555,235.18237499999998,15.733472222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,16.06,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ154356.31+021344.0,1.121,18.79,SDSSJ154356.82+021349.2,-99.0,19.87,9.22,no lensing object,spec,-99,15:43:56.31,+02:13:44.0,15:43:56.82,+02:13:49.2,235.984625,2.228888888888889,235.98674999999997,2.2303333333333333,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,9.22,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ154405.23+143455.2,1.406,17.94,SDSSJ154405.08+143447.9,-99.0,18.36,7.66,no lensing object,spec,-99,15:44:05.23,+14:34:55.2,15:44:05.08,+14:34:47.9,236.02179166666664,14.581999999999999,236.02116666666663,14.579972222222223,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.66,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ154632.34+223637.8,1.984,18.65,SDSSJ154632.28+223640.2,-99.0,19.76,2.47,no lensing object,spec,-99,15:46:32.34,+22:36:37.8,15:46:32.28,+22:36:40.2,236.63474999999997,22.610500000000002,236.63449999999997,22.61116666666667,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.47,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ154936.47+115833.2,1.248,18.91,SDSSJ154936.35+115833.3,-99.0,20.0,1.96,no lensing object,spec,-99,15:49:36.47,+11:58:33.2,15:49:36.35,+11:58:33.3,237.4019583333333,11.975888888888889,237.40145833333332,11.975916666666667,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.96,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ155052.40+183655.1,1.823,18.44,SDSSJ155052.79+183646.1,-99.0,17.79,10.59,no lensing object,spec,-99,15:50:52.40,+18:36:55.1,15:50:52.79,+18:36:46.1,237.7183333333333,18.615305555555558,237.7199583333333,18.612805555555557,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,10.59,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ155446.59+040443.2,2.157,19.08,SDSSJ155447.32+040428.6,-99.0,18.1,18.21,no lensing object,spec,-99,15:54:46.59,+04:04:43.2,15:54:47.32,+04:04:28.6,238.69412499999999,4.078666666666666,238.69716666666665,4.0746111111111105,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,18.21,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ155520.86+075418.8,1.464,18.09,SDSSJ155520.96+075418.0,-99.0,19.39,1.63,no lensing object,spec,-99,15:55:20.86,+07:54:18.8,15:55:20.96,+07:54:18.0,238.8369166666666,7.905222222222222,238.8373333333333,7.905,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.63,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ160734.18+035034.0,1.304,18.56,SDSSJ160733.01+035038.7,-99.0,18.74,18.02,no lensing object,spec,-99,16:07:34.18,+03:50:34.0,16:07:33.01,+03:50:38.7,241.89241666666666,3.842777777777778,241.88754166666666,3.8440833333333333,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,18.02,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ161914.41+093615.8,1.63,17.91,SDSSJ161914.26+093625.0,-99.0,17.86,9.46,no lensing object,spec,-99,16:19:14.41,+09:36:15.8,16:19:14.26,+09:36:25.0,244.81004166666665,9.604388888888888,244.8094166666666,9.606944444444444,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,9.46,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ162438.27+105106.8,1.227,19.02,SDSSJ162438.01+105105.3,-99.0,18.99,4.28,no lensing object,spec,-99,16:24:38.27,+10:51:06.8,16:24:38.01,+10:51:05.3,246.15945833333328,10.851888888888888,246.15837499999992,10.851472222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,4.28,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ162531.13+103110.5,1.312,18.94,SDSSJ162530.77+103104.3,-99.0,20.04,8.18,no lensing object,spec,-99,16:25:31.13,+10:31:10.5,16:25:30.77,+10:31:04.3,246.37970833333333,10.519583333333333,246.37820833333333,10.517861111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,8.18,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ163017.91+113725.0,1.637,18.67,SDSSJ163018.20+113710.2,-99.0,19.06,15.45,no lensing object,spec,-99,16:30:17.91,+11:37:25.0,16:30:18.20,+11:37:10.2,247.574625,11.623611111111112,247.5758333333333,11.6195,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,15.45,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
SDSSJ170924.22+352514.2,1.843,18.94,SDSSJ170924.32+352514.1,-99.0,19.69,1.12,no lensing object,spec,-99,17:09:24.22,+35:25:14.2,17:09:24.32,+35:25:14.1,257.3509166666666,35.42061111111111,257.3513333333333,35.42058333333333,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.12,-99,-99,Inada+2012,2012AJ....143..119I,https://doi.org/10.1088/0004-6256/143/5/119,-99,-99.0
