z1,z2,Name1,Name2,z2_type,RA,Dec,RA1,Dec1,RA1_deg,Dec1_deg,RA2,Dec2,RA2_deg,Dec2_deg,Equinox1,Coordinate_waveband1,Coordinate_Source1,Equinox2,Coordinate_waveband2,Coordinate_Source2,System Type,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2,Sep,dV,Selection Method,Confirmation Method,Paper(s),BibCode(s),DOI(s),Notes,z1_type
-99.0,-99.0,J112103.12+034240.64,J112103.64+034242.05,-99,-99,-99,11:21:03.12,3:42:40.64,170.26302,3.71129,11:21:03.64,3:42:42.05,170.26517,3.71168,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.842,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
2.344,-99.0,J140509.76+084729.36,J140509.94+084721.98,-99,-99,-99,14:05:09.76,8:47:29.36,211.29066,8.79149,14:05:09.94,8:47:21.98,211.29143,8.78944,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.846,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
1.93,-99.0,J092153.99+452227.80,J092154.30+452220.68,-99,-99,-99,9:21:53.99,45:22:27.80,140.47494,45.37439,9:21:54.30,45:22:20.68,140.47626,45.37241,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.856,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
-99.0,0.649,J105126.36-022716.49,J105126.84-022720.23,spec,-99,-99,10:51:26.36,-2:27:16.49,162.85985,-2.45458,10:51:26.84,-2:27:20.23,162.86182,-2.45562,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.977,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,-99
1.611,-99.0,J090245.72+504727.82,J090246.34+504733.18,-99,-99,-99,9:02:45.72,50:47:27.82,135.69049,50.79106,9:02:46.34,50:47:33.18,135.69308,50.79255,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.977,-99.0,-99,-99,Eftekharzadeh+2017,2017MNRAS.468...77E,https://doi.org/10.1093/mnras/stx412,-99,spec
1.99,-99.0,A1132-0730,-99,-99,-99,-99,11:32:07.42,-7:30:42.41,173.0309094,-7.51178122,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99.0,-99,-99,Agnello+2018,2018MNRAS.475.2086A,https://doi.org/10.1093/mnras/stx3226,Nearly identical quasars and no lens galaxy detected. For S0332 need to verify that this is not a dual quasar.,spec
1.27,-99.0,A1112-0335,-99,-99,-99,-99,11:12:43.43,-3:35:09.31,168.1809603,-3.58591963,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99.0,-99,-99,Agnello+2018,2018MNRAS.475.2086A,https://doi.org/10.1093/mnras/stx3226,Nearly identical quasars and no lens galaxy detected. For S0332 need to verify that this is not a dual quasar.,spec
1.35,-99.0,A0326-3122(Schecter2017),-99,-99,-99,-99,3:26:06.79,-31:22:53.67,51.5282775,-31.38157606,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99.0,-99,-99,Agnello+2018,2018MNRAS.475.2086A,https://doi.org/10.1093/mnras/stx3226,Nearly identical quasars and no lens galaxy detected. For S0332 need to verify that this is not a dual quasar.,spec
1.608,-99.0,S1128+2402,-99,-99,-99,-99,11:28:18.49,24:02:17.52,172.0770482,24.03819957,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99.0,-99,-99,Agnello+2018,2018MNRAS.475.2086A,https://doi.org/10.1093/mnras/stx3226,Nearly identical quasars and no lens galaxy detected. For S0332 need to verify that this is not a dual quasar.,spec
1.71,-99.0,S0332-0021,-99,-99,-99,-99,3:32:48.51,-0:21:55.30,53.20211793,-0.365362,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99.0,-99,-99,Agnello+2018,2018MNRAS.475.2086A,https://doi.org/10.1093/mnras/stx3226,Nearly identical quasars and no lens galaxy detected. For S0332 need to verify that this is not a dual quasar.,spec
2.03,-99.0,A1020-1002,-99,-99,-99,-99,10:20:54.60,-10:02:20.00,155.2275,-10.038888,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99.0,-99,-99,Agnello+2018,2018MNRAS.475.2086A,https://doi.org/10.1093/mnras/stx3226,Nearly identical quasars and no lens galaxy detected. For S0332 need to verify that this is not a dual quasar.,spec
1.75,-99.0,A0008-3655,-99,-99,-99,-99,0:08:29.38,-36:55:23.13,2.1224251,-36.92309206,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99.0,-99,-99,Agnello+2018,2018MNRAS.475.2086A,https://doi.org/10.1093/mnras/stx3226,Nearly identical quasars and no lens galaxy detected. For S0332 need to verify that this is not a dual quasar.,spec
0.35,-99.0,A0054-3951,-99,-99,-99,-99,0:54:07.26,-39:51:51.61,13.53023503,-39.86433492,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99.0,-99,-99,Agnello+2018,2018MNRAS.475.2086A,https://doi.org/10.1093/mnras/stx3226,Nearly identical quasars and no lens galaxy detected. For S0332 need to verify that this is not a dual quasar.,spec
-99.0,-99.0,KIDS0848+0115,-99,-99,08:48:56,+01:15:39,08:48:56,+01:15:39,132.23333333333335,1.2608333333333333,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS2307-3039,-99,-99,23:07:18,-30:39:15,23:07:18,-30:39:15,346.82499999999993,-30.654166666666665,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS0841+0101,-99,-99,08:41:35,+01:01:56,08:41:35,+01:01:56,130.39583333333334,1.0322222222222222,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1217-0256,-99,-99,12:17:09,-02:56:21,12:17:09,-02:56:21,184.28749999999997,-2.939166666666667,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.7,-99,-99,-99,Spiniello+2018 ; Rusu+2019,2018MNRAS.480.1163S ; 2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/sty1923 ; https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,KIDS2316-3320,-99,-99,23:16:27,-33:20:02,23:16:27,-33:20:02,349.11249999999995,-33.33388888888889,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS0324-3042,-99,-99,03:24:27,-30:42:50,03:24:27,-30:42:50,51.11249999999999,-30.71388888888889,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS0924-0128,-99,-99,09:24:37,-01:28:44,09:24:37,-01:28:44,141.15416666666667,-1.478888888888889,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1441+0237,-99,-99,14:41:45,+02:37:43,14:41:45,+02:37:43,220.43749999999997,2.6286111111111112,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1042+0023,-99,-99,10:42:37,+00:23:02,10:42:37,+00:23:02,160.65416666666664,0.3838888888888889,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS0219-3430,-99,-99,02:19:36,-34:30:36,02:19:36,-34:30:36,34.89999999999999,-34.51,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS0237-3408,-99,-99,02:37:20,-34:08:24,02:37:20,-34:08:24,39.33333333333333,-34.14,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS0256-3101,-99,-99,02:56:08,-31:01:09,02:56:08,-31:01:09,44.03333333333333,-31.019166666666667,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS0313-3016,-99,-99,03:13:10,-30:16:26,03:13:10,-30:16:26,48.291666666666664,-30.273888888888887,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS0324-3109,-99,-99,03:24:55,-31:09:18,03:24:55,-31:09:18,51.229166666666664,-31.154999999999998,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS0835+0003,-99,-99,08:35:56,+00:03:06,08:35:56,+00:03:06,128.98333333333335,0.051666666666666666,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS0838+0124,-99,-99,08:38:41,+01:24:50,08:38:41,+01:24:50,129.6708333333333,1.4138888888888888,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS0841-0008,-99,-99,08:41:01,-00:08:58,08:41:01,-00:08:58,130.25416666666663,-0.14944444444444444,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS0848+0048,-99,-99,08:48:28,+00:48:34,08:48:28,+00:48:34,132.11666666666665,0.8094444444444445,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS0858-0147,-99,-99,08:58:34,-01:47:54,08:58:34,-01:47:54,134.64166666666665,-1.7983333333333331,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS0859+0159,-99,-99,08:59:03,+01:59:16,08:59:03,+01:59:16,134.76249999999996,1.9877777777777779,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS0901+0111,-99,-99,09:01:03,+01:11:57,09:01:03,+01:11:57,135.2625,1.1991666666666667,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS0904-0052,-99,-99,09:04:34,-00:53:30,09:04:34,-00:53:30,136.14166666666665,-0.8916666666666666,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS0907+0003,-99,-99,09:07:10,+00:03:21,09:07:10,+00:03:21,136.79166666666666,0.05583333333333334,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS0914+0130,-99,-99,09:14:03,+01:30:34,09:14:03,+01:30:34,138.51249999999996,1.5094444444444444,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS0916+0020,-99,-99,09:16:49,+00:20:47,09:16:49,+00:20:47,139.20416666666665,0.34638888888888886,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS0925+0021,-99,-99,09:25:40,+00:21:36,09:25:40,+00:21:36,141.41666666666663,0.36,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1028+0052,-99,-99,10:28:14,+00:52:56,10:28:14,+00:52:56,157.05833333333334,0.8822222222222222,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1046+0017,-99,-99,10:46:56,+00:17:58,10:46:56,+00:17:58,161.73333333333335,0.29944444444444446,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1114+0011,-99,-99,11:14:55,+00:11:14,11:14:55,+00:11:14,168.72916666666663,0.1872222222222222,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1133+0253,-99,-99,11:33:55,+02:53:42,11:33:55,+02:53:42,173.47916666666666,2.895,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1134+0139,-99,-99,11:34:37,+01:39:48,11:34:37,+01:39:48,173.65416666666664,1.6633333333333333,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1138+0038,-99,-99,11:38:42,+00:38:27,11:38:42,+00:38:27,174.67499999999998,0.6408333333333333,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1139+0135,-99,-99,11:39:07,+01:35:56,11:39:07,+01:35:56,174.77916666666664,1.598888888888889,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1143-0118,-99,-99,11:43:50,-01:18:45,11:43:50,-01:18:45,175.95833333333331,-1.3125,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1143+0235,-99,-99,11:43:58,+02:35:08,11:43:58,+02:35:08,175.99166666666665,2.5855555555555556,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1146+0102,-99,-99,11:46:51,+01:02:40,11:46:51,+01:02:40,176.71249999999998,1.0444444444444445,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1148+0218,-99,-99,11:48:31,+02:18:35,11:48:31,+02:18:35,177.12916666666666,2.3097222222222222,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1152-0030,-99,-99,11:52:42,-00:30:13,11:52:42,-00:30:13,178.17499999999998,-0.5036111111111111,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1201+0132,-99,-99,12:01:28,+01:32:56,12:01:28,+01:32:56,180.36666666666665,1.5488888888888888,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1202-0138,-99,-99,12:02:21,-01:38:08,12:02:21,-01:38:08,180.58749999999998,-1.6355555555555554,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1209+0023,-99,-99,12:09:49,+00:23:59,12:09:49,+00:23:59,182.45416666666665,0.39972222222222226,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1213+0255,-99,-99,12:13:52,+02:55:46,12:13:52,+02:55:46,183.46666666666664,2.9294444444444445,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1219+0251,-99,-99,12:19:50,+02:51:05,12:19:50,+02:51:05,184.95833333333331,2.851388888888889,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1220+0035,-99,-99,12:20:29,+00:35:26,12:20:29,+00:35:26,185.12083333333334,0.5905555555555556,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1224+0043,-99,-99,12:24:21,+00:43:30,12:24:21,+00:43:30,186.08749999999998,0.725,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1224+0135,-99,-99,12:24:48,+01:35:55,12:24:48,+01:35:55,186.2,1.5986111111111112,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1227+0004,-99,-99,12:27:36,+00:04:49,12:27:36,+00:04:49,186.89999999999998,0.08027777777777778,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1409+0256,-99,-99,14:09:18,+02:56:19,14:09:18,+02:56:19,212.325,2.9386111111111113,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1412+0054,-99,-99,14:12:41,+00:54:59,14:12:41,+00:54:59,213.1708333333333,0.9163888888888889,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1414-0028,-99,-99,14:14:28,-00:28:08,14:14:28,-00:28:08,213.61666666666662,-0.4688888888888889,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1417-0032,-99,-99,14:17:27,-00:32:28,14:17:27,-00:32:28,214.36249999999998,-0.5411111111111111,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1420-0059,-99,-99,14:20:11,-00:59:11,14:20:11,-00:59:11,215.04583333333332,-0.9863888888888889,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1421+0157,-99,-99,14:21:31,+01:57:53,14:21:31,+01:57:53,215.37916666666663,1.9647222222222223,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1429-0203,-99,-99,14:29:09,-02:03:03,14:29:09,-02:03:03,217.28749999999997,-2.0508333333333333,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
-99.0,-99.0,KIDS1435+0215,-99,-99,14:35:07,+02:15:56,14:35:07,+02:15:56,218.77916666666664,2.2655555555555558,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,-99,-99,-99,-99,Spiniello+2018,2018MNRAS.480.1163S,https://doi.org/10.1093/mnras/sty1923, ,-99
