System Type,Selection Method,Confirmation Method,Name1,z1,z1_type,RA1,Dec1,RA1_deg,Dec1_deg,Equinox1,Coordinate_waveband1,Coordinate_Source1,rmag1,Brightness1,Brightness_band1,Brightness_type1,Name2,z2,z2_type,RA2,Dec2,RA2_deg,Dec2_deg,Equinox2,rmag2,Coordinate_waveband2,Coordinate_Source2,Brightness2,Brightness_band2,Brightness_type2,dV,Sep,Sep(kpc),Paper(s),BibCode(s),DOI(s),Notes
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J011742.36+254751.72,,spec,-99,-99,19.4265,25.7977,,,,,-100.0,-100,-100,J011742.36+254751.72,-99,spec,19.4265,25.7977,19.4265,25.7977,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J015956.95+255254.12,,spec,-99,-99,29.9873,25.8817,,,,,-100.0,-100,-100,J015956.95+255254.12,-99,spec,29.9873,25.8817,29.9873,25.8817,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J090427.84+614435.52,,spec,-99,-99,136.116,61.7432,,,,,-100.0,-100,-100,J090427.84+614435.52,-99,spec,136.116,61.7432,136.116,61.7432,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J094728.08+593557.12,,spec,-99,-99,146.867,59.5992,,,,,-100.0,-100,-100,J094728.08+593557.12,-99,spec,146.867,59.5992,146.867,59.5992,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J095437.68+611233.84,,spec,-99,-99,148.657,61.2094,,,,,-100.0,-100,-100,J095437.68+611233.84,-99,spec,148.657,61.2094,148.657,61.2094,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J094022.56+515607.80,,spec,-99,-99,145.094,51.9355,,,,,-100.0,-100,-100,J094022.56+515607.80,-99,spec,145.094,51.9355,145.094,51.9355,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J092222.80+551907.32,,spec,-99,-99,140.595,55.3187,,,,,-100.0,-100,-100,J092222.80+551907.32,-99,spec,140.595,55.3187,140.595,55.3187,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J093108.16+484933.24,,spec,-99,-99,142.784,48.8259,,,,,-100.0,-100,-100,J093108.16+484933.24,-99,spec,142.784,48.8259,142.784,48.8259,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J091142.00+493513.92,,spec,-99,-99,137.925,49.5872,,,,,-100.0,-100,-100,J091142.00+493513.92,-99,spec,137.925,49.5872,137.925,49.5872,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J091139.60+492006.72,,spec,-99,-99,137.915,49.3352,,,,,-100.0,-100,-100,J091139.60+492006.72,-99,spec,137.915,49.3352,137.915,49.3352,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J090426.88+201736.24,,spec,-99,-99,136.112,20.2934,,,,,-100.0,-100,-100,J090426.88+201736.24,-99,spec,136.112,20.2934,136.112,20.2934,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines / Varstrometry / Varstrometry,-99,J091626.64+253824.72,,spec,-99,-99,139.111,25.6402,,,,,-100.0,-100,-100,J091626.64+253824.72,-99,spec,139.111,25.6402,139.111,25.6402,,,,,-100.0,-100,-100,-99,2,,Yuan+2016 ; Hwang+2020 ; Hwang+2020,2016MNRAS.462.1603Y ; 2020ApJ...888...73H ; 2020ApJ...888...73H,https://doi.org/10.1093/mnras/stw1747 ; https://doi.org/10.3847/1538-4357/ab5c1a ; https://doi.org/10.3847/1538-4357/ab5c1a,Identified as dual or possible binary based on vastrometry. Identified as dual or possible binary based on vastrometry.
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J091022.56+241919.56,,spec,-99,-99,137.594,24.3221,,,,,-100.0,-100,-100,J091022.56+241919.56,-99,spec,137.594,24.3221,137.594,24.3221,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J094019.20+260424.24,,spec,-99,-99,145.08,26.0734,,,,,-100.0,-100,-100,J094019.20+260424.24,-99,spec,145.08,26.0734,145.08,26.0734,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J092939.60+261343.32,,spec,-99,-99,142.415,26.2287,,,,,-100.0,-100,-100,J092939.60+261343.32,-99,spec,142.415,26.2287,142.415,26.2287,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J094731.44+330027.00,,spec,-99,-99,146.881,33.0075,,,,,-100.0,-100,-100,J094731.44+330027.00,-99,spec,146.881,33.0075,146.881,33.0075,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J093650.88+311814.40,,spec,-99,-99,144.212,31.304,,,,,-100.0,-100,-100,J093650.88+311814.40,-99,spec,144.212,31.304,144.212,31.304,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J094809.36+322210.56,,spec,-99,-99,147.039,32.3696,,,,,-100.0,-100,-100,J094809.36+322210.56,-99,spec,147.039,32.3696,147.039,32.3696,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J121236.48+191623.88,,spec,-99,-99,183.152,19.2733,,,,,-100.0,-100,-100,J121236.48+191623.88,-99,spec,183.152,19.2733,183.152,19.2733,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J124838.88+164629.28,,spec,-99,-99,192.162,16.7748,,,,,-100.0,-100,-100,J124838.88+164629.28,-99,spec,192.162,16.7748,192.162,16.7748,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J125156.16+173632.04,,spec,-99,-99,192.984,17.6089,,,,,-100.0,-100,-100,J125156.16+173632.04,-99,spec,192.984,17.6089,192.984,17.6089,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J105854.72+175345.96,,spec,-99,-99,164.728,17.8961,,,,,-100.0,-100,-100,J105854.72+175345.96,-99,spec,164.728,17.8961,164.728,17.8961,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J112811.76+164012.00,,spec,-99,-99,172.049,16.67,,,,,-100.0,-100,-100,J112811.76+164012.00,-99,spec,172.049,16.67,172.049,16.67,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J114400.72+170810.32,,spec,-99,-99,176.003,17.1362,,,,,-100.0,-100,-100,J114400.72+170810.32,-99,spec,176.003,17.1362,176.003,17.1362,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J140817.52+194618.12,,spec,-99,-99,212.073,19.7717,,,,,-100.0,-100,-100,J140817.52+194618.12,-99,spec,212.073,19.7717,212.073,19.7717,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J142552.08+203658.32,,spec,-99,-99,216.467,20.6162,,,,,-100.0,-100,-100,J142552.08+203658.32,-99,spec,216.467,20.6162,216.467,20.6162,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J143841.76+193506.72,,spec,-99,-99,219.674,19.5852,,,,,-100.0,-100,-100,J143841.76+193506.72,-99,spec,219.674,19.5852,219.674,19.5852,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J145729.28+184403.84,,spec,-99,-99,224.372,18.7344,,,,,-100.0,-100,-100,J145729.28+184403.84,-99,spec,224.372,18.7344,224.372,18.7344,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J144420.16+193427.12,,spec,-99,-99,221.084,19.5742,,,,,-100.0,-100,-100,J144420.16+193427.12,-99,spec,221.084,19.5742,221.084,19.5742,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J073228.32+403820.76,,spec,-99,-99,113.118,40.6391,,,,,-100.0,-100,-100,J073228.32+403820.76,-99,spec,113.118,40.6391,113.118,40.6391,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J074228.32+462138.88,,spec,-99,-99,115.618,46.3608,,,,,-100.0,-100,-100,J074228.32+462138.88,-99,spec,115.618,46.3608,115.618,46.3608,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J221555.44+203851.36,,spec,-99,-99,333.981,20.6476,,,,,-100.0,-100,-100,J221555.44+203851.36,-99,spec,333.981,20.6476,333.981,20.6476,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J214913.68+261515.84,,spec,-99,-99,327.307,26.2544,,,,,-100.0,-100,-100,J214913.68+261515.84,-99,spec,327.307,26.2544,327.307,26.2544,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J221320.40+262009.96,,spec,-99,-99,333.335,26.3361,,,,,-100.0,-100,-100,J221320.40+262009.96,-99,spec,333.335,26.3361,333.335,26.3361,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J120515.12+261856.52,,spec,-99,-99,181.313,26.3157,,,,,-100.0,-100,-100,J120515.12+261856.52,-99,spec,181.313,26.3157,181.313,26.3157,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J130211.28+260208.52,,spec,-99,-99,195.547,26.0357,,,,,-100.0,-100,-100,J130211.28+260208.52,-99,spec,195.547,26.0357,195.547,26.0357,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J121257.36+241828.44,,spec,-99,-99,183.239,24.3079,,,,,-100.0,-100,-100,J121257.36+241828.44,-99,spec,183.239,24.3079,183.239,24.3079,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate / Recoil Candidate,Double-Peaked Optical Spectroscopic Emission Lines / X-ray Shaped Radio Source Candidate,-99,J131638.16+242732.40,,spec,-99,-99,199.159,24.459,,,,,-100.0,-100,-100,J131638.16+242732.40,-99,spec,199.159,24.459,199.159,24.459,,,,,-100.0,-100,-100,-99,2,,Yuan+2016 ; Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2016MNRAS.462.1603Y ; 2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1093/mnras/stw1747 ; https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.. Identified as a recoil candidate due to X-shaped radio source.
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J123434.80+260134.32,,spec,-99,-99,188.645,26.0262,,,,,-100.0,-100,-100,J123434.80+260134.32,-99,spec,188.645,26.0262,188.645,26.0262,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J125855.20+230350.04,,spec,-99,-99,194.73,23.0639,,,,,-100.0,-100,-100,J125855.20+230350.04,-99,spec,194.73,23.0639,194.73,23.0639,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J141048.24+225444.28,,spec,-99,-99,212.701,22.9123,,,,,-100.0,-100,-100,J141048.24+225444.28,-99,spec,212.701,22.9123,212.701,22.9123,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J150335.76+220424.24,,spec,-99,-99,225.899,22.0734,,,,,-100.0,-100,-100,J150335.76+220424.24,-99,spec,225.899,22.0734,225.899,22.0734,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J145739.12+233728.20,,spec,-99,-99,224.413,23.6245,,,,,-100.0,-100,-100,J145739.12+233728.20,-99,spec,224.413,23.6245,224.413,23.6245,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J144755.68+251526.28,,spec,-99,-99,221.982,25.2573,,,,,-100.0,-100,-100,J144755.68+251526.28,-99,spec,221.982,25.2573,221.982,25.2573,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J154350.16+462751.12,,spec,-99,-99,235.959,46.4642,,,,,-100.0,-100,-100,J154350.16+462751.12,-99,spec,235.959,46.4642,235.959,46.4642,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J164225.44+425554.12,,spec,-99,-99,250.606,42.9317,,,,,-100.0,-100,-100,J164225.44+425554.12,-99,spec,250.606,42.9317,250.606,42.9317,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J151044.88+464232.76,,spec,-99,-99,227.687,46.7091,,,,,-100.0,-100,-100,J151044.88+464232.76,-99,spec,227.687,46.7091,227.687,46.7091,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J170536.96+414857.96,,spec,-99,-99,256.404,41.8161,,,,,-100.0,-100,-100,J170536.96+414857.96,-99,spec,256.404,41.8161,256.404,41.8161,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J171412.72+422026.52,,spec,-99,-99,258.553,42.3407,,,,,-100.0,-100,-100,J171412.72+422026.52,-99,spec,258.553,42.3407,258.553,42.3407,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J000111.78+221014.52,,spec,-99,-99,0.299071,22.1707,,,,,-100.0,-100,-100,J000111.78+221014.52,-99,spec,0.299071,22.1707,0.299071,22.1707,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines / Varstrometry / Varstrometry,-99,J001627.89+144151.72,,spec,-99,-99,4.11622,14.6977,,,,,-100.0,-100,-100,J001627.89+144151.72,-99,spec,4.11622,14.6977,4.11622,14.6977,,,,,-100.0,-100,-100,-99,2,,Yuan+2016 ; Hwang+2020 ; Hwang+2020,2016MNRAS.462.1603Y ; 2020ApJ...888...73H ; 2020ApJ...888...73H,https://doi.org/10.1093/mnras/stw1747 ; https://doi.org/10.3847/1538-4357/ab5c1a ; https://doi.org/10.3847/1538-4357/ab5c1a,Identified as dual or possible binary based on vastrometry. Identified as dual or possible binary based on vastrometry.
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J223542.48+200358.32,,spec,-99,-99,338.927,20.0662,,,,,-100.0,-100,-100,J223542.48+200358.32,-99,spec,338.927,20.0662,338.927,20.0662,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J233823.04+195259.88,,spec,-99,-99,354.596,19.8833,,,,,-100.0,-100,-100,J233823.04+195259.88,-99,spec,354.596,19.8833,354.596,19.8833,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J231355.68+185728.80,,spec,-99,-99,348.482,18.958,,,,,-100.0,-100,-100,J231355.68+185728.80,-99,spec,348.482,18.958,348.482,18.958,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines / Varstrometry / Varstrometry,-99,J234944.64+083144.76,,spec,-99,-99,357.436,8.5291,,,,,-100.0,-100,-100,J234944.64+083144.76,-99,spec,357.436,8.5291,357.436,8.5291,,,,,-100.0,-100,-100,-99,2,,Yuan+2016 ; Hwang+2020 ; Hwang+2020,2016MNRAS.462.1603Y ; 2020ApJ...888...73H ; 2020ApJ...888...73H,https://doi.org/10.1093/mnras/stw1747 ; https://doi.org/10.3847/1538-4357/ab5c1a ; https://doi.org/10.3847/1538-4357/ab5c1a,Identified as dual or possible binary based on vastrometry. Identified as dual or possible binary based on vastrometry.
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J231610.56+102903.84,,spec,-99,-99,349.044,10.4844,,,,,-100.0,-100,-100,J231610.56+102903.84,-99,spec,349.044,10.4844,349.044,10.4844,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J231622.32+112516.32,,spec,-99,-99,349.093,11.4212,,,,,-100.0,-100,-100,J231622.32+112516.32,-99,spec,349.093,11.4212,349.093,11.4212,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J234359.52+060853.88,,spec,-99,-99,355.998,6.1483,,,,,-100.0,-100,-100,J234359.52+060853.88,-99,spec,355.998,6.1483,355.998,6.1483,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J232320.88+084947.35,,spec,-99,-99,350.837,8.82982,,,,,-100.0,-100,-100,J232320.88+084947.35,-99,spec,350.837,8.82982,350.837,8.82982,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J001547.32+194451.00,,spec,-99,-99,3.94715,19.7475,,,,,-100.0,-100,-100,J001547.32+194451.00,-99,spec,3.94715,19.7475,3.94715,19.7475,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J000608.43+115133.12,,spec,-99,-99,1.53512,11.8592,,,,,-100.0,-100,-100,J000608.43+115133.12,-99,spec,1.53512,11.8592,1.53512,11.8592,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J000601.66+131148.12,,spec,-99,-99,1.50692,13.1967,,,,,-100.0,-100,-100,J000601.66+131148.12,-99,spec,1.50692,13.1967,1.50692,13.1967,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J002729.24+211152.08,,spec,-99,-99,6.87185,21.1978,,,,,-100.0,-100,-100,J002729.24+211152.08,-99,spec,6.87185,21.1978,6.87185,21.1978,,,,,-100.0,-100,-100,-99,2,,Yuan+2016 ; Severgnini+2018 ; Liu+2020 ; Serafinelli+2020,2016MNRAS.462.1603Y ; 2018MNRAS.479.3804S ; 2020ApJ...896..122L ; 2020ApJ...902...10S,https://doi.org/10.1093/mnras/stw1747 ; https://doi.org/10.3847/1538-4357/aaab47 ; https://doi.org/10.3847/1538-4357/ab952d  ; https://doi.org/10.3847/1538-4357/abb3c3,Severgnini rule out strong radio jets but cannot rule out faint radio jets. They note that the velocity offsets are fully consistent with the rotation velocities measured in nearby galaxies and therefore the offsets could be explained by kinematics in a single NLR. They detect X-ray flux variability (periodicity of ~25 months) and argue it is intrinsic flux variations rather than varying obscuration. They also report a tentive double-peaked iron line due either to rational in an accretiondisk or a binary AGN. Under the binary hypothesis the double peaked optical lines would be due to rotationin the galaxy and not the binary. By measuring the power spectrum of this object Liu+2020 rejected the 25 month periodicity that Severgnini found. Severgnini did not fit the power spectrum. This object was excluded from the Serafinelli+ due to the g-test selection criteria. Serafinelli+ show the power spectrum density is consistent with white noise but when they perform a weighted sinusoid fit they find a period of ~26.3 months. Whenthey consider the 123 month data they find a period of 26.0 months and claim to reject the null at 3.4sigma. This period is consistent with that proposed by Severgnini+.
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J002247.93+151824.12,,spec,-99,-99,5.69972,15.3067,,,,,-100.0,-100,-100,J002247.93+151824.12,-99,spec,5.69972,15.3067,5.69972,15.3067,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J003553.73+221255.44,,spec,-99,-99,8.97387,22.2154,,,,,-100.0,-100,-100,J003553.73+221255.44,-99,spec,8.97387,22.2154,8.97387,22.2154,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J004523.18+134006.96,,spec,-99,-99,11.3466,13.6686,,,,,-100.0,-100,-100,J004523.18+134006.96,-99,spec,11.3466,13.6686,11.3466,13.6686,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
Dual AGN Candidate,Double-Peaked Optical Spectroscopic Emission Lines,-99,J000309.06+171019.92,,spec,-99,-99,0.787743,17.1722,,,,,-100.0,-100,-100,J000309.06+171019.92,-99,spec,0.787743,17.1722,0.787743,17.1722,,,,,-100.0,-100,-100,-99,2,,Yuan+2016,2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1747,-99
