System Type,Selection Method,Confirmation Method,Name1,z1,z1_type,RA1,Dec1,RA1_deg,Dec1_deg,Equinox1,Coordinate_waveband1,Coordinate_Source1,rmag1,Brightness1,Brightness_band1,Brightness_type1,Name2,z2,z2_type,RA2,Dec2,RA2_deg,Dec2_deg,Equinox2,rmag2,Coordinate_waveband2,Coordinate_Source2,Brightness2,Brightness_band2,Brightness_type2,dV,Sep,Sep(kpc),Paper(s),BibCode(s),DOI(s),Notes
Dual AGN Candidate / Likely Single AGN,Fiber Spectra / Optical Spectroscopic Emission Line Ratios / Double-Peaked Optical Spectroscopic Emission Lines,-99,J000249.07+004504.8,0.0868,spec,00:02:49.07,+00:45:04.8,0.7044583333333332,0.7513333333333333,J2000,Optical,SDSS,16.08,-99,-99,-99,J000249.44+004506.7,0.0865,spec,00:02:49.44,+00:45:06.7,0.706,0.7518611111111111,J2000,16.43,Optical,SDSS,-99,-99,-99,63.0,5.865765071553234,9.534117089044091,Liu+2011b ; Wang+2009 ; Liu+2010a ; Tingay+2011 ; Shen+2011 ; Ge+2012 ; Fu+2012 ; Comerford+2012 ; McGurk+2015 ; Muller-Sanchez+2015,2011ApJ...737..101L ; 2009ApJ...705L..76W ; 2010ApJ...708..427L ; 2011AJ....141..174T ; 2011ApJ...735...48S ; 2012ApJS..201...31G ; 2012ApJ...745...67F ; 2012ApJ...753...42C ; 2015ApJ...811...14M ; 2015ApJ...813..103M,https://doi.org/10.1088/0004-637X/737/2/101 ; https://doi.org/10.1088/0004-637X/705/1/L76 ; https://doi.org/10.1088/0004-637X/708/1/427 ; https://doi.org/10.1088/0004-6256/141/6/174 ; https://doi.org/10.1088/0004-637X/735/1/48 ; https://doi:10.1088/0067-0049/201/2/31 ; https://doi.org/10.1088/0004-637X/745/1/67 ; https://doi.org/10.1088/0004-637X/753/1/42 ; https://doi.org/10.1088/0004-637X/811/1/14 ; https://doi.org/10.1088/0004-637X/813/2/103, .  Tingay+ find no evidence of double radio cores in VLBA imaging.  Shen+2011 attribute the double-peaked lines to NLR kinematics. Only a single nucleus is resolved in near-IR imaging and the spatial offset observed between the two velocity components of the emission lines is larger than >0.6. If the double-peaks were due to two NLRs from dual AGNs there should be two nuclei visible in the imaging. No companion within 3 arcseconds. Comerford+ examined long slit spectra of this target. Two spatially distinct emission peaks observed. No companion within 3 arcseconds.Muller-Sanchez+2015 find that the origin of the double-peaked emission is still ambiguous. AGN 1 is a double-peaked AGN.
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J000257.21+000750.5,0.0901,spec,00:02:57.21,+00:07:50.5,0.738375,0.1306944444444444,J2000,Optical,SDSS,16.15,-99,-99,-99,J000258.59+000831.0,0.0897,spec,00:02:58.59,+00:08:31.0,0.7441249999999999,0.1419444444444444,J2000,16.67,Optical,SDSS,-99,-99,-99,109.0,45.48337688731339,76.44641007118935,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J000323.74+010547.3,0.0993,spec,00:03:23.74,+01:05:47.3,0.8489166666666667,1.096472222222222,J2000,Optical,SDSS,17.98,-99,-99,-99,J000323.74+010559.5,0.0994,spec,00:03:23.74,+01:05:59.5,0.8489166666666667,1.099861111111111,J2000,17.42,Optical,SDSS,-99,-99,-99,22.0,12.19999999999931,22.36085687731286,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J000425.78-095854.4,0.1122,spec,00:04:25.78,-09:58:54.4,1.1074166666666665,-9.981777777777776,J2000,Optical,SDSS,16.41,-99,-99,-99,J000426.66-095834.4,0.112,spec,00:04:26.66,-09:58:34.4,1.1110833333333332,-9.976222222222225,J2000,16.57,Optical,SDSS,-99,-99,-99,53.0,23.85388524267597,48.677088255153095,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J000431.92-011411.7,0.0887,spec,00:04:31.92,-01:14:11.7,1.1329999999999998,-1.2365833333333334,J2000,Optical,SDSS,17.22,-99,-99,-99,J000433.25-011334.4,0.0889,spec,00:04:33.25,-01:13:34.4,1.1385416666666666,-1.2262222222222223,J2000,18.47,Optical,SDSS,-99,-99,-99,45.0,42.297856764701855,70.10095305648748,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J000621.33-100412.6,0.1062,spec,00:06:21.33,-10:04:12.6,1.5888749999999998,-10.070166666666667,J2000,Optical,SDSS,17.46,-99,-99,-99,J000623.74-100345.0,0.1056,spec,00:06:23.74,-10:03:45.0,1.5989166666666663,-10.0625,J2000,17.34,Optical,SDSS,-99,-99,-99,165.0,45.04062467892104,87.59415886582008,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J000700.56+005410.5,0.0925,spec,00:07:00.56,+00:54:10.5,1.7523333333333333,0.9029166666666668,J2000,Optical,SDSS,15.44,-99,-99,-99,J000704.18+005425.0,0.0935,spec,00:07:04.18,+00:54:25.0,1.7674166666666664,0.9069444444444444,J2000,16.96,Optical,SDSS,-99,-99,-99,250.0,56.19612581105498,96.69969977569548,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J000948.47+135819.8,0.1179,spec,00:09:48.47,+13:58:19.8,2.451958333333333,13.972166666666666,J2000,Optical,SDSS,17.39,-99,-99,-99,J000948.49+135811.9,0.1169,spec,00:09:48.49,+13:58:11.9,2.4520416666666662,13.969972222222223,J2000,17.92,Optical,SDSS,-99,-99,-99,281.0,7.905362354502719,16.841984126509075,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J000956.72+000958.4,0.1023,spec,00:09:56.72,+00:09:58.4,2.486333333333333,0.1662222222222222,J2000,Optical,SDSS,16.65,-99,-99,-99,J000958.76+000938.2,0.1027,spec,00:09:58.76,+00:09:38.2,2.494833333333333,0.1606111111111111,J2000,16.81,Optical,SDSS,-99,-99,-99,114.0,36.6659567195678,68.99594495284816,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J001010.89-001430.2,0.114,spec,00:10:10.89,-00:14:30.2,2.5453749999999995,-0.2417222222222222,J2000,Optical,SDSS,17.26,-99,-99,-99,J001011.16-001430.8,0.1133,spec,00:10:11.16,-00:14:30.8,2.5464999999999995,-0.2418888888888889,J2000,16.84,Optical,SDSS,-99,-99,-99,182.0,4.094167541452331,8.471359169347705,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J001050.37-010257.6,0.113,spec,00:10:50.37,-01:02:57.6,2.709875,-1.0493333333333337,J2000,Optical,SDSS,17.6,-99,-99,-99,J001050.70-010259.1,0.1132,spec,00:10:50.70,-01:02:59.1,2.71125,-1.0497500000000002,J2000,19.3,Optical,SDSS,-99,-99,-99,54.0,5.171487132827476,10.61868741774636,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J001112.89-100122.4,0.0838,spec,00:11:12.89,-10:01:22.4,2.803708333333333,-10.02288888888889,J2000,Optical,SDSS,17.7,-99,-99,-99,J001116.45-100126.8,0.084,spec,00:11:16.45,-10:01:26.8,2.818541666666666,-10.024111111111113,J2000,17.41,Optical,SDSS,-99,-99,-99,59.0,52.768688401832605,83.09315832200747,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J001734.86+150524.9,0.0843,spec,00:17:34.86,+15:05:24.9,4.395249999999999,15.09025,J2000,Optical,SDSS,17.15,-99,-99,-99,J001737.25+150544.6,0.0834,spec,00:17:37.25,+15:05:44.6,4.4052083333333325,15.095722222222223,J2000,17.35,Optical,SDSS,-99,-99,-99,257.0,39.82678851660506,63.05160383921459,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J001842.19-101613.9,0.1215,spec,00:18:42.19,-10:16:13.9,4.675791666666666,-10.27052777777778,J2000,Optical,SDSS,17.02,-99,-99,-99,J001842.81-101625.1,0.122,spec,00:18:42.81,-10:16:25.1,4.678375,-10.27363888888889,J2000,16.85,Optical,SDSS,-99,-99,-99,140.0,14.463046097019827,31.624293378598203,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J001907.45+010941.1,0.1051,spec,00:19:07.45,+01:09:41.1,4.781041666666666,1.1614166666666663,J2000,Optical,SDSS,17.29,-99,-99,-99,J001907.61+010946.6,0.1058,spec,00:19:07.61,+01:09:46.6,4.781708333333333,1.1629444444444443,J2000,18.96,Optical,SDSS,-99,-99,-99,183.0,6.000635837573006,11.56358650804118,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J002208.69+002200.5,0.071,spec,00:22:08.69,+00:22:00.5,5.536208333333332,0.3668055555555555,J2000,Optical,SDSS,15.63,-99,-99,-99,J002208.83+002202.8,0.0707,spec,00:22:08.83,+00:22:02.8,5.536791666666666,0.3674444444444444,J2000,15.57,Optical,SDSS,-99,-99,-99,87.0,3.114453233390204,4.217498533156381,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J002339.83-004855.3,0.0634,spec,00:23:39.83,-00:48:55.3,5.915958333333333,-0.8153611111111112,J2000,Optical,SDSS,15.73,-99,-99,-99,J002343.09-004854.4,0.064,spec,00:23:43.09,-00:48:54.4,5.929541666666666,-0.8151111111111111,J2000,15.78,Optical,SDSS,-99,-99,-99,158.0,48.90333248352203,59.66351881451468,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J002345.08-010029.9,0.0663,spec,00:23:45.08,-01:00:29.9,5.937833333333333,-1.0083055555555556,J2000,Optical,SDSS,17.19,-99,-99,-99,J002348.45-010004.0,0.0646,spec,00:23:48.45,-01:00:04.0,5.951875,-1.001111111111111,J2000,16.32,Optical,SDSS,-99,-99,-99,480.0,56.79196105456946,72.21110725087787,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J002618.12+001005.6,0.1101,spec,00:26:18.12,+00:10:05.6,6.575499999999999,0.1682222222222222,J2000,Optical,SDSS,17.95,-99,-99,-99,J002618.66+000951.3,0.1107,spec,00:26:18.66,+00:09:51.3,6.577749999999999,0.16425,J2000,18.2,Optical,SDSS,-99,-99,-99,169.0,16.43470254293251,32.988404341500846,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J002636.14-002507.0,0.118,spec,00:26:36.14,-00:25:07.0,6.650583333333333,-0.4186111111111111,J2000,Optical,SDSS,18.54,-99,-99,-99,J002636.97-002454.7,0.1184,spec,00:26:36.97,-00:24:54.7,6.654041666666666,-0.4151944444444445,J2000,17.6,Optical,SDSS,-99,-99,-99,104.0,17.50097978696157,37.31236173968232,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J004239.54-093053.8,0.0574,spec,00:42:39.54,-09:30:53.8,10.664749999999998,-9.514944444444444,J2000,Optical,SDSS,15.92,-99,-99,-99,J004244.64-093102.8,0.0568,spec,00:42:44.64,-09:31:02.8,10.685999999999998,-9.517444444444443,J2000,15.91,Optical,SDSS,-99,-99,-99,176.0,75.98217928785286,84.52214579718438,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN CandidateDual AGN, ; Double Radio Sources, ; Two compact steep-spectrum sources identified. ,J005113.94+002047.2,0.1124,spec,00:51:13.94,+00:20:47.2,12.808083333333332,0.3464444444444444,J2000,Optical,SDSS,19.28,-99,-99,-99,J005114.12+002049.2,0.1126,spec,00:51:14.12,+00:20:49.2,12.808833333333332,0.347,J2000,16.77,Optical,SDSS,-99,-99,-99,64.0,3.360019798089673,6.867233631323006,Liu+2011b ; Fu+2015 ; Fu+2015b ; Gross+2019,2011ApJ...737..101L ; 2015ApJ...799...72F ; 2015ApJ...815L...6F ; 2019ApJ...883...50G,https://doi.org/10.1088/0004-637X/737/2/101 ; https://doi.org/10.1088/0004-637X/799/1/72 ; https://doi.org/10.1088/2041-8205/815/1/L6 ; https://doi.org/10.3847/1538-4357/ab3795,   
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J005125.23+160340.1,0.0623,spec,00:51:25.23,+16:03:40.1,12.855124999999996,16.06113888888889,J2000,Optical,SDSS,14.97,-99,-99,-99,J005127.67+160443.1,0.062,spec,00:51:27.67,+16:04:43.1,12.865291666666664,16.07863888888889,J2000,15.83,Optical,SDSS,-99,-99,-99,86.0,72.1520482926992,86.6121913512346,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J005141.33+010127.2,0.0666,spec,00:51:41.33,+01:01:27.2,12.922208333333332,1.024222222222222,J2000,Optical,SDSS,15.01,-99,-99,-99,J005142.87+010143.1,0.0672,spec,00:51:42.87,+01:01:43.1,12.928624999999998,1.0286388888888889,J2000,15.82,Optical,SDSS,-99,-99,-99,182.0,28.04012776705071,35.801822517083984,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J005214.82+003456.4,0.1156,spec,00:52:14.82,+00:34:56.4,13.061749999999998,0.5823333333333334,J2000,Optical,SDSS,19.18,-99,-99,-99,J005214.90+003458.9,0.115,spec,00:52:14.90,+00:34:58.9,13.062083333333332,0.5830277777777778,J2000,16.21,Optical,SDSS,-99,-99,-99,158.0,2.7730580730413186,5.80776659489069,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J005619.38+135326.2,0.0386,spec,00:56:19.38,+13:53:26.2,14.080749999999998,13.890611111111111,J2000,Optical,SDSS,16.72,-99,-99,-99,J005620.79+135143.8,0.0398,spec,00:56:20.79,+13:51:43.8,14.086624999999998,13.862166666666669,J2000,14.57,Optical,SDSS,-99,-99,-99,345.0,104.4382766608261,79.88725791872062,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J005639.15+000701.0,0.071,spec,00:56:39.15,+00:07:01.0,14.163124999999996,0.1169444444444444,J2000,Optical,SDSS,15.73,-99,-99,-99,J005643.20+000707.1,0.0713,spec,00:56:43.20,+00:07:07.1,14.179999999999998,0.1186388888888888,J2000,16.55,Optical,SDSS,-99,-99,-99,75.0,61.0553593182709,82.67932412837793,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J005920.65+002927.4,0.0625,spec,00:59:20.65,+00:29:27.4,14.836041666666665,0.4909444444444444,J2000,Optical,SDSS,16.43,-99,-99,-99,J005922.26+002917.6,0.0633,spec,00:59:22.26,+00:29:17.6,14.842749999999995,0.4882222222222222,J2000,15.05,Optical,SDSS,-99,-99,-99,213.0,26.06184792638565,31.37801596869985,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J010121.58+002305.4,0.0925,spec,01:01:21.58,+00:23:05.4,15.339916666666664,0.3848333333333333,J2000,Optical,SDSS,16.58,-99,-99,-99,J010124.56+002254.8,0.0937,spec,01:01:24.56,+00:22:54.8,15.352333333333332,0.3818888888888889,J2000,16.81,Optical,SDSS,-99,-99,-99,318.0,45.93866073094495,79.04912726040664,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J010125.46+000027.6,0.11,spec,01:01:25.46,+00:00:27.6,15.356083333333329,0.0076666666666666,J2000,Optical,SDSS,14.7,-99,-99,-99,J010127.81+000045.3,0.1082,spec,01:01:27.81,+00:00:45.3,15.365874999999996,0.0125833333333333,J2000,16.75,Optical,SDSS,-99,-99,-99,496.0,39.44429566407744,79.11130841605643,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J010621.81+143455.8,0.0396,spec,01:06:21.81,+14:34:55.8,16.590874999999997,14.582166666666666,J2000,Optical,SDSS,15.93,-99,-99,-99,J010625.69+143416.7,0.0404,spec,01:06:25.69,+14:34:16.7,16.607041666666664,14.571305555555556,J2000,14.34,Optical,SDSS,-99,-99,-99,208.0,68.56747592175219,53.74347737539655,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J010623.75-001010.4,0.0485,spec,01:06:23.75,-00:10:10.4,16.598958333333332,-0.1695555555555555,J2000,Optical,SDSS,17.51,-99,-99,-99,J010623.93-000841.5,0.048,spec,01:06:23.93,-00:08:41.5,16.599708333333332,-0.1448611111111111,J2000,14.73,Optical,SDSS,-99,-99,-99,153.0,88.94099136508908,84.48119221963282,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J010829.53+142628.0,0.0605,spec,01:08:29.53,+14:26:28.0,17.123041666666666,14.44111111111111,J2000,Optical,SDSS,15.66,-99,-99,-99,J010833.69+142625.8,0.0607,spec,01:08:33.69,+14:26:25.8,17.140375,14.4405,J2000,15.9,Optical,SDSS,-99,-99,-99,51.0,60.46855600363009,70.63930419130327,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J010847.30+001155.2,0.0508,spec,01:08:47.30,+00:11:55.2,17.197083333333328,0.1986666666666666,J2000,Optical,SDSS,15.91,-99,-99,-99,J010850.35+001229.3,0.0507,spec,01:08:50.35,+00:12:29.3,17.209791666666664,0.2081388888888889,J2000,17.26,Optical,SDSS,-99,-99,-99,24.0,57.06002205404548,56.614616946779,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J010922.00+142032.3,0.0384,spec,01:09:22.00,+14:20:32.3,17.341666666666665,14.342305555555557,J2000,Optical,SDSS,13.58,-99,-99,-99,J010928.81+142147.3,0.0375,spec,01:09:28.81,+14:21:47.3,17.370041666666662,14.363138888888887,J2000,14.15,Optical,SDSS,-99,-99,-99,245.0,124.1709207372492,94.51164005774356,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J010941.83-004425.6,0.0889,spec,01:09:41.83,-00:44:25.6,17.42429166666666,-0.7404444444444443,J2000,Optical,SDSS,16.67,-99,-99,-99,J010942.19-004417.6,0.0887,spec,01:09:42.19,-00:44:17.6,17.42579166666666,-0.7382222222222222,J2000,16.53,Optical,SDSS,-99,-99,-99,71.0,9.65169129687878,16.02827381395481,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J010959.03+135815.2,0.0564,spec,01:09:59.03,+13:58:15.2,17.49595833333333,13.970888888888888,J2000,Optical,SDSS,16.6,-99,-99,-99,J011003.16+135841.2,0.0583,spec,01:10:03.16,+13:58:41.2,17.513166666666667,13.978111111111112,J2000,14.5,Optical,SDSS,-99,-99,-99,539.0,65.49802814743832,71.67477087916589,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J011014.12+002157.3,0.0451,spec,01:10:14.12,+00:21:57.3,17.558833333333332,0.3659166666666666,J2000,Optical,SDSS,16.08,-99,-99,-99,J011017.14+002041.6,0.0449,spec,01:10:17.14,+00:20:41.6,17.571416666666668,0.3448888888888888,J2000,14.97,Optical,SDSS,-99,-99,-99,59.0,88.21848457431992,78.23572369283808,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J011129.70+153353.7,0.06,spec,01:11:29.70,+15:33:53.7,17.87375,15.564916666666669,J2000,Optical,SDSS,16.11,-99,-99,-99,J011131.69+153345.6,0.0615,spec,01:11:31.69,+15:33:45.6,17.882041666666662,15.562666666666669,J2000,17.04,Optical,SDSS,-99,-99,-99,433.0,29.874521581285755,34.63132843671283,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J011202.71-001549.4,0.0433,spec,01:12:02.71,-00:15:49.4,18.011291666666665,-0.2637222222222222,J2000,Optical,SDSS,15.63,-99,-99,-99,J011204.62-001442.4,0.0442,spec,01:12:04.62,-00:14:42.4,18.01925,-0.2451111111111111,J2000,14.86,Optical,SDSS,-99,-99,-99,270.0,72.86841777165388,62.17641178119621,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J011544.85+001400.0,0.0445,spec,01:15:44.85,+00:14:00.0,18.936875,0.2333333333333333,J2000,Optical,SDSS,15.77,-99,-99,-99,J011545.23+001444.6,0.0431,spec,01:15:45.23,+00:14:44.6,18.93845833333333,0.2457222222222222,J2000,16.43,Optical,SDSS,-99,-99,-99,394.0,44.96275605486664,39.37237373429195,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J011832.49-001030.0,0.0776,spec,01:18:32.49,-00:10:30.0,19.635375,-0.175,J2000,Optical,SDSS,17.86,-99,-99,-99,J011834.47-000937.3,0.0778,spec,01:18:34.47,-00:09:37.3,19.643625,-0.1603611111111111,J2000,15.71,Optical,SDSS,-99,-99,-99,38.0,60.49274700530541,88.84587753003886,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J011832.93+010930.8,0.0442,spec,01:18:32.93,+01:09:30.8,19.63720833333333,1.1585555555555556,J2000,Optical,SDSS,14.56,-99,-99,-99,J011835.90+010919.9,0.045,spec,01:18:35.90,+01:09:19.9,19.64958333333333,1.1555277777777777,J2000,16.79,Optical,SDSS,-99,-99,-99,228.0,45.85524220414528,39.897420495988726,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J012129.27+003732.6,0.0439,spec,01:21:29.27,+00:37:32.6,20.37195833333333,0.6257222222222223,J2000,Optical,SDSS,14.7,-99,-99,-99,J012129.32+003728.7,0.0437,spec,01:21:29.32,+00:37:28.7,20.372166666666665,0.624638888888889,J2000,16.93,Optical,SDSS,-99,-99,-99,44.0,3.971452257225344,3.433225636312148,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J012154.53-100815.8,0.1046,spec,01:21:54.53,-10:08:15.8,20.477208333333333,-10.13772222222222,J2000,Optical,SDSS,16.85,-99,-99,-99,J012155.59-100811.6,0.1046,spec,01:21:55.59,-10:08:11.6,20.481625,-10.136555555555557,J2000,16.81,Optical,SDSS,-99,-99,-99,4.0,16.20550914665906,31.09820982701459,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J012612.09-000126.9,0.1048,spec,01:26:12.09,-00:01:26.9,21.550375,-0.0241388888888888,J2000,Optical,SDSS,17.44,-99,-99,-99,J012612.34-000128.7,0.1039,spec,01:26:12.34,-00:01:28.7,21.551416666666665,-0.0246388888888888,J2000,17.65,Optical,SDSS,-99,-99,-99,234.0,4.159627080866065,7.99571511349497,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J013705.74-090937.3,0.0691,spec,01:37:05.74,-09:09:37.3,24.273916666666665,-9.160361111111111,J2000,Optical,SDSS,16.69,-99,-99,-99,J013706.95-090857.5,0.0699,spec,01:37:06.95,-09:08:57.5,24.27895833333333,-9.149305555555555,J2000,15.31,Optical,SDSS,-99,-99,-99,239.0,43.64772134114072,57.65264522408096,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,-99,J013848.33-000221.1,0.0742,spec,01:38:48.33,-00:02:21.1,24.701374999999995,-0.0391944444444444,J2000,Optical,SDSS,17.42,-99,-99,-99,J013848.45-000255.7,0.0738,spec,01:38:48.45,-00:02:55.7,24.701875,-0.0488055555555555,J2000,17.87,Optical,SDSS,-99,-99,-99,129.0,34.646789145340406,48.84940912564243,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, 
