System Type,Literature Name,Name1,Selection Method,Confirmation Method,z1,z1_type,RA1,Dec1,Equinox1,Coordinate_waveband1,Coordinate_Source1,Name2,z2,z2_type,RA2,Dec2,Equinox2,Coordinate_waveband2,Coordinate_Source2,Name3,z3,z3_type,RA3,Dec3,Equinox3,Coordinate_waveband3,Coordinate_Source3,Name4,z4,z4_type,RA4,Dec4,Equinox4,Coordinate_waveband4,Coordinate_Source4,Name5,z5,z5_type,RA5,Dec5,Equinox5,Coordinate_waveband5,Coordinate_Source5,Name6,z6,z6_type,RA6,Dec6,Equinox6,Coordinate_waveband6,Coordinate_Source6,Sep12,Sep12(kpc),Sep13,Sep13(kpc),Sep14,Sep14(kpc),Sep15,Sep15(kpc),Sep16,Sep16(kpc),Paper(s),BibCode(s),DOI(s),Notes
Quasar Sextuplet,ELAN MAMMOTH-1 (BOSS1141),BOSS1441 QSO1,"{'Optical':['Imaging','Narrow Band Imaging']}","{'Optical':['Imaging','Narrow Band Imaging','Broadband Imaging','Spectroscopy']}",2.324,spec,14:40:27.91,+40:11:47.8,J2000,Optical,SDSS,BOSS1441 QSO2,2.323,spec,14:40:49.15,+39:54:07.6,J2000,Optical,SDSS,BOSS1441 QSO3,2.311,spec,14:41:21.67,+40:02:58.9,J2000,Optical,SDSS,BOSS1441 QSO4,2.324,spec,14:40:57.39,+39:49:51.2,J2000,Optical,SDSS,BOSS1441 QSO5,2.334,spec,14:41:15.91,+39:49:12.0,J2000,Optical,SDSS,BOSS1441 QSO6,2.311,spec,14:41:32.26,+40:06:35.6,J2000,Optical,SDSS,,,,,,,,,,,Cai+2017,2017ApJ...839..131C,https://doi.org/10.3847/1538-4357/aa6a1a,Separations will be measured from QSO3 to the others as QSO3 is the center of the overdensity (I think). Verify selection strategy.
