RA1,Dec1,Name1,Name2,z1,z2,z1_type,z2_type,RA1_deg,Dec1_deg,RA2,Dec2,RA2_deg,Dec2_deg,Equinox1,Coordinate_waveband1,Coordinate_Source1,System Type,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2,Sep,dV,Selection Method,Confirmation Method,Paper(s),BibCode(s),DOI(s),RA,Dec,Notes
15:25:05.33,+32:11:51.3,J152505.33+321151.3,-99,0.112743,-99,spec,-99,231.2722083333333,32.19758333333333,15:25:05.33,+32:11:51.3,231.2722083333333,32.19758333333333,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-69.3,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:25:05.33,+32:11:51.3,
15:25:41.50,+32:54:26.8,J152541.50+325426.8,-99,0.069184,-99,spec,-99,231.42291666666662,32.907444444444444,15:25:41.50,+32:54:26.8,231.42291666666662,32.907444444444444,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-69.8,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:25:41.50,+32:54:26.8,
15:25:49.54,+05:22:48.7,J152549.54+052248.7,-99,0.054033,-99,spec,-99,231.45641666666663,5.380194444444444,15:25:49.54,+05:22:48.7,231.45641666666663,5.380194444444444,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-101.9,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:25:49.54,+05:22:48.7,
15:28:37.93,+42:26:31.2,J152837.93+422631.2,-99,0.075096,-99,spec,-99,232.15804166666663,42.442,15:28:37.93,+42:26:31.2,232.15804166666663,42.442,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-78.3,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:28:37.93,+42:26:31.2,
15:30:36.27,-00:30:50.4,J153036.27-003050.4,-99,0.129804,-99,spec,-99,232.65112499999998,-0.514,15:30:36.27,-00:30:50.4,232.65112499999998,-0.514,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-56.7,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:30:36.27,-00:30:50.4,
15:32:56.50,+01:22:14.9,J153256.50+012214.9,-99,0.0807,-99,spec,-99,233.23541666666662,1.3708055555555556,15:32:56.50,+01:22:14.9,233.23541666666662,1.3708055555555556,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-61.1,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:32:56.50,+01:22:14.9,
15:33:59.26,+46:02:33.4,J153359.26+460233.4,-99,0.104764,-99,spec,-99,233.49691666666664,46.04261111111111,15:33:59.26,+46:02:33.4,233.49691666666664,46.04261111111111,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-125.6,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:33:59.26,+46:02:33.4,
15:35:05.72,+08:00:38.0,J153505.72+080038.0,-99,0.118616,-99,spec,-99,233.77383333333333,8.010555555555555,15:35:05.72,+08:00:38.0,233.77383333333333,8.010555555555555,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,94.2,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:35:05.72,+08:00:38.0,
15:35:13.49,+07:05:04.4,J153513.49+070504.4,-99,0.04252,-99,spec,-99,233.8062083333333,7.084555555555555,15:35:13.49,+07:05:04.4,233.8062083333333,7.084555555555555,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,71.2,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:35:13.49,+07:05:04.4,
15:35:40.73,+37:19:32.1,J153540.73+371932.1,-99,0.156454,-99,spec,-99,233.91970833333332,37.325583333333334,15:35:40.73,+37:19:32.1,233.91970833333332,37.325583333333334,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,102.6,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:35:40.73,+37:19:32.1,
15:37:15.51,+17:08:28.5,J153715.51+170828.5,-99,0.125053,-99,spec,-99,234.31462499999998,17.14125,15:37:15.51,+17:08:28.5,234.31462499999998,17.14125,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,62.8,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:37:15.51,+17:08:28.5,
15:41:26.25,+10:39:00.3,J154126.25+103900.3,-99,0.086468,-99,spec,-99,235.35937499999997,10.650083333333333,15:41:26.25,+10:39:00.3,235.35937499999997,10.650083333333333,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,82.2,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:41:26.25,+10:39:00.3,
15:41:26.50,+04:43:55.2,J154126.50+044355.2,-99,0.109399,-99,spec,-99,235.36041666666665,4.732,15:41:26.50,+04:43:55.2,235.36041666666665,4.732,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,85.0,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:41:26.50,+04:43:55.2,
15:44:31.22,+20:59:03.6,J154431.22+205903.6,-99,0.101542,-99,spec,-99,236.1300833333333,20.984333333333336,15:44:31.22,+20:59:03.6,236.1300833333333,20.984333333333336,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,62.7,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:44:31.22,+20:59:03.6,
15:44:47.09,+46:28:17.7,J154447.09+462817.7,-99,0.120936,-99,spec,-99,236.1962083333333,46.471583333333335,15:44:47.09,+46:28:17.7,236.1962083333333,46.471583333333335,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-84.5,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:44:47.09,+46:28:17.7,
15:46:52.87,+39:25:12.8,J154652.87+392512.8,-99,0.132833,-99,spec,-99,236.72029166666664,39.42022222222222,15:46:52.87,+39:25:12.8,236.72029166666664,39.42022222222222,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-77.1,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:46:52.87,+39:25:12.8,
15:48:57.43,+22:59:23.8,J154857.43+225923.8,-99,0.136016,-99,spec,-99,237.23929166666667,22.989944444444447,15:48:57.43,+22:59:23.8,237.23929166666667,22.989944444444447,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-197.0,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:48:57.43,+22:59:23.8,
15:49:59.53,+00:12:07.0,J154959.53+001207.0,-99,0.03234,-99,spec,-99,237.49804166666664,0.20194444444444445,15:49:59.53,+00:12:07.0,237.49804166666664,0.20194444444444445,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-76.0,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:49:59.53,+00:12:07.0,
15:51:44.73,+04:04:44.5,J155144.73+040444.5,-99,0.068333,-99,spec,-99,237.93637499999997,4.079027777777777,15:51:44.73,+04:04:44.5,237.93637499999997,4.079027777777777,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,57.6,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:51:44.73,+04:04:44.5,
15:51:57.89,+20:30:56.9,J155157.89+203056.9,-99,0.088236,-99,spec,-99,237.9912083333333,20.515805555555556,15:51:57.89,+20:30:56.9,237.9912083333333,20.515805555555556,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-348.7,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:51:57.89,+20:30:56.9,
15:52:06.67,+22:47:39.5,J155206.67+224739.5,-99,0.116053,-99,spec,-99,238.02779166666664,22.794305555555557,15:52:06.67,+22:47:39.5,238.02779166666664,22.794305555555557,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,109.1,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:52:06.67,+22:47:39.5,
15:55:44.42,+26:59:42.9,J155544.42+265942.9,-99,0.083472,-99,spec,-99,238.9350833333333,26.995250000000002,15:55:44.42,+26:59:42.9,238.9350833333333,26.995250000000002,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-55.4,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:55:44.42,+26:59:42.9,
15:57:25.56,+35:26:38.9,J155725.56+352638.9,-99,0.163357,-99,spec,-99,239.35649999999995,35.44413888888889,15:57:25.56,+35:26:38.9,239.35649999999995,35.44413888888889,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,58.3,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,15:57:25.56,+35:26:38.9,
16:01:58.86,+12:34:26.4,J160158.86+123426.4,-99,0.034546,-99,spec,-99,240.49524999999994,12.574,16:01:58.86,+12:34:26.4,240.49524999999994,12.574,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-113.1,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,16:01:58.86,+12:34:26.4,
16:02:02.60,+24:36:12.9,J160202.60+243612.9,-99,0.072736,-99,spec,-99,240.51083333333332,24.603583333333336,16:02:02.60,+24:36:12.9,240.51083333333332,24.603583333333336,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-54.3,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,16:02:02.60,+24:36:12.9,
16:04:44.13,+05:02:39.8,J160444.13+050239.8,-99,0.111289,-99,spec,-99,241.18387499999994,5.044388888888888,16:04:44.13,+05:02:39.8,241.18387499999994,5.044388888888888,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,56.1,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,16:04:44.13,+05:02:39.8,
16:05:11.82,+21:14:23.4,J160511.82+211423.4,-99,0.048033,-99,spec,-99,241.29924999999994,21.239833333333333,16:05:11.82,+21:14:23.4,241.29924999999994,21.239833333333333,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,117.3,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,16:05:11.82,+21:14:23.4,
16:06:16.12,+18:10:15.3,J160616.12+181015.3,-99,0.039479,-99,spec,-99,241.56716666666662,18.170916666666667,16:06:16.12,+18:10:15.3,241.56716666666662,18.170916666666667,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-54.1,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,16:06:16.12,+18:10:15.3,
16:06:51.56,+14:45:08.8,J160651.56+144508.8,-99,0.177669,-99,spec,-99,241.71483333333333,14.752444444444444,16:06:51.56,+14:45:08.8,241.71483333333333,14.752444444444444,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,68.4,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,16:06:51.56,+14:45:08.8,
16:13:25.55,+46:00:33.7,J161325.55+460033.7,-99,0.153506,-99,spec,-99,243.35645833333325,46.00936111111111,16:13:25.55,+46:00:33.7,243.35645833333325,46.00936111111111,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,72.4,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,16:13:25.55,+46:00:33.7,
16:14:19.63,+50:27:56.1,J161419.63+502756.1,-99,0.060258,-99,spec,-99,243.58179166666662,50.465583333333335,16:14:19.63,+50:27:56.1,243.58179166666662,50.465583333333335,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-99.7,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,16:14:19.63,+50:27:56.1,
16:14:32.75,+52:52:11.9,J161432.75+525211.9,-99,0.145933,-99,spec,-99,243.63645833333334,52.86997222222222,16:14:32.75,+52:52:11.9,243.63645833333334,52.86997222222222,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-81.4,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,16:14:32.75,+52:52:11.9,
16:14:49.45,+17:29:14.1,J161449.45+172914.1,-99,0.193106,-99,spec,-99,243.70604166666666,17.48725,16:14:49.45,+17:29:14.1,243.70604166666666,17.48725,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-79.8,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,16:14:49.45,+17:29:14.1,
16:15:01.07,+35:54:54.9,J161501.07+355454.9,-99,0.141995,-99,spec,-99,243.7544583333333,35.91525,16:15:01.07,+35:54:54.9,243.7544583333333,35.91525,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,83.5,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,16:15:01.07,+35:54:54.9,
16:19:26.63,+37:59:35.4,J161926.63+375935.4,-99,0.137721,-99,spec,-99,244.86095833333331,37.99316666666667,16:19:26.63,+37:59:35.4,244.86095833333331,37.99316666666667,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,141.2,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,16:19:26.63,+37:59:35.4,
16:21:44.03,+18:56:26.4,J162144.03+185626.4,-99,0.087493,-99,spec,-99,245.4334583333333,18.940666666666665,16:21:44.03,+18:56:26.4,245.4334583333333,18.940666666666665,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,71.4,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,16:21:44.03,+18:56:26.4,
16:22:05.51,+10:16:43.0,J162205.51+101643.0,-99,0.128542,-99,spec,-99,245.5229583333333,10.278611111111111,16:22:05.51,+10:16:43.0,245.5229583333333,10.278611111111111,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-112.0,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,16:22:05.51,+10:16:43.0,
16:26:15.08,+14:23:46.3,J162615.08+142346.3,-99,0.166399,-99,spec,-99,246.56283333333334,14.396194444444443,16:26:15.08,+14:23:46.3,246.56283333333334,14.396194444444443,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-96.4,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,16:26:15.08,+14:23:46.3,
16:30:27.97,+25:50:05.3,J163027.97+255005.3,-99,0.104573,-99,spec,-99,247.61654166666665,25.834805555555555,16:30:27.97,+25:50:05.3,247.61654166666665,25.834805555555555,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,66.8,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,16:30:27.97,+25:50:05.3,
16:31:43.81,+30:48:04.2,J163143.81+304804.2,-99,0.098147,-99,spec,-99,247.93254166666665,30.801166666666667,16:31:43.81,+30:48:04.2,247.93254166666665,30.801166666666667,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,226.0,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,16:31:43.81,+30:48:04.2,
16:44:29.32,+20:15:50.0,J164429.32+201550.0,-99,0.081775,-99,spec,-99,251.12216666666663,20.26388888888889,16:44:29.32,+20:15:50.0,251.12216666666663,20.26388888888889,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-81.5,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,16:44:29.32,+20:15:50.0,
16:54:30.72,+19:46:15.5,J165430.72+194615.5,-99,0.053669,-99,spec,-99,253.62799999999993,19.77097222222222,16:54:30.72,+19:46:15.5,253.62799999999993,19.77097222222222,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,66.0,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,16:54:30.72,+19:46:15.5,
16:55:49.09,+24:38:14.9,J165549.09+243814.9,-99,0.046726,-99,spec,-99,253.95454166666667,24.63747222222222,16:55:49.09,+24:38:14.9,253.95454166666667,24.63747222222222,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-52.9,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,16:55:49.09,+24:38:14.9,
16:58:10.11,+62:24:56.3,J165810.11+622456.3,-99,0.119399,-99,spec,-99,254.54212499999997,62.415638888888886,16:58:10.11,+62:24:56.3,254.54212499999997,62.415638888888886,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,54.3,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,16:58:10.11,+62:24:56.3,
16:58:31.63,+27:00:15.3,J165831.63+270015.3,-99,0.055616,-99,spec,-99,254.6317916666666,27.00425,16:58:31.63,+27:00:15.3,254.6317916666666,27.00425,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-53.5,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,16:58:31.63,+27:00:15.3,
17:08:07.39,+20:40:02.8,J170807.39+204002.8,-99,0.193124,-99,spec,-99,257.03079166666663,20.667444444444445,17:08:07.39,+20:40:02.8,257.03079166666663,20.667444444444445,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,64.8,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,17:08:07.39,+20:40:02.8,
17:15:22.99,+57:24:40.2,J171522.99+572440.2,-99,0.027303,-99,spec,-99,258.8457916666666,57.41116666666667,17:15:22.99,+57:24:40.2,258.8457916666666,57.41116666666667,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-73.7,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,17:15:22.99,+57:24:40.2,
20:47:19.06,+00:19:14.8,J204719.06+001914.8,-99,0.014011,-99,spec,-99,311.82941666666665,0.3207777777777778,20:47:19.06,+00:19:14.8,311.82941666666665,0.3207777777777778,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-59.3,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,20:47:19.06,+00:19:14.8,
21:17:27.25,+00:36:47.7,J211727.25+003647.7,-99,0.116799,-99,spec,-99,319.36354166666666,0.61325,21:17:27.25,+00:36:47.7,319.36354166666666,0.61325,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,67.5,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,21:17:27.25,+00:36:47.7,
21:37:02.37,+00:25:41.6,J213702.37+002541.6,-99,0.050925,-99,spec,-99,324.25987499999997,0.4282222222222222,21:37:02.37,+00:25:41.6,324.25987499999997,0.4282222222222222,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-57.9,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,21:37:02.37,+00:25:41.6,
21:47:59.27,+11:47:34.4,J214759.27+114734.4,-99,0.125223,-99,spec,-99,326.99695833333334,11.79288888888889,21:47:59.27,+11:47:34.4,326.99695833333334,11.79288888888889,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-51.6,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,21:47:59.27,+11:47:34.4,
21:51:28.36,-06:46:30.7,J215128.36-064630.7,-99,0.101433,-99,spec,-99,327.86816666666664,-6.775194444444445,21:51:28.36,-06:46:30.7,327.86816666666664,-6.775194444444445,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,93.5,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,21:51:28.36,-06:46:30.7,
21:54:36.76,+01:08:30.4,J215436.76+010830.4,-99,0.144855,-99,spec,-99,328.6531666666666,1.1417777777777778,21:54:36.76,+01:08:30.4,328.6531666666666,1.1417777777777778,J2000,Optical,SDSS,Dual SMBH Candidate,-100,-100,-100,-100,-100,-100,3,-64.0,Optical Spectroscopy / Fiber Spectroscopy / Velocity Offset Narrow Optical Spectroscopic Emission Lines,-99,Comerford+2014,2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/789/2/112,21:54:36.76,+01:08:30.4,
