System Type 1: Dual AGNs,ST1 Num AGNs,ST1 Confidence Flag,System Type 2: Binary AGNs,ST2 Num AGNs,ST2 Confidence Flag,System Type 3: Recoiling AGNs,ST3 Num AGNs,ST3 Confidence Flag,Literature Name,Selection Method,Analysis Method,Confirmation Method,Name1,z1,z1_type,RA1,Dec1,Coordinate_waveband1,Coordinate_Source1,Equinox1,Name2,z2,z2_type,RA2,Dec2,Equinox2,Coordinate_waveband2,Coordinate_Source2,Sep,Sep(kpc),dV,Paper(s),BibCode(s),DOI(s)
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09440841+3304583,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J094408.42+330458.5,0.0835,spec,09:44:08.42,+33:04:58.5,Optical,SDSS,J2000,J094410.98+330422.7,0.0829,spec,09:44:10.98,+33:04:22.7,J2000,Optical,SDSS,48.13486398265167,75.55134740723184,165.62037134330444,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09441463+0011328,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J094414.59+001132.3,0.1262,spec,09:44:14.59,+00:11:32.3,Optical,SDSS,J2000,J094415.78+001101.2,0.127,spec,09:44:15.78,+00:11:01.2,J2000,Optical,SDSS,35.858458827741124,81.44771783776606,-212.32022887111864,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASX J09444665+1453223,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J094446.69+145321.8,0.0264,spec,09:44:46.69,+14:53:21.8,Optical,SDSS,J2000,J094448.24+145245.2,0.0262,spec,09:44:48.24,+14:52:45.2,J2000,Optical,SDSS,42.94712483866096,22.79906956170952,58.267562537515005,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09444692+5438456,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J094446.91+543845.8,0.0458,spec,09:44:46.91,+54:38:45.8,Optical,SDSS,J2000,J094454.01+543821.0,0.0441,spec,09:44:54.01,+54:38:21.0,J2000,Optical,SDSS,66.43159668484076,59.778908569509454,486.43443578084975,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,IC 2505,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J094506.95+271606.9,0.0329,spec,09:45:06.95,+27:16:06.9,Optical,SDSS,J2000,J094512.77+271507.2,0.0335,spec,09:45:12.77,+27:15:07.2,J2000,Optical,SDSS,97.91053612278124,65.39618199220006,-173.63529314269994,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09451675+5622195,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J094516.75+562219.6,0.171,spec,09:45:16.75,+56:22:19.6,Optical,SDSS,J2000,J094517.79+562234.0,0.1718,spec,09:45:17.79,+56:22:34.0,J2000,Optical,SDSS,16.792512966094666,49.08424489150456,-204.20007863116984,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,LEDA 1145094,"{'Optical': ['Double-Peaked Spectroscopic Emission Lines', 'Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Double-Peaked Spectroscopic Emission Lines', 'Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J094529.71-002206.2,0.0529,spec,09:45:29.71,-00:22:06.2,Optical,SDSS,J2000,J094531.52-002311.3,0.0526,spec,09:45:31.52,-00:23:11.3,J2000,Optical,SDSS,70.53439237500724,72.6960100005063,85.20541266105066,Liu+2011b ; Ge+2012,2011ApJ...737..101L ; 2012ApJS..201...31G,https://doi.org/10.1088/0004-637X/737/2/101 ; https://doi:10.1088/0067-0049/201/2/31
Dual AGN,2,1.0,-99,-99,-99.0,-99,-99,-99.0,IRAS F09427+4252,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",J094554.41+423840.0,0.0745,spec,09:45:54.41,+42:38:40.0,Optical,SDSS,J2000,J094554.49+423818.7,0.0748,spec,09:45:54.49,+42:38:18.7,J2000,Optical,SDSS,21.31828344357704,30.279062187994928,-83.46903480425985,Liu+2011b ; De Rosa+2018 ; De Rosa+2018,2011ApJ...737..101L ; 2018MNRAS.480.1639D ; 2018MNRAS.480.1639D,https://doi.org/10.1088/0004-637X/737/2/101 ; https://doi.org/10.1093/mnras/sty1867 ; https://doi.org/10.1093/mnras/sty1867
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09462711+0008273,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J094627.10+000827.3,0.0914,spec,09:46:27.10,+00:08:27.3,Optical,SDSS,J2000,J094628.02+000816.3,0.0916,spec,09:46:28.02,+00:08:16.3,J2000,Optical,SDSS,17.647630799653246,30.102991798962552,-54.7869899203473,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09470688+1854114,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J094706.88+185411.6,0.0263,spec,09:47:06.88,+18:54:11.6,Optical,SDSS,J2000,J094714.45+185238.2,0.0267,spec,09:47:14.45,+18:52:38.2,J2000,Optical,SDSS,142.3575700770557,76.40366571780618,-116.5124164245466,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09470844+5240415,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J094708.46+524041.8,0.0477,spec,09:47:08.46,+52:40:41.8,Optical,SDSS,J2000,J094711.21+524216.9,0.0479,spec,09:47:11.21,+52:42:16.9,J2000,Optical,SDSS,98.3316062661265,92.31111202262494,-57.07195977791537,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09472144+3220398,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J094721.45+322039.9,0.1373,spec,09:47:21.45,+32:20:39.9,Optical,SDSS,J2000,J094722.99+322045.4,0.1373,spec,09:47:22.99,+32:20:45.4,J2000,Optical,SDSS,20.27601520103485,49.21549060381043,0.0,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASX J09474048+2138159,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J094740.50+213815.2,0.0248,spec,09:47:40.50,+21:38:15.2,Optical,SDSS,J2000,J094744.27+214006.6,0.0248,spec,09:47:44.27,+21:40:06.6,J2000,Optical,SDSS,123.17657409139514,61.54536515925111,0.0,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,-0.5,-99,-99,-99.0,-99,-99,-99.0,SDSS J094741.57+633941.1,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J094741.58+633941.4,0.1397,spec,09:47:41.58,+63:39:41.4,Optical,SDSS,J2000,J094741.58+633939.2,0.139,spec,09:47:41.58,+63:39:39.2,J2000,Optical,SDSS,2.200000000009261,5.418748249212034,183.7012158238496,Liu+2011b ; Husemann+2020,2011ApJ...737..101L ; 2020A&A...639A.117H,https://doi.org/10.1088/0004-637X/737/2/101 ; https://doi.org/10.1051/0004-6361/202037988
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09475768+0220258,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J094757.68+022025.8,0.0584,spec,09:47:57.68,+02:20:25.8,Optical,SDSS,J2000,J094759.81+022032.2,0.0579,spec,09:47:59.81,+02:20:32.2,J2000,Optical,SDSS,32.55854366920303,36.80551652018384,141.28430908187875,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09480150+3452228,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J094801.53+345222.8,0.041,spec,09:48:01.53,+34:52:22.8,Optical,SDSS,J2000,J094801.92+345226.3,0.0407,spec,09:48:01.92,+34:52:26.3,J2000,Optical,SDSS,5.940083655250992,4.812426054191612,86.17956298895724,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASX J09480401+2018087,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J094804.00+201808.4,0.0404,spec,09:48:04.00,+20:18:08.4,Optical,SDSS,J2000,J094809.15+201832.8,0.0396,spec,09:48:09.15,+20:18:32.8,J2000,Optical,SDSS,76.44771300882059,61.07226752966474,229.99996597632088,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,MCG+08-18-032,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J094833.44+472203.5,0.0326,spec,09:48:33.44,+47:22:03.5,Optical,SDSS,J2000,J094842.05+472043.8,0.0323,spec,09:48:42.05,+47:20:43.8,J2000,Optical,SDSS,118.34985791109403,77.0072584577194,86.88071878213708,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09484642+0456215,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J094846.42+045621.5,0.0905,spec,09:48:46.42,+04:56:21.5,Optical,SDSS,J2000,J094847.28+045629.8,0.0919,spec,09:48:47.28,+04:56:29.8,J2000,Optical,SDSS,15.299208527107442,26.17351021830777,-383.6142116378834,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASX J09491349+0110397,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J094913.52+011039.9,0.025,spec,09:49:13.52,+01:10:39.9,Optical,SDSS,J2000,J094922.92+010843.4,0.0252,spec,09:49:22.92,+01:08:43.4,J2000,Optical,SDSS,182.8799590922717,92.8053496155005,-58.33577156462172,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09492476+5756450,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J094924.78+575645.1,0.1082,spec,09:49:24.78,+57:56:45.1,Optical,SDSS,J2000,J094925.57+575701.7,0.108,spec,09:49:25.57,+57:57:01.7,J2000,Optical,SDSS,17.751250440468862,35.09215396844989,53.96624809400145,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,1.0,-99,-99,-99.0,-99,-99,-99.0,2MASX J09505336+3431134,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",J095053.37+343113.7,0.0523,spec,09:50:53.37,+34:31:13.7,Optical,SDSS,J2000,J095054.39+343105.3,0.0529,spec,09:50:54.39,+34:31:05.3,J2000,Optical,SDSS,15.148482774471375,15.612727609682704,-170.4350992089634,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09521120+0110441,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J095211.20+011044.2,0.0612,spec,09:52:11.20,+01:10:44.2,Optical,SDSS,J2000,J095212.37+011004.7,0.0617,spec,09:52:12.37,+01:10:04.7,J2000,Optical,SDSS,43.22179221791119,51.42052512975273,-140.84506260949672,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09534029+3243243,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J095340.28+324323.9,0.0785,spec,09:53:40.28,+32:43:23.9,Optical,SDSS,J2000,J095340.75+324328.4,0.0788,spec,09:53:40.75,+32:43:28.4,J2000,Optical,SDSS,7.444962693669894,11.088039405886752,-83.15950332852546,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09542462+3354230,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J095424.61+335423.1,0.0864,spec,09:54:24.61,+33:54:23.1,Optical,SDSS,J2000,J095426.34+335351.7,0.0863,spec,09:54:26.34,+33:53:51.7,J2000,Optical,SDSS,38.07700545427005,61.63304678782335,27.52335797548435,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09543272+5633246,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J095432.76+563324.6,0.0731,spec,09:54:32.76,+56:33:24.6,Optical,SDSS,J2000,J095434.01+563326.4,0.0739,spec,09:54:34.01,+56:33:26.4,J2000,Optical,SDSS,10.488840034377224,14.733851001804783,-222.8225121466447,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09543431+0235335,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J095434.32+023533.7,0.0709,spec,09:54:34.32,+02:35:33.7,Optical,SDSS,J2000,J095437.38+023441.4,0.0707,spec,09:54:37.38,+02:34:41.4,J2000,Optical,SDSS,69.55438887995535,94.06678560327656,55.84609588947848,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09550211+1621411,"{'Optical': ['Double-Peaked Spectroscopic Emission Lines', 'Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Double-Peaked Spectroscopic Emission Lines', 'Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J095502.11+162141.2,0.0753,spec,09:55:02.11,+16:21:41.2,Optical,SDSS,J2000,J095506.38+162145.9,0.0756,spec,09:55:06.38,+16:21:45.9,J2000,Optical,SDSS,61.63546968541746,88.39672437389186,-83.40694430708481,Liu+2011b ; Ge+2012,2011ApJ...737..101L ; 2012ApJS..201...31G,https://doi.org/10.1088/0004-637X/737/2/101 ; https://doi:10.1088/0067-0049/201/2/31
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09553745+3318162,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J095537.43+331816.3,0.0978,spec,09:55:37.43,+33:18:16.3,Optical,SDSS,J2000,J095538.29+331743.3,0.0972,spec,09:55:38.29,+33:17:43.3,J2000,Optical,SDSS,34.71670833687228,62.77764458785229,163.46240236474696,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09554417+2522235,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J095544.17+252223.4,0.0752,spec,09:55:44.17,+25:22:23.4,Optical,SDSS,J2000,J095545.73+252255.7,0.0758,spec,09:55:45.73,+25:22:55.7,J2000,Optical,SDSS,38.6040468110677,55.49891684347605,-166.8061237018867,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09560070+1308067,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J095600.71+130806.8,0.07,spec,09:56:00.71,+13:08:06.8,Optical,SDSS,J2000,J095604.16+130743.7,0.0701,spec,09:56:04.16,+13:07:43.7,J2000,Optical,SDSS,55.43858620273168,74.19964455914882,-27.94261944276455,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASX J09561666+3738496,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J095616.64+373849.5,0.0224,spec,09:56:16.64,+37:38:49.5,Optical,SDSS,J2000,J095617.31+373524.1,0.023,spec,09:56:17.31,+37:35:24.1,J2000,Optical,SDSS,205.55420194636287,95.457889532176,-175.4179960524096,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09565239+1523132,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J095652.36+152313.1,0.0777,spec,09:56:52.36,+15:23:13.1,Optical,SDSS,J2000,J095655.94+152247.4,0.0777,spec,09:56:55.94,+15:22:47.4,J2000,Optical,SDSS,57.80354268884413,84.9957463088763,0.0,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,MCG+01-26-001,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J095658.66+034640.6,0.0345,spec,09:56:58.66,+03:46:40.6,Optical,SDSS,J2000,J095659.05+034847.0,0.034,spec,09:56:59.05,+03:48:47.0,J2000,Optical,SDSS,126.53470883953452,86.93348110982157,144.54918178859745,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASX J09573735+1658183,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J095737.39+165818.4,0.0685,spec,09:57:37.39,+16:58:18.4,Optical,SDSS,J2000,J095737.99+165804.0,0.0692,spec,09:57:37.99,+16:58:04.0,J2000,Optical,SDSS,16.776766519361413,22.18927742624898,-195.81791416704343,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09574928+3049156,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J095749.26+304915.8,0.1368,spec,09:57:49.26,+30:49:15.8,Optical,SDSS,J2000,J095750.50+304939.3,0.1361,spec,09:57:50.50,+30:49:39.3,J2000,Optical,SDSS,28.4143321955034,68.75684326167897,184.169985611364,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09585025+0110030,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J095850.26+011003.1,0.0564,spec,09:58:50.26,+01:10:03.1,Optical,SDSS,J2000,J095851.83+010943.6,0.0567,spec,09:58:51.83,+01:09:43.6,J2000,Optical,SDSS,30.57160955014698,33.62069446502822,-84.89896189675414,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,IC  582,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J095900.23+174901.7,0.0254,spec,09:59:00.23,+17:49:01.7,Optical,SDSS,J2000,J095905.08+174917.2,0.0264,spec,09:59:05.08,+17:49:17.2,J2000,Optical,SDSS,70.9731406720204,37.67706400074904,-291.4513392890575,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2dFGRS TGN420Z150,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J095925.84+011157.0,0.0983,spec,09:59:25.84,+01:11:57.0,Optical,SDSS,J2000,J095928.02+011143.6,0.0983,spec,09:59:28.02,+01:11:43.6,J2000,Optical,SDSS,35.332465644132625,64.18086828640217,0.0,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J09593730+2416118,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J095937.31+241611.9,0.1279,spec,09:59:37.31,+24:16:11.9,Optical,SDSS,J2000,J095938.23+241601.6,0.1282,spec,09:59:38.23,+24:16:01.6,J2000,Optical,SDSS,16.259105461527824,37.228889016177895,-79.5177504667335,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,[BKD2008] WR  81,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J095958.23+030232.9,0.0907,spec,09:59:58.23,+03:02:32.9,Optical,SDSS,J2000,J095958.89+030223.8,0.0906,spec,09:59:58.89,+03:02:23.8,J2000,Optical,SDSS,13.43667096964363,22.718400877079738,27.41484430124188,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
