System Type 1: Dual AGNs,ST1 Num AGNs,ST1 Confidence Flag,System Type 2: Binary AGNs,ST2 Num AGNs,ST2 Confidence Flag,System Type 3: Recoiling AGNs,ST3 Num AGNs,ST3 Confidence Flag,Literature Name,Selection Method,Analysis Method,Confirmation Method,Name1,z1,z1_type,RA1,Dec1,Coordinate_waveband1,Coordinate_Source1,Equinox1,Name2,z2,z2_type,RA2,Dec2,Equinox2,Coordinate_waveband2,Coordinate_Source2,Sep,Sep(kpc),dV,Paper(s),BibCode(s),DOI(s)
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,[VV2006] J100535.6+325125,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},100535.62+325125.5,0.3016,spec,10:05:35.62,+32:51:25.5,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,13.41214626827744,-1040.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,SDSS J100819.88+454004.8,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},100819.88+454004.8,0.3375,spec,10:08:19.88,+45:40:04.8,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,14.470638611212422,207.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,LEDA 2067768,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},100823.63+353841.8,0.3508,spec,10:08:23.63,+35:38:41.8,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,14.841294405174445,-293.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,SDSS J101000.54+074235.5,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},101000.54+074235.5,0.4787,spec,10:10:00.54,+07:42:35.5,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,17.886432135938527,-2193.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,2MASS J10132278+2146097,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},101322.77+214609.9,0.5679,spec,10:13:22.77,+21:46:09.9,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,19.539990627267724,660.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,[VV2006] J101331.6+052620,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},101331.57+052620.0,0.4232,spec,10:13:31.57,+05:26:20.0,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,16.67327279684704,285.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,[VV2006] J101331.6+551738,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},101331.59+551737.9,0.3952,spec,10:13:31.59,+55:17:37.9,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,16.000378382822422,238.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary AGN Candidate ; Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,[VV2006] J101438.3+031211,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},101438.27+031211.0,0.4993,spec,10:14:38.27,+03:12:11.0,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,18.29895036537664,1038.0,Liu+2014 ; Eracleous+2012 ; Runnoe+2015 ; Runnoe+2017 ; Nguyen+2020,2014ApJ...789..140L ; 2012ApJS..201...23E ; 2015ApJS..221....7R ; 2017MNRAS.468.1683R ; 2020ApJ...894..105N,https://doi.org/10.1088/0004-637X/789/2/140 ; doi:10.1088/0067-0049/201/2/23 ; https://doi.org/10.1088/0067-0049/221/1/7 ; https://doi.org/10.1093/mnras/stx452 ; https://doi.org/10.3847/1538-4357/ab88b5
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,[VV2006] J101600.2+130547,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},101600.25+130547.3,0.4844,spec,10:16:00.25,+13:05:47.3,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,18.002530740442722,-256.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,2MASS J10171902+1516207,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},101719.02+151620.8,0.2463,spec,10:17:19.02,+15:16:20.8,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,11.601828314512314,-654.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,7C 101528.50+382026.00,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},101825.45+380532.7,0.3868,spec,10:18:25.45,+38:05:32.7,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,15.78999166150346,233.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,2MASS J10184617+1951405,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},101846.16+195140.6,0.4112,spec,10:18:46.16,+19:51:40.6,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,16.390140982167253,-317.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,2MASS J10185854+3436322,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},101858.54+343632.3,0.1098,spec,10:18:58.54,+34:36:32.3,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,6.00736956180079,-344.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,Ton  1204,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},101950.33+343753.9,0.3347,spec,10:19:50.33,+34:37:53.9,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,14.391163295518377,300.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,[VV2006] J102008.9+441543,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},102008.94+441543.1,0.6381,spec,10:20:08.94,+44:15:43.1,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,20.62138238057928,-852.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,[VV2006] J102025.8+413342,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},102025.83+413342.3,0.3613,spec,10:20:25.83,+41:33:42.3,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,15.126082465705068,391.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary AGN Candidate ; Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,6C 101804+453853,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},102106.04+452331.8,0.3639,spec,10:21:06.04,+45:23:31.8,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,15.195554989240485,1377.0,Liu+2014 ; Eracleous+2012 ; Runnoe+2015 ; Runnoe+2017 ; Nguyen+2020,2014ApJ...789..140L ; 2012ApJS..201...23E ; 2015ApJS..221....7R ; 2017MNRAS.468.1683R ; 2020ApJ...894..105N,https://doi.org/10.1088/0004-637X/789/2/140 ; doi:10.1088/0067-0049/201/2/23 ; https://doi.org/10.1088/0067-0049/221/1/7 ; https://doi.org/10.1093/mnras/stx452 ; https://doi.org/10.3847/1538-4357/ab88b5
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,SDSS J102111.08+285612.5,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},102111.08+285612.5,0.8051,spec,10:21:11.08,+28:56:12.5,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,22.573642706077084,-365.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,SDSS J102348.10+081023.6,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},102348.10+081023.6,0.4426,spec,10:23:48.10,+08:10:23.6,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,17.1149209643747,253.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,4C 19.34,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},102444.80+191220.3,0.8275,spec,10:24:44.80,+19:12:20.3,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,22.780073346085608,683.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,LAMOST J102803.56+222923.8,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},102803.56+222923.8,0.4267,spec,10:28:03.56,+22:29:23.8,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,16.754403758283033,144.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,[VV98] J102847.0+391758,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},102847.00+391800.4,0.4729,spec,10:28:47.00,+39:18:00.4,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,17.766731282540768,375.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,2MASS J10304017+6046262,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},103040.18+604626.4,0.2523,spec,10:30:40.18,+60:46:26.4,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,11.809521856074726,549.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,SDSS J103044.36+564318.4,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},103044.35+564318.4,0.3594,spec,10:30:44.35,+56:43:18.4,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,15.07505312846547,-307.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.5,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,ICRF J103059.0+310255,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},103059.09+310255.7,0.1781,spec,10:30:59.09,+31:02:55.7,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,9.027849009934426,25.0,Liu+2014 ; Guo+2019,2014ApJ...789..140L ; 2019MNRAS.482.3288G,https://doi.org/10.1088/0004-637X/789/2/140 ; https://doi.org/10.1093/mnras/sty2920
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,[VV2006] J103110.1+633245,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},103110.06+633245.9,0.4279,spec,10:31:10.06,+63:32:45.9,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,16.782071300353813,325.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,2SLAQ J103817.82+001844.2,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},103817.81+001844.2,0.257,spec,10:38:17.81,+00:18:44.2,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,11.970229470750304,-184.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,PB   446,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},103901.88+421543.7,0.4664,spec,10:39:01.88,+42:15:43.7,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,17.63068242363364,-249.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,2MASS J10404469+4343483,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},104044.70+434348.3,0.7752,spec,10:40:44.70,+43:43:48.3,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,22.27956144248741,-303.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,SDSS J104404.38+654132.3,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},104404.38+654132.3,0.5145,spec,10:44:04.38,+65:41:32.3,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,18.59107642614298,449.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,2MASS J10444877+0739281,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},104448.81+073928.6,0.2307,spec,10:44:48.81,+07:39:28.6,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,11.048235006843669,-653.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,SDSS J104535.08+034123.1,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},104535.08+034123.1,0.3541,spec,10:45:35.08,+03:41:23.1,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,14.9315346902949,391.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,SDSS J104659.59+405054.1,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},104659.59+405054.1,0.451,spec,10:46:59.59,+40:50:54.1,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,17.3001652605183,546.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,2MASS J10471397+4519440,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},104713.94+451944.1,0.489,spec,10:47:13.94,+45:19:44.1,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,18.09512539159393,781.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,2MASS J10490344+4443585,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},104903.33+444358.4,0.3625,spec,10:49:03.33,+44:43:58.4,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,15.158197861291256,-739.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,5C  2.10,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},105235.34+484005.9,0.4764,spec,10:52:35.34,+48:40:05.9,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,17.83915459680875,339.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,2MASS J10523725+2406272,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},105237.24+240627.3,0.3981,spec,10:52:37.24,+24:06:27.3,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,16.072081652130873,507.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
-99,-99,0.0,Binary SMBH Candidate,-99,-99.0,-99,-99,-99.0,2MASS J10534860+5157141,"{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'LOS Radial Velocity Shifts', 'Spectroscopy', 'Velocity Offset Broad Spectroscopic Emission Lines']}",{},105348.56+515713.6,0.327,spec,10:53:48.56,+51:57:13.6,Optical,SDSS,J2000,-99,-99.0,-99,-99,-99,-99,-99,-99,3.0,14.169971160900014,-220.0,Liu+2014,2014ApJ...789..140L,https://doi.org/10.1088/0004-637X/789/2/140
