System Type 1: Quintuple AGNs,System Type 2: Triple AGNs,System Type 3: Dual AGNs,ST1 Confidence Flag,ST2 Confidence Flag,ST3 Confidence Flag,ST1 Num AGNs,ST2 Num AGNs,ST3 Num AGNs,Literature Name,Selection Method,Confirmation Method,Name1,RA1,Dec1,z1,z1_type,Equinox1,Coordinate_waveband1,Coordinate_Source1,Name2,RA2,Dec2,z2,z2_type,Equinox2,Coordinate_waveband2,Coordinate_Source2,Name3,RA3,Dec3,z3,z3_type,Equinox3,Coordinate_waveband3,Coordinate_Source3,Name4,RA4,Dec4,z4,z4_type,Equinox4,Coordinate_waveband4,Coordinate_Source4,Name5,RA5,Dec5,z5,z5_type,Equinox5,Coordinate_waveband5,Coordinate_Source5,Sep12,Sep13,Sep14,Sep15,Sep23,Sep24,Sep25,Sep34,Sep35,Sep45,Sep(kpc)12_z1,Sep(kpc)12_z2,Sep(kpc)13_z1,Sep(kpc)13_z3,Sep(kpc)14_z1,Sep(kpc)14_z4,Sep(kpc)15_z1,Sep(kpc)15_z5,Sep(kpc)23_z2,Sep(kpc)23_z3,Sep(kpc)24_z2,Sep(kpc)24_z4,Sep(kpc)25_z2,Sep(kpc)25_z5,Sep(kpc)34_z3,Sep(kpc)34_z4,Sep(kpc)35_z3,Sep(kpc)35_z5,Sep(kpc)45_z4,Sep(kpc)45_z5,dV_12,dV_13,dV_14,dV_15,dV_23,dV_24,dV_25,dV_34,dV_35,dV_45,Paper(s),BibCode(s),DOI(s)
Quintuple AGN Candidate,Triple AGN Candidate,Dual AGN Candidate,0.5,0.5,0.5,5,3,2,SDSS J0959+1259 (CG),"{'Optical':['Spectroscopy','Fiber Spectroscopy','Spectroscopic Emission Line Ratios'],'X-ray':['Imaging','Spectroscopy']}",-99,J095859.91+130308.4,09:58:59.91,+13:03:08.4,0.0358,spec,J2000,Optical,SDSS,J095900.42+130241.6,09:59:00.42,+13:02:41.6,0.0351,spec,J2000,Optical,SDSS,J095903.29+130221.0,09:59:03.29,+13:02:21.0,0.0356,spec,J2000,Optical,SDSS,J095906.68+130135.4,09:59:06.68,+13:01:35.4,0.0366,spec,J2000,Optical,SDSS,J095908.96+130352.5,09:59:08.96,+13:03:52.5,0.0339,spec,J2000,Optical,SDSS,27.816888456263765,68.45636792130766,135.78088840542964,139.39906058032065,46.725614378617706,112.92059949478823,143.524071474443,67.33191600941669,123.43759283132474,141.09023521483857,19.800428495489832,19.429526866651216,48.72814657965725,48.46751098634988,96.6506292086884,98.71598184245585,99.2260919368775,94.17371886333706,32.63688465219795,33.08200970935096,78.87272601074508,82.09600025655003,100.2486243962317,96.96044938098964,47.67139242137071,48.95192744914717,87.39454149186085,83.39064206079249,102.57600507096754,95.31622444348142,202.1343146325913,57.7387268924528,-230.84343211286517,548.9679868977653,-144.39560659046398,-432.9775207599735,346.8341027585586,-288.5821159812211,491.2294341684451,779.8103136318073,Liu+2011b ; De Rosa+2015,2011ApJ...737..101L ; 2015MNRAS.453..214D,https://doi.org/10.1088/0004-637X/737/2/101 ; https://doi.org/10.1093/mnras/stv1623
