044918.07+000912.9  72.325326   0.153607 0.9823 20.463 0.062 20.363 0.024 20.253 0.033 20.313 0.036 20.078 0.142 0.142 0        0  125   7 4 558  334 52263  797 507
044921.36+005805.9  72.339031   0.968309 2.6225 21.190 0.119 20.219 0.023 19.895 0.027 19.765 0.031 19.477 0.078 0.078 0        0  125   7 6 558  357 52263  797 455
044922.54-005238.7  72.343917  -0.877433 1.7621 20.284 0.053 19.937 0.022 19.671 0.022 19.264 0.024 19.259 0.059 0.059 0        0 1752   0 1 344  320 52263  797  91
044923.24-011053.0  72.346861  -1.181397 1.5477 20.196 0.052 19.791 0.022 19.435 0.025 19.070 0.023 18.910 0.048 0.048 0        0  125   7 1 558  280 52263  797  84
044926.41+001217.6  72.360073   0.204891 2.1480 20.386 0.060 20.208 0.022 20.141 0.031 20.014 0.029 19.604 0.096 0.096 0        0  125   7 4 558  350 52263  797 509
044932.61+011109.7  72.385906   1.186053 2.2154 20.602 0.075 20.355 0.027 20.400 0.032 20.264 0.047 20.129 0.138 0.138 0        0 1752   0 6 344  370 52263  797 527
044932.77-005044.0  72.386549  -0.845563 0.7462 20.398 0.056 19.958 0.022 19.782 0.023 19.435 0.025 19.196 0.056 0.056 0        0 1752   0 1 344  360 52263  797  56
044934.95-002908.1  72.395660  -0.485587 0.8579 20.355 0.063 20.203 0.023 20.130 0.024 20.263 0.035 20.081 0.116 0.116 0        0 1752   0 2 344  114 52263  797 149
044935.31+001807.8  72.397164   0.302172 0.8072 20.297 0.058 19.846 0.026 19.655 0.020 19.660 0.025 19.253 0.073 0.073 0        0 1752   0 4 344  385 52263  797 516
044935.42+001957.6  72.397600   0.332680 1.5163 20.276 0.057 20.042 0.027 19.951 0.023 19.644 0.025 19.601 0.097 0.097 0        0 1752   0 4 344  386 52263  797 510
044944.17-004523.1  72.434064  -0.756421 1.4291 19.702 0.038 19.617 0.024 19.351 0.018 19.270 0.019 19.369 0.067 0.067 0        0  125   7 2 558  448 52263  797  55
044948.97+010332.3  72.454052   1.058995 1.2952 20.426 0.062 20.296 0.024 19.978 0.028 19.904 0.036 19.732 0.104 0.104 0        0  125   7 6 558  408 52263  797 524
045003.25-002351.2  72.513581  -0.397577 1.5658 20.079 0.046 19.856 0.019 19.665 0.022 19.399 0.024 19.433 0.071 0.071 0        0  125   7 3 559  390 52263  797 111
045003.76-005951.2  72.515681  -0.997582 2.1852 20.694 0.074 20.281 0.031 20.182 0.027 20.028 0.035 19.756 0.095 0.095 0        0 1752   0 1 345  362 52263  797  43
045022.47+000451.0  72.593664   0.080834 2.4181 21.061 0.102 20.382 0.024 20.542 0.035 20.364 0.039 19.989 0.124 0.124 0        0  125   7 4 559  413 52263  797 560
045024.11+010126.5  72.600487   1.024038 0.9269 20.368 0.063 20.069 0.025 19.777 0.025 19.607 0.031 19.154 0.061 0.061 0        0  125   7 6 559  326 52263  797 525
045026.81+004842.9  72.611744   0.811944 1.5694 19.980 0.040 19.769 0.020 19.805 0.020 19.624 0.034 19.618 0.081 0.081 0        0 1752   0 5 346  356 52263  797 522
045030.91-003351.8  72.628829  -0.564389 1.1479 19.953 0.048 19.632 0.026 19.293 0.019 19.167 0.022 19.080 0.052 0.052 0        0 1752   0 2 346  360 52263  797 114
045037.03-010748.8  72.654316  -1.130225 2.1209 20.560 0.070 20.416 0.030 20.345 0.039 20.160 0.041 19.726 0.093 0.093 0        0  125   7 1 560  319 52263  797  57
045037.66+004055.6  72.656922   0.682116 0.9400 20.224 0.048 20.117 0.023 19.966 0.022 20.078 0.043 19.781 0.093 0.093 0        0 1752   0 5 346  374 52263  797 576
045044.10-005639.4  72.683777  -0.944282 1.6783 20.278 0.052 20.063 0.042 19.939 0.024 19.614 0.028 19.496 0.077 0.077 0        0 1752   0 1 346  374 52263  797  49
045044.87-001843.7  72.686960  -0.312140 2.5329 20.397 0.060 19.580 0.017 19.485 0.020 19.374 0.023 19.163 0.054 0.054 0        0  125   7 3 560  411 52263  797 120
045050.43+001800.8  72.710131   0.300226 2.5249 20.406 0.058 19.744 0.018 19.503 0.020 19.472 0.028 19.129 0.070 0.070 0        0 1752   0 4 346  444 52263  797 545
045050.65+003551.4  72.711069   0.597634 0.6194 20.259 0.054 19.563 0.017 19.533 0.018 19.350 0.022 19.391 0.062 0.062 0        0  125   7 5 560  356 52263  797 579
045057.26+001300.5  72.738614   0.216813 1.2580 20.453 0.066 20.100 0.022 19.873 0.024 19.809 0.027 19.803 0.106 0.106 0        0  125   7 4 560  367 52263  797 544
045100.08-005223.2  72.750360  -0.873130 1.4417 19.518 0.031 19.509 0.017 19.269 0.022 19.138 0.025 19.080 0.055 0.055 0        0 1752   0 1 347  299 52263  797  58
045105.03+011004.1  72.770964   1.167812 1.2415 19.972 0.046 19.907 0.022 19.635 0.019 19.628 0.035 19.490 0.085 0.085 0        0 1752   0 6 347  358 52263  797 565
045105.13-010000.8  72.771396  -1.000227 1.0469 20.153 0.041 20.040 0.023 19.787 0.026 19.818 0.035 19.883 0.108 0.108 0        0 1752   0 1 347  310 52263  797  51
045110.65-003300.4  72.794389  -0.550124 0.9446 20.682 0.082 20.522 0.029 20.228 0.031 20.215 0.038 19.985 0.114 0.114 0        0 1752   0 2 347  391 52263  797 103
045114.00+011211.0  72.808335   1.203065 1.3325 19.793 0.040 19.829 0.021 19.661 0.019 19.649 0.035 19.934 0.126 0.126 0        0 1752   0 6 347  368 52263  797 563
045122.66-002511.7  72.844441  -0.419925 2.8500 21.635 0.181 20.398 0.027 20.172 0.033 19.904 0.032 19.881 0.106 0.106 0        0 1752   0 2 347  101 52263  797  71
045123.41+000246.8  72.847554   0.046343 2.3163 20.804 0.096 20.252 0.025 19.957 0.025 19.839 0.029 19.607 0.088 0.088 0        0  125   7 4 561  442 52263  797 549
045136.67+010529.4  72.902830   1.091513 1.0940 20.619 0.077 20.361 0.023 20.116 0.029 20.071 0.040 20.123 0.139 0.139 0        0 1752   0 6 348  338 52263  797 614
045139.01+002639.5  72.912559   0.444329 0.9736 20.041 0.045 20.125 0.024 20.006 0.024 20.147 0.038 19.876 0.093 0.093 0        0  125   7 5 562  318 52263  797 615
045147.53-000934.2  72.948042  -0.159517 0.5943 20.690 0.068 20.153 0.022 20.228 0.027 19.949 0.031 19.665 0.088 0.088 0        0 1752   0 3 348  299 52263  797  75
045210.80+000846.6  73.045020   0.146302 1.7265 20.140 0.051 19.993 0.020 19.993 0.022 19.888 0.029 19.899 0.118 0.118 0        0  125   7 4 562  442 52263  797 587
045221.00+000842.4  73.087537   0.145114 1.4379 20.215 0.052 20.070 0.022 19.859 0.023 19.808 0.029 19.554 0.089 0.089 0        0  125   7 4 563  358 52263  797 584
045237.82+000136.5  73.157604   0.026815 2.6689 20.868 0.086 20.339 0.025 20.207 0.027 20.213 0.036 20.493 0.206 0.206 0        0  125   7 4 563  211 52263  797 623
045244.53-001508.1  73.185565  -0.252263 2.6411 20.465 0.060 19.775 0.019 19.661 0.022 19.551 0.024 19.375 0.066 0.066 0        0  125   7 3 563  353 52263  797  77
045244.74-004822.2  73.186434  -0.806187 2.7483 20.329 0.059 19.572 0.022 19.337 0.022 19.151 0.022 19.048 0.052 0.052 0        0  125   7 2 563  381 52263  797   8
045252.74-003427.5  73.219765  -0.574316 1.5803 19.765 0.053 19.534 0.018 19.434 0.023 19.183 0.022 19.068 0.050 0.050 0        0 1752   0 2 350  342 52263  797  24
045253.42-004330.6  73.222607  -0.725173 1.3182 19.778 0.042 19.744 0.022 19.494 0.018 19.366 0.025 19.498 0.072 0.072 0        0  125   7 2 564  317 52263  797  10
045259.55-002550.2  73.248126  -0.430631 2.1869 20.591 0.086 20.100 0.068 19.952 0.150 19.804 0.218 19.789 0.301 0.301 0        0 1752   0 2 350  290 52263  797  22
045301.89-000430.3  73.257890  -0.075089 0.5489 20.383 0.064 20.079 0.063 20.071 0.027 19.802 0.033 19.475 0.076 0.076 0        0 1752   0 3 350   57 52263  797 621
045312.38+002324.5  73.301610   0.390145 2.0740 20.352 0.060 20.094 0.029 19.905 0.021 19.694 0.027 19.473 0.092 0.092 0        0 1752   0 4 350  353 52263  797 628
084648.03+451258.7 131.700151  45.216314 0.5733 20.760 0.074 20.469 0.023 20.733 0.039 20.912 0.052 20.973 0.224 0.224 0 34603008 2137   0 2 212  274 52235  763 141
135241.42+214959.6 208.172624  21.833233 0.1481 20.538 0.079 18.607 0.021 17.866 0.020 17.495 0.017 17.074 0.032 0.032 1       66 5194  40 6 606  116 54524 2783 127
154751.68+495620.6 236.965353  49.939071 1.1049 21.499 0.133 20.511 0.022 19.972 0.022 19.719 0.024 19.459 0.076 0.076 1        3 2326   0 4 269  113 52401  796  23
173513.01+443200.6 263.804240  44.533522 2.8227 20.915 0.080 19.885 0.017 19.736 0.019 19.663 0.020 19.595 0.062 0.062 0     8192 5416  40 4  51  631 54599 2820 516
212714.00-073656.2 321.808370  -7.615635 0.8930 21.191 0.101 19.194 0.019 18.426 0.014 17.890 0.016 17.408 0.023 0.023 1  3145748 1737   0 3  98  200 52178  640 142
223141.73-092306.7 337.923897  -9.385219 0.5956 22.069 0.310 20.672 0.035 20.100 0.027 19.884 0.029 19.691 0.090 0.090 1  1048578 1659   2 2 219  183 52228  721 141
232310.06+011558.7 350.791937   1.266320 1.1722 -9.999 9.999 -9.999 9.999 -9.999 9.999 -9.999 9.999 -9.999 9.999 9.999 1 34603008   94   7 6 106  177 52200  680 445
233426.56+011554.4 353.610672   1.265137 2.9669 -9.999 9.999 -9.999 9.999 -9.999 9.999 -9.999 9.999 -9.999 9.999 9.999 1 16777216 1033  20 6 244  112 52993 1486 574
234653.37-102857.6 356.722410 -10.482683 0.1859 19.949 0.051 19.633 0.026 19.331 0.022 19.242 0.025 19.191 0.073 0.073 0     5124 1891   0 2  78   84 52559  648 141
235150.32+003740.5 357.959686   0.627923 1.3566 18.896 0.023 18.876 0.009 18.867 0.011 18.531 0.013 18.410 0.034 0.034 0        4  125   4 5  61  110 51788  386 488
