|plate|fiber|  mjd|     z|  amp1|      vel1|  sig1|     amp2|      vel2|  sig2|  amp3|      vel3|  sig3|  amp4|  vel4|  sig4|  fwhm|  fwqm|    w50|    w80|    w90|     relasym|  r9050|  dp|
| long| long| long|double|double|    double|double|   double|    double|double|double|    double|double|double|double|double|double|double| double| double| double|      double| double|long|
|     |     |     |      |      |          |      |         |          |      |      |          |      |      |      |      |      |      |       |       |       |            |       |    |
| null| null| null|  null|  null|      null|  null|     null|      null|  null|  null|      null|  null|  null|  null|  null|  null|  null|   null|   null|   null|        null|   null|null|
  4317   513 55480 0.4741  2.373     -54.57  340.1     36.53      4.751  120.6    0.0        0.0    0.1    0.0    0.0    0.1  294.9  424.2  183.57   368.1   513.8   -0.0593499 2.79893    0 
  4317   609 55480  0.487  9.938     -144.0  524.0     30.79      125.5  159.0  16.58     -195.6  135.4    0.0   -0.0    0.1  652.1  905.5   429.4   882.1  1262.8    -0.196128 2.94085    0 
  4317   655 55480 0.4174  4.072     -299.2  594.1     18.56     -66.02  98.52  52.04     -4.906  205.8    0.0   -0.0    0.1  425.4  653.0   290.7   629.9   964.8    -0.186256 3.31889    0 
  4317   878 55480  0.154  23.39      -89.3  371.4     65.86      123.8  158.5  63.47     -204.0  115.6    0.0   -0.0    0.1  654.2  837.3   374.2   663.5   873.4   -0.0176093 2.33405    2 
  4319   309 55507 0.4858  18.35      14.16  286.3     27.64      6.172  106.9  0.674     -787.7  225.0    0.0    0.0    0.1  342.8  587.9   264.0   610.2   866.7   -0.0493343 3.28295    0 
  4319   997 55507 0.6109  66.08     -4.542  185.5     4.773     -34.05  434.7  12.74     -148.8  51.96    0.0   -0.0    0.1  464.0  650.8   275.4   531.0   718.4    0.0172884 2.60857    0 
  4320   619 55894 0.6109  5.058      196.7  213.0     56.52     -26.44  178.4  1.353     -81.11  549.4    0.0   -0.0    0.1  441.3  634.5   266.6   522.6   697.8    0.0346804  2.6174    0 
  4320   871 55894 0.6517  3.692      579.3  717.5    0.9135      72.81  49.27  6.267      503.6  131.3    0.0    0.0    0.1  447.7 1283.1   668.8  1597.5  2157.3    0.0493673 3.22563    0 
  4321   491 55504 0.4242  3.677     -67.15  82.76     3.928      320.8  87.86  11.73      -33.9  263.3    0.0   -0.0    0.1  634.2  869.0   366.4   685.0   856.4   -0.0026156 2.33734    1 
  4323   391 55884 0.5324  25.35     -24.79  114.4     16.38      13.29  256.7  2.785     -161.4  670.9    0.0   -0.0    0.1  369.4  620.1   297.6   730.5  1144.1     -0.11513 3.84442    0 
  4341   759 55538  0.592  2.262     -101.0  783.8     34.15      184.9  382.4  43.63      174.8  128.6    0.0    0.0    0.1  453.0  866.8  385.77   912.7  1277.1    -0.050505 3.31052    0 
  4343   121 55540 0.4221  5.369      112.4  74.49      11.7     -37.89  218.3   20.0     -40.35  83.87    0.0   -0.0    0.1  299.5  468.2  202.13   426.4   589.1   -0.0364963 2.91446    0 
  4344   603 55557 0.4852  2.524     -765.0  889.8     17.16      91.58  160.4  11.87     -22.28  315.7    0.0    0.0    0.1  516.9  856.2   498.8  1358.8  1999.3      -0.5138 4.00822    0 
  4346   529 56209  0.559  1.234     -386.1  501.3     8.948     -9.583  274.3    0.0       -0.0    0.1    0.0   -0.0    0.1  686.8 1000.7   429.0   865.6  1190.5    -0.170281 2.77506    0 
  4346   635 56209 0.4901  4.983     -81.78  533.9     13.59      135.2  240.2  4.258     -240.8  131.0    0.0    0.0    0.1  790.7 1093.2   485.5   953.1  1323.8    -0.124218 2.72667    0 
  4347   299 55830 0.4978   3.63     -169.2  84.97     5.499     -94.82  326.4  12.78      44.18  111.1    0.0   -0.0    0.1  409.5  618.8   288.4   606.0   850.3    -0.169611 2.94834    0 
  4348    73 55559 0.5397  5.517  -0.007768  501.5     23.22       11.8  232.6  32.07     -21.08  111.7    0.0   -0.0    0.1  369.4  613.9   281.2   645.5   949.6     0.025059 3.37696    0 
  4348   766 55559 0.4875  1.403     -253.3  629.6     4.489      66.12  357.6    0.0        0.0    0.1    0.0    0.0    0.1  953.8 1419.4   601.7  1212.5  1633.0    -0.144378 2.71398    0 
  4349   405 55803 0.4174  2.653     -166.1  309.4     59.94     -8.256  121.4    0.0       -0.0    0.1    0.0   -0.0    0.1  292.7  418.3  177.28   349.1   474.4   -0.0902192 2.67599    0 
  4349   615 55803 0.5396   32.9      20.81  217.1     33.06       1.07  106.6  6.965      24.15  505.3    0.0    0.0    0.1  373.4  619.3   282.5   644.6   952.8    0.0222712 3.37274    0 
  4350   405 55556 0.6136   54.2      141.5  323.5     4.283      146.1  681.7    0.0        0.0    0.1    0.0    0.0    0.1  792.0 1136.3  475.65   929.5  1236.5   0.00137485  2.5996    1 
  4350   966 55556 0.9589  5.148     -207.5  578.5     13.18     -8.352  198.9    0.0       -0.0    0.1    0.0   -0.0    0.1  576.6  968.2   466.1  1084.5  1529.5    -0.182857 3.28148    0 
  4351   165 55538 0.5345  33.02      344.6  211.9     33.73      371.3  79.46  15.47      -87.5  483.0    0.0    0.0    0.1  343.0  725.6   460.4  1011.1  1340.5    -0.400075  2.9116    0 
  4351   243 55538 0.4247  23.11   -0.04128  343.7     19.76      175.5  119.5  5.421     -131.7  56.96    0.0    0.0    0.1  577.8  911.4   397.4   778.2  1032.8    -0.125775 2.59889    2 
  4352   121 55533 0.5304  21.85     -132.9  354.5     33.94      46.27  161.6  2.157     -68.15  685.0    0.0   -0.0    0.1  525.5  893.5   393.9   832.0  1139.8    -0.154852 2.89363    0 
  4352   493 55533 0.5137  27.64     -17.01  299.4     32.88      17.53  91.76  2.642     -325.2  699.1    0.0   -0.0    0.1  345.6  718.1   339.4   803.8  1162.7    -0.167197 3.42575    0 
  4352   883 55533  0.416   14.1     -172.5  150.9     30.86      151.6  137.5  2.868     -243.5  386.1    0.0    0.0    0.1  529.2  753.6   341.1   627.3   815.1    -0.242424 2.38962    0 
  4353   933 55532 0.5912  8.189     -11.32  390.3     21.72     -35.89  133.9    0.0       -0.0    0.1    0.0   -0.0    0.1  385.5  619.9   294.2   696.0  1021.1    0.0346881 3.47077    0 
  4354   640 55810 0.4072  7.038     -167.9  551.7      23.1      -37.5  250.8  4.321     -137.9  81.91    0.0   -0.0    0.1  623.7  974.1   431.7   925.8  1310.1   -0.0996565 3.03475    0 
  4355    73 55533  0.407  7.688     -147.4  542.5     26.31     0.6101  233.6    0.0       -0.0    0.1    0.0   -0.0    0.1  633.5  961.9   429.6   919.0  1305.6    -0.139461 3.03911    0 
  4356   848 55829 0.4789  27.52     -47.69  325.7     50.23      7.652  186.0    0.0       -0.0    0.1    0.0   -0.0    0.1  522.2  777.2   325.2   650.1   872.0   -0.0529128 2.68143    0 
  4357   205 55829 0.5369  5.043      926.4  239.4     13.83      150.0  277.5  6.473     -396.5  486.5    0.0    0.0    0.1  867.1 1899.0   695.4  1549.3  1974.3   -0.0269057 2.83909    2 
  4357   805 55829 0.5659   7.23     -157.3  560.3     26.01      36.74  223.4    0.0        0.0    0.1    0.0    0.0    0.1  606.0  929.8   428.1   949.1  1355.5    -0.188989 3.16632    0 
  4358   309 55833 0.4604  5.265      56.02  197.0     11.86      5.972  107.9    0.0        0.0    0.1    0.0    0.0    0.1  298.6  446.4  188.54   380.0   513.5    0.0857254 2.72356    0 
  4358   411 55833 0.4992  7.779     -26.08  302.1     10.72       37.6  120.0  1.562      230.0  673.6    0.0    0.0    0.1  417.2  755.7   355.5   875.1  1308.9     0.128031 3.68186    0 
  4358   705 55833 0.6002  19.25     -35.18  300.4     23.31      74.92  134.5    0.0        0.0    0.1    0.0    0.0    0.1  444.7  734.5   311.1   645.0   864.7    -0.128414 2.77949    0 
  4358   815 55833 0.4135  7.456     -55.43  376.7     25.45      157.6  102.1  35.62     -73.92  136.4    0.0   -0.0    0.1  500.9  659.5   290.2   547.8   753.1   -0.0922374 2.59511    0 
  4358   821 55833 0.4606  33.96      39.52  308.0      10.9     -105.3  114.0   1.84     -354.1  765.6    0.0    0.0    0.1  653.0  980.7   422.3   857.6  1188.7   -0.0534214 2.81482    0 
  4359   399 55533 0.5368  6.643      14.71  366.9     18.81      8.683  114.2    0.0        0.0    0.1    0.0    0.0    0.1  327.8  531.6   262.8   654.4   965.8   0.00919445 3.67504    0 
  4361   577 55831 0.4018  50.29       31.3  169.3     49.27     -64.73  81.23  25.31     -39.21  426.8    0.0   -0.0    0.1  361.2  615.7   300.5   721.2  1062.3   -0.0304622 3.53511    0 
  4363   311 55537 0.4904  15.57     -50.29  360.1     63.78      109.2  104.8  37.87     -137.0  109.3    0.0    0.0    0.1  468.2  630.8   295.4   557.0   782.4    -0.142894 2.64861    0 
  4363   358 55537 0.3536  17.65     -154.0  401.1     14.37      225.8  146.5  2.574      123.5  638.3    0.0   -0.0    0.1  902.0 1284.0   584.4  1070.2  1410.3    -0.108825 2.41324    1 
  4366   217 55536 0.5961  1.906      -94.9  491.2     21.23      7.551  179.9    0.0        0.0    0.1    0.0    0.0    0.1  445.7  645.3   283.2   577.3   827.9   -0.0930219 2.92338    0 
  4366   769 55536 0.5699  3.587     -53.94  336.4     17.94     -9.128  173.7    0.0       -0.0    0.1    0.0   -0.0    0.1  445.7  649.9   275.3   548.2   742.9   -0.0419168 2.69851    0 
  4367   465 55566 0.6279  5.635      516.8  175.3     9.401     -151.5  279.3    0.0        0.0    0.1    0.0    0.0    0.1 1113.4 1367.9   618.7  1038.5  1244.1     0.113753 2.01083    2 
  4367   663 55566 0.4561  10.22     -92.35  103.6     9.548      73.02  288.2    0.0        0.0    0.1    0.0    0.0    0.1  417.4  742.6   331.5   651.8   858.3     0.185481 2.58914    0 
  4372    40 55541 0.0702  222.9      17.41  190.5     50.04      61.08  368.7  361.9     -21.94   93.0    0.0    0.0    0.1  294.5  480.4   216.9   482.1   692.6     0.107199 3.19318    0 
  4373   580 55811 0.0702  226.9      19.86  196.2     384.6     -16.77  91.81  37.43      54.23  411.5    0.0    0.0    0.1  286.7  467.6   213.2   480.0   697.5    0.0908479 3.27158    0 
  4374   125 55883 0.5191  1.989     -382.7  632.7     21.27      133.5  219.0  3.887     -399.4  202.0    0.0    0.0    0.1  581.3 1007.4   450.9   952.5  1299.5    -0.314013 2.88201    0 
  4375   875 55889 0.5291  3.281      41.17  385.8     5.199     -79.71  170.5    0.0       -0.0    0.1    0.0   -0.0    0.1  526.6  860.2   370.6   785.9  1070.9     0.126809 2.88964    0 
  4375   907 55889 0.4391  7.892     -57.06  388.3     62.46     -38.02  180.1    0.0       -0.0    0.1    0.0   -0.0    0.1  451.1  653.5  278.16   553.2   753.1   -0.0151374 2.70743    0 
  4377   619 55828 0.5709  14.87     -129.2  181.3     16.31      125.9  126.1  2.477     -28.82  416.4    0.0   -0.0    0.1  540.7  740.5   321.8   598.9   781.2    -0.109982 2.42759    0 
  4378   568 55853 0.1255  156.2      6.151  243.0      8.67     -180.4  726.4  71.85      93.37  80.15    0.0    0.0    0.1  456.7  736.7   331.2   691.2   980.3    -0.130042 2.95984    0 
  4379    98 55881 0.4083  10.03     -34.99  649.4     27.13     -38.62  152.1  11.16     -124.9  332.3    0.0   -0.0    0.1  515.4  951.0   454.4  1127.3  1626.6    0.0153941 3.57967    0 
  4379   815 55881 0.5945  19.79     -3.311  120.1     7.213     -53.01  302.3    0.0       -0.0    0.1    0.0   -0.0    0.1  338.6  528.5  239.99   530.6   764.8   -0.0892259  3.1868    0 
  4380     1 55857 0.3959  30.66      81.68  139.8     25.81       42.5  78.13  26.01     -121.1  302.9    0.0   -0.0    0.1  327.7  654.1   299.2   643.9   855.6    -0.243537 2.85963    0 
  4381   111 55824 0.6547  8.649      13.54  174.8       0.0        0.0    0.1    0.0        0.0    0.1    0.0    0.0    0.1  411.6  582.1   235.8   448.1   575.1  3.47766e-05 2.43893    0 
  4381   377 55824 0.3956  20.35     -42.88  310.1     35.46      125.0  110.8    0.0        0.0    0.1    0.0    0.0    0.1  353.3  682.0   311.2   654.3   875.4    -0.230729 2.81298    0 
  4381   499 55824  0.405  24.43     -7.023  142.1     7.221       49.5  74.72  1.532     -10.31  313.4    0.0    0.0    0.1  311.2  458.6  193.17   382.4   512.2    -0.045982 2.65155    0 
  4382   414 55742 0.2929  2.773     -4.833  242.4     8.895     -8.243  102.8    0.0       -0.0    0.1    0.0   -0.0    0.1  281.2  426.6  189.65   403.9   582.2    0.0076709 3.06987    0 
  4383   183 55881 0.4761  1.666     -156.8  481.3     9.814      180.4  120.7  11.13     -102.5  160.6    0.0    0.0    0.1  598.0  773.5   345.7   642.3   886.0    -0.168436 2.56292    0 
  4383   321 55881 0.4664  5.914     -172.6  349.6     21.44      122.1   94.6   23.2      -36.5  133.9    0.0    0.0    0.1  389.1  556.1   261.4   542.1   772.4    -0.312659 2.95486    0 
  4383   855 55881 0.6516  5.331      169.8  547.5     3.307      274.8  212.8    0.0        0.0    0.1    0.0    0.0    0.1  884.4 1486.4   611.6  1268.6  1684.1   -0.0470875  2.7536    0 
  4383   916 55881 0.1306  22.44      50.65  349.0      23.2      8.479  97.69  6.904      99.27  668.7    0.0    0.0    0.1  460.1 1009.1   469.0  1070.3  1496.6    0.0563678 3.19104    0 
  4386   563 55540 0.5418   12.8       15.6  101.7     6.693      44.27  366.8  16.71     -220.7  79.27    0.0   -0.0    0.1  476.5  666.4   330.8   669.9   931.4     0.219519  2.8156    2 
  4388   825 55536 0.5865  7.735       9.03  284.6     9.941     -47.59  112.3    0.0       -0.0    0.1    0.0   -0.0    0.1  372.2  639.4   274.4   597.6   818.8    0.0765266 2.98396    0 
  4389   223 55539 0.9908  37.68      13.41  106.6     33.69     -40.24  252.8    0.0       -0.0    0.1    0.0   -0.0    0.1  359.6  602.1   254.6   541.0   734.4   -0.0751362 2.88452    0 
  4391   557 55866  0.503  2.636     -10.84  856.9     6.251       83.7  296.4  7.948      42.03  134.3    0.0    0.0    0.1  495.8  917.7   489.4  1337.9  2063.0   -0.0569074 4.21537    0 
  4392   571 55833 0.5702   21.4     -1.514  99.06     6.196     -92.32  216.5    0.0       -0.0    0.1    0.0   -0.0    0.1  267.2  406.1  180.15   382.7   533.2    -0.185559 2.95976    0 
  4392   737 55833 0.5503  24.06     -152.1  158.3      5.45     -57.54  414.0    0.0       -0.0    0.1    0.0   -0.0    0.1  420.2  632.8  290.41   637.4   940.4     0.139302 3.23818    0 
  4392   857 55833 0.4512   1.95     -475.6  108.6     10.36      93.67  231.2  1.765      75.99  556.5    0.0    0.0    0.1  598.1 1053.9   418.2   892.1  1189.3   -0.0526865 2.84385    1 
  4394   165 55924 0.5704  6.899     -129.3  105.5     10.29      147.1  92.25    0.0        0.0    0.1    0.0    0.0    0.1  461.1  575.3   271.1   439.9   527.5    -0.164701 1.94578    2 
  4394   477 55924 0.4248  4.901      179.5  439.5     42.15     -78.13  165.0   9.69      155.8  87.99    0.0   -0.0    0.1  478.5  650.5   293.2   582.8   872.7     0.221611 2.97647    0 
  4394   633 55924 0.5284   3.75     -244.8  47.64     9.558      67.58  152.1  12.01     -68.32  296.9    0.0   -0.0    0.1  581.1  830.8   355.7   669.7   881.6   -0.0883848 2.47849    0 
  4394   801 55924 0.4434  8.661     -104.9  352.4     31.84      92.32  169.1  1.677     -545.0  842.6    0.0    0.0    0.1  463.9  727.7   370.8   893.7  1354.0    -0.404417 3.65156    0 
  4395   379 55828 0.4357  22.57     -33.32  203.5     10.85      146.4  105.7 0.8114     -234.6  479.0    0.0    0.0    0.1  498.8  687.8   294.6   551.1   716.5    -0.143553 2.43211    0 
  4395   415 55828 0.4545   41.6      2.089  185.3     20.78      119.7  89.96    0.0        0.0    0.1    0.0    0.0    0.1  393.8  569.2  237.17   449.7   579.0    -0.108117 2.44129    0 
  4395   619 55828 0.4221  24.69      -75.9  269.8     13.31      168.6  100.2    0.0       -0.0    0.1    0.0   -0.0    0.1  634.4  862.6   376.2   673.1   853.0    -0.132427 2.26741    0 
  4396   285 55829 0.5073  14.88     -61.56  216.1     10.24      171.8  88.18  5.209     -44.19  431.2    0.0   -0.0    0.1  599.7  832.4   380.1   717.7   989.8   -0.0930188 2.60405    0 
  4396   659 55829 0.7103  8.855      78.01  94.41     14.84     -85.61  192.7  1.922      91.72  522.9    0.0   -0.0    0.1  463.2  662.1   302.4   614.7   929.3    0.0760357 3.07308    0 
  4397   365 55921 0.7683  12.78     -45.42  351.0     10.66      9.772  148.9    0.0       -0.0    0.1    0.0   -0.0    0.1  538.3  896.0   371.9   780.6  1049.0   -0.0470925 2.82065    0 
  4397   605 55921 0.4446  11.95      188.0  75.62     27.22     -17.23  113.2    0.0        0.0    0.1    0.0    0.0    0.1  370.9  482.1  199.88   358.4   442.8    0.0378049 2.21533    0 
  4397   873 55921 0.4512  24.84     -281.2  80.12     26.22      169.4  89.82  7.589      26.61  180.3    0.0    0.0    0.1  636.5  728.6   418.2   581.5   664.7    -0.218113 1.58943    2 
  4400   279 55509 0.4579   14.9     -104.0  97.63     9.051      193.1  110.7  2.909     -71.25  411.9    0.0    0.0    0.1  504.9  660.8   331.0   615.3   893.2   -0.0494626 2.69849    2 
  4403   167 55536  0.493  14.28      -61.7  528.6     45.25      70.55  198.4  20.67     -217.7  124.8    0.0   -0.0    0.1  665.6  918.5   414.8   839.3  1228.9   -0.0649524 2.96263    0 
  4403   445 55536 0.5158  9.634      69.31  548.6     12.12      72.72  185.4    0.0        0.0    0.1    0.0    0.0    0.1  639.0 1187.0   511.2  1174.4  1608.8  -0.00237444  3.1471    0 
  4403   458 55536  0.442  7.796      36.92  282.3     33.31      3.096  153.6    0.0        0.0    0.1    0.0    0.0    0.1  397.0  578.9   243.7   483.3   650.5    0.0354958 2.66927    0 
  4404   645 55513 0.5208  17.43     -79.41  378.0     11.21      59.73  101.1  2.383     -244.7  634.3    0.0   -0.0    0.1  647.2 1119.2   496.3  1015.5  1363.5    -0.114162 2.74733    1 
  4406   371 55858 0.4809  11.92     -162.7  246.7     18.96      13.11  129.5  4.079     -506.0  555.8    0.0   -0.0    0.1  457.6  792.6  423.17   928.7  1300.4     -0.42387   3.073    0 
  4406   813 55858 0.4556   18.6     -75.18  146.8     16.37      66.86  283.2 0.5608     -374.1  889.8    0.0   -0.0    0.1  486.0  768.4   332.0   684.9   948.0    0.0657806 2.85542    0 
  4408   667 55888 0.5021  10.94      163.0  112.3     19.96     -59.51  109.4  8.885      70.51  322.9    0.0    0.0    0.1  462.1  654.8   293.7   577.7   804.4    0.0998757 2.73885    0 
  4409   569 55883 0.4952  3.892      28.12  552.1     4.232      101.2  184.7    0.0        0.0    0.1    0.0    0.0    0.1  672.3 1272.8   541.1  1212.8  1644.5   -0.0461417 3.03918    0 
  4409   756 55883 0.2243  16.76     -31.65  389.1     53.29      123.2  120.4  58.77     -98.73  117.7    0.0    0.0    0.1  483.4  655.0   292.3   573.8   825.4   -0.0505331 2.82381    0 
  4411   115 56164 0.5823  1.608     -343.8  573.9     6.702      85.74  96.28  8.964     -39.37  224.7    0.0   -0.0    0.1  450.7  716.2   364.4   799.7  1199.8     -0.35721 3.29254    0 
  4413   261 55894 0.5434  7.741      111.5   59.3     25.59     -19.15  140.6  4.218      -56.2  270.0    0.0   -0.0    0.1  377.3  516.5   221.6   419.4   560.0   -0.0976857 2.52708    0 
  4413   721 55894 0.5309  11.93     -39.27  207.5 4.441e-16      25.14   67.2  6.665      76.79  95.37    0.0   -0.0    0.1  413.4  615.4   257.6   495.2   642.1    -0.111495 2.49262    0 
  4414    45 55882 0.4807 0.6817     -440.9  761.7     8.158      40.65  372.4  1.628    -1007.0  239.4    0.0   -0.0    0.1  919.9 1732.1   659.8  1423.4  1801.6      -0.2252 2.73052    2 
  4414    55 55882 0.4063  4.587     -347.1  445.0     9.434      454.7  95.87  41.42     -66.23  258.6    0.0   -0.0    0.1  647.5 1071.1   417.5   845.9  1100.5   -0.0274057 2.63593    1 
  4414   247 55882  0.556  2.717     -238.2  87.96      6.91      45.79  253.2    0.0       -0.0    0.1    0.0   -0.0    0.1  686.4  879.1   372.8   656.3   820.6    0.0816427 2.20118    0 
  4414   373 55882 0.4456  1.411     -195.4  376.6     27.38      24.67  164.2    0.0        0.0    0.1    0.0    0.0    0.1  396.8  567.7   239.9   472.0   639.2   -0.0963392 2.66444    0 
  4414   677 55882 0.4307  21.65     -141.8  186.8     20.79      144.5  185.1  21.71     -271.5  92.75    0.0   -0.0    0.1  620.3  809.0   362.9   619.5   760.0     0.151842 2.09424    1 
  4418   271 55862 0.6173  5.972     -504.7  102.2     12.87      173.8  122.7  6.574     -33.09  350.6    0.0    0.0    0.1  379.3 1043.0   511.0   868.6  1044.0    -0.256092 2.04305    2 
  4419    11 55867 0.5352  1.698     -845.4  157.2     22.89      -1.01  253.7    0.0       -0.0    0.1    0.0   -0.0    0.1  597.5  846.1   361.8   715.8  1011.3    -0.156848 2.79519    0 
  4419   325 55867  0.455  1.785     -80.71  535.6      9.68     -35.87  222.1  46.53     -5.297  104.3    0.0   -0.0    0.1  276.8  413.5   193.2   429.7   674.9    -0.102949 3.49327    0 
  4422   529 55533 0.6593  8.649     -420.3  113.9     34.58     -13.65  186.8  2.362      447.7  133.0    0.0   -0.0    0.1  477.3  805.0   316.6   637.7   823.5   -0.0399514 2.60107    0 
  4422   982 55533 0.4942  6.426     -85.67  532.7     22.24     -40.92  254.7    0.0       -0.0    0.1    0.0   -0.0    0.1  681.3 1013.9   438.1   897.6  1250.2    -0.037194 2.85369    0 
  4423   497 55889 0.5546  7.278     -12.01  276.8     3.799      200.9  87.98    0.0        0.0    0.1    0.0    0.0    0.1  598.9  845.5   371.7   675.9   871.0    -0.121033 2.34329    0 
  4423   732 55889 0.5114  14.85     -54.44  261.9      10.7      102.1  145.0    0.0        0.0    0.1    0.0    0.0    0.1  524.5  779.6   322.1   622.0   803.9    -0.119679 2.49581    0 
  4424    39 55532 0.4755  21.67     -150.5  130.6     18.32      176.1  109.1  2.257     -274.0  439.6    0.0   -0.0    0.1  602.1  743.1   353.4   612.8   837.0    -0.119881 2.36842    2 
  4424   771 55532  0.447  10.66     -268.6  106.0     30.14     -12.33  251.1    0.0       -0.0    0.1    0.0   -0.0    0.1  657.8  862.4   359.5   646.3   813.8     0.083534  2.2637    0 
  4424   829 55532 0.4547  25.29     -39.79  458.4     88.06      25.68  216.0    0.0        0.0    0.1    0.0    0.0    0.1  578.6  863.1   374.6   771.6  1078.7   -0.0647817  2.8796    0 
  4425   317 55864 0.6675  16.36     -126.1  215.6     1.244     -452.0 1788.0  6.011      265.9  636.6    0.0   -0.0    0.1  646.7 1298.5   716.7  1959.4  3263.0    -0.115519 4.55281    0 
  4425   747 55864 0.4063  38.28      40.57  148.8     23.64     -17.99  74.52  9.315      42.09  424.7    0.0    0.0    0.1  313.0  504.4  245.03   574.0   907.6    0.0442486 3.70404    0 
  4441   412 55532 0.4159  0.727      13.47  513.0      6.34       7.15  114.2    0.0        0.0    0.1    0.0    0.0    0.1  289.8  427.5   222.2   585.7  1076.4     0.010589 4.84428    0 
  4441   663 55532 0.4704  16.76      27.33  202.6     2.409     -86.29  525.0  9.311     -22.46  84.16    0.0    0.0    0.1  378.3  630.1   285.8   642.7   956.6   -0.0855927  3.3471    0 
  4442   188 55532 0.5795  1.882      -9.61  584.3     7.823      351.3  240.2  5.465     -159.3  85.41    0.0    0.0    0.1  907.1 1117.9   564.6   970.7  1373.2    -0.187882 2.43216    2 
  4443   293 55539 0.4224  31.74      118.7  116.4     27.36     -120.6  147.0  6.892      25.72  311.2    0.0   -0.0    0.1  493.7  664.3   283.2   522.8   675.6   -0.0561456 2.38559    0 
  4445   562 55622   0.43  3.492     -413.7  749.1     9.327      84.93  149.9  10.14     -37.15  315.0    0.0   -0.0    0.1  611.3 1047.2   546.4  1247.4  1780.8    -0.327269 3.25915    0 
  4448   943 55538 0.5164  8.375      31.86  470.5     21.59      237.4  135.7  13.27     -98.37  131.3    0.0    0.0    0.1  652.4  885.5   422.3   813.0  1163.1    -0.117359  2.7542    1 
  4450   618 55540 0.5929  8.917      104.2  476.4       0.0        0.0    0.1    0.0        0.0    0.1    0.0    0.0    0.1 1121.8 1586.5   642.6  1221.0  1567.2 -7.25414e-17 2.43884    1 
  4451   701 55537  0.538  1.787     -407.9  742.8     8.853      187.0  358.4    0.0        0.0    0.1    0.0    0.0    0.1  927.7 1395.4   632.4  1370.5  1902.1    -0.273487 3.00775    0 
  4452   611 55536 0.5366  8.297     -113.5  253.2     22.07      26.66  118.8 0.8296     -649.3  382.6    0.0   -0.0    0.1  336.1  543.2  260.13   584.6   823.8    -0.345035 3.16688    0 
  4453   217 55535  0.497  11.79     -12.06   86.8     8.483     -102.0  154.8  6.576     -129.4  425.1    0.0   -0.0    0.1  348.1  621.9  320.74   777.2  1131.1     -0.10305 3.52653    0 
  4454   881 55536 0.4608  7.241     -258.0  125.9     16.06      39.17  219.3    0.0       -0.0    0.1    0.0   -0.0    0.1  648.8  835.7   344.2   615.1   765.4    0.0532271 2.22371    0 
  4454   943 55536 0.4562  24.97     -118.7  258.9     3.685     -70.04  628.0    0.0       -0.0    0.1    0.0   -0.0    0.1  658.7  963.8   422.2   864.7  1229.0    0.0374288 2.91094    0 
  4455   885 55539 0.4948  10.58     -117.7  114.9      13.6      157.4  126.2   3.27      66.44  313.3    0.0    0.0    0.1  543.3  696.8   303.9   541.4   694.8  -0.00889465 2.28628    1 
  4456   415 55537 0.4427  21.88     -99.09  92.18     36.27       98.7  99.82    0.0        0.0    0.1    0.0    0.0    0.1  366.4  478.8  198.98   355.6   440.2   -0.0671513 2.21228    0 
  4456   575 55537 0.4794  5.103     -69.45  479.2     7.509       76.4  162.1    0.0        0.0    0.1    0.0    0.0    0.1  540.1 1018.9   454.0  1007.2  1381.2     -0.12437 3.04229    0 
  4458   551 55536 0.4968  6.676     -103.7  433.7     14.66      15.94  92.77  5.332      -58.3  180.6    0.0   -0.0    0.1  323.9  635.0   332.3   810.0  1164.0      -0.1261 3.50286    0 
  4459   959 55533 0.4967  6.394     -89.49  396.1     15.61      18.81  119.7    0.0       -0.0    0.1    0.0   -0.0    0.1  354.2  621.2   311.1   756.4  1077.9    -0.142073  3.4648    0 
  4460   189 55533 0.4363   10.1      30.64  610.9     35.84     -69.02  224.6    0.0       -0.0    0.1    0.0   -0.0    0.1  614.2  944.4   440.3   994.0  1474.3    0.0998169  3.3484    0 
  4460   717 55533 0.4938  10.77     -88.13  427.7    0.7591    -1299.0  237.0  12.26     -226.7  148.8    0.0   -0.0    0.1  540.3 1006.3  447.27   995.8  1405.9   0.00832207 3.14329    0 
  4460   778 55533 0.4829   6.95      42.35  348.0     4.042     -131.7  108.1  3.285     -220.9  708.6    0.0   -0.0    0.1  754.6 1312.2   596.0  1321.2  1825.9    -0.117213 3.06359    0 
  4460   863 55533 0.5097  7.565      11.88  273.6     0.505     -873.2  685.8  30.09     -20.52  142.7    0.0   -0.0    0.1  374.6  551.4  245.56   514.9   782.3    -0.139512 3.18578    0 
  4461    71 55888 0.5094   2.23     -145.3  411.3     9.523     -3.702  157.0  1.767      333.8  79.49    0.0   -0.0    0.1  432.7  725.5   313.1   702.3   984.8    -0.170187 3.14532    0 
  4461   964 55888 0.2575  33.75     -65.89  144.7     18.21      69.96  273.1  12.75      40.83  73.54    0.0   -0.0    0.1  386.1  603.8   256.8   541.8   734.3     0.128953 2.85942    0 
  4462   181 55600 0.4039 0.9028     -233.8  611.4     36.27      185.5  136.2   32.1     -159.2  144.5    0.0    0.0    0.1  650.6  801.0   360.6   609.0   755.4   -0.0669579 2.09484    2 
  4462   193 55600 0.5022  24.42     -23.79  375.5     10.41     -6.441  159.2  2.257     -233.1  783.8    0.0   -0.0    0.1  709.9 1152.2   488.6  1026.3  1404.8   -0.0665575 2.87515    0 
