|plate|fiber|  mjd|     z|  amp1|      vel1|  sig1|     amp2|      vel2|  sig2|  amp3|      vel3|  sig3|  amp4|  vel4|  sig4|  fwhm|  fwqm|    w50|    w80|    w90|     relasym|  r9050|  dp|
| long| long| long|double|double|    double|double|   double|    double|double|double|    double|double|double|double|double|double|double| double| double| double|      double| double|long|
|     |     |     |      |      |          |      |         |          |      |      |          |      |      |      |      |      |      |       |       |       |            |       |    |
| null| null| null|  null|  null|      null|  null|     null|      null|  null|  null|      null|  null|  null|  null|  null|  null|  null|   null|   null|   null|        null|   null|null|
  6199   549 56220 0.5727  3.566      68.34  51.69     15.92     -36.35  156.1  1.209     -74.93  379.3    0.0   -0.0    0.1  375.2  535.8  230.86   451.2   616.5    -0.066764 2.67045    0 
  6200   609 56217 0.5109  6.779     -72.75  109.3     9.911     -14.47  262.3    0.0       -0.0    0.1    0.0   -0.0    0.1  426.0  703.2   290.5   599.5   798.0    0.0581955 2.74699    0 
  6202   284 56266 0.5455  21.04     -38.92  276.1     23.53      121.5  113.3  2.052     -578.2  758.8    0.0    0.0    0.1  443.4  766.5   392.0   840.8  1331.8    -0.421745 3.39745    0 
  6202   683 56266   0.42  10.21     -57.87  209.4     29.52      139.4  84.76  85.93      3.773  117.0    0.0    0.0    0.1  325.1  448.9  186.05   352.2   457.1    -0.077051 2.45687    0 
  6203   385 56266 0.5312  16.99     -90.58  259.6     14.05      225.0   89.9  9.229     -37.81  105.2    0.0   -0.0    0.1  611.6  829.3   352.3   641.5   805.8    -0.122735 2.28726    2 
  6204   853 56220 0.6355  2.557      187.7  206.3     17.59     -85.41  159.5  1.626     -62.87  481.1    0.0   -0.0    0.1  423.4  638.7  283.61   596.7   849.4    0.0959736 2.99496    0 
  6207    22 56239 0.4744  7.536     -38.11  236.4     6.971      304.8  103.3  7.332     -137.6  398.7    0.0   -0.0    0.1  861.6 1137.8   493.7   889.2  1132.7    -0.139101 2.29431    2 
  6207   777 56239 0.4956   5.38      156.0  782.4     2.775      945.0  172.2    0.0        0.0    0.1    0.0    0.0    0.1 1884.1 2504.6  1135.7  1959.0  2495.0   -0.0884168 2.19688    2 
  6253   607 56574 0.5111   1.31     -471.2 1105.0     11.91      -41.0  363.3  54.28     -21.23  133.5    0.0   -0.0    0.1  359.2  546.4   279.8   722.8  1244.6    -0.205769 4.44818    0 
  6254   205 56268 0.4632  5.289     -90.37  342.9      12.6      84.48  162.9  8.421     -78.09   81.5    0.0    0.0    0.1  437.3  646.1   289.7   617.8   863.3    -0.119465 2.97998    0 
  6254   339 56268 0.5109  1.457     -447.9  953.5     9.463      14.27  348.6  41.18      16.89  137.6    0.0    0.0    0.1  372.4  567.0   288.5   744.7  1298.4    -0.255946 4.50052    0 
  6254   509 56268 0.4273  28.59     -59.73  228.9     41.17      65.99  105.0  5.787     -20.43  509.4    0.0   -0.0    0.1  366.1  633.6   293.1   634.6   919.3    -0.110171 3.13647    0 
  6255   338 56240 0.1317  9.437     -246.5  515.2     123.0      89.85  207.7  34.54     -48.16  85.37    0.0    0.0    0.1  486.8  697.0   305.7   623.7   914.2    -0.146708 2.99051    0 
  6255   353 56240  0.624  12.72     -29.02  245.2     13.88      41.32  123.3  1.925     -204.2  559.6    0.0   -0.0    0.1  418.7  680.6   310.2   678.1   983.7    -0.192624 3.17118    0 
  6255   457 56240 0.4241  30.57      18.94  298.9     21.27      73.89  100.8  1.772     -126.7  677.8    0.0    0.0    0.1  455.0  824.8   357.1   771.7  1055.9   -0.0781892 2.95687    0 
  6255   703 56240  0.555  4.094     -3.243  357.8     38.08      19.12  132.0    0.0        0.0    0.1    0.0    0.0    0.1  330.3  480.3  212.08   434.9   626.9    -0.032222 2.95596    0 
  6255   973 56240  0.702  3.671     -63.99  220.5     19.99     -2.344   86.9    0.0       -0.0    0.1    0.0   -0.0    0.1  225.4  334.6  151.22   323.7   474.6    -0.158239 3.13847    0 
  6256   543 56323 0.4508  4.326     -121.9  603.8      11.4      34.97  263.9  12.09      58.68  113.6    0.0    0.0    0.1  443.1  816.6   396.6   951.2  1395.1    -0.167902 3.51765    0 
  6257   123 56274 0.5466  7.168      -21.8  595.2      3.83      122.1  91.51  11.96      28.93  337.1    0.0    0.0    0.1  830.8 1324.3   568.8  1169.9  1581.8   -0.0473385 2.78094    0 
  6257   822 56274  0.463  14.45     -262.0  170.2     64.14      30.45  190.5  13.99      -29.8  432.8    0.0   -0.0    0.1  560.7  822.2   349.7   697.0   945.6   -0.0400381 2.70403    0 
  6258   753 56238 0.5697   5.23      25.72  787.2     8.073      110.4  239.6    0.0        0.0    0.1    0.0    0.0    0.1  794.8 1535.6   692.1  1653.9  2283.0   -0.0451862 3.29866    1 
  6259    87 56565 0.5698  6.145      24.57  732.1     6.687      201.4  169.2  4.623     -135.4   97.1    0.0    0.0    0.1  821.3 1685.4   688.5  1614.2  2187.0   -0.0396708 3.17647    2 
  6260   399 56568 0.5644  14.79      133.8  132.7     33.93     -127.2  103.0    0.0       -0.0    0.1    0.0   -0.0    0.1  323.6  560.6  238.34   444.1   551.4      0.22782  2.3135    1 
  6260   416 56568 0.1197  48.17     -56.53  159.5     123.0      136.3  109.4  96.35     -56.39  502.6    0.0   -0.0    0.1  524.0 1005.6   479.8  1070.5  1470.0    -0.111279 3.06378    0 
  6262   843 56267 0.6059  4.689     -150.4  416.3     12.39      14.35  153.4    0.0       -0.0    0.1    0.0   -0.0    0.1  439.4  724.7   342.3   779.7  1087.3    -0.206861 3.17645    0 
  6263   205 56279 0.4734  32.45      6.188  127.6     3.862     -98.72  266.9  6.509     -51.63  54.88    0.0   -0.0    0.1  294.7  437.0  186.85   379.7   525.0   -0.0793905 2.80974    0 
  6263   317 56279  0.566  8.854     -113.0  116.9      12.3      478.3  205.3  5.985     -244.1  264.7    0.0    0.0    0.1 1023.7 1313.6   645.8  1019.6  1244.4  -0.00996464 1.92691    2 
  6265   467 56248 0.6249  3.605     -86.02  507.6     8.642      -3.53  237.7  5.001     -49.28  90.37    0.0   -0.0    0.1  482.5  852.1   386.6   870.8  1237.4    -0.063294 3.20072    0 
  6266   577 56223 0.4933    5.1     -413.6  85.64     4.146      165.1  105.8  8.579      5.486  316.0    0.0   -0.0    0.1  830.7 1029.0   482.7   812.0  1000.5    -0.034077 2.07272    2 
  6267   375 56279 0.5707  2.407     -346.0  588.7     8.049      239.5  452.2  8.229      80.88  115.2    0.0    0.0    0.1  552.6 1275.4   575.2  1298.0  1746.8    -0.094676 3.03686    0 
  6268   571 56245 0.4765  2.341     -173.9  449.7     9.967      200.3  119.5  15.07      20.86  200.0    0.0    0.0    0.1  504.5  721.3   324.9   641.7   892.2    -0.251939 2.74608    0 
  6269   991 56246 0.5048  22.73      252.7  91.01     21.47     -334.4  96.14  3.703     -137.0  367.5    0.0   -0.0    0.1  816.9  921.7   578.9   771.6   892.9     0.117034 1.54241    2 
  6270   505 56273 0.5266  11.98     -22.48  205.8     4.115     -51.08  545.5  11.96     -317.2  111.4    0.0   -0.0    0.1  654.3  897.5   431.5   833.2  1216.6     0.127733 2.81947    1 
  6271   675 56304 0.5503  4.885      7.585  531.0     3.865      222.2  190.4    0.0        0.0    0.1    0.0    0.0    0.1  821.9 1402.9   601.6  1217.3  1615.9    -0.112532   2.686    0 
  6271   749 56304 0.5529  10.04      -54.5  353.8     16.35       61.4  128.5    0.0        0.0    0.1    0.0    0.0    0.1  410.8  739.5   329.1   726.2   998.0    -0.141202 3.03251    0 
  6273   837 56243 0.5146 0.7083     -390.1  560.9     6.685      69.17  293.8  11.22     -4.337  129.2    0.0    0.0    0.1  402.1  660.9   299.7   686.2  1020.0   -0.0880961  3.4034    0 
  6274   341 56550 0.4467   32.8      56.69  183.6     22.72      -70.8   80.8    0.0        0.0    0.1    0.0    0.0    0.1  368.7  545.7  233.33   440.0   566.1     0.150408 2.42618    0 
  6275    65 56245 0.5483   0.83     -356.8  721.1     27.15     -4.827  199.1  1.474     -504.3  52.91    0.0   -0.0    0.1  477.3  681.3   299.5   609.5   866.4    -0.153486 2.89282    0 
  6275   815 56245 0.4804  94.08     -12.92  171.0       0.0       -0.0    0.1    0.0       -0.0    0.1    0.0   -0.0    0.1  402.7  569.5   230.7   438.3   562.6  7.10985e-05 2.43866    0 
  6275   944 56245  0.511   13.1     -25.15  323.1     54.68     0.2407  135.0  1.709     -338.7  914.1    0.0   -0.0    0.1  364.8  553.3   272.1   658.8  1097.0    -0.196117 4.03161    0 
  6278   747 56266 0.5758  10.52     -110.7  450.7     35.62    -0.5608  194.4  6.951     -129.4  69.56    0.0   -0.0    0.1  510.2  776.5   343.8   742.8  1064.2    -0.104868  3.0954    0 
  6281   673 56295 0.6168   2.38     -313.2  332.9     8.125      243.6  128.7  12.84     -52.88  173.8    0.0    0.0    0.1  622.8  828.8   356.7   679.3   908.2    -0.173352 2.54612    0 
  6282   155 56572 0.5727   23.8     -41.43  297.0       0.0       -0.0    0.1    0.0       -0.0    0.1    0.0   -0.0    0.1  699.4  989.1   400.7   761.3   977.1 -4.09375e-05 2.43848    0 
  6283   717 56239 0.4489  6.097     -203.9  591.3     15.53      165.2  79.62  18.14     -42.78  202.3    0.0   -0.0    0.1  537.9  795.6   434.8   950.5  1411.5    -0.253574 3.24632    1 
  6284   245 56310 0.4028  2.807     -139.9  341.8     60.29        7.3  90.19  25.17      17.62  156.2    0.0    0.0    0.1  249.0  370.9  162.71   338.5   486.0   -0.0793992 2.98691    0 
  6286   583 56301 0.5103  2.792      -40.4  526.1     50.79    -0.3272  267.3    0.0       -0.0    0.1    0.0   -0.0    0.1  645.9  921.6   380.7   735.2   962.9  -0.00859072 2.52929    0 
  6286   669 56301 0.4832  4.313     -207.0  152.0      11.2      140.1  156.0  2.858     -189.4  409.5    0.0    0.0    0.1  610.0  869.8   398.3   755.0  1008.3    -0.245681 2.53151    0 
  6286   673 56301 0.4273  3.917     -71.98  430.2     28.66     0.5679  160.7    0.0       -0.0    0.1    0.0   -0.0    0.1  408.2  598.3   268.0   561.5   828.8   -0.0991023 3.09254    0 
  6286   817 56301 0.4404  23.22     -49.96  133.0     17.89      82.27  229.3   1.49     -326.3  501.3    0.0    0.0    0.1  419.2  646.4   278.5   574.1   811.8   -0.0057083  2.9149    0 
  6287   173 56221 0.5107   15.9     -47.02  115.6     13.29      32.11  248.0    0.0       -0.0    0.1    0.0   -0.0    0.1  375.5  607.1   256.0   529.6   711.5     0.110246  2.7793    0 
  6287   651 56221 0.5925  5.487     -134.8  375.9     8.729      91.49  109.5    0.0       -0.0    0.1    0.0   -0.0    0.1  370.2  841.2   412.1   819.2  1093.9    -0.243016 2.65445    1 
  6288    20 56192 0.4622  10.86      29.71  447.6     10.45     -78.19  163.6    0.0       -0.0    0.1    0.0   -0.0    0.1  611.4 1095.7   463.7   993.0  1337.9    0.0781972 2.88527    0 
  6289   467 56559 0.4088  6.212     -191.8  598.5     20.49      13.63  223.0  4.254     -59.85  88.27    0.0   -0.0    0.1  550.5  891.3   429.5  1011.1  1458.1      -0.1907 3.39488    0 
  6292   117 56566 0.4521   4.66      48.45  474.6     18.65      60.08  175.4    0.0        0.0    0.1    0.0    0.0    0.1  472.2  716.1   330.5   731.5  1102.4   -0.0157112 3.33555    0 
  6295   802 56536  0.495  23.77     -42.59  302.1       0.0       -0.0    0.1    0.0       -0.0    0.1    0.0   -0.0    0.1  711.4 1006.1   407.4   774.2   993.7  8.05072e-05 2.43913    0 
  6295   917 56536 0.4664  3.996     -338.8  175.8     10.77      53.42  138.3  3.465      7.439  518.7    0.0   -0.0    0.1  532.9  926.0   437.9   923.3  1303.5    0.0105102 2.97671    1 
  6296   280 56219 0.4116  8.487     -28.89  303.2      24.2      198.5  103.9  25.05     -132.3  168.4    0.0   -0.0    0.1  649.8  811.2   359.7   612.8   762.6   -0.0601311  2.1201    2 
  6297   805 56218 0.4629  8.328     -103.6  266.1     8.081      180.0  102.5    0.0       -0.0    0.1    0.0   -0.0    0.1  593.0  835.4   385.1   673.4   840.4    -0.215754 2.18229    1 
  6299   595 56478 0.5292  4.898     -8.402  443.5     25.93      96.66  153.7    0.0        0.0    0.1    0.0    0.0    0.1  402.3  602.4  283.36   639.3   972.1     -0.16128 3.43062    0 
  6299   911 56478 0.4248  24.53     -56.45  286.3     13.49      10.34  159.2 0.9172      833.2  162.8    0.0   -0.0    0.1  547.4  822.8   342.7   685.6   919.4  0.000282793 2.68281    0 
  6300   209 56449 0.4248  3.608     -489.0  118.9     36.68     -26.15  231.5  2.029      107.8  599.4    0.0   -0.0    0.1  576.3  872.9   360.6   721.7   967.9   0.00440128 2.68414    0 
  6300   717 56449 0.5932  1.732     -30.86  631.1     4.586     -51.96  142.1   1.99      320.2  145.8    0.0    0.0    0.1  649.4  982.8   501.1  1156.9  1669.2   -0.0497124 3.33107    1 
  6301   147 56543 0.7077   6.69     -273.3  133.2      11.3      32.93  219.9  0.951     -180.6  604.8    0.0   -0.0    0.1  685.0  892.2   387.0   711.9   945.1    0.0161676 2.44212    0 
  6301   196 56543 0.3295  5.622      22.76  564.8     2.663     -269.3  97.68  18.27     -46.09  235.3    0.0   -0.0    0.1  667.1  979.1   440.1   924.3  1339.6    0.0873096 3.04385    0 
  6301   869 56543 0.5467  8.075     -260.6  155.1      16.0      577.3  130.0  4.209      322.7  448.4    0.0    0.0    0.1 1015.6 1270.6   740.3  1084.9  1281.1    -0.331668 1.73051    2 
  6302   737 56565 0.5748  3.028     -505.6  698.6     28.87      28.75  142.4  15.05     -53.92  266.4    0.0   -0.0    0.1  424.6  672.7   343.9   854.7  1355.1    -0.423718 3.94039    0 
  6306    77 56535 0.4551  5.963     -228.2  509.5     24.08      19.62  185.8    0.0       -0.0    0.1    0.0   -0.0    0.1  498.7  770.5   375.2   877.4  1239.3    -0.272944 3.30304    0 
  6306   479 56535 0.4835  0.987     -311.7  498.1     11.26      21.93  214.7    0.0        0.0    0.1    0.0    0.0    0.1  527.9  762.7   333.1   681.3   982.2    -0.201949 2.94866    0 
  6307   371 56205 0.7042  4.612      10.23  703.0     9.804      200.1  281.6  10.54      141.2  125.8    0.0    0.0    0.1  500.7  934.7   466.1  1181.2  1726.3    -0.136882 3.70371    0 
  6308   935 56215 0.4713  22.22     -159.8  108.8     30.17     -28.93  280.1  1.241     -186.4  749.5    0.0   -0.0    0.1  484.3  788.5   347.7   711.5   976.6    0.0716568 2.80874    0 
  6309   445 56485 0.5931  46.97     -22.76  120.2     19.87      -34.8  212.2  1.386     -258.2  539.0    0.0   -0.0    0.1  331.3  493.3  216.11   448.7   640.2    -0.094283 2.96238    0 
  6310   601 56455 0.6064  3.305     -32.98  481.5     65.73      9.486  179.7    0.0        0.0    0.1    0.0    0.0    0.1  435.6  623.7   264.6   520.8   703.4   -0.0192067 2.65835    0 
  6311    79 56447 0.5214  5.912     -272.2  105.5     9.095      128.5  125.2  2.877     -75.71  379.2    0.0   -0.0    0.1  663.9  829.8   418.9   693.7   900.8    -0.139482 2.15039    2 
  6311    99 56447 0.6099 0.9351    -1042.0  279.0     3.276     -104.7  72.75  8.713      124.0  497.9    0.0    0.0    0.1  945.2 1551.7   679.8  1395.1  1851.3   -0.0672392  2.7233    0 
  6311   737 56447 0.4751   26.6      191.5  148.6     43.65     -109.3  121.9  1.103     -62.19  464.8    0.0    0.0    0.1  517.7  695.4   305.6   543.1   677.4     0.144263 2.21662    0 
  6312   209 56487 0.4201  6.782     -233.3  136.8     5.363      184.0  99.66   6.95     -9.363  322.2    0.0   -0.0    0.1  729.2  927.8   425.1   722.5   926.6    0.0610835 2.17972    2 
  6312   339 56487  0.466  8.491     -155.4  582.9     21.85      166.1  208.4  7.902     -195.2  104.1    0.0    0.0    0.1  737.3 1074.2   507.7  1098.0  1510.4    -0.227317 2.97499    1 
  6312   891 56487 0.5931   33.3     -36.49  102.1     36.79     -23.15  177.4  2.333     -156.2  429.0    0.0   -0.0    0.1  321.7  489.2  210.12   434.8   606.3   -0.0410028 2.88549    0 
  6314   294 56191   0.48  4.963      53.19  96.06      22.5     -45.02  217.4    0.0       -0.0    0.1    0.0   -0.0    0.1  474.4  686.0   280.6   537.9   696.2   -0.0451594 2.48111    0 
  6315   773 56181 0.5094  9.116      138.7  112.4     19.14      -81.6  92.29 0.4509      226.9  716.8    0.0   -0.0    0.1  330.9  500.7   232.8   443.1   613.1     0.259338 2.63359    1 
  6316   659 56483 0.7176  16.25     -63.89  351.6     27.62      105.1  101.4    0.0        0.0    0.1    0.0    0.0    0.1  332.6  727.5   352.7   745.9  1015.1    -0.205142 2.87808    1 
  6316   821 56483 0.5154  9.664     -55.22  362.2     18.68      37.57  243.8  7.804      -50.5  103.4    0.0    0.0    0.1  547.8  860.4   356.5   726.5   967.1   -0.0244194 2.71276    0 
  6317   769 56448 0.6004   1.72     -573.1  713.8     11.16      37.32  211.2  1.048     -454.3  127.9    0.0    0.0    0.1  547.0  912.2   502.1  1248.1  1725.7    -0.453381 3.43696    0 
  6319   490 56452 0.5796  9.513      11.63  254.3     5.879      72.87  95.05  2.579     -26.18  619.6    0.0    0.0    0.1  482.2  845.9   399.0   913.0  1355.8   -0.0673108 3.39799    0 
  6320   138 56453 0.5664  14.37      12.23  403.0     12.36      243.4  817.6  21.64       90.3  82.82    0.0    0.0    0.1  481.1 1390.9   736.1  1647.8  2254.0     0.106122 3.06208    0 
  6321    15 56449 0.6125  1.984     -390.8  681.8     3.849      164.1  130.9  6.429      227.6  398.0    0.0    0.0    0.1  701.0 1326.2   617.3  1385.1  1888.3    -0.245883 3.05897    0 
  6321   391 56449 0.5316  36.44      -2.48  122.3     4.973      10.47  333.3    0.0       -0.0    0.1    0.0   -0.0    0.1  310.9  455.9   204.3   427.8   632.9    0.0242544  3.0979    0 
  6322   403 56190 0.5636  4.239     -29.93  554.6     4.344      194.1  239.2    0.0        0.0    0.1    0.0    0.0    0.1  848.5 1415.5   599.0  1225.8  1631.1    -0.130059 2.72304    0 
  6323   450 56189 0.6271  21.97     0.8659  172.3     7.887      -45.3  288.3  8.504     -84.74  60.44    0.0   -0.0    0.1  393.9  611.1   259.3   526.5   709.7 -0.000253628 2.73698    0 
  6369    45 56217 0.3562  41.71     -16.94  177.7     17.34      185.7  98.32  9.324     -6.178  474.0    0.0    0.0    0.1  526.0  727.4   330.7   666.2   989.4   -0.0613705 2.99184    0 
  6373    87 56298 0.7205  1.038     -509.0  923.1     4.536      245.4  426.0    0.0        0.0    0.1    0.0    0.0    0.1 1118.4 1715.3   797.4  1769.2  2421.6    -0.300132 3.03687    0 
  6374   436 56326 0.1138  16.85     -519.7  702.7     161.0      71.52  152.3  81.65      99.65  467.2    0.0    0.0    0.1  488.8  915.0   458.1  1167.2  1680.2    -0.176729 3.66776    0 
  6374   656 56326  0.189  33.47      142.5  152.9     18.24      4.063  86.03  29.67     -41.62  307.0    0.0    0.0    0.1  453.2  755.8   314.3   662.3   878.5     -0.14247  2.7951    0 
  6376   351 56269 0.1798   28.8      185.2  241.8     64.59     -90.39  130.4   22.0     -116.7  610.6    0.0    0.0    0.1  491.1  895.9   443.8  1089.7  1552.9   -0.0853242  3.4991    0 
  6376   566 56269 0.2322  23.63     -124.1  90.06     13.06      22.57  657.2  25.15      40.41  231.5    0.0    0.0    0.1  530.6  902.5   474.4  1161.5  1713.1     0.048602 3.61109    0 
  6376   806 56269 0.5079  9.078      538.1  445.1     4.747     -327.0 1072.0  5.741      605.5  118.5    0.0    0.0    0.1  903.4 1980.0  1111.0  2320.0  3034.0    -0.339222 2.73087    0 
  6376   996 56269 0.5561  92.37     -157.2  147.0     58.56      87.55  136.0   2.89      428.8  95.14    0.0   -0.0    0.1  488.5  653.3  269.01   494.3   625.5    0.0532694 2.32519    0 
  6378   690 56330 0.4865  29.35     -10.49  152.4     3.294     -101.0  405.5  9.303     -83.14  92.33    0.0   -0.0    0.1  352.4  518.0  228.72   473.0   688.6    -0.062068 3.01067    0 
  6379   209 56340 0.3582  7.657      42.82  127.2     4.837     -87.04  64.73  6.361      16.59  270.3    0.0    0.0    0.1  394.2  594.4   259.1   531.0   737.6     0.029878 2.84678    0 
  6380   925 56340 0.1437  28.76      68.93  357.6     46.19     -19.49  177.7  41.47      37.64  77.04    0.0    0.0    0.1  353.5  641.2   287.8   658.7   921.7    0.0749919 3.20257    0 
  6381    94 56353 0.4002  3.194      5.563  405.2     16.69      137.5  144.8   20.9     -157.1  115.6    0.0   -0.0    0.1  567.6  733.2   332.7   590.5   767.2    0.0895464 2.30598    1 
  6381   168 56353 0.2506  35.75      65.26  262.7     10.97      142.4  100.4  17.59     -121.4  452.1    0.0    0.0    0.1  648.5 1021.4   440.3   895.4  1205.3    -0.150104 2.73745    0 
  6381   752 56353 0.1937   2.88     -656.4  353.3     34.53     -45.28   83.7  26.21      107.5  249.3    0.0    0.0    0.1  309.6  617.5   296.9   704.0  1109.5    -0.175633 3.73695    1 
  6385   536 56356  0.464  1.097     -425.4  643.3     9.392      109.1  104.2  10.84     -44.07  331.5    0.0    0.0    0.1  526.4  920.5   439.2   893.5  1243.2     -0.22661  2.8306    1 
  6386   104 56325 0.4131  59.94     -84.13  329.1     84.38       35.9  153.3   7.67      36.04  651.0    0.0   -0.0    0.1  502.5  834.7   367.8   795.6  1120.1   -0.0695117 3.04541    0 
  6387   180 56328 0.3548  21.72      5.654  223.1    0.6846     -351.9  543.2  15.29     -9.328  106.6    0.0   -0.0    0.1  380.3  607.3   257.2   541.4   746.1   -0.0518107 2.90086    0 
  6388   239 56309 0.3395  8.581     -16.61  703.7     17.62      89.25  104.5  10.42     -181.8  312.9    0.0   -0.0    0.1  606.5 1130.1   579.8  1337.5  1882.5  -0.00525896 3.24681    1 
  6388   302 56309   0.12  70.95     -68.21  365.1     84.84      98.88  126.4   17.6      19.93  677.2    0.0   -0.0    0.1  530.0 1005.4   466.9  1017.1  1426.2   -0.0641285 3.05462    0 
  6390   831 56244 0.1206  133.5     -135.0  101.8     156.9      88.56  228.1  105.3      41.55  483.8    0.0    0.0    0.1  632.2  952.4   436.7   894.5  1261.6    0.0502061 2.88894    0 
  6391   210 56329 0.6085  5.735     -192.6  123.2     7.311      130.2  140.2  1.504     -67.24  440.4    0.0   -0.0    0.1  631.2  803.4   368.8   658.8   889.9   -0.0758243 2.41296    2 
  6392   933 56331 0.4555  13.27     -91.72  203.5     6.326      22.37  92.74    0.0       -0.0    0.1    0.0   -0.0    0.1  418.5  614.2  256.27   490.2   634.9   -0.0995117 2.47747    0 
  6394   117 56330 0.4692  1.615     -56.65  503.6     54.99      10.25  199.2    0.0        0.0    0.1    0.0    0.0    0.1  476.9  679.0   282.0   545.6   717.7   -0.0139362 2.54504    0 
  6398    87 56356 0.4535   47.5      98.89  253.4      57.1      103.9  129.0  22.98     -199.0  497.6    0.0    0.0    0.1  457.6  803.6   389.4   899.0  1256.5    -0.269495 3.22676    0 
  6398   597 56356 0.4442   24.7     -82.37  310.0     53.13      53.42  142.8    0.0        0.0    0.1    0.0    0.0    0.1  414.5  662.5   289.2   612.5   831.5    -0.180806 2.87517    0 
  6398   600 56356 0.6025  4.549      141.9  384.6     3.718     -193.3  69.55  3.251      59.63  81.88    0.0    0.0    0.1  653.5 1024.7   472.0   881.1  1164.9     0.130603 2.46801    2 
  6398   804 56356 0.6646  4.304      417.6  224.1     51.13      2.561  208.6  4.049      29.84  606.5    0.0    0.0    0.1  535.1  793.7   349.1   723.2  1024.3    0.0837255 2.93412    0 
  6402   434 56334 0.4179  3.457     -75.51  56.88     21.86      14.03  189.9    0.0        0.0    0.1    0.0    0.0    0.1  422.9  612.4   249.1   476.8   616.1    0.0308327  2.4733    0 
  6402   849 56334 0.5274  20.32      38.79  265.7     34.38     -42.94  93.56  1.433     -729.4 1064.0    0.0   -0.0    0.1  303.0  561.3   285.7   819.2  1649.5    -0.406584 5.77354    0 
  6403   695 56357 0.5736  3.338     -135.7  466.9     40.63     -13.47  173.2    0.0       -0.0    0.1    0.0   -0.0    0.1  427.1  616.9   269.2   545.6   776.4    -0.103632  2.8841    0 
  6404   777 56330  0.422  5.541     -237.1  202.9      6.64      303.4  102.7   3.48     -46.11  438.1    0.0   -0.0    0.1  926.4 1139.8   565.7   911.7  1147.3  -0.00620587 2.02811    2 
  6404   797 56330 0.5037  1.539     -308.3 1071.0     3.678      514.9  105.0  17.56      147.1  492.4    0.0    0.0    0.1 1224.0 1744.2   746.0  1446.5  1983.6    -0.124521 2.65898    2 
  6405   525 56342 0.5388  9.978     -150.7  124.2      24.2      136.7  310.7  2.579     -15.47  697.8    0.0    0.0    0.1  796.4 1089.6   479.2   906.4  1238.4     0.026728 2.58431    0 
  6408   579 56329 0.5224  1.442     0.2534  483.1     19.33      3.233  186.2    0.0        0.0    0.1    0.0    0.0    0.1  457.2  658.4   282.7   563.3   774.5  -0.00200387 2.73965    0 
  6409   951 56306 0.5784  4.724     -176.5  216.8     4.704      221.2  370.0  1.972     -27.74   57.3    0.0    0.0    0.1  697.4 1147.2   499.0   950.6  1204.5     0.186135 2.41383    0 
  6410   849 56336 0.4399  8.407      158.0  81.25     15.96     -85.93  99.76  2.069      36.63  302.6    0.0   -0.0    0.1  415.6  539.7   250.5   443.8   574.7      0.12838 2.29421    2 
  6410   949 56336 0.4188  20.12     -36.14  170.6     18.58      29.17  104.6    0.0       -0.0    0.1    0.0   -0.0    0.1  322.2  478.9   196.9   386.2   505.7   -0.0833498 2.56831    0 
  6412   143 56358 0.5412  2.552     -22.03  395.1     18.27     0.3958  149.5    0.0       -0.0    0.1    0.0   -0.0    0.1  380.2  557.4   248.3   516.8   756.2   -0.0331896 3.04551    0 
  6412   185 56358 0.6184  8.336     -52.05  213.8     1.309      169.3  593.1  3.367       94.7  67.49    0.0   -0.0    0.1  494.0  744.3   349.1   788.7  1204.8     0.181685 3.45116    0 
  6413   253 56336 0.5994  6.523      33.23  141.2     4.433      122.8  41.67   5.33     -96.03  307.3    0.0   -0.0    0.1  391.0  678.8   315.8   641.3   864.4    -0.191876 2.73718    0 
  6413   645 56336 0.6273  5.407      9.984  342.9     19.98     -6.147  142.9    0.0       -0.0    0.1    0.0   -0.0    0.1  384.7  579.4   258.5   549.4   796.6    0.0266407 3.08162    0 
  6413   813 56336 0.5365  6.061     -12.06  800.3     36.85      65.22  186.8  11.39      309.4  327.0    0.0    0.0    0.1  550.6  900.1   437.9  1075.6  1699.9   -0.0779458 3.88194    0 
  6414   233 56306 0.5129  2.014     -261.1  500.8      10.6      30.53  213.3  9.912     -25.46  136.9    0.0   -0.0    0.1  428.4  650.1   295.8   659.6  1007.0    -0.223635 3.40433    0 
  6415   569 56310 0.4092  9.823     -111.2  552.5     28.59      17.96  255.0  60.53     -22.66  142.7    0.0   -0.0    0.1  424.4  662.6   308.4   704.2  1074.6   -0.0855946 3.48444    0 
  6415   687 56310 0.6434  11.34     -196.3  140.8     14.76      155.2  428.5    0.0        0.0    0.1    0.0    0.0    0.1  865.6 1258.2   574.2  1034.3  1325.0     0.177449 2.30756    0 
  6415   703 56310 0.6252  5.208     -51.76  472.7     4.752     -191.3  69.55   8.46      46.35  186.5    0.0   -0.0    0.1  620.3  962.9   417.3   905.8  1278.4   -0.0442584  3.0635    0 
  6416   108 56312 0.4515  2.946     -451.1  135.5     28.35      88.42  167.5  3.384      71.64  522.6    0.0    0.0    0.1  425.2  636.0  310.75   732.1  1061.1    -0.118726 3.41464    0 
  6416   571 56312 0.5074  2.591     -209.8  460.6     10.39      24.46  240.1  14.62     -32.25  113.3    0.0   -0.0    0.1  375.3  626.3   285.2   663.4   973.3     -0.13369 3.41269    0 
