|plate|fiber|  mjd|     z|  amp1|   vel1|  sig1|  amp2|    vel2|  sig2|  amp3|   vel3|  sig3|  fwhm|  fwqm|   w50|   w80|   w90|   relasym| r9050|  dp|      ra|      dec| oiiilum|
| long| long| long|double|double| double|double|double|  double|double|double| double|double|double|double|double|double|double|    double|double|long|  double|   double|  double|
|     |     |     |      |      |       |      |      |        |      |      |       |      |      |      |      |      |      |          |      |    |        |         |        |
| null| null| null|  null|  null|   null|  null|  null|    null|  null|  null|   null|  null|  null|  null|  null|  null|  null|      null|  null|null|    null|     null|    null|
  1199     2 52703 0.4307  14.72   68.39  135.0  7.569   -46.73  779.4  9.831  -108.7  329.2  607.3 1179.0  593.9 1428.0 2055.0   -0.03266  3.461    0  135.758   39.2961  4.46684 
  1200    73 52668 0.4409  455.6   261.9  216.2  50.56   -715.1  314.2  222.1   -17.4  522.5  655.8 1298.0  579.1 1206.0 1563.0    -0.2705  2.699    0   138.44   40.9412  97.7237 
  1202   463 52672   0.45  9.525   143.7  113.4  11.52   -173.7  151.7    0.0    -0.0    0.1  609.1  743.8  323.5  542.2  658.3   -0.00717  2.035    2  144.645   45.3399  1.28825 
  1203   434 52669  0.585  2.373  -674.2  175.5  2.624    341.8  143.9  15.93  -74.37  161.1  396.9  619.6  300.9  780.6 1086.0    -0.1777   3.61    2  116.285   22.0131  3.16228 
  1204    60 52669 0.3366   14.4  -110.9  389.1  10.83    182.6  145.3   2.09 -1270.0  176.9  771.1 1140.0  550.2 1060.0 1533.0    -0.3307  2.786    2  118.375   23.1585  1.58489 
  1205   398 52670 0.0811  284.4  -259.0  592.6  824.2    65.96  206.1  642.3  -71.54  91.76  447.9  735.5  394.0 1037.0 1462.0    -0.2635   3.71    0  120.721   25.8821  2.95121 
  1217   349 52672 0.2234  191.6  -30.27  224.1  37.63    164.2   85.4  47.22  -27.04  95.74  488.1  696.4  285.1  545.6  705.1   -0.04161  2.473    0  148.331   42.4867  3.80189 
  1217   536 52672 0.4273  5.072  -216.1  529.7  7.717    50.63  163.9    0.0    -0.0    0.1  557.4 1171.0  550.6 1141.0 1538.0    -0.2032  2.793    0  150.846   42.7612  1.54882 
  1218   481 52709  0.511  26.62  -107.0  149.5  7.778    105.1  361.1    0.0    -0.0    0.1  407.3  641.7  300.8  673.3  923.5     0.2728   3.07    0  153.507   43.2621  4.36516 
  1220   188 52723 0.1004  565.0  -24.24  361.2  196.5    47.94  853.5 1195.0   44.97  160.2  505.6  864.5  433.4 1108.0 1722.0   0.007737  3.973    0  165.052   8.77122  6.60693 
  1225   505 52760 0.2226  253.1   19.55  211.6  68.75   -20.56  420.5  38.56   152.6   74.5  550.7  811.6  347.2  699.9  965.0   -0.05784  2.779    0  175.743   10.4633  6.30957 
  1227   429 52733 0.0699 1055.0  -205.8  103.8 1553.0    114.8  128.9  248.2   19.44  308.2  567.1  709.8  324.5  551.2  684.3   -0.06532  2.109    2   178.19   10.2733  1.99526 
  1233   178 52734 0.0829  329.0  -320.3  104.3  352.4   -112.1  91.39  595.5   146.9  169.0  716.6  878.4  360.6  638.6  774.7   -0.03091  2.148    2  189.681   9.46018  1.25893 
  1263   248 52708 0.1973  128.1  -227.2  129.8  284.9    52.63  135.3  32.22   136.2  424.4  478.4  679.0  295.6  581.0  813.3    0.05942  2.751    0  116.138   20.1841  3.89045 
  1267   357 52932 0.2323  41.91  -54.77  231.5  19.43   -23.31  471.5  154.9   29.32  114.3  325.0  513.1  248.2  584.6  897.1   -0.09365  3.614    0  125.261   27.8433  3.01995 
  1268   265 52933 0.5684  12.92  -6.489  400.0  32.23   -37.68  206.3  6.674   90.15  37.57  553.0  835.7  353.1  725.8  997.4    0.01644  2.825    0  127.893   29.0443  10.4713 
  1269   141 52937  0.398  57.66  -75.54  229.8  69.04    -25.9  113.5  10.81  -196.5  707.8  382.4  634.0  317.6  783.5 1297.0    -0.1806  4.084    0  130.791   29.7346  9.33254 
  1270   107 52991 0.1787  50.65  -23.51  414.1  79.65   -117.9  181.4  25.92  -140.9  82.87  475.2  812.9  365.5  806.4 1122.0     0.1124  3.068    0  132.659    30.659  1.65959 
  1271   579 52974 0.4975  29.39   4.543  128.3   20.8   -94.62  240.9  2.304  -126.7  673.7  404.6  643.2  293.1  636.8  933.6    -0.1349  3.185    0  134.883     33.07  6.16595 
  1275   600 52996 0.4498  33.31  -76.22  246.3  45.92   -153.3  100.4  11.32   34.87  746.2  373.9  713.5  406.0 1084.0 1715.0     0.1553  4.224    0  144.405   37.0932  9.54993 
  1278   378 52735 0.2267  39.97   148.4  337.2  205.2    19.38  158.8    0.0     0.0    0.1  410.0  604.4  263.3  541.4  757.5     0.1497  2.877    0  188.764    50.847  3.54813 
  1289    76 52734 0.3615  9.441  -56.38  408.0  1.464  -1062.0  233.1  6.712   159.3  147.0  711.5 1153.0  554.6 1134.0 1542.0    -0.2708   2.78    0   222.23   43.8181  1.31826 
  1290   267 52734 0.1784  22.22 -1197.0  761.3  84.33    161.2  281.8  61.05  -398.3  424.7 1244.0 1869.0  909.1 1797.0 2350.0    -0.3586  2.585    0  222.336   42.3504  2.95121 
  1293   417 52765 0.2255  35.45  -68.59  301.8  63.53     49.1  155.9  31.62  -41.95  95.12  398.0  622.8  268.4  571.0  786.2    -0.1049  2.929    0   231.12   40.1332   1.8197 
  1295   552 52934 0.5615  30.05   99.61  89.33  79.46   -36.88  141.9  22.61  -69.09  299.0  397.3  564.8  245.8  485.8  667.5    -0.1136  2.715    0  123.519   6.04399   17.378 
  1296   252 52962 0.4976  16.61  -71.66  163.7  5.102    -2.31  522.5  4.982   4.219  78.19  408.3  656.2  332.7  846.0 1292.0    0.06519  3.882    0  124.549   5.69263  3.46737 
  1297   450 52963    0.4  4.837   46.73  414.4  2.067   -819.2  997.2  5.477   399.5  191.6  969.2 1627.0 1004.0 2092.0 2711.0     -0.451    2.7    0  128.793   7.65837  1.69824 
  1297   465 52963 0.2326  29.76   61.27  98.48  28.97   -66.93  311.0  8.475   109.4  774.2  480.5  939.7  472.4 1153.0 1723.0    0.08339  3.648    1  127.876   7.09986  1.54882 
  1299   267 52972 0.4196  20.74  -30.38  103.6  12.91   -272.2  550.7  39.36   22.79  232.6  478.7  828.9  401.6  962.1 1355.0    -0.2543  3.375    0  133.131    7.6704  6.91831 
  1300   218 52973 0.1511   11.5  -394.0  782.9  106.1   -80.44  221.7  81.83  -27.12  420.8  694.9 1088.0  475.5 1019.0 1451.0   -0.07428  3.052    0  136.016   7.80537  1.99526 
  1302    87 52763 0.4157  8.612  -36.95  223.4  8.821   -72.34  544.7  2.873  -274.5  64.58  783.8 1319.0  539.7 1167.0 1593.0  -0.004935  2.951    0  140.934   8.18089  2.51189 
  1303    67 53050 0.6312  4.654  -11.32  290.2    0.0     -0.0    0.1    0.0    -0.0    0.1  683.4  966.4  391.5  743.8  954.7 -6.286e-05  2.439    0  144.053   9.24437  1.54882 
  1305   469 52757 0.5068  9.951   55.08  132.7  4.564   -133.7  188.7    0.0     0.0    0.1  381.1  575.2  237.1  464.7  602.5    -0.1566  2.541    0  146.352   10.0937  1.34896 
  1306   180 52996 0.5911  16.74   42.05  63.05  10.57   -6.645  507.2   13.8   290.4  52.17  434.3  953.0  524.1 1128.0 1523.0   -0.08275  2.907    2  148.066   9.83857  6.91831 
  1307    58 52999 0.4185  9.036  -794.7  403.3  17.96    103.8  420.9    0.0    -0.0    0.1 1514.0 2055.0  856.3 1552.0 1922.0    -0.1165  2.245    1  150.666   9.19702  4.16869 
  1309   449 52762 0.3127  108.9  -222.6  114.3  61.44    87.49  108.3  81.59  -65.02  380.3  607.4  866.8  397.9  770.8 1065.0     0.0734  2.678    2   172.28   57.9348  8.70964 
  1311   428 52765 0.3953   21.3  -125.7  534.9  200.2   -8.902  203.9    0.0    -0.0    0.1  509.2  739.8  325.5  666.9  959.3    -0.1021  2.947    0  174.295    57.533  16.5959 
  1311   519 52765 0.1738  34.99  -33.74  306.0  3.949   -486.7  729.8  428.8  -14.75  124.8  308.7  446.1  198.0  407.2  604.1    -0.1184  3.051    0  175.953   57.3126  2.75423 
  1311   602 52765 0.4444  20.61  -25.05  183.7    0.0     -0.0    0.1    0.0    -0.0    0.1  432.6  611.8  247.8  470.9  604.3 -5.681e-08  2.439    0  177.467   58.3059  1.65959 
  1317   109 52765 0.4555  8.845   38.53  485.5  12.33   -156.4  111.8    0.0    -0.0    0.1  406.5 1029.0  508.9 1085.0 1462.0     0.1497  2.873    0  192.108   56.9753  2.63027 
  1318   410 52781 0.1834  45.53   168.0  461.7  29.26   -682.4  322.1    0.0    -0.0    0.1 1650.0 2067.0  873.0 1514.0 1857.0 -0.0003016  2.127    1  194.742   57.8395  1.41254 
  1319   125 52791 0.2032  13.33  -512.4  857.1  182.9   -8.775  201.1  90.64   19.01  428.1  598.0  944.1  436.9 1001.0 1510.0    -0.1606  3.455    0  197.876   55.9804  5.24807 
  1321   169 52764 0.2922  32.12  -24.69  243.8  3.301   -5.427  594.3  2.938  -140.4  46.93  600.3  873.3  373.2  754.2 1046.0    0.02093  2.804    0  204.613   55.4504  1.44544 
  1321   407 52764 0.2407  227.7   17.55  124.0  17.16   -64.39  331.5    0.0     0.0    0.1  304.6  439.1  190.3  382.8  537.4    -0.0869  2.824    0  203.767   57.1168   3.0903 
  1321   580 52764 0.5725  76.18  -27.85  236.1  15.62    169.5  439.4  84.11  -58.98  101.9  365.9  637.6  288.8  646.6  918.6     0.1778  3.181    0  205.089    56.722  29.5121 
  1322   240 52791 0.1382  34.99   -21.7  378.3  239.7    133.8  97.89  123.6  -125.1  128.5  434.3  614.7  291.0  537.0  722.8    -0.1814  2.484    0  205.074    55.302  1.28825 
  1322   577 52791 0.4691  12.41  -6.607  324.9  2.632   -447.3  671.0  16.01  -39.24  135.7  468.1  826.5  395.0  973.6 1451.0    -0.2432  3.674    0  206.974   56.5423   4.0738 
  1326   485 52764 0.2429  33.83  -14.75  195.0  19.15   -170.0  545.4    0.0    -0.0    0.1  610.4 1082.0  487.6 1098.0 1523.0    -0.1284  3.124    0  217.022   53.7616  1.58489 
  1327   565 52781  0.646   16.8  -55.29  179.8    0.0     -0.0    0.1    0.0    -0.0    0.1  423.4  598.8  242.6  461.0  591.6  -3.38e-05  2.438    0  219.984    53.649  3.71535 
  1328    28 52786 0.3506  31.72   -15.9  167.3  10.39 -0.09701  607.2  6.087  -67.11  66.12  431.8  720.3  391.2 1067.0 1590.0    0.02309  4.063    0  224.262   50.6863  2.81838 
  1332   482 52781 0.3694  20.48   49.96  181.4   32.3   -131.0  129.5  8.304   119.5  357.2  446.7  679.0  299.5  599.2  808.0     0.2266  2.698    0  234.072   46.4594  2.88403 
  1334   397 52764 0.6192  29.41  -37.79  266.3  13.54    30.83  673.0   28.9  -139.0  158.8  576.6  947.2  458.2 1068.0 1604.0     0.1147  3.501    0  237.933   43.7995  23.4423 
  1334   511 52764 0.1968  451.0   2.761  115.8  37.11    16.04  366.3    0.0     0.0    0.1  286.6  415.2  185.9  385.4  574.4    0.02274  3.089    0  238.316   44.1304  3.63078 
  1334   596 52764 0.6891  5.602  -202.2  233.3    0.0     -0.0    0.1    0.0    -0.0    0.1  549.4  776.9  314.7  598.0  767.6  3.976e-08  2.439    0  239.165   43.9056  1.94984 
  1335    58 52824 0.5432  4.408   58.54  561.3  13.34   -115.6  168.2    0.0    -0.0    0.1  477.5  788.7  411.2 1017.0 1470.0     0.1771  3.575    0  241.957   40.5238  3.54813 
  1336   226 52759 0.3499   22.2  -238.8  100.8  59.94    30.01  153.1  5.429   -3.34  388.5  493.6  661.9  282.5  527.8  684.5   -0.01125  2.423    0  243.507   38.1354  3.16228 
  1338   196 52765 0.1818  76.59  -19.24  315.3  22.31   -345.4  582.4  20.79   287.6  115.3  903.4 1274.0  558.1 1093.0 1473.0    -0.2096  2.639    0  247.139   35.7856   1.8197 
  1340   161 52781 0.1854  139.3  -22.61  88.69  80.24    64.79  150.3  12.47  -70.65  544.2  269.9  423.3  204.1  478.3  859.3    -0.1132  4.209    0  249.456   31.1541  1.51356 
  1345   140 52814 0.6141   42.6   249.3  433.7  21.29   -93.33  806.2  29.08   201.2  122.8  806.1 1537.0  708.5 1550.0 2117.0    -0.1582  2.988    0  206.496   41.8218  41.6869 
  1346   317 52822 0.2833  14.76  -339.1  630.9  40.48    179.6  176.1  15.65  -253.7  245.3  806.8 1261.0  632.1 1226.0 1634.0    -0.3128  2.585    1  207.845   42.1147  2.75423 
  1346   372 52822 0.1932  38.59  -26.51  350.7  188.7    18.85  181.4  306.4   9.089  103.8  309.7  474.6  208.5  441.9  630.2   -0.02561  3.022    0  209.154   43.0677   4.2658 
  1347   550 52823 0.5334  58.03  -71.75  309.9  189.6    17.06  123.3  2.836  1104.0  431.6  339.1  523.9  247.0  563.1  865.6   -0.01922  3.504    0  213.329   41.9497   30.903 
  1349   232 52797  0.531  8.315  -155.8  621.9  11.43   -1.396  177.4  7.924  -121.4   75.8  476.8 1009.0  523.8 1288.0 1787.0    -0.0816  3.411    0  217.416   39.9932  5.62341 
  1350   545 52786 0.2938  19.78   21.41  152.7  19.29   -70.94  388.3  1.618  1168.0  233.7  543.0  941.2  412.6  922.4 1338.0    0.06658  3.242    0  222.063    39.224  1.62181 
  1352   419 52819 0.2355  133.3  -85.34  110.0  175.1    107.6  125.5   39.2   26.31  311.6  428.5  584.0  249.2  475.0  634.8   0.007656  2.548    0  225.572    38.052  4.16869 
  1357    51 53034 0.5305  35.59   14.47  396.2  155.9   -160.3  125.0    0.0    -0.0    0.1  334.3  515.8  267.0  662.5  952.9     0.2801  3.569    0  154.328   39.5225  23.9883 
  1363    39 53053 0.2612  125.5   125.8  377.1  47.04   -279.2  732.5  56.53   14.25  128.5  795.7 1380.0  624.3 1380.0 1892.0    -0.1888  3.031    0   167.47   42.5544  9.77237 
  1364   546 53061 0.4513  11.13  -47.43  590.0  35.74    -10.7  224.1  43.75  -51.28  99.44  360.9  647.0  321.4  814.1 1269.0   -0.01435   3.95    0  168.461    45.041  8.70964 
  1365   429 53062 0.2036  263.2   54.14  163.1  133.9   -276.1  285.9  24.04  -233.5  580.9  551.0  936.3  418.4  818.6 1071.0    -0.2475  2.559    0  169.931   45.2702   5.7544 
  1373   197 53063 0.2284  61.65   83.87  141.9  68.59   -135.9  114.4  2.216  -204.5  627.9  449.2  602.2  259.0  482.4  632.0    0.04085   2.44    0  192.229   44.7038  1.44544 
  1373   290 53063 0.2439  29.21   119.8  315.5  40.97    29.54  139.1  4.553  -472.9  730.3  458.7  776.5  370.0  940.6 1495.0    -0.2715   4.04    0   191.12   43.9412  1.69824 
  1375   544 53084 0.0906  181.0  -49.61  297.2  76.34   -229.5  611.8  667.1   160.5  144.9  412.8  702.7  366.8  848.8 1211.0    -0.3733  3.302    0  199.166   44.8764   1.8197 
  1377   222 53050 0.1938  21.91   285.3  342.7  235.2    15.66  172.4  14.44  -471.0  320.8  431.8  631.5  285.1  600.2  905.4   -0.04665  3.176    0  205.825   39.7938  2.81838 
  1379   443 53084 0.0806  546.5   64.95  176.9  331.1   -86.66  379.9  861.5   18.92  118.1  369.8  585.7  272.5  628.1  909.9    -0.1664  3.339    0  211.422   40.4424  2.34423 
  1380    32 53084 0.7585  9.538  -830.2  972.9  23.48     61.7  209.1  13.53   222.7  652.8  780.2 1973.0 1014.0 2261.0 3006.0    -0.2575  2.966    0  215.671   38.6196  44.6684 
  1384    87 53121 0.5395  30.91  -61.46   68.5  10.23   -53.84  635.9    0.0     0.0  100.0  201.6  391.0  554.7 1417.0 1913.0   0.006128  3.448    0  225.439   34.0535  6.45654 
  1384   605 53121 0.2829  42.25  -24.12  191.7  6.621   -244.2  443.1    0.0    -0.0    0.1  488.2  718.3  319.8  673.7  968.5    -0.2104  3.029    0  226.146   35.7642  1.47911 
  1385   467 53108 0.6194  7.125  -235.2  565.2  16.75   -16.03  239.8  11.42  -68.67  102.6  475.9  864.8  416.3  995.7 1411.0    -0.1882   3.39    0  227.182   34.4381     10.0 
  1386   526 53116 0.1353  68.11   433.8  175.2  184.3   -415.9  188.3  174.6  -47.83  516.4 1170.0 1512.0  721.4 1224.0 1532.0     0.1551  2.123    2  229.288   33.8902  3.16228 
  1386   607 53116 0.1996  50.82  -231.7  306.8   35.4   -42.05  107.6  19.38   362.3  195.6  601.6 1124.0  442.1  912.5 1159.0   0.005796  2.622    1  229.891   34.1098  1.31826 
  1387   494 53118 0.6291  7.757   292.3  78.63   22.3   -153.8  127.9  12.46  -13.05  516.2  673.3  971.2  512.2 1055.0 1472.0    0.08928  2.875    2  231.131   32.6307  11.2202 
  1389    94 53135 0.4565  38.66  -21.88  126.2   2.61   -70.67  470.4    0.0    -0.0    0.1  310.2  448.1  204.8  432.5  688.2   -0.08527   3.36    0  235.684    29.724  2.88403 
  1391   471 52817 0.1493  256.4   71.97  159.4  237.5   -73.22  97.62  129.9   106.4  395.9  431.3  660.6  313.2  665.5  967.3     0.1546  3.088    0  238.842   28.2231  3.31131 
  1392   610 52822 0.1584  141.3   -24.4  522.3  179.0   -154.6  121.4  125.1   142.9  87.41  636.5 1126.0  486.4 1109.0 1525.0    0.03218  3.136    2  241.631   27.6119  3.54813 
  1396   587 53112 0.2685   19.2   62.88  149.8  22.38    119.2  696.6  25.13  -22.56  372.5  819.0 1475.0  641.3 1402.0 1914.0    0.05691  2.984    0  220.666   42.1948  3.31131 
  1398   109 53146 0.2282  64.34   100.3  226.7  32.75    14.27  112.1  9.121  -73.34  507.9  464.0  721.2  315.8  670.7  960.1   -0.07516   3.04    0  226.105   39.1414   1.8197 
  1398   587 53146 0.2506  39.05   40.03  240.5  15.13   -155.5  659.3  23.19  -120.9  130.1  595.2  940.9  456.6 1104.0 1618.0    -0.1253  3.544    0  226.604   40.2318  2.23872 
  1399   180 53172 0.5654  3.389  -12.06  26.07  34.03   -45.33  236.8  6.086   171.2  91.11  558.8  772.3  324.4  600.5  766.0   -0.04843  2.361    0  228.099   38.1591   7.4131 
  1401   451 53144 0.4389  11.45    32.2  253.4  9.149   -152.2  620.3  4.096  -414.6  70.62  919.9 1447.0  626.8 1293.0 1765.0   -0.09137  2.817    2  233.128   36.5511  3.71535 
  1401   517 53144 0.1286  372.8  -21.63   91.1  16.55   -148.8  641.0  132.8    80.8  225.3  262.9  435.9  218.5  537.4  875.0   -0.01383  4.005    0  233.408   35.9523  1.51356 
  1402   238 52872 0.5514  53.23   175.2  73.36  137.3   -212.8  82.05  52.01  -52.25  346.0  518.3  682.7  385.8  661.1  919.3     0.1822  2.383    2  234.934   34.5844  26.3027 
  1408   284 52822 0.4237  27.07  -23.55  176.2  4.492    10.26  401.9    0.0    -0.0    0.1  450.8  660.2  286.8  583.7  818.7    0.03711  2.855    0   246.32   26.8762  2.51189 
  1409    54 52824 0.5846  22.73   133.3  165.9  64.15   -130.9  157.2  12.33  -57.54  521.2  503.9  759.6  344.0  724.6 1074.0    0.03676  3.122    0  249.222   24.9629  19.0546 
  1417   124 53141 0.1517  317.8  -42.33  256.7  300.7    62.36  102.0  57.59  -45.95  540.7  425.0  737.8  336.8  725.4 1028.0   -0.09055  3.052    0  238.682   34.0412   4.2658 
  1418   370 53142 0.1195  102.6  -129.4  386.7  319.1    89.91  94.18  414.2   3.465  165.5  358.1  558.1  262.2  562.6  816.8    -0.2573  3.115    0  239.622   35.2246  2.39883 
  1420   262 53146 0.1531  74.83  -210.3  126.2  232.9    72.96  164.3  55.52  -82.58  459.7  546.3  777.9  351.2  709.3 1018.0    -0.1349  2.899    0  243.328   30.9103  2.23872 
  1424   515 52912 0.1034 1222.0   98.66  103.1  769.9   -12.49  185.4  118.7  -56.91  428.8  326.5  523.3  235.0  495.2  692.9    -0.1986  2.948    0  253.313   23.8286  3.98107 
  1428   550 52998 0.2096  54.37  -57.73  152.7   49.0   -18.57  354.5  24.37   46.17  81.18  457.1  762.8  329.5  722.5  999.9    0.01028  3.035    0   157.48   39.3464  1.77828 
  1431   541 52992  0.579  19.55   415.1  155.7  60.37   -45.41  214.6  22.76  -107.0  600.6  768.5 1164.0  516.8 1098.0 1521.0   -0.09422  2.944    1  159.863   45.2043  26.9153 
  1432   274 53003 0.1507  310.6  -12.82  291.8  146.2    325.5  81.79  70.57   -32.0  84.62  714.8  945.7  413.8  738.5  925.5   -0.05999  2.237    2  158.735   39.6614  3.16228 
  1437   260 53046 0.4569  87.86  -31.29  328.0  49.33   -334.7  103.6  94.16  -105.5  111.7  513.4  840.7  351.4  723.7  951.6     0.1354  2.708    0  165.419    40.073   20.893 
  1443   222 53055 0.2041  32.48  -191.5  101.1  77.76     41.2  204.4  8.071   91.19  480.0  581.5  772.2  335.1  625.4  831.8     0.1151  2.482    0  172.136   41.7372  1.41254 
  1447   189 53120  0.445  19.91  -2.933  180.4  8.014   -81.11  631.0  16.19   66.85  101.3  396.5  672.0  383.3 1057.0 1605.0    -0.1101  4.188    0  178.226    41.948  4.57088 
  1451   190 53117 0.0939  120.7   30.96  301.7  801.7    70.03  106.3  287.2  -143.8  93.66  356.3  516.5  224.0  438.2  592.4   -0.05057  2.644    0  184.664   47.1077  1.47911 
  1452    68 53112  0.221  12.88   -39.8  77.96  13.56   -689.2  255.4  49.08   29.86  363.8  795.9 1396.0  573.3 1129.0 1427.0   -0.09978  2.489    0  187.336   41.9714  1.65959 
  1452   485 53112 0.2071  25.81   154.0  67.07   66.8   0.5531  200.6   12.9  -118.4  439.6  501.3  724.3  329.4  652.7  922.8    -0.1684  2.801    0  186.469   43.0401  1.31826 
  1459   112 53117 0.6095  12.12  -47.08  253.8    0.0     -0.0    0.1    0.0    -0.0    0.1  597.7  845.2  342.3  650.4  834.8  -4.79e-05  2.439    0  197.185   45.7494  3.23594 
  1461   252 53062 0.5602  9.991  -18.25  338.6  12.85   -128.9  63.22  11.48   34.83  114.4  402.6  640.4  299.7  669.4  945.2    0.03165  3.154    0  198.346    45.893  4.57088 
  1461   293 53062 0.4627  5.224   219.4  44.82  19.77   -33.64  112.5  4.906  -179.0  410.0  310.1  562.0  279.7  719.9 1005.0    -0.2522  3.594    2  197.906    45.826  2.18776 
  1462    68 53112 0.2118  122.6    31.5  176.7  22.31   -11.37  312.8  6.887  -87.24  59.73  447.0  644.0  268.3  525.2  699.8   -0.02169  2.608    0  201.474   40.9812  1.90546 
  1463   554 53063 0.3628  50.74  -187.4  123.3  101.5    154.9   96.1   21.6   13.74  452.4  535.9  720.5  383.5  693.4 1019.0   -0.09374  2.657    2  203.094   46.5407  6.60693 
  1465   119 53082 0.5113  45.16   68.07  87.11  40.99   -51.16  211.8 0.9297   592.0 1434.0  326.9  560.3  262.5  569.3  971.0      0.113  3.699    0  206.334   45.0637  8.91251 
  1487    10 52964 0.5499  4.326  -135.4  395.1   3.82    78.03  124.0    0.0    -0.0    0.1  604.0 1037.0  467.0  910.8 1204.0    -0.1534  2.579    1  356.411   -1.0276  1.69824 
  1487   311 52964   0.59  19.66  -27.71  226.2  39.36    27.86  111.3   4.54  -172.1  575.1  338.7  549.6  271.4  652.0 1022.0    -0.2272  3.766    0  354.275 -0.063857  10.9648 
  1488   606 52965 0.4209  15.27  -27.09  213.6  1.101   -269.0  539.2    0.0    -0.0    0.1  522.7  752.4  325.1  653.6  919.9    -0.1337   2.83    0  358.554   1.12757  1.44544 
  1496    89 52883 0.1348  152.1  -61.19  326.1  110.9    172.5  132.6   26.8  -45.43  76.62  640.6  955.8  402.6  769.1  993.7    -0.1478  2.468    0  13.1275  -1.26345  1.51356 
  1499    39 53001 0.5951  15.44  -161.5  125.5  28.58    137.7  286.3  6.268   -28.7  541.0  770.7 1053.0  462.5  868.9 1178.0    0.01976  2.547    0  19.6238 -0.121282  13.1826 
  1499   522 53001 0.2809  195.6  -103.8  133.7  1.591    495.4  270.7  209.7   135.8  106.5  471.5  604.5  255.9  450.1  557.7   -0.07079  2.179    1  18.4213   1.10236  6.45654 
  1500   511 53730 0.6331  2.452  -267.6  66.81   6.72    20.68  251.5    0.0    -0.0    0.1  668.4  856.4  370.0  648.7  812.3    0.06599  2.195    2  19.9613  0.126858  2.13796 
  1510   145 52992 0.4276  6.169   -26.8  593.8  27.01    -56.3  211.0   3.71   70.87  62.01  552.6  839.4  387.7  872.7 1340.0    0.02142  3.456    0   40.077 -0.402719  3.80189 
  1510   521 52992 0.4316  11.61  -107.4  616.5  11.62    213.8  103.8   2.83  -56.66  52.13  721.6 1517.0  726.9 1456.0 1923.0    -0.1174  2.645    2  40.0967   1.24243  3.46737 
  1577   287 53495 0.5411   3.79  -839.9  290.0  24.69    514.5  539.3  3.115   70.66  22.66 1277.0 1904.0  802.6 1646.0 2171.0    -0.1488  2.705    0  241.673   27.4325  10.9648 
  1583   518 52941 0.6432  1.121  -796.8 1009.0  4.798    119.1  154.6  2.404  -328.7  223.3  792.8 1167.0  863.0 1904.0 2543.0    -0.4504  2.946    1  119.919   21.3437  2.95121 
  1586   360 52945 0.3814  15.74   24.05  234.7  7.398   -154.4  531.6    0.0    -0.0    0.1  683.7 1090.0  479.0 1026.0 1412.0      -0.15  2.949    0  126.965   26.6242  2.23872 
  1587   418 52964 0.1922   69.8  -2.015  415.0  95.21     73.6  88.59  144.2   77.13  146.0  335.3  571.8  287.5  720.1 1061.0    -0.1119  3.692    0  128.867   27.7915   3.0903 
  1588   245 52965 0.6865  4.128  -7.357  421.4    0.0     -0.0    0.1    0.0    -0.0    0.1  992.3 1403.0  568.5 1080.0 1386.0  1.013e-05  2.439    0  130.255   28.0071   2.5704 
  1588   460 52965 0.6862  11.29  -5.361  235.5  26.85   -67.34   93.3    0.0    -0.0    0.1  269.9  433.4  196.6  436.9  616.5     0.1334  3.136    0  130.914   29.0235  7.58578 
  1590    87 52974 0.6091  5.482   192.6  281.3  10.38   -261.1  146.5   1.38  -171.1  931.0  685.1 1094.0  572.3 1152.0 1857.0   -0.02278  3.244    1  135.612    30.102  4.57088 
  1590   397 52974 0.1387  124.9   90.44  139.1  99.45   -34.86  211.5  37.32  -75.85  524.5  463.8  727.3  341.1  750.8 1122.0    -0.1547  3.288    0  134.544   31.3601  1.41254 
  1591   543 52976 0.4942  11.03  -28.51  666.4  3.356    396.4  306.5    0.0     0.0    0.1 1504.0 2120.0  876.6 1650.0 2122.0    -0.0737  2.421    0  137.663   32.5903  4.89779 
  1594   142 52992 0.5293   29.9  -137.3  120.1  10.41    596.8  838.9   67.2  -115.6  418.2  757.9 1326.0  621.9 1390.0 1998.0     0.2769  3.213    0  145.798   34.9377  28.8403 
  1594   417 52992 0.1366  123.7   146.0  72.78  157.0    32.06  103.9  296.7  -15.87  243.6  425.5  658.1  276.9  548.7  729.3    -0.1063  2.634    0   144.97   35.8997  2.29087 
  1602   117 53117 0.1453  365.3   7.792  200.3  424.6    28.26  98.81  68.58  -46.88  356.9  329.5  534.6  232.5  502.2  702.5   -0.06975  3.022    0  163.981   11.0478  3.80189 
  1604    96 53078 0.1628  267.0  -2.668  182.7  32.36   -122.9  634.2  84.18  -57.84  77.52  391.4  613.4  295.2  696.6 1165.0     -0.146  3.948    0  167.951   11.2619  2.69153 
  1604   309 53078 0.4974  31.83   115.4  170.9  3.266    123.8 1065.0  30.91  -167.4  497.9  771.9 1362.0  633.2 1313.0 1840.0   -0.06803  2.906    0  166.461   11.4506  14.4544 
  1604   512 53078 0.3966  8.426  -293.2  397.0  15.18    214.4  85.77   49.4    31.7  165.4  473.7  659.2  312.1  683.8  964.3    -0.3598   3.09    0   168.16   12.1735  4.16869 
  1607   301 53083 0.6088  5.992  -246.9 1056.0  9.845   -59.36  188.1  11.06   395.8  431.7 1133.0 1863.0  883.2 2067.0 2811.0     -0.186  3.183    1  172.599   11.8951  13.4896 
