|plate|fiber|  mjd|     z|  amp1|   vel1|  sig1|  amp2|    vel2|  sig2|  amp3|   vel3|  sig3|  fwhm|  fwqm|   w50|   w80|   w90|   relasym| r9050|  dp|      ra|      dec| oiiilum|
| long| long| long|double|double| double|double|double|  double|double|double| double|double|double|double|double|double|double|    double|double|long|  double|   double|  double|
|     |     |     |      |      |       |      |      |        |      |      |       |      |      |      |      |      |      |          |      |    |        |         |        |
| null| null| null|  null|  null|   null|  null|  null|    null|  null|  null|   null|  null|  null|  null|  null|  null|  null|      null|  null|null|    null|     null|    null|
   711    58 52202 0.6261   28.8  -21.22  199.1  10.08   -200.6  459.5  19.22   97.33  121.8  482.3  748.4  355.1  765.5 1082.0    -0.2693  3.046    0  49.9606 -0.980706  14.4544 
   711   246 52202 0.5578  8.719   85.89  443.2  24.13   -82.33  174.0    0.0    -0.0    0.1  491.5  786.5  363.8  814.4 1139.0     0.1959   3.13    0  48.7046  -1.08396  6.60693 
   713   548 52178 0.4067  36.23  -20.92  137.4  6.047   -5.508  281.9    0.0    -0.0    0.1  349.4  508.5  216.4  431.6  588.2    0.01806  2.719    0  53.6478   0.62358  2.29087 
   714   539 52201 0.5649  21.82  -35.86  163.0  3.599    299.8  56.66    0.0    -0.0    0.1  385.8  625.9  235.9  465.7  593.0     0.0713  2.514    0  55.7186  0.881232  3.16228 
   718    38 52206 0.1805  166.1   32.93  132.6  74.95    -53.6  268.6  34.85   181.4  72.11  403.3  590.1  254.8  513.2  694.7    -0.1577  2.726    0  333.075  -9.73552  1.99526 
   722   631 52224 0.6169  13.47   66.23  134.8  4.709   -167.6  62.39  1.636  -435.0  81.99  413.3  533.2  240.1  441.6  632.8    -0.2162  2.636    0  341.039  -8.58477  2.39883 
   724   405 52254 0.1493  79.58  -331.8  126.9  73.56    196.4  126.2  57.07  -49.89  522.1  904.4 1192.0  596.0 1046.0 1450.0    0.02366  2.433    2  343.792  -8.20956  1.41254 
   733    65 52207 0.1092  51.07   4.203  429.6  385.2    -7.38  184.3  33.42   83.59  85.17  454.6  663.5  287.1  580.8  810.2  -0.002983  2.822    0  328.607   11.5249  1.34896 
   746   611 52238 0.2185  64.92   6.804  150.8  62.71    23.16  89.93  16.02   65.01  325.4  292.8  455.8  203.3  441.5  642.7    0.06354  3.162    0  353.087   15.4878  1.47911 
   755   579 52235   0.28  27.53   84.88  141.9   43.3    8.641  289.2   20.5  -109.7  537.2  626.4 1026.0  452.2  957.9 1327.0    -0.1253  2.935    0  116.965   32.0145  3.63078 
   757   602 52238 0.6562  2.248  -898.2 1357.0  4.104    222.8  37.85  4.514   10.42  356.8  675.4 1544.0 1468.0 2868.0 3842.0    -0.3221  2.617    0  121.129   36.1217  6.16595 
   759   434 52254 0.5512  7.862  -534.0  173.9  49.94    10.44  190.3  5.932  -294.1  583.4  492.5  900.0  401.6  884.8 1186.0    -0.2856  2.953    1  123.221   40.3166  11.2202 
   762   533 52232 0.4384  8.431   56.15  109.6   11.7   -58.48  287.0    0.0    -0.0    0.1  470.4  776.7  329.1  661.9  875.8    -0.1048  2.661    0  129.283   45.2308   1.8197 
   762   579 52232 0.2635  54.19   83.09  147.1  43.32   -42.32  264.1  13.04  -58.69  537.9  502.0  805.9  361.1  768.6 1091.0     -0.122  3.022    0  129.664   44.7818  3.01995 
   763   584 52235 0.5549  15.53   102.4  121.9  1.892  -1167.0  237.6  8.863  -172.3  479.8  398.6 1008.0  608.0 1243.0 1658.0    -0.3412  2.726    0  132.707   46.4408  5.24807 
   764   376 52238 0.5535  11.77   85.28  79.42  15.71   -31.31  117.2  9.565  -113.0  316.1  363.0  580.3  274.8  593.5  829.2    -0.2112  3.018    0  133.801   48.6026  4.67735 
   767   434 52252 0.5877  11.08  -364.5  115.0  29.15     64.7  157.8  9.202   28.14  626.0  660.5  967.1  493.3 1084.0 1598.0    0.01798  3.238    2  140.469   51.8967  10.9648 
   774   124 52286  0.669  6.308  -112.7  321.0    0.0     -0.0    0.1    0.0    -0.0    0.1  755.9 1069.0  433.0  822.8 1056.0  -2.89e-08  2.439    0  165.841   60.0891  2.75423 
   776    99 52319 0.1112  475.5  -33.71  154.8  328.8    246.5  95.53  138.1  -137.4  76.64  549.5  668.5  299.3  497.1  600.5    0.05765  2.006    0  174.339   61.3337  1.69824 
   776   236 52319 0.4257  8.674  -15.98  391.4  29.97    7.184  140.6    0.0     0.0    0.1  386.7  596.3  279.1  635.1  953.7   -0.03656  3.417    0  173.433   61.5821  2.95121 
   781   131 52373 0.1353  85.63  -148.7  276.5  206.8   -11.76  129.4   12.1  -264.9  569.6  379.9  624.9  290.4  643.2  904.2    -0.2404  3.113    0  190.401   61.6787  1.31826 
   793    51 52370 0.5597  6.832   78.76  389.6   3.78   -650.5  662.5  10.71  -23.23  129.2  478.4 1134.0  642.5 1491.0 1986.0    -0.3094  3.091    0  228.355   53.7576  5.37032 
   793   354 52370 0.3386  5.876  -233.2  559.7  85.29    4.031  200.8    0.0    -0.0    0.1  491.3  707.5  309.6  629.8  912.4    -0.1572  2.947    0  225.325   54.9217  4.36516 
   796   185 52401 0.5117  20.23   153.4  95.88   27.1   -86.49  276.7  1.784  -132.1  696.7  604.7  867.2  408.7  757.9 1022.0    -0.1637  2.502    1  235.917   49.5868  6.91831 
   796   384 52401 0.5849  9.512  -39.53  169.9    0.0     -0.0    0.1    0.0    -0.0    0.1  400.1  565.8  229.1  435.4  558.8  0.0001074  2.439    0  234.932   51.7058  1.51356 
   807   431 52295 0.2027  162.8   30.17  96.89  61.09   -94.71  120.5  65.47  -161.8  263.7  323.1  526.8  241.9  505.7  681.4    -0.2747  2.817    0   41.554   0.07752  2.39883 
   815   356 52374 0.1863  42.95  -139.9  577.5  135.9    8.394  209.1  54.04  -8.474  95.17  460.8  781.1  384.6  934.7 1385.0    -0.1588  3.602    0  244.229   43.3585  2.81838 
   818   158 52395 0.5824   4.54   117.5  49.99  6.049   -32.05  280.2  8.606  -120.6  46.22  369.6  578.3  298.0  613.6  833.7    0.05453  2.798    2  250.964   37.9559  2.13796 
   818   381 52395 0.4178  20.07  -12.91  155.2  9.847   -74.03  267.5    0.0    -0.0    0.1  429.1  636.3  266.1  530.3  709.8   -0.06816  2.667    0  250.082   38.9437  2.13796 
   818   431 52395 0.5957  146.5   7.461  189.1  55.82   -85.55  83.13  34.61   79.26  420.1  438.9  671.3  303.0  632.2  903.4     0.1279  2.982    0  250.382    38.978  45.7088 
   820   136 52438  0.679  2.728  -237.8  38.88  2.543   -43.33  423.6    0.0    -0.0    0.1  338.6 1007.0  513.3 1040.0 1355.0    0.07733  2.639    0  254.114   35.2338  1.69824 
   826   331 52295 0.0758 1057.0   0.485  169.0  58.88   -435.6  115.8   65.6   75.05  481.0  414.9  606.8  266.4  546.4  775.1   -0.02777   2.91    0  124.676   36.0694  1.34896 
   827   112 52312 0.1546  44.77   193.1  818.4  126.8    165.5  117.4  190.4   80.35  233.8  478.1  783.4  412.4 1118.0 1837.0    0.07469  4.455    0  127.688    37.163  3.01995 
   828   155 52317 0.4246  2.722  -237.1 1011.0  7.475   -312.0  189.2  1.978   571.1  329.1  581.6 1724.0  929.7 2064.0 2791.0  -0.001863  3.002    2  129.942    38.722  1.86209 
   828   476 52317 0.6339  7.713  -28.25  420.1  13.27   -52.57  104.8    0.0    -0.0    0.1  345.8  744.0  353.8  896.7 1231.0    0.02491  3.479    0  129.477   39.1794  5.37032 
   831    39 52294 0.6703  3.847  -114.9  746.6    0.0     -0.0    0.1    0.0    -0.0    0.1 1758.0 2486.0 1007.0 1914.0 2456.0 -8.139e-05  2.439    0   137.39   42.8962  3.89045 
   833   276 52314 0.4025  9.516   179.0  91.96  13.67   -281.8  596.7  48.97  -29.08  206.9  600.2  896.3  444.2 1022.0 1452.0    -0.2732  3.269    0  140.059   45.5326  6.45654 
   836   515 52376 0.2828  46.54   180.9  150.7  46.86   -196.9  169.6  8.894  -165.4  571.9  766.5  969.7  441.5  800.5 1108.0    -0.1236   2.51    2  171.156   4.93858  2.69153 
   852   367 52375 0.2027  15.04   257.5  410.4  18.86  -1264.0  655.2    0.0    -0.0    0.1 2700.0 3242.0 1511.0 2425.0 2895.0    0.04629  1.916    0  201.083   5.61797  1.09648 
   861   485 52318 0.3969  8.907  -63.18  268.6  6.148   -424.5  786.0   11.0   141.2  112.1  643.5 1224.0  737.0 1551.0 2142.0    -0.2917  2.907    0  123.377    32.085  2.75423 
   864    63 52320 0.5615  48.31  -95.35  325.2  268.2   -67.52  126.7    0.0    -0.0    0.1  328.5  486.2  218.1  460.1  677.0   -0.05179  3.104    0  130.646   36.4175  41.6869 
   879    95 52365 0.2689  13.73  -82.45  349.0   5.57    266.5  126.0  59.96 -0.7305  130.3  361.1  561.7  254.2  564.5  823.8     -0.111  3.241    0  172.162   50.9068  1.58489 
   894    34 52615 0.2076  65.23  -39.48  232.4  6.118   -221.5  568.7  76.06   101.5  157.1  481.6  717.6  311.2  629.2  864.0    -0.1834  2.776    0  128.005   39.3572  1.90546 
   897    59 52605 0.4538  67.81   56.97  211.1  27.05   -205.1  471.3  37.64   46.92  98.72  441.0  778.4  376.2  867.8 1203.0    -0.2613  3.197    0  134.623    44.293  14.1254 
   898   560 52606 0.1668  177.9   33.55  177.2  47.79   -70.61  76.27  19.95  -172.5  410.9  413.0  604.2  264.6  547.1  788.5    -0.1308   2.98    0  136.843   46.3384  1.62181 
   902    35 52409 0.5703  6.704  -139.3  661.8  12.37    14.45  105.0    0.0    -0.0    0.1  349.1 1109.0  632.9 1495.0 2008.0   -0.09777  3.172    0  149.777    51.057  5.01187 
   904   467 52381 0.1823  55.09   2.091  379.8  25.19   -28.59  111.3  19.13  -179.7  600.8  750.6 1272.0  544.2 1134.0 1519.0   -0.07039  2.791    0  154.099   53.9684  1.62181 
   906   527 52368 0.4282  7.328   18.45  419.9  25.45   -78.43  88.32  29.39   10.45  175.9  351.7  565.9  263.3  571.0  846.1    0.09455  3.213    0  161.272   56.1884  4.16869 
   912   380 52427 0.5226  9.769   148.8  115.2  3.379   -908.1  840.2  6.095  -174.4  373.3  719.8 1393.0  966.5 1837.0 2349.0    -0.4229  2.431    0   203.96  -1.41092   4.2658 
   912   411 52427 0.3292  19.67   91.15  174.0  14.24   -241.4  546.2    0.0    -0.0    0.1  627.6 1305.0  614.0 1210.0 1601.0    -0.2273  2.608    0  204.396  -1.47102  2.23872 
   914    80 52721 0.3908  20.67   23.67  196.0  2.347   -75.32  789.0  41.51  -47.42  104.6  306.5  477.9  233.8  556.6 1013.0   -0.03905  4.332    0  209.331  -2.45083  3.16228 
   914   108 52721 0.1344  32.04  -61.09  589.7  116.4   -21.77  216.5  170.9   4.995  110.2  357.7  589.7  292.3  726.7 1167.0   -0.07582  3.991    0  209.074  -2.51708  1.41254 
   916   547 52378   0.38  50.74   30.88  263.7  7.668   -142.7  571.4  27.38  -15.82  116.2  495.6  816.5  356.2  776.7 1103.0   -0.08537  3.095    0  213.314  -1.70582   6.0256 
   922   155 52426 0.4394  18.74  -9.697  223.2  78.57 0.000782  94.38  48.71  -157.4  100.1  329.3  463.6  195.2  376.6  500.2    0.01008  2.563    0  226.534  -2.12895  7.07946 
   923   473 52404  0.146  340.0   99.32  75.55  105.1    177.7  56.93  139.6  -126.8  108.1  219.9  461.8  199.7  378.0  463.4    -0.3129  2.321    0  228.197  -1.73983  1.28825 
   928   178 52578  0.239  72.82    34.6  251.8  14.41    220.4  99.37  5.345  -107.0  737.5  624.4  878.3  389.1  773.7 1108.0    -0.1169  2.848    0  118.111   25.1723  2.13796 
   929   570 52581 0.1284  135.8  -2.633  300.8  114.1    212.9  122.6  45.21  -174.4  565.9  675.1 1031.0  486.9  955.0 1312.0    -0.2243  2.695    1  121.347   28.3044  1.65959 
   932   286 52620 0.4332  363.3   28.31  94.27   89.7   -15.14  176.9  19.89  -30.04  365.2  253.0  378.3  170.6  364.4  535.1     -0.114  3.137    0  125.806   31.5344  23.4423 
   933    10 52642 0.1674  39.33  -26.56  592.1  82.85    30.55  137.2   17.5  -268.1  205.7  484.6  973.0  479.2 1173.0 1648.0   -0.01223   3.44    0  130.119   33.3479  1.44544 
   934   177 52672 0.4632  12.38   6.299  261.6    0.0      0.0    0.1    0.0     0.0    0.1  616.0  871.2  352.8  670.4  860.6  2.367e-06  2.439    0  131.877   35.5356  1.58489 
   934   531 52672 0.1843  410.9   26.86  104.3  127.9   -47.25  191.6  20.04  -103.8  543.1  285.9  433.4  202.7  451.8  688.7    -0.1912  3.398    0  132.283   36.3814  3.71535 
   936   281 52705 0.3567  35.31  -63.71  177.8  45.19    68.76  92.51  3.932  -126.1  379.9  329.3  530.2  235.8  471.4  632.3    -0.2202  2.682    0  133.977   37.1501  2.95121 
   937   174 52707 0.6352   1.44  -747.5  708.4   4.11   -234.2  248.4    0.0    -0.0    0.1  701.0 1300.0  659.6 1448.0 1917.0    -0.3435  2.906    0  138.141   38.9038  2.39883 
   939   348 52636 0.4963  18.52  -103.1  417.2  27.29    6.978  116.5  17.82  -241.8  95.98  551.9  847.2  379.9  822.8 1163.0   -0.03169  3.062    1  140.487   41.5189   7.4131 
   940   127 52670 0.4109  19.51  -86.99  73.49  77.09    -61.7  221.7  10.35  -34.57  490.0  470.7  743.7  322.7  672.1  929.8    0.02951  2.881    0  144.324    40.897  8.31764 
   943   150 52376 0.5579  13.28  -77.46  303.9  3.119   -605.4  884.1  11.54  -57.06  82.93  414.6  905.4  541.9 1445.0 2073.0    -0.3796  3.825    0  152.834   44.7071  6.30957 
   947   497 52411 0.4371  5.339  -149.8  642.7  12.62    70.93  101.7  11.54  -60.31  236.7  471.9  831.4  445.7 1062.0 1591.0    -0.1538   3.57    0  157.233   57.2066  3.16228 
   950   553 52378 0.1427  98.32   213.5  288.9  467.4    34.54  162.3  57.79  -409.5  185.5  430.0  654.3  290.4  620.0  884.0   -0.03928  3.044    0  167.564   58.8128  2.95121 
   953   597 52411 0.4903  7.765  -991.5  960.5  81.68    132.2  168.0  34.02  -172.2  441.0  511.3 1058.0  654.8 1464.0 2140.0    -0.5301  3.269    0  179.326   60.0627   20.893 
   957   277 52398 0.4533  12.51  -115.1  189.2  20.64    104.9  124.4    0.0     0.0    0.1  408.0  625.8  259.9  498.1  633.5    -0.1866  2.437    0  192.028    59.666  2.29087 
   959   300 52411 0.1569  35.71   115.0  399.4  42.61   -153.1  70.45  198.5  -10.95  158.7  430.0  608.6  277.3  572.6  836.4     0.2061  3.016    0  199.653    58.144  1.58489 
   959   468 52411  0.429  26.92   63.56  150.8  10.57   -286.0  163.5  1.057   406.3  511.3  473.0  760.5  322.1  633.6  850.6   -0.04849  2.641    1  201.372   59.4069  2.51189 
   962   487 52620  0.486  16.39  -636.4  836.1  76.76    149.3  159.3  72.36   -87.4  332.5  669.5 1081.0  582.5 1301.0 1877.0    -0.4368  3.222    0   160.06   47.7652  28.1838 
   963   140 52643 0.2235  40.97  -186.2  195.3  48.97    158.2  140.3  3.862   174.8  558.6  663.8  870.0  388.2  697.5  908.3    -0.0522   2.34    1  162.843   46.5696  1.28825 
   970   543 52413 0.1992  273.7  -84.89  178.0  230.8    221.7  90.94  70.47   7.852  89.04  575.8  722.0  307.2  532.8  652.6   -0.07297  2.124    2  184.708   50.4382  4.36516 
   977    98 52410 0.5235  20.79    16.2  300.3  55.71   -125.1  94.39    0.0    -0.0    0.1  272.6  486.7  249.4  578.7  801.7     0.2507  3.214    0  258.999   28.1213  7.94328 
   977   574 52410 0.4863  6.656   43.37  93.13  7.698   -94.98  272.6    0.0    -0.0    0.1  421.8  719.2  317.1  625.7  827.3    -0.1453  2.609    0  259.122   30.2379  1.51356 
   986   587 52443 0.4855  7.331  -4.905  335.6    0.0     -0.0    0.1    0.0    -0.0    0.1  790.3 1118.0  452.6  860.0 1104.0  -8.15e-05  2.439    0  319.428  0.952223  1.38038 
   987   609 52523 0.2349  64.73   20.48  160.1  15.31   -107.2  90.31  38.46   -15.9  317.4  463.2  694.6  296.8  607.3  837.0   -0.01416   2.82    0  321.724  0.598066  2.04174 
   991   299 52707 0.1564  62.91  -161.6  106.2   66.9     79.4  69.11  339.4    15.4  192.8  449.9  630.1  257.4  484.2  620.6   0.004683  2.411    0  139.501   4.41838  2.45471 
   994   257 52725 0.5236  30.75   -88.0  324.2  109.2     14.9  129.2  38.79 -0.8706  70.45  293.9  472.0  220.7  509.9  747.5    -0.1793  3.386    0  147.583    5.1947   18.197 
   995   159 52731 0.2085  109.1  -107.9  189.2   38.3   -260.6  656.4  28.54   356.8  214.2  619.4 1148.0  525.4 1268.0 1741.0     -0.141  3.313    0  150.509   5.86268  3.31131 
   996   142 52641 0.0977  118.6   153.7  725.0  166.7    124.4  328.5  170.8   203.6  171.4  691.9 1224.0  562.4 1311.0 1880.0  -0.009949  3.342    0  152.681    6.2004  1.86209 
  1001   223 52670  0.435  46.86   108.7   96.1   30.3   -70.65  361.0  29.45  -123.8  130.7  514.3  755.9  349.2  697.7  977.2    -0.1129  2.798    1  161.883   6.60103  7.94328 
  1003    38 52641  0.628  17.56  -62.46  294.1  29.32    89.73  70.35  28.51  -89.19  89.42  402.4  575.0  261.5  537.7  772.5   -0.09553  2.954    0   167.12   7.15174  11.2202 
  1004   182 52723 0.1815  135.2  -65.98  298.2  152.3    142.8  94.89    0.0     0.0    0.1  431.2  777.3  365.1  685.7  894.2    -0.2217  2.449    1  167.213   6.98374  2.51189 
  1005   164 52703 0.3748  19.28   114.1  128.6  18.53   -166.0  102.2  4.547  -23.87  445.1  566.5  723.1  338.8  623.6  908.8   -0.01109  2.682    2  147.524   48.2274  1.77828 
  1008   640 52707 0.4176  53.75   27.83  125.7  45.44   -199.6  90.61  9.215  -147.5  378.5  475.3  611.3  275.2  508.8  720.1   -0.07385  2.617    0  157.225   51.7231  5.37032 
  1009   354 52644 0.4466   6.18  -184.2  583.6  27.33   -10.75  194.6    0.0    -0.0    0.1  520.0  793.6  386.9  917.4 1367.0    -0.1951  3.532    0  156.533   52.3441  3.98107 
  1009   598 52644 0.5984  70.97  -27.97  137.9  28.74   -29.29  313.4  13.82  -120.7   57.4  380.0  581.3  256.4  546.5  781.4    0.01968  3.048    0  159.592   52.5211  19.4984 
  1039   479 52707 0.0883  916.5   59.93  105.9 2631.0    -24.5  88.71  210.6   3.531  248.5  238.9  348.3  148.4  295.7  401.7    0.06173  2.707    0  195.159   54.9102  3.38844 
  1043    85 52465 0.3755  13.85   60.75  104.3  24.29   -6.669  177.6  8.703  -78.86  356.9  406.7  632.6  280.4  588.0  824.7     -0.138  2.941    0  208.502   52.0305  2.45471 
  1045   155 52725 0.3235  25.16   92.69  171.4  14.97   -125.1  459.9  9.162   62.76  72.87  437.5  858.1  417.0  931.6 1268.0    -0.2191  3.041    0  214.829   51.0445  2.23872 
  1047   399 52733  0.128  309.2   2.028  173.1  52.69   -47.58  474.8  60.65  -177.0  68.73  477.9  668.1  305.2  630.1  953.9   -0.03961  3.125    0   219.03   49.4829  1.69824 
  1047   528 52733 0.3579  9.785   195.4  471.3  12.99   -192.5  226.2    0.0    -0.0    0.1  803.0 1332.0  574.2 1110.0 1423.0     0.2256  2.478    0  220.309   50.5024  1.86209 
  1048   505 52736 0.2467  98.99   102.0  191.7  219.3    -15.8  111.7  32.35  -153.9  613.5  338.5  544.1  279.0  782.3 1268.0    -0.2126  4.545    0  223.956   48.9101   6.0256 
  1050   187 52721 0.5649   6.89  -20.67  238.3    0.0     -0.0    0.1    0.0    -0.0    0.1  561.2  793.6  321.4  610.7  783.9  5.104e-05  2.439    0  228.027   45.8016  1.38038 
  1050   298 52721  0.499  8.934   177.3  106.1  4.195   -62.48  556.6  10.68  -199.2  177.3  759.4  998.6  480.8  919.3 1363.0    0.01723  2.834    2   227.33   45.3972   3.0903 
  1051   284 52468 0.1887  90.77   -90.9  252.1  86.57   -11.53  106.8  11.84  -229.8  569.1  406.6  698.1  318.4  691.8  988.7    -0.1592  3.105    0  230.598   43.8476  1.94984 
  1052   240 52466  0.345  6.206  -440.7  821.2  4.449    294.5  162.2  3.842  -299.7  251.6 1516.0 2260.0  992.4 1873.0 2468.0    -0.1166  2.486    2   232.63   42.7823  1.51356 
  1055   312 52761 0.2181  218.7   40.41  131.2  66.76    -29.6  236.3  6.373  -284.4  565.3  352.4  524.7  233.2  491.5  708.7    -0.1895  3.039    0  239.877   38.1441  3.46737 
  1056   617 52764 0.1519  77.74  -10.19  327.3  471.9    136.0  84.34  673.3  -41.44  120.0  391.0  515.4  223.2  415.0  550.3   -0.07607  2.465    0  244.197   37.2726  4.36516 
  1057   516 52522 0.2661  14.21  -110.6  451.6  405.4    38.74  110.7  93.87  -90.39  215.6  295.2  447.9  204.8  446.7  635.6    -0.2332  3.104    0  245.539   35.3521  8.31764 
  1058   304 52520  0.504  11.85  -106.2  492.5  19.33    -33.4  126.7    0.0    -0.0    0.1  423.8  917.3  431.2 1056.0 1447.0   -0.06224  3.355    0  246.249   33.3815  5.12861 
  1062   454 52619 0.4006   16.1   40.92  233.6  16.62   -63.06  97.16  6.661  -274.4  549.5  412.0  763.3  386.5  982.9 1378.0    -0.2399  3.566    0  56.0758  0.727679  3.01995 
  1062   471 52619 0.5601  33.83  -84.09  111.7  4.776   -90.57  386.5   8.57   131.1  93.88  339.4  514.6  233.3  496.1  752.8   -0.04888  3.227    0  55.5421    0.6541  5.37032 
  1063   584 52591 0.4096    1.3  -486.0  372.8  8.806    78.52  23.73  28.91  -21.11  208.7  432.2  666.3  292.3  581.9  789.2    -0.1335    2.7    0  54.4658  0.606798  2.34423 
  1064   227 52577 0.4718  22.53   -85.2  217.8  22.46    78.26  107.7  4.323  -192.6  529.1  454.3  708.0  336.8  687.0  988.5    -0.2433  2.935    0  51.2002 -0.646099  4.89779 
  1065   432 52586 0.4626  41.03  -59.37   94.8  24.64   -46.73  258.5    0.0    -0.0    0.1  297.8  507.0  226.0  516.3  724.7    0.02175  3.207    0  49.2371  0.371087  5.01187 
  1065   593 52586 0.6427  18.04  -157.1  501.3  36.09    30.02  162.8  10.47  -100.1  51.56  475.5  889.2  420.6  985.0 1375.0    -0.1647  3.269    0  50.4338  0.277273  18.6209 
  1067   559 52616 0.5557  5.953  -128.0  68.11  21.58   -15.95  155.4  17.35  -16.52  324.9  469.2  738.0  313.2  656.1  903.2    0.02423  2.884    0  46.1071  0.128006  7.58578 
  1070   491 52591 0.4318  2.266  -334.0  583.2  10.55   0.9071  254.2    0.0    -0.0    0.1  665.2 1001.0  456.3  995.8 1404.0    -0.2516  3.076    0  39.7973  0.066597  1.62181 
  1074   457 52937 0.4712  43.86  -138.3  144.2  51.12   -5.948  336.6  8.954   -8.92  726.9  590.5  991.4  447.1  960.0 1364.0    0.07817   3.05    0  31.7321   1.14074  15.4882 
  1079    20 52621 0.7111  5.946 -1281.0 1014.0  11.75   -156.4  570.8    0.0    -0.0    0.1 1776.0 3032.0 1292.0 2534.0 3231.0    -0.2504  2.501    0  22.3576 -0.983405  20.4174 
  1083   171 52520 0.5471  2.101   47.59  264.0    0.0      0.0    0.1    0.0     0.0    0.1  621.7  879.2  356.2  676.6  868.5 -9.206e-05  2.438    0  14.5573 -0.281703  0.42658 
  1084   536 52591 0.3915  20.06  -119.2  107.7  20.09    117.2  99.57  2.422   40.59  363.9  474.2  595.7  264.7  468.8  612.6     0.0139  2.314    2  12.9108   1.25305  1.58489 
  1085   135 52531 0.5849  6.919  -219.1  377.9  1.057  -1059.0  727.4  11.65   9.593  162.4  530.6  977.3  519.7 1141.0 1689.0    -0.4639   3.25    1  10.9171 -0.863934  4.89779 
  1086   509 52525 0.5928  1.965  -359.8  556.7  7.795   -54.83  159.0    0.0    -0.0    0.1  430.6  685.0  403.2 1007.0 1404.0    -0.3344  3.483    0  9.23461  0.711346  2.23872 
  1087    24 52930 0.4014  17.84  -7.515  89.98  22.05   -9.617  175.8  3.479  -183.1  390.0  315.9  509.1  228.9  508.7  745.6    -0.1785  3.258    0   8.3156 -0.485259  2.29087 
  1103    68 52873 0.5883  4.545  -499.7  145.0  6.422    65.71  199.0  1.786   278.2  523.2  952.9 1232.0  581.9 1110.0 1456.0     0.1053  2.501    2  336.139 -0.609475  2.69153 
  1103   501 52873 0.7512  19.36  -248.8  64.82  64.75   -38.06  187.7  17.95  -1.507  453.3  550.3  770.8  351.5  708.2 1032.0    0.08239  2.937    0  335.898  0.725627   40.738 
  1105   379 52937 0.5577  84.76  -77.09  183.3    0.0     -0.0    0.1    0.0    -0.0    0.1  431.6  610.4  247.3  469.9  603.1  0.0001327  2.439    0   331.17  0.875618  12.5893 
  1106   444 52912 0.4391   20.1  -128.9  387.3  13.74    120.0  148.5    0.0    -0.0    0.1  741.5 1119.0  486.2  919.2 1192.0    -0.1469  2.452    1  329.899  0.970587  4.16869 
  1106   473 52912 0.4595  19.12   104.2  98.63   13.3    -64.6  158.9  7.306  -172.9  420.5  421.0  668.1  341.5  729.1 1026.0    -0.2956  3.003    0  329.628  0.619246  3.38844 
  1107   307 52968 0.6065  7.798  -13.06  427.8  57.56    20.13  127.5  28.41  -206.3  89.86  447.9  594.6  271.1  523.4  759.7    0.03609  2.802    0  326.517 -0.098916  13.4896 
  1114   336 53179  0.435   43.3   -15.2  244.9  5.898   -359.5  566.5  5.983  -52.05   59.3  562.3  859.9  391.3  841.5 1225.0    -0.2366   3.13    0  314.124  0.964619  5.88844 
  1115   160 52914  0.466  10.66  -203.7  406.6  12.72    349.3  118.3  38.75  -49.07  186.9  590.4  917.8  382.3  790.0 1059.0    -0.1013   2.77    1  313.692 -0.085691  6.60693 
  1116   422 52932 0.4771  30.57   43.46  167.1  21.73   -15.96   93.1  6.434  -222.2  441.9  337.4  532.5  256.9  645.4  970.5    -0.2931  3.778    0  311.256  0.279481  5.24807 
  1117   142 52885 0.4795  9.401  -124.9  389.0  19.14    85.66  109.7  9.934  -229.7  111.0  580.3  802.6  391.4  740.6 1029.0    -0.1538  2.629    2  310.446  -0.55892  3.71535 
  1163   292 52669  0.037 4843.0   220.6  239.6  722.7   -2.367  760.6 7196.0   203.3  112.0  357.3  586.0  291.8  746.7 1266.0    -0.2132  4.339    0  220.159   53.5044  3.46737 
  1171   325 52753 0.2335  31.33  -325.1  496.2  13.17    552.9  697.8  25.06  -86.13  248.4  979.2 1716.0  739.6 1649.0 2213.0     0.1842  2.992    0  243.249   42.3279   2.5704 
  1175   342 52791 0.5868  48.64  -27.07  181.7    0.0     -0.0    0.1    0.0    -0.0    0.1  427.9  605.1  245.1  465.7  597.7  6.691e-05  2.439    0  251.102   34.7769  8.31764 
  1184    33 52641 0.4512  4.765  -155.4  613.1  12.61   0.7421  171.8    0.0    -0.0    0.1  502.8  874.4  460.6 1161.0 1666.0    -0.1358  3.618    0  125.295   3.29956  2.34423 
  1187   544 52708 0.2748  28.18   120.8  202.1  32.98   -353.0  153.4   9.86   223.3  68.72  867.0 1032.0  501.3  771.0  920.2    0.01658  1.836    2  130.614   5.78789  1.44544 
  1190   399 52670 0.3942  3.314  -91.68  45.28  10.35   -68.38  419.0    0.0    -0.0    0.1  764.8 1248.0  542.6 1058.0 1364.0   0.008164  2.515    0  132.821   4.98495  1.44544 
  1193   477 52652 0.3909  14.03   126.4  116.1  9.858   -181.0  239.0  7.979   20.86  538.3  667.8 1022.0  483.9 1021.0 1427.0    0.01075   2.95    1  138.167   5.53444   2.5704 
  1198   230 52669 0.1276   26.9  -31.23  420.4  291.3    109.9   96.7  249.5  -106.4  95.69  428.9  543.5  248.0  448.5  613.9   -0.06353  2.475    2  133.331   38.8775  1.25893 
