SDSSJ153038.56+530404.0 15 30 38.56 +53 04 04.0 20.94 20.56 1.45 1.575 1.95 1.531 b            SDSSJ153038.82+530400.6 15 30 38.82 +53 04 00.6 20.76 20.70 1.40 1.725 2.15 1.533 b             4.11
SDSSJ154334.27+264657.7 15 43 34.28 +26 46 57.8 20.94 20.84 0.80 0.975 1.45                    SDSSJ154334.28+264654.1 15 43 34.29 +26 46 54.2 20.65 20.63 1.30 1.925 2.10                     3.60
SDSSJ154515.98+275601.0 15 45 15.98 +27 56 01.1 20.13 19.84 1.45 1.525 1.85                    SDSSJ154515.73+275559.2 15 45 15.73 +27 55 59.3 21.35 20.69 0.45 0.625 0.70                     3.74
SDSSJ155908.39+264031.8 15 59 08.39 +26 40 31.9 20.45 20.02 0.75 0.925 1.10                    SDSSJ155908.21+264036.7 15 59 08.22 +26 40 36.7 21.11 20.44 2.20 2.275 2.65                     5.37
SDSSJ160032.31+163347.2 16 00 32.31 +16 33 47.2 21.00 20.79 1.45 1.725 2.00                    SDSSJ160032.54+163348.5 16 00 32.54 +16 33 48.5 21.51 21.11 1.45 1.575 1.90                     3.58
SDSSJ160603.02+290050.8 16 06 03.02 +29 00 50.9 18.66 18.42 0.70 0.875 1.00                    SDSSJ160602.81+290048.7 16 06 02.81 +29 00 48.8 18.87 18.50 0.50 0.725 1.00                     3.45
SDSSJ160926.28+075324.4 16 09 26.29 +07 53 24.4 20.40 19.79 2.20 2.325 2.60                    SDSSJ160926.58+075323.1 16 09 26.58 +07 53 23.2 21.47 21.13 0.35 0.725 0.90                     4.57
SDSSJ162419.98+350644.4 16 24 19.99 +35 06 44.5 20.83 20.72 0.75 0.925 1.10                    SDSSJ162419.80+350649.6 16 24 19.81 +35 06 49.7 21.27 20.80 1.45 1.575 1.90                     5.63
SDSSJ162847.75+413045.4 16 28 47.75 +41 30 45.4 20.09 19.81 1.35 1.525 1.70                    SDSSJ162848.06+413043.1 16 28 48.07 +41 30 43.2 20.60 20.40 1.95 2.075 2.20                     4.22
SDSSJ162902.59+372430.8 16 29 02.59 +37 24 30.8 19.36 19.17 0.80 0.975 1.10 0.926 a     0.923b SDSSJ162902.63+372435.1 16 29 02.63 +37 24 35.2 19.53 19.35 0.70 0.925 1.10 0.906 b             4.35
SDSSJ163510.30+291116.1 16 35 10.31 +29 11 16.2 20.74 20.43 1.40 1.525 1.85                    SDSSJ163510.14+291120.6 16 35 10.15 +29 11 20.6 19.14 18.83 1.45 1.575 1.80                     4.92
SDSSJ163700.93+263609.8 16 37 00.93 +26 36 09.9 19.69 19.36 1.40 1.525 1.80 1.961 c            SDSSJ163700.88+263613.7 16 37 00.88 +26 36 13.7 20.99 20.61 0.45 0.575 0.85 1.961 c             3.90*
